BOR;AN;FI;RS;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;dtETP_STAG;EFF_LIB
Q21;2021;510024490;INSTITUT DU CANCER COURLANCY REIMS – ICCREIMS;510007081;2000;4.5;;;;;5
Q21;2021;510024490;INSTITUT DU CANCER COURLANCY REIMS – ICCREIMS;510007081;2100;4.5;;;;;5
Q21;2021;510024490;INSTITUT DU CANCER COURLANCY REIMS – ICCREIMS;510007081;9999;4.5;;;;;5
Q21;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;2000;0;0;0;0;0;193
Q21;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;2100;0;0;0;0;0;192
Q21;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;2200;0;0;0;0;0;1
Q21;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;9999;0;0;0;0;0;193
Q21;2021;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;2000;2.29;;;;;
Q21;2021;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;2200;2.29;;;;;
Q21;2021;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;9999;2.29;;;;;
Q21;2021;510026339;HOSPITALISATION RÉMOISE - USCAR;510000052;2000;1.32;;;1.16;0;
Q21;2021;510026339;HOSPITALISATION RÉMOISE - USCAR;510000052;2100;1.32;;;1.16;0;
Q21;2021;510026339;HOSPITALISATION RÉMOISE - USCAR;510000052;9999;1.32;;;1.16;0;
Q21;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;2000;4.15;;0.51;;;
Q21;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;2100;1.04;;;;;
Q21;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;2400;2.59;;0.51;;;
Q21;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;2500;0.52;;;;;
Q21;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;9999;4.15;;0.51;;;
Q21;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1000;2.38;0;;0;;
Q21;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;2000;47.68;0;;10.42;;
Q21;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;2100;46.04;0;;10.42;;
Q21;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;2400;1.64;0;;0;;
Q21;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;9999;50.06;0;;10.42;;
Q21;2021;520000035;HOPITAL DE JOINVILLE;520780040;2000;0.23;;;;;4
Q21;2021;520000035;HOPITAL DE JOINVILLE;520780040;2100;0.03;;;;;
Q21;2021;520000035;HOPITAL DE JOINVILLE;520780040;2400;0.2;;;;;4
Q21;2021;520000035;HOPITAL DE JOINVILLE;520780040;9999;0.23;;;;;4
Q21;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1000;2.5;;;0;;
Q21;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;2000;29.68;;;2.93;;
Q21;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;2100;28.28;;;2.76;;
Q21;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;2400;1.4;;;0.17;;
Q21;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;9999;32.18;;;2.93;;
Q21;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;2000;1.34;;;;;
Q21;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;2100;1.24;;;;;
Q21;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;2400;0.1;;;;;
Q21;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;9999;1.34;;;;;
Q21;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;2000;73.06;;;23;2;1
Q21;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;2100;73.06;;;23;2;1
Q21;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;9999;73.06;;;23;2;1
Q21;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;1000;3.8;;2.57;;;
Q21;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;2000;24.3;;0.16;4.77;;
Q21;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;2200;19.94;;0.16;3.76;;
Q21;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;2400;3.76;;;1.01;;
Q21;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;2500;0.6;;;;;
Q21;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;9999;28.1;;2.73;4.77;;
Q21;2021;520000084;HOPITAL SAINT-CHARLES;520780099;2000;0.3;;;;;
Q21;2021;520000084;HOPITAL SAINT-CHARLES;520780099;2400;0.3;;;;;
Q21;2021;520000084;HOPITAL SAINT-CHARLES;520780099;9999;0.3;;;;;
Q21;2021;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;510000953;2000;0.1;;;;;
Q21;2021;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;510000953;2100;0.1;;;;;
Q21;2021;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;510000953;9999;0.1;;;;;
Q21;2021;520003823;HAD CHAUMONT LANGRES;750047367;2000;0.93;;;;;
Q21;2021;520003823;HAD CHAUMONT LANGRES;750047367;2300;0.93;;;;;
Q21;2021;520003823;HAD CHAUMONT LANGRES;750047367;9999;0.93;;;;;
Q21;2021;520004052;UNITE DE DIALYSE MEDICALISEE;510000953;2000;0.2;;;;;
Q21;2021;520004052;UNITE DE DIALYSE MEDICALISEE;510000953;2100;0.2;;;;;
Q21;2021;520004052;UNITE DE DIALYSE MEDICALISEE;510000953;9999;0.2;;;;;
Q21;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;2000;;;;;;16
Q21;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;2100;;;;;;16
Q21;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;9999;;;;;;16
Q21;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;2000;;;;;;7
Q21;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;2100;;;;;;7
Q21;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;9999;;;;;;7
Q21;2021;520004847;SELARL U2R SITE CTRE MED CHIR CHAUMONT;630011831;1000;0;0;0;0;0;2
Q21;2021;520004847;SELARL U2R SITE CTRE MED CHIR CHAUMONT;630011831;9999;0;0;0;0;0;2
Q21;2021;520780156;CLINIQUE DE LA COMPASSION;520000092;2000;0.25;;;;;1
Q21;2021;520780156;CLINIQUE DE LA COMPASSION;520000092;2400;0.25;;;;;1
Q21;2021;520780156;CLINIQUE DE LA COMPASSION;520000092;9999;0.25;;;;;1
Q21;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;2000;1.2;;;;;16
Q21;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;2100;1.2;;;;;16
Q21;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;9999;1.2;;;;;16
Q21;2021;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;2000;2.6;;;;;6
Q21;2021;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;2100;2.6;;;;;6
Q21;2021;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;9999;2.6;;;;;6
Q21;2021;520782939;USLD DU CH DE CHAUMONT;520780032;2000;0.56;0;0;0;0;0
Q21;2021;520782939;USLD DU CH DE CHAUMONT;520780032;2500;0.56;0;0;0;0;0
Q21;2021;520782939;USLD DU CH DE CHAUMONT;520780032;9999;0.56;0;0;0;0;0
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1000;4.55;;;;;
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2000;53.07;;;18.26;;1
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2100;46.63;;;15.36;;1
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2200;4.22;;;0.07;;
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2400;1.92;;;2.83;;
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2500;0.3;;;;;
Q21;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;9999;57.62;;;18.26;;1
Q21;2021;530000124;CLINIQUE NOTRE DAME DE PRITZ;530000249;2000;;;;;;5
Q21;2021;530000124;CLINIQUE NOTRE DAME DE PRITZ;530000249;2200;;;;;;5
Q21;2021;530000124;CLINIQUE NOTRE DAME DE PRITZ;530000249;9999;;;;;;5
Q21;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;1000;0.77;;;;;
Q21;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;2000;0.38;;;1;;15
Q21;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;2100;0.1;;;1;;7
Q21;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;2400;0.1;;;;;7
Q21;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;2500;0.18;;;;;1
Q21;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;9999;1.15;;;1;;15
Q21;2021;530000140;HOPITAL LOCAL ERNEE;530000058;1000;0.8;;;;;
Q21;2021;530000140;HOPITAL LOCAL ERNEE;530000058;2000;;;;0.33;;11
Q21;2021;530000140;HOPITAL LOCAL ERNEE;530000058;2100;;;;0.33;;6
Q21;2021;530000140;HOPITAL LOCAL ERNEE;530000058;2400;;;;;;5
Q21;2021;530000140;HOPITAL LOCAL ERNEE;530000058;9999;0.8;;;0.33;;11
Q21;2021;530000165;HOPITAL LOCAL EVRON;530000066;1000;0.12;;;;;
Q21;2021;530000165;HOPITAL LOCAL EVRON;530000066;2000;1.1;;;;;10
Q21;2021;530000165;HOPITAL LOCAL EVRON;530000066;2100;1.1;;;;;10
Q21;2021;530000165;HOPITAL LOCAL EVRON;530000066;9999;1.22;;;;;10
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;1000;6.29;;;;;
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;2000;41.62;;;14.19;;9
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;2100;33.95;;;14.13;;9
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;2200;6.18;;;0.05;;
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;2300;0.5;;;;;
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;2400;0.99;;;0.01;;
Q21;2021;530000173;CH DU NORD MAYENNE;530000074;9999;47.91;;;14.19;;9
Q21;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;1000;0.34;;;;;
Q21;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;2000;0.2;;;0.84;;6
Q21;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;2100;0.1;;;0.84;;3
Q21;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;2400;0.1;;;;;3
Q21;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;9999;0.54;;;0.84;;6
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1000;;;0.6;;;
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;2000;123.26;0.5;7.08;48.7;1;1
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;2100;102.93;0.5;7.08;41.77;1;1
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;2200;13.9;;;4.42;;
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;2300;0.44;;;;;
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;2400;5.54;;;1.51;;
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;2500;0.45;;;1;;
Q21;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;9999;123.26;0.5;7.68;48.7;1;1
Q21;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;2000;0.6;;0.6;;;2
Q21;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;2400;0.6;;0.6;;;2
Q21;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;9999;0.6;;0.6;;;2
Q21;2021;530002898;CENTRE DIALYSE ECHO LAVAL;440002590;2000;1.8;;;;;
Q21;2021;530002898;CENTRE DIALYSE ECHO LAVAL;440002590;2100;1.8;;;;;
Q21;2021;530002898;CENTRE DIALYSE ECHO LAVAL;440002590;9999;1.8;;;;;
Q21;2021;530005628;CENTRE MALLET-PROUX;530009042;2000;;;;;;4
Q21;2021;530005628;CENTRE MALLET-PROUX;530009042;2100;;;;;;4
Q21;2021;530005628;CENTRE MALLET-PROUX;530009042;9999;;;;;;4
Q21;2021;530006188;DIALYSE ECHO LAVAL;440002590;2000;0.28;;;;;
Q21;2021;530006188;DIALYSE ECHO LAVAL;440002590;2100;0.28;;;;;
Q21;2021;530006188;DIALYSE ECHO LAVAL;440002590;9999;0.28;;;;;
Q21;2021;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;2000;0.1;;;;;1
Q21;2021;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;2100;0.1;;;;;1
Q21;2021;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;9999;0.1;;;;;1
Q21;2021;530008788;DIALYSE ECHO MAYENNE;440002590;2000;0.65;;;;;
Q21;2021;530008788;DIALYSE ECHO MAYENNE;440002590;2100;0.65;;;;;
Q21;2021;530008788;DIALYSE ECHO MAYENNE;440002590;9999;0.65;;;;;
Q21;2021;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;2000;1;;;0.33;;
Q21;2021;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;2400;1;;;0.33;;
Q21;2021;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;9999;1;;;0.33;;
Q21;2021;530031962;POLYCLINIQUE DU MAINE;530000975;2000;4.77;;;;;60
Q21;2021;530031962;POLYCLINIQUE DU MAINE;530000975;2100;3.17;;;;;60
Q21;2021;530031962;POLYCLINIQUE DU MAINE;530000975;2400;1.6;;;;;
Q21;2021;530031962;POLYCLINIQUE DU MAINE;530000975;9999;4.77;;;;;60
Q21;2021;530032788;USLD CH HAUT ANJOU;530000025;2000;2.15;;;;;
Q21;2021;530032788;USLD CH HAUT ANJOU;530000025;2500;2.15;;;;;
Q21;2021;530032788;USLD CH HAUT ANJOU;530000025;9999;2.15;;;;;
Q21;2021;540000015;CHRU NANCY - MATERNITE;540023264;1000;5.24;0.61;;20.24;;
Q21;2021;540000015;CHRU NANCY - MATERNITE;540023264;2000;45.81;7.37;;32.15;0.16;1
Q21;2021;540000015;CHRU NANCY - MATERNITE;540023264;2100;45.81;7.37;;32.15;0.16;1
Q21;2021;540000015;CHRU NANCY - MATERNITE;540023264;9999;51.05;7.98;;52.39;0.16;1
Q21;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1000;3.2;;1.16;;;
Q21;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;2000;35.29;;;12.53;;4
Q21;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;2100;33.69;;;11.29;;4
Q21;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;2400;1.6;;;1.24;;
Q21;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;9999;38.49;;1.16;12.53;;4
Q21;2021;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;2000;2.22;;;;;
Q21;2021;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;2100;2.22;;;;;
Q21;2021;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;9999;2.22;;;;;
Q21;2021;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;2000;1.06;;;;;
Q21;2021;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;2400;1.06;;;;;
Q21;2021;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;9999;1.06;;;;;
Q21;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1000;10.54;;8.12;1.33;;
Q21;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;2000;60.51;;0.8;18.94;;3
Q21;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;2100;58.57;;0.7;17.9;;3
Q21;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;2300;1.11;;;1.04;;
Q21;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;2500;0.83;;0.1;;;
Q21;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;9999;71.05;;8.92;20.27;;3
Q21;2021;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;2000;16.25;5.96;;17.41;;1
Q21;2021;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;2100;16.25;5.96;;17.41;;1
Q21;2021;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;9999;16.25;5.96;;17.41;;1
Q21;2021;540000270;;540003399;2000;4.52;;;;;
Q21;2021;540000270;;540003399;2300;2.26;;;;;
Q21;2021;540000270;;540003399;2400;2.26;;;;;
Q21;2021;540000270;;540003399;9999;4.52;;;;;
Q21;2021;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;2000;0.05;;;;;4
Q21;2021;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;2400;0.05;;;;;4
Q21;2021;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;9999;0.05;;;;;4
Q21;2021;540000296;;540000106;1000;1.06;;;;;
Q21;2021;540000296;;540000106;2000;6.13;0.03;;0.99;;
Q21;2021;540000296;;540000106;2100;3.32;0.03;;0.99;;
Q21;2021;540000296;;540000106;2400;2.81;;;;;
Q21;2021;540000296;;540000106;9999;7.19;0.03;;0.99;;
Q21;2021;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;2000;5.53;;0.1;1.39;0.11;
Q21;2021;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;2400;4.67;;0.1;1.39;0.11;
Q21;2021;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;2500;0.86;;;;;
Q21;2021;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;9999;5.53;;0.1;1.39;0.11;
Q21;2021;540000361;CLINIQUE JEANNE D'ARC;540003928;2000;0.49;;;;;57
Q21;2021;540000361;CLINIQUE JEANNE D'ARC;540003928;2100;0.49;;;;;57
Q21;2021;540000361;CLINIQUE JEANNE D'ARC;540003928;9999;0.49;;;;;57
Q21;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;1000;0.09;;;;;
Q21;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;2000;5.21;;;3;;
Q21;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;2100;2.01;;;1;;
Q21;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;2400;1.81;;;2;;
Q21;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;2500;1.39;;;;;
Q21;2021;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;9999;5.3;;;3;;
Q21;2021;540000445;CLINIQUE AMBROISE PARE;540000890;1000;0.25;;;;;
Q21;2021;540000445;CLINIQUE AMBROISE PARE;540000890;2000;0.29;;;;;55
Q21;2021;540000445;CLINIQUE AMBROISE PARE;540000890;2100;0.29;;;;;55
Q21;2021;540000445;CLINIQUE AMBROISE PARE;540000890;9999;0.54;;;;;55
Q21;2021;540000452;CLINIQUE SAINT ANDRE;540000908;1000;0.28;;;;;
Q21;2021;540000452;CLINIQUE SAINT ANDRE;540000908;2000;2.05;;;;;67
Q21;2021;540000452;CLINIQUE SAINT ANDRE;540000908;2100;2.05;;;;;67
Q21;2021;540000452;CLINIQUE SAINT ANDRE;540000908;9999;2.33;;;;;67
Q21;2021;540000478;CLINIQUE LOUIS PASTEUR;540003449;2000;2.8;;;5.5;;166
Q21;2021;540000478;CLINIQUE LOUIS PASTEUR;540003449;2100;2.6;;;5.5;;160
Q21;2021;540000478;CLINIQUE LOUIS PASTEUR;540003449;2400;0.2;;;;;6
Q21;2021;540000478;CLINIQUE LOUIS PASTEUR;540003449;9999;2.8;;;5.5;;166
Q21;2021;540000486;POLYCLINIQUE DE GENTILLY;540000932;2000;11.6;;;3;;133
Q21;2021;540000486;POLYCLINIQUE DE GENTILLY;540000932;2100;11.6;;;3;;133
Q21;2021;540000486;POLYCLINIQUE DE GENTILLY;540000932;9999;11.6;;;3;;133
Q21;2021;540000585;SSR DE FLAVIGNY - OHS;540006707;2000;4.72;;;1;;
Q21;2021;540000585;SSR DE FLAVIGNY - OHS;540006707;2400;4.72;;;1;;
Q21;2021;540000585;SSR DE FLAVIGNY - OHS;540006707;9999;4.72;;;1;;
Q21;2021;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;2000;10.77;;;2.84;2.84;
Q21;2021;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;2400;9.44;;;2.84;2.84;
Q21;2021;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;2500;1.33;;;;;
Q21;2021;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;9999;10.77;;;2.84;2.84;
Q21;2021;540000726;CTRE SANIT -LES R. DU CHATEAU- BLAMONT;750721334;2000;0.73;;;;;
Q21;2021;540000726;CTRE SANIT -LES R. DU CHATEAU- BLAMONT;750721334;2400;0.73;;;;;
Q21;2021;540000726;CTRE SANIT -LES R. DU CHATEAU- BLAMONT;750721334;9999;0.73;;;;;
Q21;2021;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;1000;0.02;;;;;
Q21;2021;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;2000;1.79;;;;;
Q21;2021;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;2400;1.79;;;;;
Q21;2021;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;9999;1.81;;;;;
Q21;2021;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;2000;1.1;;;0.02;;
Q21;2021;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;2400;1.1;;;0.02;;
Q21;2021;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;9999;1.1;;;0.02;;
Q21;2021;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;540001112;2000;5.47;;;;;
Q21;2021;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;540001112;2100;5.47;;;;;
Q21;2021;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;540001112;9999;5.47;;;;;
Q21;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1000;1.2;;;;;
Q21;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;2000;33.23;;1.47;13.62;4.47;3
Q21;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;2100;29.5;;0.97;13.62;4.47;3
Q21;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;2200;2.73;;0.5;;;
Q21;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;2400;1;;;;;
Q21;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;9999;34.43;;1.47;13.62;4.47;3
Q21;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;2000;40.63;;;6.38;;12
Q21;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;2100;36.42;;;;;12
Q21;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;2200;2.6;;;6.38;;
Q21;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;2300;0.61;;;;;
Q21;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;2400;1;;;;;
Q21;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;9999;40.63;;;6.38;;12
Q21;2021;540001104;HOPITAL DE JOEUF (ASSPO);570027995;2000;4.64;;;;;
Q21;2021;540001104;HOPITAL DE JOEUF (ASSPO);570027995;2100;3.28;;;;;
Q21;2021;540001104;HOPITAL DE JOEUF (ASSPO);570027995;2400;1.36;;;;;
Q21;2021;540001104;HOPITAL DE JOEUF (ASSPO);570027995;9999;4.64;;;;;
Q21;2021;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;1000;39.37;3.52;;1.18;;3
Q21;2021;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;2000;163.61;38.85;;121.56;1.53;
Q21;2021;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;2100;163.61;38.85;;121.56;1.53;
Q21;2021;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;9999;202.98;42.37;;122.74;1.53;3
Q21;2021;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;2000;67.48;5.31;2.17;0.83;;
Q21;2021;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;2100;67.48;5.31;2.17;0.83;;
Q21;2021;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;9999;67.48;5.31;2.17;0.83;;
Q21;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1000;13.22;4.15;;0.67;;
Q21;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;2000;380.86;100.49;;307.37;8.87;3
Q21;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;2100;380.16;100.49;;305.37;8.87;3
Q21;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;2400;0.7;;;2;;
Q21;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;9999;394.08;104.64;;308.04;8.87;3
Q21;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;1000;6.6;0.5;;1;;
Q21;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;2000;5.08;;;4.36;0.86;
Q21;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;2100;1.42;;;1.2;0.7;
Q21;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;2400;3.66;;;3.16;0.16;
Q21;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;9999;11.68;0.5;;5.36;0.86;
Q21;2021;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;540008398;2000;3.05;;;0.33;;
Q21;2021;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;540008398;2400;3.05;;;0.33;;
Q21;2021;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;540008398;9999;3.05;;;0.33;;
