bor;an;fi;rs;rscom;fi_ej;grp;stj;stjr;cat;catr;espic;mft;ccr;nat;sir;reg;dep;reg_diff;dep_diff;COMINSEE;NOMCOM;ARMT;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3;VAL;RESPREG
ID;2021;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;;620112581;07;60;3;146;PNL5;7;4;1;0;34186092200275;32;62;32;62;62270;DIVION;;0;;6;620112581;1;1;;R;DOCTEUR CHARLES LEGAY;;62460;DIVION;;0;;;;;;;;;;;;;;;;;341860922;34186092200275;;;;0;;;;;;;;;;P;132
ID;2021;620117606;SSR FILIERIS AUCHEL LA MANAIE;;750050759;09;41;3;109;PNL8;6;1;0;0;77568531602583;32;62;32;62;62048;AUCHEL;;0;;6;;1;1;;AV;JULES FREVILLE;BP 90065;62260;AUCHEL;CITE DU MONT DE LOZINGHEM;1;775685316;CAISSE AUTONOME DE LA SECURITE SOCIALE DANS LES MINES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;132
ID;2021;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;;620112581;07;60;3;146;PNL5;7;4;1;0;34186092200119;32;62;32;62;62510;LIEVIN;;0;;6;620112581;1;1;4;R;SILAS GOULET;;62800;LIEVIN;;0;;;;;;;;;;;;;;;;;341860922;34186092200119;;;;0;;;;;;;;;;P;132
ID;2021;620118513;CENTRE MCO COTE D'OPALE;;620002915;09;95;2;365;PLU4;0;4;5;0;52197105100011;32;62;32;62;62758;SAINT MARTIN BOULOGNE;;0;;6;;2;1;171;RTE;DE DESVRES;;62280;ST MARTIN BOULOGNE;;1;813958410;GROUPE VIVALTO-SANTE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2021;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;;620112581;07;60;3;146;PNL5;7;4;1;0;34186092200150;32;62;32;62;62014;AIRE SUR LA LYS;;0;;6;620112581;1;1;;QU;DES BATELIERS;;62120;AIRE SUR LA LYS;HOPITAL AIRE SUR LA YS;0;;;;;;;;;;;;;;;;;341860922;34186092200150;;;;0;;;;;;;;;;P;132
ID;2021;630000016;CH DU MONT DORE;;630180032;04;11;1;355;PUB2;1;0;;0;26630787500010;84;63;84;63;63236;MONT DORE;;0;;6;630180032;1;1;2;R;CAPITAINE CHAZOTTE;BP 107;63240;LE MONT DORE;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;;630003168;09;60;3;109;PNL8;6;1;1;0;44466845300012;84;63;84;63;63141;DURTOL;;0;;6;;1;1;8;AV;DE LA PAIX;;63830;DURTOL;;0;;;;;;;;;;;;;;;;;444668453;;;;0;0;;;;;;;;;;P;184
ID;2021;630000149;CH ETIENNE CLEMENTEL;;630780302;04;11;1;355;PUB2;1;0;;0;26630781800010;84;63;84;63;63150;ENVAL;;0;;6;630780302;1;1;;;;;63530;ENVAL;;;;;;;;;;;;;;;;;;;266307818;;;;0;0;;;;;;;;;;P;184
ID;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;;630780989;04;13;1;101;PUB1;1;0;;0;26630746100019;84;63;84;63;63113;CLERMONT FERRAND;;;;7;630780989;2;1;58;R;MONTALEMBERT;;63003;CLERMONT FERRAND CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;184
ID;2021;630000412;CH D'AMBERT;;630780997;04;13;1;355;PUB2;1;0;;0;26630783400017;84;63;84;63;63003;AMBERT;;0;;8;630780997;1;1;14;AV;GEORGES CLEMENCEAU;;63600;AMBERT;;;;;;;;;;;;;;;;;;;266307834;;;;0;0;;;;;;;;;;P;184
ID;2021;630000420;CH PAUL ARDIER ISSOIRE;;630781003;04;13;1;355;PUB2;1;0;;0;26630784200010;84;63;84;63;63178;ISSOIRE;;0;;6;630781003;1;1;13;R;DU DR SAUVAT;;63503;ISSOIRE CEDEX;;;;;;;;;;;;;;;;;;;266307842;26630784200010;26630784200036;26630784200044;0;0;;;;;;;;;;P;184
ID;2021;630000438;CH DE RIOM;;630781011;04;13;1;355;PUB2;1;0;;0;26630786700017;84;63;84;63;63300;RIOM;;0;;6;630781011;1;1;79;BD;ETIENNE CLEMENTEL;BP 167;63200;RIOM;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630000446;CH DE THIERS;;630781029;04;13;1;355;PUB2;1;0;;0;26630785900071;84;63;84;63;63430;THIERS;;0;;6;630781029;1;1;;RTE;DE FAU;BP 89;63307;THIERS CEDEX;;;;;630787059;UNITE DE SOINS DE LONGUE DUREE;630783496;UNITE DE PSYCHIATRIE;;;;;;;;;;;266307859;;;;0;0;;;;;;;;;;P;184
ID;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;;630781110;18;65;3;131;PNL6;6;1;2;0;77921386700020;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;630781110;2;1;58;R;MONTALEMBERT;BP 392;63011;CLERMONT FERRAND CEDEX 1;;0;;;;;;;;;;;;;;;;;779213867;77921386700020;;;0;0;;;;;;;;;;P;184
ID;2021;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;;630781136;09;60;3;109;PNL8;6;1;1;0;77918774900014;84;63;84;63;63075;CHAMALIERES;;0;;6;;1;1;4;AV;JOSEPH CLAUSSAT;BP 86;63404;CHAMALIERES CEDEX;;0;;;;;;;;;;;;;;;;;;77918774900014;;;0;0;;;;;;;;;;P;184
ID;2021;630000560;CH BILLOM;;630781367;04;13;1;355;PUB2;1;0;;0;26630778400014;84;63;84;63;63040;BILLOM;;0;;6;630781367;1;;3;BD;SAINT ROCH;BP 43;63160;BILLOM;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630005668;CTRE D'HEMODIALYSE AURA ARCHE;POLE SANTE REPUBLIQUE;630000990;07;61;3;141;PNL5;6;4;1;0;30537704600027;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;630000990;1;1;105;AV;DE LA REPUBLIQUE;;63000;CLERMONT FERRAND;6ÈME ETAGE;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630007698;UNITE DE DIALYSE D'AMBERT;CENTRE HOSPITALIER;630000990;07;61;3;146;PNL5;6;4;1;0;30537704600027;84;63;84;63;63003;AMBERT;;0;;6;630000990;1;1;;AV;DE CLERMONT FERRAND;;63600;AMBERT;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630007748;UNITE DE DIALYSE D'ISSOIRE;CENTRE HOSPITALIER;630000990;07;61;3;146;PNL5;6;4;1;0;30537704600027;84;63;84;63;63178;ISSOIRE;;0;;6;630000990;1;1;13;R;DU DOCTEUR SAUVAT;;63500;ISSOIRE;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630007789;UNITE DE DIALYSE DU MONT-DORE;CENTRE HOSPITALIER;630000990;07;61;3;146;PNL5;6;4;1;0;30537704600027;84;63;84;63;63236;MONT DORE;;0;;6;630000990;1;1;2;R;CAPITAINE CHAZOTTE;;63240;LE MONT DORE;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630007839;UNITE DE DIALYSE DE RIOM;CENTRE HOSPITALIER GUY THOMAS;630000990;07;61;3;146;PNL5;6;4;1;0;30537704600027;84;63;84;63;63300;RIOM;;0;;6;630000990;1;1;;BD;CLEMENTEL;BP 157;63204;RIOM CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630007888;UNITE DE DIALYSE DE THIERS;;630000990;07;61;3;146;PNL5;6;4;1;0;30537704600027;84;63;84;63;63430;THIERS;;0;;6;630000990;1;1;;RTE;DU FAU;BP 89;63307;THIERS CEDEX;CENTRE HOSPITALIER;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630008118;HAD KORIAN CLERMONT-FERRAND;;630011153;09;95;2;127;PLU10;0;5;5;0;49777394500033;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;;1;1;5;R;LOUIS BLERIOT;;63100;CLERMONT FERRAND;;1;447800475;Korian;;;;;;;;;;;;;;;497773945;49777394500033;;;0;0;;;;;;;;;;P;184
ID;2021;630009546;UNITE DE RADIOTHERAPIE;CENTRE REPUBLIQUE;630011831;18;75;2;698;PLU10;0;5;0;0;50171786200012;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;630011831;1;1;99;AV;DE LA REPUBLIQUE;;63000;CLERMONT FERRAND;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630010296;HAD 63 - SERVICE HAD;HAD63;630001188;09;60;3;127;PNL10;6;4;1;0;32159228900029;84;63;84;63;63063;CEBAZAT;;0;;6;;1;1;1;CHE;DES MOISSONS;;63118;CEBAZAT;;1;321592289;AGESSA;;;;;;;;;;;;;;;321592289;32159228900029;;;;0;;;;;;;;;;P;184
ID;2021;630010510;CLINIQUE DES 6 LACS;;920030269;09;95;2;109;PLU8;0;4;5;0;30116075000784;84;63;84;63;63075;CHAMALIERES;;0;;6;;1;1;8;R;DES GARNAUDES;;63400;CHAMALIERES;SITE DE FONTMAURE;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630010528;HAD AURASANTE;;630000990;09;61;3;127;PNL10;6;4;1;0;30537704600050;84;63;84;63;63164;GERZAT;;0;;6;;1;1;;R;MARIE MARVINGT;CS 10001 CEBAZAT;63360;GERZAT;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630011211;SSR AUVERGNE BASSE VISION;;690793195;09;60;3;109;PNL8;6;1;1;0;32657833300352;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;;1;1;30B;R;SAINTE ROSE;;63038;CLERMONT FERRAND CEDEX 1;;1;775646615;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630011823;UGECAM - SSR NUTRITION - OBESITE;;870015336;09;40;3;109;PNL8;6;1;4;0;42397779200088;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;;1;1;13;R;MOLIERE;;63000;CLERMONT FERRAND;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630780179;CTRE HOSPITALISATION DE CHANAT;SOINS & READAPTATION;630011534;09;60;3;109;PNL8;6;1;1;0;53504905000144;84;63;84;63;63083;CHANAT LA MOUTEYRE;;0;;6;;1;1;;;ROUTE DU SANATORIUM;;63530;CHANAT LA MOUTEYRE;;0;;;;;;;;;;;;;;;;;535049050;;;;0;0;;;;;;;;;;P;184
ID;2021;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;;630786754;15;60;3;292;PNL3;6;1;1;0;77563330801585;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;;1;1;33;R;GABRIEL PERI;CS 9922;63037;CLERMONT FERRAND CEDEX 1;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630780211;POLE SANTE REPUBLIQUE;;630000107;09;73;2;365;PLU4;0;4;5;0;86720055200026;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;;2;1;105;AV;DE LA REPUBLIQUE;;63050;CLERMONT FERRAND CEDEX 2;;1;802799171;ELSAN HOLDING;630791382;CIMROR;630011500;GENBIO;630004018;SCINTIDOME;630011831;U2R INTRABEAM;630005668;ARCH;;;;;867200552;;;;0;0;;;;;;;;;;P;184
ID;2021;630780310;CLINEA - CLINIQUE LES SORBIERS;;920030269;09;95;2;109;PLU8;0;4;5;0;32297025200027;84;63;84;63;63178;ISSOIRE;;0;;6;;1;1;16;RTE;ST GERMAIN LEMBRON;;63500;ISSOIRE;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;301160750;30116075001006;;;;0;;;;;;;;;;P;184
ID;2021;630780369;CLINIQUE DE LA PLAINE;;630000164;09;73;2;365;PLU4;0;4;5;0;87120055600011;84;63;84;63;63113;CLERMONT FERRAND;;0;;6;;2;1;123;BD;ETIENNE CLEMENTEL;;63100;CLERMONT FERRAND;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;;630000172;15;73;2;161;PLU7;0;4;5;0;87020098700010;84;63;84;63;63302;ROCHE BLANCHE;;0;;6;;1;1;;;;RUE DE PRAIRIE;63670;LA ROCHE BLANCHE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;;630009991;09;60;3;109;PNL8;6;1;1;0;42943397200016;84;63;84;63;63070;CEYRAT;;0;;6;;1;1;27;AV;DES COTTAGES;;63122;CEYRAT;;0;;;;;;;;;;;;;;;;;429432297;;;;0;0;;;;;;;;;;P;184
ID;2021;630780559;MECS TZA NOU UGECAM;LE BOURG;870015336;09;40;3;109;PNL8;6;1;4;0;42397779200088;84;63;84;63;63047;BOURBOULE;;0;;6;;1;1;230;R;VERCINGETORIX;BP 77;63150;LA BOURBOULE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630781268;HOPITAL ESTAING - CHU63;;630780989;04;13;1;101;PUB1;1;0;;0;26630746100050;84;63;84;63;63113;CLERMONT FERRAND;;;;7;630780989;2;1;1;PL;LUCIE AUBRAC;;63003;CLERMONT FERRAND CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;184
ID;2021;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;;630000578;15;95;2;161;PLU7;0;4;5;0;38838741700016;84;63;84;63;63124;COURNON D AUVERGNE;;;;6;;1;1;5;RUE;DU MOUTIER;;63800;COURNON D'AUVERGNE;;;;;;;;;;;;;;;;;;;388387417;38838741700016;;;;0;;;;;;;;;;P;184
ID;2021;630781433;MECS L'ILE AUX ENFANTS;;630000362;09;60;3;109;PNL8;7;4;1;0;77917910000010;84;63;84;63;63047;BOURBOULE;;0;;6;;1;1;41;R;HENRI POURRAT;;63150;LA BOURBOULE;;0;;;;;;;;;;;;;;;;;779179100;;;;;0;;;;;;;;;;P;184
ID;2021;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;;630011518;09;61;3;109;PNL8;6;1;1;0;77567822000036;84;63;84;63;63307;ROMAGNAT;;0;;6;;1;1;3;R;DE LA PRUGNE;;63540;ROMAGNAT;;0;;;;;;;;;;;;;;;;;;77567822000077;77567822000036;;0;0;;;;;;;;;;P;184
ID;2021;630781771;CMP - CHU63;;630780989;14;13;1;101;PUB1;1;0;;0;26630746100084;84;63;84;63;63113;CLERMONT FERRAND;;;;7;630780989;2;1;;R;MONTALEMBERT;BP 69;63003;CLERMONT FERRAND CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;184
ID;2021;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;;920030269;09;95;2;161;PLU7;0;4;5;0;30116075000560;84;63;84;63;63141;DURTOL;;0;;6;;1;1;;;;BP 90780 LES CHAVES;63830;DURTOL;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;;630000826;09;95;2;365;PLU4;0;4;5;0;44457393500012;84;63;84;63;63032;BEAUMONT;;0;;6;;2;1;59;R;DE LA CHATAIGNERAIE;BP 125;63110;BEAUMONT;;1;802798934;GROUPE ELSAN;630009603;SELARL SELIMED 63;630009660;SELARL GEN BIO;;;;;;;;;;;444573935;;;;0;0;;;;;;;;;;P;184
ID;2021;630783348;CTRE REED FONCT M.GANTCHOULA;;750050916;09;61;3;109;PNL8;6;1;1;0;78457968200302;84;63;84;63;63281;PIONSAT;;0;;6;;1;1;;;;LOZELLE;63330;PIONSAT;;1;784579682;FEDERATION APAJH;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;630783538;HOPITAL LOUISE MICHEL - CHU63;;630780989;04;13;1;101;PUB1;1;0;;0;26630746100076;84;63;84;63;63063;CEBAZAT;;;;7;630780989;2;1;;RTE;DE CHATEAUGAY;BP 56;63118;CEBAZAT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;184
ID;2021;630784742;AURASANTE CHAMALIERES;;630000990;07;61;3;146;PNL5;6;4;1;0;30537704600019;84;63;84;63;63075;CHAMALIERES;;0;;6;630000990;1;1;8;R;DU COLOMBIER;;63400;CHAMALIERES;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2021;630785756;CTRE REEDUCATION FONCT.M.BARBAT;;630001188;09;60;3;109;PNL8;7;1;1;0;32159228900011;84;63;84;63;63032;BEAUMONT;;0;;6;;1;1;449;AV;DU PARC;BP 325;63110;BEAUMONT;;1;321592289;AGESSA;;;;;;;;;;;;;;;321592289;32159228900011;;;;0;;;;;;;;;;P;184
ID;2021;630790384;CENTRE DE LONG SEJOUR;;630786754;09;60;3;362;PNL9;6;1;1;0;77563330800322;84;63;84;63;63113;CLERMONT FERRAND;;;;6;;1;1;33;R;GABRIEL PERI;;63000;CLERMONT FERRAND;CLINIQUE SAINTE-CLAIRE;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;HOPITAL SAINT-LEON;640780417;04;14;1;355;PUB2;1;0;;0;26640567900017;75;64;75;64;64102;BAYONNE;;0;;6;640780417;2;;13;AV;DE L'INTERNE JACQUES LOEB;BP 8;64109;BAYONNE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;;640780813;04;13;1;355;PUB2;1;0;;0;26640548900011;75;64;75;64;64430;ORTHEZ;;0;;6;640780813;1;1;;R;DU MOULIN;BP 118;64300;ORTHEZ;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640000410;CENTRE HOSPITALIER OLORON;;640780821;04;13;1;355;PUB2;1;0;;0;26640549700022;75;64;75;64;64422;OLORON SAINTE MARIE;;0;;6;640780821;1;1;1;AV;ALEXANDRE FLEMING;BP 160;64404;OLORON STE MARIE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640000428;CENTRE HOSPITALIER DE MAULEON;;640780839;04;13;1;106;PUB2;1;0;;0;26640550500014;75;64;75;64;64371;MAULEON LICHARRE;;0;;6;640780839;1;1;4;AV;DE TREVILLE;;64130;MAULEON SOULE;;;;;;;;;;;;;;;;;;;266405505;26640550500014;;;0;0;;;;;;;;;;P;175
ID;2021;640000436;CENTRE HOSPITALIER DES PYRENEES;;640780862;04;11;1;292;PUB3;1;0;;0;26640561200018;75;64;75;64;64445;PAU;;0;;6;640780862;1;1;29;AV;DU GENERAL LECLERC;BP 1504;64039;PAU CEDEX;;;;;;;;;;;;;;;;;;;266405612;26640561200018;;;0;0;;;;;;;;;;P;175
ID;2021;640000600;CENTRE HOSPITALIER DE PAU;;640781290;04;13;1;355;PUB2;1;0;;0;26640552100110;75;64;75;64;64445;PAU;;0;;6;640781290;2;;4;BD;HAUTERIVE;BP 1156;64046;PAU CEDEX;;;;;;;;;;;;;;;;;;;266405521;;;;;0;;;;;;;;;;P;175
ID;2021;640003836;USLD CLOS DE L'OUSSE;;640791976;04;13;1;362;PUB9;1;0;;0;26640558800010;75;64;75;64;64453;PONTACQ;;0;;6;640791976;1;1;27;R;DU COLONEL BETBOY;;64530;PONTACQ;;;;;;;;;;;;;;;;;;;266405588;;;;;0;;;;;;;;;;P;175
ID;2021;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;;330000266;07;60;3;146;PNL5;7;4;1;0;78185091200382;75;64;75;64;64024;ANGLET;;0;;6;330000266;1;1;53;RTE;DE PITOYS;;64600;ANGLET;ZONE ARTISANALE DE BRINDOS;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;;330000266;07;60;3;146;PNL5;7;4;1;0;78185091200390;75;64;75;64;64483;SAINT JEAN DE LUZ;;0;;6;330000266;1;1;42;R;DOMINIQUE LARREA;;64500;ST JEAN DE LUZ;ZI DE LAYATZ;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;;640017612;07;95;2;146;PLU5;0;5;5;0;53993173300049;75;64;75;64;64430;ORTHEZ;;0;;6;640017612;1;1;6;R;DU MOULIN;;64300;ORTHEZ;;;302183504;SAS FRESENIUS MEDICAL CARE GROUPE FRANCE;;;;;;;;;;;;;;;539931733;53993173300049;;;0;0;;;;;;;;;;P;175
ID;2021;640005393;GROUPE RADIOTHER. ET ONCO. TARBES-PAU;TARBES-PAU;650789068;18;79;2;698;PLU10;0;5;0;0;33203688800029;75;64;75;64;64445;PAU;;0;;6;650789068;1;1;;R;A BRIAND;;64000;PAU;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640005591;LES JEUNES CHENES;;920030269;09;95;2;109;PLU8;0;4;5;0;30116075000578;75;64;75;64;64445;PAU;;0;;6;;1;1;21B;AV;DE L'EUROPE;;64000;PAU;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640010518;CLINIQUE D'URSUYA;;640010468;09;95;2;109;PLU8;0;4;5;0;48511024100018;75;64;75;64;64160;CAMBO LES BAINS;;0;;6;;1;1;41;AV;D'URSUYA;;64250;CAMBO LES BAINS;;1;339824930;gestion centre personnes agees SARL;;;;;;;;;;;;;;;485110241;48511024100018;;;0;0;;;;;;;;;;P;175
ID;2021;640013298;HAD BEARN ET SOULE;;640011508;09;60;3;127;PNL10;6;4;1;0;51228583400028;75;64;75;64;64422;OLORON SAINTE MARIE;;0;;6;;1;1;11;R;CHARLES ET HENRI MOUREU;;64400;OLORON STE MARIE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640013520;ANT. AUTODIALYSE NEPHROCARE - OLORON;;640017612;07;95;2;146;PLU5;0;5;5;0;53993173300056;75;64;75;64;64422;OLORON SAINTE MARIE;;0;;6;640017612;1;1;5;AV;DE LA GARE;;64400;OLORON STE MARIE;;1;302183504;SAS FRESENIUS MEDICAL CARE GROUPE FRANCE;;;;;;;;;;;;;;;539931733;53993173300056;;;0;0;;;;;;;;;;P;175
ID;2021;640013553;ANTENNE AUTODIALYSE DELAY;;640000113;07;95;2;146;PLU5;0;4;5;0;68272002400095;75;64;75;64;64483;SAINT JEAN DE LUZ;;0;;6;640000113;1;1;5;R;ETXALDE;;64500;ST JEAN DE LUZ;LOT. URTHABURU;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;175
ID;2021;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;;640010658;09;89;3;697;PNL10;7;4;5;0;26640567900017;75;64;75;64;64102;BAYONNE;;0;;6;;1;1;13;AV;DE L'INTERNE JACQUES LOEB;BP 8;64109;BAYONNE CEDEX;CHI DE LA COTE BASQUE;1;484349360;Ramsay Santé;;;;;;;;;;;;;;;805409075;80540907500019;;;;0;;;;;;;;;;P;175
ID;2021;640017224;CLINIQUE BEAULIEU;;330050899;09;95;2;109;PLU8;0;4;5;0;48008096900078;75;64;75;64;64483;SAINT JEAN DE LUZ;;0;;6;;1;1;19;AV;ANDRE ITHURRALDE;;64500;ST JEAN DE LUZ;CH DE LA COTE BASQUE - BAT. USA;1;480080696;COLISEE PATRIMOINE GROUP;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;;640017638;04;13;1;355;PUB2;1;0;;0;20003754700011;75;64;75;64;64493;SAINT PALAIS;;0;;6;640017638;1;;;AV;FREDERIC DE SAINT-JAYME;;64120;ST PALAIS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640017679;ANT AUTODIALYSE NEPHROCARE-PAU NAVARRE;;640017612;07;95;2;146;PLU5;0;4;5;0;53993173300031;75;64;75;64;64445;PAU;;0;;6;640017612;1;1;8;BD;HAUTERIVE;;64000;PAU;POLYCLINIQUE DE NAVARRE;1;302183504;SAS FRESENIUS MEDICAL CARE GROUPE FRANCE;;;;;;;;;;;;;;;539931733;53993173300031;;;0;0;;;;;;;;;;P;175
ID;2021;640018206;CAPIO CLINIQUE BELHARRA;;640012209;09;95;2;365;PLU4;0;4;5;0;49346215400052;75;64;75;64;64102;BAYONNE;;0;;6;;2;1;2;ALL;DU DOCTEUR LAFON;;64100;BAYONNE;;1;484349360;RAMSAY SANTE;640018362;CTRE IMAGERIE MEDICALE CIMPB (SCANNER);640016135;LBM AX BIO OCEAN DR LAFON;640021150;OCEAN IMAGERIE;;;;;;;;;493462154;;;;0;0;;;;;;;;;;P;175
ID;2021;640018255;CLINIQUE CHATEAU CARADOC;;640007019;15;95;2;161;PLU7;0;4;5;0;44071971400030;75;64;75;64;64102;BAYONNE;;0;;6;;1;1;24;AV;DU 14 AVRIL 1814;;64100;BAYONNE;CHATEAU CARADOC;1;894798453;GROUPE SANTE BASQUE DEVELOPPEMENT;;;;;;;;;;;;;;;440719714;44071971400030;;;;0;;;;;;;;;;P;175
ID;2021;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;;920030269;15;95;2;161;PLU7;0;4;5;0;30116075001196;75;64;75;64;64445;PAU;;0;;6;;1;1;152;BD;DE LA PAIX;;64000;PAU;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640019220;POLYCLINIQUE MARZET - SITE DE NAVARRE;POLYCLINIQUE DE NAVARRE;640000451;09;95;2;365;PLU4;0;4;5;0;31675460500012;75;64;75;64;64445;PAU;;0;;6;;2;1;8;BD;HAUTERIVE;;64000;PAU;;1;469200752;HOLDING GROUPE GBNA;;;;;;;;;;;;;;;316754605;;;;;0;;;;;;;;;;P;175
ID;2021;640020715;EPS GARAZI;;640020707;04;11;1;355;PUB2;1;0;;0;20009345800012;75;64;75;64;64275;ISPOURE;;0;;8;640020707;1;1;;;LE BOURG;;64220;ISPOURE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2021;640780185;CTRE. READAP. FONCT. LES EMBRUNS;;640000089;09;60;3;109;PNL8;6;1;1;0;78227455900015;75;64;75;64;64125;BIDART;;0;;6;;1;1;;R;DE L'UHABIA;;64210;BIDART;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
