BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2021;570001016;CHS DE JURY;570000513;10;3650;196;4;2411;;;0;0;0;;;0;0;0;10;3650;196;4;2411;7;754;;;0;;0;;0;;;7;754;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;47;17155;1079;9;9841;4;1460;89;2;93;;;0;0;0;51;18615;1168;11;9934;6;1921;;;3;8;2327;;0;;;14;4248;;;3;0;0;0;0;0;0;0;0;0;;;;;6143;;1616;;;135
MCO;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;46;13707;2387;479;12787;;;0;0;0;;;0;0;0;46;13707;2387;479;12787;2;608;;;4;;0;;0;;;2;608;;;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;435;;;0;;0;;0;;;5;435;;;0;0;0;0;0;0;0;0;0;0;;;;;474;;60;;;2
MCO;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;31;11315;426;4;5647;;;0;0;0;;;0;0;0;31;11315;426;4;5647;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;174;63510;6352;63;46815;170;62050;8386;97;38112;;;0;0;0;344;125560;14738;160;84927;54;4301;;;36601;40;7293;;0;;;94;11594;;;36601;1;0;0;1;0;0;1;1;0;;;;;71361;;53580;;;8321
MCO;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;444;158069;25869;2182;135506;131;46512;7524;422;36666;72;26280;5300;227;19455;647;230861;38693;2831;191627;34;4932;;;55090;32;7727;7;1892;;;73;14551;;;55090;1;1;1;1;1;1;1;1;1;60;145;100;32;195384;7997;162466;7933;10706;16318
MCO;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;23;8395;615;5;8400;;;0;0;0;;;0;0;0;23;8395;615;5;8400;0;169;;;0;;0;;0;;;0;169;;;0;;;;;;;;;;;;;;342;;108;;;
MCO;2021;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;28;10220;572;5;6621;52;18960;2056;8;6965;;;0;0;0;80;29180;2628;13;13586;5;450;;;6964;35;10892;;0;;;40;11342;;;6964;;;;;;;;;;;;;;;;;;;
MCO;2021;580972610;HOPITAL LOCAL LES CYGNES LORMES;580780054;15;5475;144;0;2952;0;0;0;0;0;0;0;0;0;0;15;5475;144;0;2952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;15;5475;330;2;3971;;;0;0;0;;;0;0;0;15;5475;330;2;3971;2;8;0;0;8;;0;;0;;;2;8;0;0;8;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;580972651;CH CHATEAU-CHINON;580780047;16;5840;160;2;2627;0;;0;0;0;0;;0;0;0;16;5840;160;2;2627;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;;0;0;0;0;0;;;;;;;0;;;0;
MCO;2021;580972669;CH CLAMECY;580780070;42;14454;1589;475;9867;;;0;0;0;;;0;0;0;42;14454;1589;475;9867;;0;;;22;;0;;0;;;;0;;;22;0;0;0;0;0;0;1;0;0;;;;;3014;1544;10304;;1650;
MCO;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;25;9125;1830;472;11624;;;0;0;0;;;0;0;0;25;9125;1830;472;11624;3;85;;;243;;0;;0;;;3;85;;;243;1;0;1;0;0;1;1;0;0;30;;8;;1668;455;1689;;449;17
MCO;2021;580972685;CH DECIZE;580780096;74;26506;2710;260;21378;0;;1;1;0;0;;57;57;0;74;26506;2768;318;21378;8;20;;;182;8;2157;0;0;;;16;2177;;;182;1;1;0;1;0;0;0;0;1;;;;;6228;2941;12913;;742;559
MCO;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;228;78503;12713;946;74352;69;27422;3300;45;21705;41;14965;1784;84;7025;338;120890;17797;1075;103082;25;615;;;20248;12;1591;1;146;;;38;2352;;;20248;;;;;;;;;;;;;;44133;3071;41311;172;3618;5413
MCO;2021;590000014;CH SOMAIN;590780052;28;10220;677;4;7285;0;;0;0;0;0;;0;0;0;28;10220;677;4;7285;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;;;;8266;102;6727;0;0;1437
MCO;2021;590000121;CH SECLIN;590780227;168;55840;7803;533;45901;29;12109;2333;0;9551;39;14235;2796;229;10180;236;82184;12932;762;65632;15;1781;;;1626;13;3293;2;364;;;30;5438;;;1626;1;1;1;1;0;1;1;1;1;62;;20;252;49446;3989;34332;118;7966;8551
MCO;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;97;33288;4236;787;17114;44;14905;2314;157;9433;0;0;0;0;0;141;48193;6550;944;26547;1;1452;0;0;70936;15;3280;0;0;;;16;4732;0;0;70936;1;1;0;1;1;1;1;1;0;;23;4;;59341;0;37980;42;0;12630
MCO;2021;590000337;CH DUNKERQUE;590781415;310;109275;20995;3492;88881;94;34310;5671;529;22350;29;10585;2162;55;7460;433;154170;28828;4076;118691;15;2284;;;19744;26;4833;0;0;;;41;7117;;;19744;1;1;1;1;1;1;1;1;1;109;205;10;62;90354;5972;71059;450;8273;27980
MCO;2021;590000428;CH CAMBRAI;590781605;208;75442;10327;1674;62994;64;23360;2837;113;16362;19;6935;699;83;2352;291;105737;13863;1870;81708;12;1305;;;9699;24;5031;2;287;;;38;6623;;;9699;1;1;1;1;0;1;1;1;1;;;;;48604;1598;35797;;1964;18476
MCO;2021;590000436;CH LE CATEAU;590781621;51;18615;4001;1535;15029;0;0;0;0;0;15;5371;750;239;1876;66;23986;4751;1774;16905;10;1109;;;12;;0;;0;;;10;1109;;;12;0;1;1;0;0;1;1;0;0;;;;;41065;5486;8167;;1491;
MCO;2021;590000469;CH FOURMIES;590781662;80;29200;3729;1352;17653;12;4380;859;431;2553;14;5110;637;34;2144;106;38690;5225;1817;22350;;0;;;4001;;0;;0;;;;0;;;4001;1;0;1;0;1;1;0;0;0;;;;;35135;7415;22207;;68;
MCO;2021;590000477;CH LE QUESNOY;590781670;30;10950;1351;77;11554;;;0;0;0;;;0;0;0;30;10950;1351;77;11554;6;128;;;93;;0;;0;;;6;128;;;93;1;0;1;1;0;0;1;0;1;;;;;6886;0;22754;1;253;2381
MCO;2021;590000527;CH AVESNES;590781795;72;26280;985;4;15491;;;0;0;0;;;0;0;0;72;26280;985;4;15491;10;577;;;1;;0;;0;;;10;577;;;1;1;0;0;0;0;0;0;1;0;;;;;2626;;3082;;;581
MCO;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;198;69473;11859;2462;62843;30;10635;1615;143;7466;20;7300;2185;536;6785;248;87408;15659;3141;77094;12;2233;;;7154;6;1025;0;0;;;18;3258;;;7154;1;1;1;1;1;1;1;0;0;;;35;;40182;6035;33534;4367;4398;19206
MCO;2021;590000543;CH FELLERIES-LIESSIES;590781811;10;3650;112;1;1876;;;0;0;0;;;0;0;0;10;3650;112;1;1876;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;112;;102;89;;
MCO;2021;590000592;CH DENAIN;590782165;129;35405;6362;1618;34515;57;17155;2311;0;11135;22;8030;1188;7;4317;208;60590;9861;1625;49967;9;711;;;1536;23;3893;4;381;;;36;4985;;;1536;1;1;1;1;0;1;1;0;1;;;;;37848;1426;27576;2;1621;9470
MCO;2021;590000600;CH SAINT- AMAND LES EAUX;590782207;49;17885;1355;13;13012;;;0;0;0;;;0;0;0;49;17885;1355;13;13012;2;384;;;87;;0;;0;;;2;384;;;87;1;0;1;1;0;0;0;0;1;;;;;1848;;2511;;;
MCO;2021;590000618;CH VALENCIENNES;590782215;561;199226;33369;6430;166169;177;62607;10085;878;45063;84;30660;5402;127;21394;822;292493;48856;7435;232626;70;8188;;;44454;29;7171;7;1763;;;106;17122;;;44454;1;1;1;1;1;1;1;1;1;200;200;45;;169376;4829;181688;761;9837;58435
MCO;2021;590000691;CH WATTRELOS;590782439;20;7300;1493;181;7647;;;0;0;0;;;0;0;0;20;7300;1493;181;7647;4;580;;;23;;0;;0;;;4;580;;;23;1;0;1;0;1;0;1;0;1;;;;;9798;684;15196;;207;14927
MCO;2021;590000758;CH ARMENTIERES;590782637;146;51685;7676;1673;39872;37;11162;2036;35;9254;23;8395;1524;61;5477;206;71242;11236;1769;54603;17;1455;1;80;1463;14;2482;2;214;;;33;4151;1;80;1463;1;0;1;1;0;1;1;1;1;94;;53;36;34615;6386;36874;;8362;10605
MCO;2021;590000766;CH BAILLEUL;590782645;24;8760;536;4;6234;;;0;0;0;;;0;0;0;24;8760;536;4;6234;4;22;;;36;;0;;0;;;4;22;;;36;1;1;1;1;0;0;1;1;0;80;;;;;;;;;
MCO;2021;590000774;CH HAZEBROUCK;590782652;52;19345;4629;1953;16050;16;5840;701;15;2861;23;8030;1265;49;4146;91;33215;6595;2017;23057;3;1314;3;283;1932;6;3502;0;0;;;9;4816;3;283;1932;1;0;1;1;0;0;1;1;0;80;;;;26617;4568;26416;1;5095;1508
MCO;2021;590001004;CH DOUAI DECHY;590783239;323;101470;15735;1057;85016;83;25385;3819;213;20393;28;10220;2413;527;7606;434;137075;21967;1797;113015;19;3227;;;17916;21;4251;2;218;;;42;7696;;;17916;1;1;1;1;1;1;1;1;1;114;191;50;45;67919;7172;55995;189;1951;23730
MCO;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;76;27740;2985;374;18834;;;0;0;0;;;0;0;0;76;27740;2985;374;18834;17;754;;;1039;;0;;0;;;17;754;;;1039;1;0;1;1;0;0;1;0;0;45;;;;5480;;24947;;;0
MCO;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;191;63079;7039;878;51781;26;8630;1345;102;4769;121;42121;8148;190;34294;338;113830;16532;1170;90844;20;2520;;;5142;18;2866;33;4751;;;71;10137;;;5142;0;0;0;0;0;1;0;0;0;;;;;97745;12803;63826;;14213;34933
MCO;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;6;2190;96;0;184;30;10950;1113;30;3163;;;0;0;0;36;13140;1209;30;3347;2;3;;;236;30;5295;;0;;;32;5298;;;236;;;;;;;;;;;;;;;;;;;
MCO;2021;590008041;POLYCLINIQUE VAUBAN;590008033;95;34675;5450;148;30107;87;31755;3132;0;14052;0;0;0;0;0;182;66430;8582;148;44159;39;1438;0;0;12279;39;9516;0;0;0;0;78;10954;0;0;12279;;;;;;;;;;;;;;;;;;;
MCO;2021;590047718;HOPITAL DE JOUR ALCOOLOGIE;590780052;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;1405;;;0;;0;;0;;;10;1405;;;0;0;0;0;0;0;0;0;0;0;;;;;179;;;;;
MCO;2021;590049565;MAISON MEDICALE JEAN XXIII;780020715;20;7300;210;0;4865;;;0;0;0;;;0;0;0;20;7300;210;0;4865;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;35;12775;1191;7;5632;38;13870;1746;1;5291;25;9125;851;2;3489;98;35770;3788;10;14412;32;446;;;2851;21;7306;;0;;;53;7752;;;2851;1;0;0;1;0;1;1;0;1;;;;;17894;138;5978;;1298;
MCO;2021;590780060;INSTITUT OPHTALMIQUE;590000022;0;0;0;0;0;16;5840;162;0;162;0;0;0;0;0;16;5840;162;0;162;0;0;0;0;0;14;9606;0;0;0;0;14;9606;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0
MCO;2021;590780094;CENTRE LEONARD DE VINCI;590000055;10;2940;821;0;1806;0;0;0;0;0;0;0;0;0;0;10;2940;821;0;1806;17;854;0;0;9530;0;0;0;0;0;0;17;854;0;0;9530;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2021;590780250;CLINIQUE LILLE SUD;590053955;;;0;0;0;70;25550;1219;15;2868;;;0;0;0;70;25550;1219;15;2868;;0;;;0;27;22298;;0;;;27;22298;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;84;30660;6159;232;34285;126;45990;7146;39;18448;65;23725;1825;15;7114;275;100375;15130;286;59847;14;1;;;36789;33;19485;;0;;;47;19486;;;36789;;;;;;;;;;;;;;;;;;;
MCO;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;208;75920;11953;1786;56908;73;26645;3777;138;21147;;;0;0;0;281;102565;15730;1924;78055;21;4985;;;1646;7;1679;;0;;;28;6664;;;1646;1;1;1;1;1;0;1;1;1;;;;;55725;;50419;24;;10735
MCO;2021;590780342;CLINIQUE AMBROISE PARE;590053955;;;0;0;0;4;1460;45;1;51;;;0;0;0;4;1460;45;1;51;;0;;;0;14;8069;;0;;;14;8069;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;92;33580;6770;166;20258;152;55480;4661;559;9960;;;0;0;0;244;89060;11431;725;30218;8;2260;;;36800;54;19195;;0;;;62;21455;;;36800;;;;;;;;;;;;;;;;;;;
MCO;2021;590781571;CLINIQUE DU CAMBRESIS;590000402;;;0;0;0;33;12045;1126;0;3688;;;0;0;0;33;12045;1126;0;3688;;0;;;2;13;2829;;0;;;13;2829;;;2;;;;;;;;;;;;;;;;;;;
MCO;2021;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;16;5840;2;0;14;96;35040;2845;5;9491;;;0;0;0;112;40880;2847;5;9505;;0;;;17;11;4199;;0;;;11;4199;;;17;;;;;;;;;;;;;;;;;;;
MCO;2021;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;20;496;0;0;7869;0;0;0;0;0;0;20;496;0;0;7869;;;;;;;;;;;;;;;;;;;
MCO;2021;590782298;POLYCLINIQUE DU PARC;590000675;10;3650;563;1;4513;95;34675;3143;0;8460;25;9125;1299;0;4570;130;47450;5005;1;17543;4;311;;;35;23;11316;4;139;;;31;11766;;;35;;;;;;;;;;;;;;;;;;;
MCO;2021;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;22;8030;374;3;3898;;;2;0;2;;;0;0;0;22;8030;376;3;3900;3;435;3;1095;0;8;2044;;0;;;11;2479;3;1095;0;;;;;;;;;;;;;;;;;;;
MCO;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;51;18615;3190;437;10993;53;19345;3539;578;8464;43;15695;2066;67;7363;147;53655;8795;1082;26820;2;102;;;3757;40;15739;;0;;;42;15841;;;3757;;;;;;;;;;;;;;;;;;;
MCO;2021;590784864;HOP CALMETTE CHR LILLE;590780193;38;12720;1534;27;11662;0;0;0;0;0;;;0;0;0;38;12720;1534;27;11662;0;0;;;0;0;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;9082;;11562;;;1920
MCO;2021;590785374;CLINIQUE TEISSIER;620001834;88;26620;2709;63;13509;;;0;0;0;;;0;0;0;88;26620;2709;63;13509;20;1830;;;2660;;0;;0;;;20;1830;;;2660;0;0;0;0;0;0;1;0;0;;;;;5800;;8751;;;
MCO;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;297;97283;12245;830;76950;88;32854;2770;59;20023;;;0;0;0;385;130137;15015;889;96973;67;8548;;;3610;0;86;;0;;;67;8634;;;3610;1;0;0;0;0;0;1;0;0;;;;;44034;;54885;;;4567
MCO;2021;590788964;SARL CLINIQUE DU PARC;590001756;14;5124;999;33;3213;20;7320;235;5;586;0;;0;0;0;34;12444;1234;38;3799;10;1747;;;4948;27;3784;0;0;;;37;5531;;;4948;;;;;;;;;;;;;;;;;;;
MCO;2021;590790655;SAINT ROCH CHIRURGIE;440052041;;;0;0;0;24;8760;1743;6;3170;;;0;0;0;24;8760;1743;6;3170;;0;;;0;5;1520;;0;;;5;1520;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;509;;;24;;0;;0;;;3;509;;;24;0;0;0;0;0;0;0;0;0;;;;;1790;;51;;;158
MCO;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;325;99516;33606;9694;96324;286;80851;12728;566;58071;;;0;0;0;611;180367;46334;10260;154395;32;3809;;;8904;53;12317;;0;;;85;16126;;;8904;0;0;0;0;1;0;0;1;0;;;;;147866;;114688;6120;;19215
MCO;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;198;72270;15124;2620;69342;31;11315;2053;282;7622;35;12775;3444;772;10141;264;96360;20621;3674;87105;60;11004;;;9918;12;3904;1;221;;;73;15129;;;9918;1;1;1;1;1;1;1;1;1;;;;;78401;6112;52509;;5274;14941
MCO;2021;590801106;HOPITAL VICTOR PROVO;590782421;406;141214;20792;3414;108344;109;39785;5680;702;21810;66;24090;4647;200;18547;581;205089;31119;4316;148701;38;6224;;;22829;25;4372;11;1617;;;74;12213;;;22829;;;;;;;;;;;;;;105662;37640;70020;;;
MCO;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;284;99989;13562;1527;78450;69;21227;3608;575;14188;38;13870;2921;801;7590;391;135086;20091;2903;100228;33;5035;;;3336;13;2170;1;123;;;47;7328;;;3336;1;1;1;1;1;1;1;1;1;90;300;96;60;57611;6068;72048;;6930;17894
MCO;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;26;9490;680;0;3339;;;0;0;0;;;0;0;0;26;9490;680;0;3339;14;2935;;;0;;0;;0;;;14;2935;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;430;131844;13396;876;104728;154;48598;7899;511;34263;;;0;0;0;584;180442;21295;1387;138991;118;14118;;;36301;65;13222;;0;;;183;27340;;;36301;0;1;1;1;0;0;0;0;1;100;;;37;210992;;89982;1845;;82900
MCO;2021;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;18;6570;448;3;4752;;;0;0;0;;;0;0;0;18;6570;448;3;4752;14;2035;;;0;;0;;0;;;14;2035;;;0;;;;;;;;;;;;;;1699;;644;644;;29
MCO;2021;590813176;CLINIQUE DES HETRES;590005278;1;365;44;0;150;39;14235;911;0;5158;0;0;0;0;0;40;14600;955;0;5308;4;1672;;;199;7;1682;0;0;;;11;3354;;;199;;;;;;;;;;;;;;;;;;;
MCO;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;4;1460;24;0;151;39;10796;1314;16;4477;24;8760;533;8;1732;67;21016;1871;24;6360;0;0;0;0;13;15;4301;0;0;;;15;4301;0;0;13;;;;;;;;;;;;;;;;;;;
MCO;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;33;12045;848;5;6292;101;25755;1511;0;5447;0;0;0;0;0;134;37800;2359;5;11739;10;14;0;0;69;7;4245;0;0;;;17;4259;0;0;69;;;;;;;;;;;;;;;;;;;
MCO;2021;590815056;CLINIQUE DE FLANDRE;590005492;28;10220;777;10;8640;43;15276;1610;34;4440;0;0;0;0;0;71;25496;2387;44;13080;0;630;;;5174;20;7213;0;0;;;20;7843;;;5174;;;;;;;;;;;;;;;;;;;
MCO;2021;590816310;CLINIQUE SAINT AME;590000048;15;5475;1512;529;3154;40;14600;2311;126;6090;25;9125;1221;32;4136;80;29200;5044;687;13380;0;0;0;0;793;39;9393;0;0;0;0;39;9393;0;0;793;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;30;10950;406;0;5902;28;10220;1157;1;2470;;;0;0;0;58;21170;1563;1;8372;;2;;;2616;18;9356;;0;;;18;9358;;;2616;;;;;;;;;;;;;;;;;;;
MCO;2021;590817839;CLINIQUE DU VAL DE LYS;590053955;10;3650;26;0;259;;;0;0;0;;;0;0;0;10;3650;26;0;259;5;1;;;0;;0;;0;;;5;1;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;600000053;CH GHPSO SENLIS;600101984;109;36084;3935;174;32106;;;0;0;0;50;18178;4026;479;14159;159;54262;7961;653;46265;2;639;;;151;7;1292;1;1080;;;10;3011;;;151;1;1;1;1;1;1;0;0;1;22;101;3;50;32029;4881;22641;;5239;5615
MCO;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;20;7300;547;0;5743;0;;0;0;0;0;;0;0;0;20;7300;547;0;5743;5;16;0;0;0;0;0;0;0;;;5;16;0;0;0;1;1;1;1;0;1;0;0;0;60;;7;;18173;0;1706;0;0;723
MCO;2021;600000186;CH CLERMONT;600100648;34;12171;2610;422;12336;15;5475;913;0;3576;;;0;0;0;49;17646;3523;422;15912;6;620;;;317;7;1032;1;88;;;14;1740;;;317;1;1;0;1;0;1;0;1;1;;;7;35;15608;3065;30092;191;4265;1009
MCO;2021;600000194;CH BEAUVAIS;600100713;276;100740;12888;487;88710;56;20440;2682;54;14729;43;15695;3055;97;12128;375;136875;18625;638;115567;29;1646;;;33457;14;2582;2;808;;;45;5036;;;33457;1;1;1;1;1;1;1;1;1;;;;;73117;5774;79365;2194;2869;18456
MCO;2021;600000285;CH CHICN NOYON;600100721;48;12012;1997;256;10196;0;0;0;0;0;0;0;0;0;0;48;12012;1997;256;10196;1;29;0;0;10;14;0;0;0;;;15;29;0;0;10;1;1;0;1;1;1;1;0;1;;162;207;207;11755;1833;8744;;1456;2549
MCO;2021;600000467;CH GHPSO CREIL;600101984;209;73860;10310;491;66759;46;15190;2675;135;11922;;;0;0;0;255;89050;12985;626;78681;15;1107;;;23421;16;2341;4;615;;;35;4063;;;23421;1;1;1;1;1;1;1;0;1;51;193;3;50;64037;2057;52359;241;595;10092
MCO;2021;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;0;;0;0;0;30;10950;877;87;1965;;;0;0;0;30;10950;877;87;1965;;0;;;0;20;5475;;0;;;20;5475;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;600013999;CENTRE CHIRURGICAL;600008635;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;5;4463;;0;;;5;4463;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;600100101;CH AP-HP LIANCOURT;750712184;30;10950;782;5;9579;;;0;0;0;;;0;0;0;30;10950;782;5;9579;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;1;0;0;0;0;;40;;;146;;;;;26
MCO;2021;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;35;12775;1863;10;7348;21;7665;1016;13;2758;;;0;0;0;56;20440;2879;23;10106;8;2054;;;1945;7;1495;;0;;;15;3549;;;1945;1;0;1;1;0;0;1;0;1;45;;;30;46617;;4242;;;
MCO;2021;600100184;CLINIQUE DU VALOIS;920033198;20;7300;323;3;4588;;;0;0;0;;;0;0;0;20;7300;323;3;4588;10;0;;;0;;0;;0;;;10;0;;;0;;;;;;;;;;;;;;0;0;;;;
MCO;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;44;16060;5556;3020;15889;85;31025;3985;7;12142;23;8395;1552;15;5805;152;55480;11093;3042;33836;8;1810;;;20442;42;13744;;0;;;50;15554;;;20442;;;;;;;;;;;;;;;;;;;
MCO;2021;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;21;7665;1378;15;2352;53;19345;2040;47;4970;;;0;0;0;74;27010;3418;62;7322;6;302;;;94;36;7506;;0;;;42;7808;;;94;;;;;;;;;;;;;;0;;;;;
MCO;2021;600113476;CH CHICN COMPIÈGNE;600100721;309;104681;12918;333;88579;74;22516;3308;102;13254;24;8736;1967;61;7453;407;135933;18193;496;109286;37;1850;2;13;8136;13;2850;1;356;0;0;51;5056;2;13;8136;1;1;1;1;1;1;1;1;1;52;120;71;145;65224;7157;51344;675;5495;14606
MCO;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;52;18980;3598;1237;17110;19;6935;801;108;3347;17;6205;874;253;2148;88;32120;5273;1598;22605;4;452;0;0;80;6;369;0;0;0;0;10;821;0;0;80;1;1;0;1;1;1;1;0;0;;66;3;;12431;2583;13145;0;3269;2157
MCO;2021;610000051;CHICAM - SITE ALENCON;610780082;146;51894;8613;82;48010;56;17785;1924;0;10860;19;6935;1194;0;4032;221;76614;11731;82;62902;12;3738;0;0;10364;8;1159;0;421;0;0;20;5318;0;0;10364;1;1;1;1;1;1;1;1;1;190;240;;130;56576;3844;88823;2929;3898;20596
MCO;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;161;58765;7680;1575;40018;57;20805;1887;111;7141;25;9125;1352;294;3448;243;88695;10919;1980;50607;5;284;;;2088;15;2661;0;182;;;20;3127;;;2088;1;1;1;1;0;1;1;1;1;26;;58;86;45574;1395;64786;2877;3531;1416
MCO;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;44;16060;1470;155;9988;0;0;0;0;0;0;0;0;0;0;44;16060;1470;155;9988;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;;;;2431;0;7265;0;0;492
MCO;2021;610000093;CENTRE HOSPITALIER - SEES;610780140;25;9150;320;12;6572;;;0;0;0;;;0;0;0;25;9150;320;12;6572;;0;;;20;;0;;0;;;;0;;;20;1;0;1;0;0;0;0;0;0;180;;;;608;;2427;;;
MCO;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;118;42121;8314;2189;36250;33;13870;2027;81;9950;23;8395;1556;279;5018;174;64386;11897;2549;51218;9;1569;;;6920;12;3094;;0;;;21;4663;;;6920;1;1;1;1;1;1;1;1;0;;;;;38067;3351;29902;69;2117;11101
MCO;2021;610006421;CLINIQUE D'ALENCON;610006413;4;1460;6;0;25;15;5474;1227;3;2004;;;0;0;0;19;6934;1233;3;2029;;0;;;99;21;4685;;0;;;21;4685;;;99;;;;;;;;;;;;;;;;;;;
MCO;2021;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;0;3020;231;3;2669;;;0;0;0;;;0;0;0;0;3020;231;3;2669;;0;;;3;;0;;0;;;;0;;;3;0;0;0;0;0;0;0;0;0;;;;;374;145;;;180;125
MCO;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;65;20043;2226;304;13827;;;0;0;0;;;0;0;0;65;20043;2226;304;13827;;0;;;29;;0;;0;;;;0;;;29;1;0;0;0;0;0;0;0;1;;;;183;9327;235;12672;;1009;838
