BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2021;620000257;CH LENS;620100685;N2200;21;4;23.27;;;;
PERINAT_P;2021;620000257;CH LENS;620100685;N2340;45;11;50.87;;;;
PERINAT_P;2021;620000257;CH LENS;620100685;N2530;8;4;12.5;;;;
PERINAT_P;2021;620000257;CH LENS;620100685;N2700;0;2;1.14;;;;
PERINAT_P;2021;620000257;CH LENS;620100685;N2800;44;14;52.42;;;;
PERINAT_P;2021;620000257;CH LENS;620100685;NAUT;49;12;52.73;;;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;M1140;3;11;9.96;1;1;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;M2050;2;22;10.42;1;1;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;MIVG;4;;1.59;;;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;N2200;2;15;7.15;;;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;N2340;4;110;36.81;;;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;N2530;7;27;19.62;;;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;N2800;12;43;25.97;;;;
PERINAT_P;2021;620000323;CH CALAIS;620101337;NAUT;26;29;22.58;;;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;M1030;;9;1.4;1;0;0;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;M1140;;3;1.14;0;1;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;M2050;;8;5.04;1;0;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;MIVG;;4;0.24;;;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;N2200;;4;3.41;;;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;N2340;2;12;7.55;;;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;N2530;17;22;27.59;;;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;N2800;18;5;20.04;;;;
PERINAT_P;2021;620000349;CH REGION DE ST OMER;620101360;NAUT;8;2;10.69;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;M1030;1;;1;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;M1140;;7;0.87;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;M2050;;11;9.1;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;MAUT;;1;0.2;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;MIVG;;4;1.9;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N2200;8;2;9.92;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N2340;9;12;17.3;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N2530;10;6;13.55;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N2800;11;15;21.76;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N280H;11;15;21.76;;;;
PERINAT_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;NAUT;22;12;29.69;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M1030;;;;1;;0;0
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M1140;;;0.49;0;1;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M2050;5;2;6.22;;1;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2200;;3;3;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2340;6;2;7.17;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2530;8;3;9.32;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2700;;1;0.25;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2800;12;8;17.05;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N280H;6;2;7.25;;;;
PERINAT_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;NAUT;8;8;12.92;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;M1140;;3;0.84;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;M2050;5;5;4.98;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;MAUT;;1;0.11;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2340;2;1;2.49;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2530;12;6;12.58;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2700;;1;0.48;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2800;15;6;16.96;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N280H;1;;1.11;;;;
PERINAT_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;NAUT;8;8;11.57;;;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;M1030;3;2;4;0;1;0;0
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;M1140;3;;3;0;1;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;M2050;3;2;4;0;1;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2200;1;;1;;;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2530;6;6;10.48;;;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2700;;1;0.2;;;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2800;3;10;11.63;;;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N280H;3;10;11.63;;;;
PERINAT_P;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;NAUT;;1;0.33;;;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;M1030;8;;;0;1;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;M1140;1;1;0.64;0;1;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;M2050;2;;;0;1;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N2200;4;;2.03;;;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N2530;9;2;9.79;;;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N2800;11;1;10.64;;;;
PERINAT_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;NAUT;4;;4.25;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;M1140;1;3;2.73;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;M2050;4;2;;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;N2200;1;5;6.24;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;N2340;1;;0.93;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;N2530;8;2;13.19;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;N2800;6;3;8.34;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;N280H;;;5;;;;
PERINAT_P;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;NAUT;2;;1.12;;;;
PERINAT_P;2021;630000412;CH D'AMBERT;630780997;M1140;;3;0.5;0;0;;
PERINAT_P;2021;630000412;CH D'AMBERT;630780997;M2050;;3;0.6;0;0;;
PERINAT_P;2021;630000412;CH D'AMBERT;630780997;N2800;1;1;1.8;;;;
PERINAT_P;2021;630000412;CH D'AMBERT;630780997;NAUT;;1;0.1;;;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;M1030;;;;1;0;0;0
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;M1140;;3;1.2;0;1;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;M2050;4;1;5.11;0;1;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2530;10;5;13.52;;;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2700;;1;0.25;;;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2800;9;11;16.97;;;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N280H;8;8;14.07;;;;
PERINAT_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;NAUT;1;2;3;;;;
PERINAT_P;2021;630000446;CH DE THIERS;630781029;M1030;;;;1;0;0;0
PERINAT_P;2021;630000446;CH DE THIERS;630781029;M1140;2;1;1.9;0;1;;
PERINAT_P;2021;630000446;CH DE THIERS;630781029;M2050;3;3;3.83;1;1;;
PERINAT_P;2021;630000446;CH DE THIERS;630781029;N2530;7;5;9.53;;;;
PERINAT_P;2021;630000446;CH DE THIERS;630781029;N2800;8;13;17.34;;;;
PERINAT_P;2021;630000446;CH DE THIERS;630781029;N280H;8;13;17.34;;;;
PERINAT_P;2021;630000446;CH DE THIERS;630781029;NAUT;4;3;3.69;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;M1140;1;3;2.71;1;1;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;M2050;4;1;3.47;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;MIVG;;5;0.51;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N2200;30;14;41.23;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N2340;32;23;50.21;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N2530;41;21;54.91;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N2800;58;28;75.63;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N280H;49;28;67.07;;;;
PERINAT_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;NAUT;43;17;58.24;;;;
PERINAT_P;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;M1030;16;4;1;;;;
PERINAT_P;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;M1140;2;1;2.5;0;1;;
PERINAT_P;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;M2050;14;;14;;;;
PERINAT_P;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;N2700;;1;0.8;;;;
PERINAT_P;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;N2800;21;10;27.59;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1030;;;;1;0;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1140;;3;1.59;1;1;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M2050;5;6;6.52;1;0;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;MAUT;;;0.05;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;MIVG;;2;0.27;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2200;7;;5.08;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2340;22;12;28.72;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2530;38;13;43.87;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2700;;4;1.3;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2800;15;24;29.09;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N280H;15;24;29.09;;;;
PERINAT_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;NAUT;19;12;24.37;;;;
PERINAT_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M1140;;1;0.5;;;;
PERINAT_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M2050;1;;1;;;;
PERINAT_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;MAUT;2;;2.33;;;;
PERINAT_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2800;;6;3.05;;;;
PERINAT_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;NAUT;;2;1;;;;
PERINAT_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;N2800;1;3;2.27;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1030;0;0;0;1;0;;0
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1140;0;4;0.73;1;1;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;M2050;0;3;0.55;1;1;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;MAUT;0;6;1.19;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2200;4;0;3.23;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2340;22;10;26.49;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2530;11;18;19.07;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2700;0;1;0.5;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2800;4;27;17.55;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N280H;4;27;17.55;;;;
PERINAT_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;NAUT;5;12;13.26;;;;
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M1030;;;;0;1;0;0
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M1140;1;1;0.71;0;1;;
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M2050;6;2;4.04;0;1;;
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2530;4;;4.27;;;;
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2800;5;5;7.78;;;;
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N280H;5;5;7.78;;;;
PERINAT_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;NAUT;4;1;4.05;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;M1030;;14;3;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;M1140;;3;1;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;M2050;;10;1.5;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2200;0;1;1.33;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2530;8;7;11.98;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2700;;1;0.5;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2800;13;16;17.24;;;;
PERINAT_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N280H;6;;6;;;;
PERINAT_P;2021;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;N2800;;2;1.17;;;;
PERINAT_P;2021;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;N280H;;2;1.17;;;;
PERINAT_P;2021;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;NAUT;;1;0.5;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;M1030;4;;4;1;0;1;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;M1140;0;3;1.21;0;1;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;M2050;8;3;8.8;0;1;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;MAUT;2;3;3.84;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;MIVG;6;;0.7;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2200;6;2;6.75;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2340;4;2;4.85;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2530;11;3;9.87;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2700;1;;1;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2800;10;12;16.75;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;N280H;9;12;15.75;;;;
PERINAT_P;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;NAUT;1;2;2.15;;;;
PERINAT_P;2021;650000045;CH LOURDES;650780158;M2050;1;1;1.73;;;;
PERINAT_P;2021;650000045;CH LOURDES;650780158;N2200;1;;0.5;;;;
PERINAT_P;2021;650000045;CH LOURDES;650780158;NAUT;1;;1;;;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M1030;6;3;7.9;0;1;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M1140;5;5;8.8;1;0;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M2050;1;1;1.06;0;1;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;MIVG;;2;1.15;;;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2200;0;1;0.8;;;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2340;3;2;4.67;;;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2800;21;5;23.01;;;;
PERINAT_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;NAUT;23;11;26.87;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M1030;2;;1;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M1140;;6;1;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M2050;5;;5;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;MIVG;5;;5;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2200;5;;5;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2340;1;1;1.91;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2530;13;2;11.4;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2800;6;6;8.94;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N280H;6;6;8.94;;;;
PERINAT_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;NAUT;3;2;4.5;;;;
PERINAT_P;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;M2050;1;;1;0;0;;
PERINAT_P;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N2800;1;1;1.8;;;;
PERINAT_P;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;NAUT;;3;1.3;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;M1030;7;1;7.8;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;M1140;7;1;7.3;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;M2050;8;3;10.23;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;N2200;24;5;26.45;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;N2340;14;11;26.59;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;N2530;4;2;3.37;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;N2700;;1;0.5;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;N2800;30;15;42.39;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;N280H;30;15;42.39;;;;
PERINAT_P;2021;660000084;CH PERPIGNAN;660780180;NAUT;32;8;37.96;;;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;M1030;4;;4;1;0;1;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;M1140;;4;4;0;1;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;M2050;9;;9;1;1;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;MIVG;;1;0.8;;;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;N2340;7;1;6.7;;;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;N2530;19;4;23.62;;;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;N2700;;1;0.5;;;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;N2800;17;18;28.32;;;;
PERINAT_P;2021;660780669;POLYCL MEDITERRANEE;660000324;N280H;6;0;6;;;;
PERINAT_P;2021;660780784;CL ST PIERRE;660000407;M2050;5;2;5.5;;;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M1030;;;;1;0;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M1140;2;0;2;1;0;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M2050;4;7;5.13;1;0;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2200;0;14;3.09;;;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2340;6;7;13.42;;;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2700;0;1;0.25;;;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2800;25;9;32.84;;;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N280H;11;4;14.46;;;;
PERINAT_P;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;NAUT;26;64;55.02;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;M1140;4;4;5.05;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;M2050;2;7;4.5;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;MIVG;;1;0.1;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2200;5;21;10.87;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2340;1;17;9.69;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2530;;11;1.09;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2700;;2;1.15;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2800;1;22;10.22;;;;
PERINAT_P;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;NAUT;7;23;8.71;;;;
PERINAT_P;2021;670000215;HOPITAL DU NEUENBERG;680000643;M1140;;1;0.2;0;0;;
PERINAT_P;2021;670000215;HOPITAL DU NEUENBERG;680000643;M2050;;1;0.2;0;0;;
PERINAT_P;2021;670000215;HOPITAL DU NEUENBERG;680000643;N2800;;3;1.85;;;;
PERINAT_P;2021;670000215;HOPITAL DU NEUENBERG;680000643;NAUT;;;0.05;;;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M1030;;6;0.1;1;0;0;0
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M1140;;1;0.1;0;1;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M2050;;3;1;0;1;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2340;;1;0.5;;;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2530;;1;0.1;;;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2700;;1;0.8;;;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2800;7;3;7;;;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N280H;7;3;7;;;;
PERINAT_P;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;NAUT;;1;0.1;;;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;M1030;6;;1;;;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;M1140;3;2;1;0;1;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;M2050;6;1;6.2;;;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2530;15;;15;;;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2700;;1;0.2;;;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2800;14;8;20;;;;
PERINAT_P;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N280H;4;;10.5;;;;
PERINAT_P;2021;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;N2800;1;1;1.8;;;;
PERINAT_P;2021;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;NAUT;1;1;1.06;;;;
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;M1030;;19;19;1;1;1;1
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;M1140;;7;7;0;1;;
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;M2050;;12;12;0;1;;
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;MIVG;;5;5;;;;
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;N2340;;;0.27;;;;
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;N2530;8;3;8.64;;;;
PERINAT_P;2021;670018068;CLINIQUE RHENA GCS ES;670017847;N2700;;1;0.48;;;;
