BOR;AN;FI;RS;FI_EJ;GRP;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2021;600010235;HOPITAL DE JOUR CHI CLERMONT;600100028;24;32;60;11;1;292;PUB3;1;0;;0;0;;;4;R;DU PONT D'ARCOLE;;;60000;BEAUVAIS;60057;;
IDB;2021;600011688;CATTP CHI CLERMONT ST-JUST-EN-CHAUSSÉE;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100088;;14B;R;ARISTIDE BRIAND;;;60130;ST JUST EN CHAUSSEE;60581;;
IDB;2021;600011696;CATTP CHI CLERMONT BRETEUIL ADULTE;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100344;;28;R;DE LA RÉPUBLIQUE;;;60120;BRETEUIL;60104;;
IDB;2021;600011704;CATTP CHI CLERMONT CREIL;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100351;;2;R;VICTOR HUGO;;;60100;CREIL;60175;;
IDB;2021;600011712;CATTP CHI CLERMONT SENLIS;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100419;LES CERISES;7;AV;DU MARÉCHAL FOCH;;;60300;SENLIS;60612;;
IDB;2021;600011720;CATTP CHI CLERMONT CRÉPY-EN-VALOIS;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100427;;26;AV;DE SENLIS;;;60800;CREPY EN VALOIS;60176;;
IDB;2021;600011746;CATTP CHI CLERMONT COMPIÈGNE ENFANT;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100526;;114;R;DE PARIS;;;60200;COMPIEGNE;60159;;
IDB;2021;600011753;CATTP CHI CLERMONT MÉRU ENFANT;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100484;;77;R;LOUIS BLOQUET;;;60110;MERU;60395;;
IDB;2021;600011761;CATTP CHI CLERMONT BRETEUIL ENFANT;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100658;;44;R;DE PARIS;;;60120;BRETEUIL;60104;;
IDB;2021;600011779;CATTP CHI CLERMONT CHANTILLY;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;;;32;AV;DU MARÉCHAL JOFFRE;;;60500;CHANTILLY;60141;;
IDB;2021;600011787;CATTP CHI CLERMONT ENFANT;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100476;;15;AV;GAMBETTA;;;60600;CLERMONT;60157;;
IDB;2021;600011795;CATTP CHI CLERMONT NOYON ADOLESCENT;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100583;UNITÉ PSYCHOLOGIQUE POUR ADOLESC;10;R;DE GRÈCE;;;60400;NOYON;60471;;
IDB;2021;600011803;CATTP CHI CLERMONT PONT-SAINTE-MAXENCE;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100195;;5;R;D'HALATTE;;;60700;PONT STE MAXENCE;60509;;
IDB;2021;600011829;CATTP CHI CLERMONT CHAUMONT-EN-VEXIN;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100278;CENTRE SÉRAPHINE;34;R;PIERRE BUDIN;;;60240;CHAUMONT EN VEXIN;60143;;
IDB;2021;600011837;CATTP CHI CLERMONT ADULTE;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100260;;5;PL;CAMILLE SELLIER;;;60600;CLERMONT;60157;;
IDB;2021;600011845;CATTP CHI CLERMONT MÉRU ADULTE;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100575;;1;R;HENRI BARBUSSE;;;60110;MERU;60395;;
IDB;2021;600011852;CATTP CHI CLERMONT GRANDVILLIERS;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100641;;5;PL;BARBIER;;;60210;GRANDVILLIERS;60286;;
IDB;2021;600011860;CATTP NOUVELLE FORGE SENLIS;600107049;25;32;60;60;3;425;PNL7;6;1;;0;0;;;46;AV;ALBERT 1ER;;;60300;SENLIS;60612;0344323939;
IDB;2021;600014005;SNC CROM;;08;32;60;71;2;698;;9;9;;1;1;;;;;JEAN-JACQUES BERNARD;;;60200;COMPIEGNE;60159;0344961000;
IDB;2021;600015382;ELAN;600100028;24;32;60;11;1;366;PUB7;1;0;;0;0;;;2;R;FINETS;;;60600;CLERMONT;60157;;
IDB;2021;600015390;CTRE CONSULT ACCUEIL POUR ADOLESCENTS;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;;;9;R;MICHEL GORIN;;;60000;BEAUVAIS;60057;;
IDB;2021;600015408;CTRE CONSULT ACCUEIL POUR ADOLESCENTS;600100028;24;32;60;11;1;156;PUB7;1;0;;0;0;;;9;R;MICHEL GORIN;;;60000;BEAUVAIS;60057;;
IDB;2021;600015416;LE 23;600100028;24;32;60;11;1;366;PUB7;1;0;;0;0;;;;R;GUY BOULET;;;60600;FITZ JAMES;60234;;
IDB;2021;600100028;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;;02;32;60;11;1;292;;1;0;;2;1;;;;;DES FINETS;;;60607;CLERMONT CEDEX;60157;0344775071;
IDB;2021;600100085;HOPITAL LOCAL DE CRÉPY-EN-VALOIS;;02;32;60;13;1;106;;1;0;;1;1;;;;;SAINT LAZARE;;B.P. 336;60803;CREPY EN VALOIS CEDEX;60176;0344591119;
IDB;2021;600100127;CENTRE HOSPITALIER GEORGES DECROZE;;02;32;60;14;1;355;;1;0;;1;1;;;;;AMBROISE CROIZAT;;BP 30149;60721;PONT STE MAXENCE CEDEX;60509;0344317700;
IDB;2021;600100572;CENTRE HOSPITALIER BERTINOT JUEL;;02;32;60;13;1;355;;1;0;;1;1;;;;;PIERRE BUDIN;;BP 53;60240;CHAUMONT EN VEXIN;60143;0344495454;
IDB;2021;600100580;HÔPITAL LOCAL DE CRÈVECOEUR-LE-GRAND;;02;32;60;13;1;106;;1;0;;1;1;;JEAN-BAPTISTE CARON;;;DE L'HÔTEL DE VILLE;;;60360;CREVECOEUR LE GRAND;60178;0344133636;
IDB;2021;600100648;CENTRE HOSPITALIER DE CLERMONT;;02;32;60;13;1;355;;1;0;;1;1;;;;;FRÉDÉRIC RABOISSON;;;60607;CLERMONT CEDEX;60157;0344773300;
IDB;2021;600100713;CENTRE HOSPITALIER DE BEAUVAIS;;02;32;60;13;1;355;;1;0;;1;1;;;;;LÉON BLUM;;BP 40 319;60021;BEAUVAIS CEDEX;60057;0344112121;
IDB;2021;600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;;02;32;60;14;1;355;;1;0;;2;1;;;;;HENRI ADNOT;ZAC DE MERCIÈRES - ZONE 3;BP 50 029;60321;COMPIEGNE CEDEX;60159;0344236000;
IDB;2021;600101174;CHS NOUVELLE FORGE SENLIS;600107049;25;32;60;60;3;292;PNL3;6;1;;0;0;77562852200184;PSYCHOTHÉRAPIE ET RÉÉDUCATION;46;AV;ALBERT 1ER;;;60300;SENLIS;60612;0344323939;
IDB;2021;600101752;CTRE POST CURE L AVENIR CHS CLERMONT;600100028;24;32;60;11;1;430;PUB7;1;0;;0;0;26600711100021;;5;BD;GABRIEL HAVEZ;;;60100;CREIL;60175;;
IDB;2021;600101984;GHPSO;;02;32;60;14;1;355;;1;0;;2;1;;;;;LAENNEC;;BP 72;60109;CREIL CEDEX 1;60175;0344616000;
IDB;2021;600105431;CHS CHI CLERMONT FITZ JAMES;600100028;24;32;60;11;1;292;PUB3;1;0;;0;0;26600711100047;;;;;;;60600;FITZ JAMES;60234;;
IDB;2021;600106025;CENTRE JOUR ENFANTS MARIE NOEL;600100028;24;32;60;11;1;292;PUB3;1;0;;0;0;26600711100062;CENTRE MARIE NOËL;3;AV;DE LANDSHUT;CHS CLERMONT;;60200;COMPIEGNE;60159;;
IDB;2021;600107478;USLD GHPSO SENLIS;600101984;34;32;60;14;1;362;PUB9;1;0;;0;0;20002961900067;;4;AV;PAUL ROUGÉ;;BP 121;60309;SENLIS CEDEX;60612;;
IDB;2021;600107510;USLD CH PONT-SAINTE-MAXENCE;600100127;34;32;60;14;1;362;PUB9;1;0;;0;0;26600698000020;GEORGES DECROZE;;R;AMBROISE CROIZAT;;;60700;PONT STE MAXENCE;60509;;
IDB;2021;600107536;USLD CH CHAUMONT-EN-VEXIN;600100572;34;32;60;13;1;362;PUB9;1;0;;0;0;26600026400025;BERTINOT JUEL;34B;R;PIERRE BUDIN;;BP 53;60240;CHAUMONT EN VEXIN;60143;;
IDB;2021;600107551;USLD CH CLERMONT;600100648;34;32;60;13;1;362;PUB9;1;0;;0;0;26600708700023;;;R;FRÉDÉRIC RABOISSON;;;60600;CLERMONT;60157;;
IDB;2021;600107890;USLD HL CRÉPY-EN-VALOIS;600100085;34;32;60;13;1;362;PUB9;1;0;;0;0;26600703800067;;16;R;SAINT LAZARE;;;60800;CREPY EN VALOIS;60176;;
IDB;2021;600108948;HÔPITAL LOCAL DE GRANDVILLIERS;;02;32;60;13;1;106;;1;1;;1;1;;;;;BARBIER;;;60210;GRANDVILLIERS;60286;0344133210;
IDB;2021;600109540;CMP CHI CLERMONT PONT-SAINTE-MAXENCE;600100028;24;32;60;11;1;156;PUB7;1;0;;0;0;26600711100195;;5;R;D'HALATTE;;;60700;PONT STE MAXENCE;60509;;
IDB;2021;600109599;HJ CHI CLERMONT NOYON;600100028;24;32;60;11;1;292;PUB3;1;0;;0;0;26600711100294;FRANÇOISE DOLTO;11;R;CALVIN;;;60400;NOYON;60471;;
IDB;2021;600109607;CTRE DE PSYCHOTHÉRAPIE INSTITUTIONNELL;600100028;24;32;60;11;1;292;PUB3;1;0;;0;0;26600711100211;;4;R;SALVADOR ALLENDE;BÂTIMENT 1;;60700;PONT STE MAXENCE;60509;;
IDB;2021;600109888;EPSM HOPITAL DE NUIT;600107049;25;32;60;60;3;292;PNL3;6;1;;0;0;77562852200192;;7;R;DU PUITS;;;60300;MONT L EVEQUE;60421;0344609064;
IDB;2021;600109904;CATTP CHI CLERMONT COMPIÈGNE ADULTE;600100028;24;32;60;11;1;425;PUB7;1;0;;0;0;26600711100633;;8;AV;ALPHONSE CHOVET;;;60200;COMPIEGNE;60159;;
IDB;2021;600109920;CMP CHI CLERMONT CHAUMONT-EN-VEXIN;600100028;24;32;60;11;1;156;PUB7;1;0;;0;0;26600711100278;CENTRE SÉRAPHINE;34;R;PIERRE BUDIN;;;60240;CHAUMONT EN VEXIN;60143;;
IDB;2021;600109938;CMP CHI CLERMONT ADULTE;600100028;24;32;60;11;1;156;PUB7;1;0;;0;0;26600711100260;;5;PL;CAMILLE SELLIER;;;60600;CLERMONT;60157;;
IDB;2021;600109946;CMP CHI CLERMONT MÉRU ADULTE;600100028;24;32;60;11;1;156;PUB7;1;0;;0;0;;;1;R;HENRI BARBUSSE;;;60110;MERU;60395;;
IDB;2021;600110118;CMP CHI CLERMONT GRANDVILLIERS;600100028;24;32;60;11;1;156;PUB7;1;0;;0;0;26600711100641;;9;PL;BARBIER;;;60210;GRANDVILLIERS;60286;;
IDB;2021;600110589;USLD CHICN NOYON;600100721;34;32;60;14;1;362;PUB9;1;0;;0;0;20003465000107;RÉSIDENCE SAINT ROMUALD;;AV;D'ALSACE LORRAINE;;;60406;NOYON CEDEX;60471;;
IDB;2021;610002545;ART ATELIERS - CH L'AIGLE;610780025;24;28;61;11;1;366;PUB7;1;0;;0;0;26610069200794;;10;R;DOCTEUR FRINAULT;;;61300;L AIGLE;61214;;
IDB;2021;610002578;CATTP MORTAGNE (61G04)-CH L'AIGLE;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200778;;;R;DE LONGNY;;;61400;MORTAGNE AU PERCHE;61293;;
IDB;2021;610003980;CATTP (61I01) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200489;;;R;ANNE MARIE JAVOUHEY;SMPEA GULLIVER;;61000;ALENCON;61001;;
IDB;2021;610004004;CATTP L'AIGLE (61I01) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200406;;11;R;PORTE RABEL;;;61300;L AIGLE;61214;;
IDB;2021;610004012;CATTP BELLEME (61I01) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200414;;;PL;BOUCICAULT;;;61130;BELLEME;61038;;
IDB;2021;610004020;CATTP VIMOUTIERS (61I01) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200620;;3;R;ABBE CRESTEY;;;61120;VIMOUTIERS;61508;;
IDB;2021;610004046;CATTP FLERS (61I02) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200430;;269;R;JACQUES PREVERT;;;61100;FLERS;61169;;
IDB;2021;610004053;CATTP ARGENTAN (61I02) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200570;;16;R;VICOMTE;;;61200;ARGENTAN;61006;;
IDB;2021;610004061;CATTP LA FERTE MACE 61I02- CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200364;;;R;SOEUR MARIE BOITIER;;;61600;LA FERTE MACE;61168;;
IDB;2021;610005589;CMP PERSONNES ÂGÉES(61G01) - ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200687;;76B;R;JULLIEN;;;61000;ALENCON;61001;;
IDB;2021;610005639;CATTP (61G01) - BELLEME;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200414;;;PL;BOUCICAULT;;;61130;BELLEME;61038;;
IDB;2021;610007965;CMP - SÉES - CPO;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;;;79;R;DE LA REPUBLIQUE;;;61500;SEES;61464;;
IDB;2021;610007973;CATTP - ALENCON - CPO;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;;;31;R;ANNE MARIE JAVOUHEY;;;61000;ALENCON;61001;;
IDB;2021;610008831;CPO PSYCHIATRIE SITE DE L'AIGLE;610780025;24;28;61;11;1;292;PUB3;1;0;;0;0;;;10;R;DU DR FRINAULT;;;61300;L AIGLE;61214;;
IDB;2021;610008856;CATTP ADULTES;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;;;79;R;DE LA RÉPUBLIQUE;;;61500;SEES;61464;;
IDB;2021;610008864;CATTP ADULTES;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200620;;3;R;ABBE CRESTEY;;;61120;VIMOUTIERS;61508;;
IDB;2021;610780025;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;;02;28;61;11;1;292;;1;0;;1;1;;;;;ANNE-MARIE JAVOUHEY;;BP 358;61014;ALENCON CEDEX;61001;0233807100;
IDB;2021;610780074;CH L'AIGLE;;02;28;61;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER;;;DU DOCTEUR FRINAULT;;BP 189;61305;L AIGLE CEDEX;61214;0233249595;
IDB;2021;610780082;C.H.I.C ALENCON-MAMERS;;02;28;61;14;1;355;;1;0;;2;1;;;;;DE FRESNAY;;;61014;ALENCON CEDEX;61001;0233323030;
IDB;2021;610780090;CH ARGENTAN;;02;28;61;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER MAL LECLERC;;;ARISTIDE BRIAND;;B.P.209;61202;ARGENTAN CEDEX;61006;0233123312;
IDB;2021;610780124;CH MARGUERITE DE LORRAINE-MORTAGNE;;02;28;61;13;1;355;;1;0;;1;1;;;;;LONGNY;;BP 33;61400;MORTAGNE AU PERCHE;61293;0233834040;
IDB;2021;610780132;HOPITAL LOCAL - BELLEME;;02;28;61;13;1;106;;1;0;;1;1;;;;;DU MANS;;BP 104;61130;BELLEME;61038;0233853385;
IDB;2021;610780140;CENTRE HOSPITALIER - SEES;;02;28;61;13;1;106;;1;0;;1;1;;;;;DE LA REPUBLIQUE;;BP 42;61500;SEES;61464;0233315200;
IDB;2021;610780157;CH - VIMOUTIERS;;02;28;61;13;1;106;;1;0;;1;1;;;;;DU PONT VAUTIER;;;61120;VIMOUTIERS;61508;0233122121;
IDB;2021;610780165;CH JACQUES MONOD FLERS;;02;28;61;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER;;;EUGÈNE GARNIER;;BP 219;61104;FLERS CEDEX;61169;0233626200;
IDB;2021;610784084;CMP (61G04) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;;SITE DE L'AIGLE;75;R;SAINT JEAN;;;61300;L AIGLE;61214;;
IDB;2021;610787319;UNITE SOINS LONGUE DUREE - CH L'AIGLE;610780074;34;28;61;13;1;362;PUB9;1;0;;0;0;26610048600064;;10;R;DOCTEUR FRINAULT;;BP 189;61305;L AIGLE CEDEX;61214;;
IDB;2021;610787434;CMP ARGENTAN (61G02) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200356;;45B;R;ARISTIDE BRIAND;1ER ETAGE;;61200;ARGENTAN;61006;;
IDB;2021;610787459;CMP FLERS (61I02) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200042;;269;R;JACQUES PREVERT;;;61100;FLERS;61169;;
IDB;2021;610787467;CMP LA FERTE MACE (61G02)- CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200059;;;R;SOEUR BOITIER;HOPITAL;;61600;LA FERTE MACE;61168;;
IDB;2021;610787475;CMP DOMFRONT (61I02) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200067;;28;R;DE LA GARE;;;61700;DOMFRONT EN POIRAIE;61145;;
IDB;2021;610787491;CMP BELLEME (61G01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200083;;;PL;BOUCICAULT;MAISON BOUCICAULT;;61130;BELLEME;61038;;
IDB;2021;610787509;CMP RUE JULLIEN (61G01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200091;;76B;R;JULLIEN;;;61000;ALENCON;61001;;
IDB;2021;610787517;CMP (61I01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200521;;93;R;DE LANCREL;;;61000;ALENCON;61001;;
IDB;2021;610787525;CMP VIMOUTIERS (61G04) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200737;;60;R;PONT VAUTIER;;;61120;VIMOUTIERS;61508;;
IDB;2021;610787558;CMP MORTAGNE (61I01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200117;;6;R;DU COLONEL GUERIN;;;61400;MORTAGNE AU PERCHE;61293;;
IDB;2021;610787566;CMP ARGENTAN (61I02) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200125;;16;R;VICOMTE;;;61200;ARGENTAN;61006;;
IDB;2021;610787574;CMP LA FERTE MACE (61I02)- CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200133;;;R;SOEUR MARIE BOITIER;;;61600;LA FERTE MACE;61168;;
IDB;2021;610788689;HOPITAL DE JOUR (61I02) - CPO ALENCON;610780025;24;28;61;11;1;292;PUB3;1;0;;0;0;26610069200588;;269;R;JACQUES PREVERT;;;61100;FLERS;61169;;
IDB;2021;610788705;HOPITAL DEPARTEMENTAL LES MARGUERITES;610780025;24;28;61;11;1;292;PUB3;1;0;;0;0;26610069200158;;16;R;VICOMTE;;;61200;ARGENTAN;61006;;
IDB;2021;610788713;HOPITAL DE JOUR (61G02) - CPO ALENCON;610780025;24;28;61;11;1;292;PUB3;1;0;;0;0;26610069200166;;;PL;MARSAC;;;61200;ARGENTAN;61006;;
IDB;2021;610789562;HOPITAL DE JOUR (61I01) - CPO ALENCON;610780025;24;28;61;11;1;292;PUB3;1;0;;0;0;26610069200174;;6;R;DU COLONEL GUERIN;;;61400;MORTAGNE AU PERCHE;61293;;
IDB;2021;610789901;CMP L'AIGLE (61I01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200182;;11;R;PORTE RABEL;;;61300;L AIGLE;61214;;
IDB;2021;610790172;CMP VIMOUTIERS (61I01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200612;;3;R;ABBE CRESTEY;;;61120;VIMOUTIERS;61508;;
IDB;2021;610790305;CMP BELLEME (61I01) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200216;;;PL;BOUCICAULT;MAISON BOUCICAULT;;61130;BELLEME;61038;;
IDB;2021;610790313;CMP (61G03) - CH FLERS;610780165;24;28;61;13;1;156;PUB7;1;0;;0;0;26610057700102;;3;R;JULES GEVELOT;ST GERMAIN;;61100;FLERS;61169;;
IDB;2021;610790321;CMP LE TERTRE DOMFRONT(61G03)-CH FLERS;610780165;24;28;61;13;1;156;PUB7;1;0;;0;0;26610057700110;;;R;DE LA GARE;CHIC DES ANDAINES;;61700;DOMFRONT EN POIRAIE;61145;;
IDB;2021;610790339;CMP MORTAGNE (61G04) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200745;SITE DE MORTAGNE;;R;DE LONGNY;;;61400;MORTAGNE AU PERCHE;61293;;
IDB;2021;610790347;CMP GACE (61G04) - CPO ALENCON;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200752;SITE DE GACE;;PL;DE LA LIBERATION;BT ADMINISTRATIF;;61230;GACE;61181;;
IDB;2021;610790354;CENTRE DE THERAPIE FAMILIALE INTERSECT;610780025;24;28;61;11;1;156;PUB7;1;0;;0;0;26610069200224;SECTEURS 61G01G02 - 61I01I02;31;R;ANNE MARIE JAVOUHEY;CPO ALENCON;;61000;ALENCON;61001;;
IDB;2021;610790370;HOPITAL DE JOUR (61G03) - CH FLERS;610780165;24;28;61;13;1;355;PUB2;1;0;;0;0;26610057700128;;3;R;GÉVELOT;;;61100;FLERS;61169;;
IDB;2021;610790388;HOPITAL DE JOUR (61I01) - CPO ALENCON;610780025;24;28;61;11;1;292;PUB3;1;0;;0;0;26610069200232;;1;R;DU DR ROUYER;;;61300;L AIGLE;61214;;
IDB;2021;610790446;CATTP (61G03) - CH FLERS;610780165;24;28;61;13;1;425;PUB7;1;0;;0;0;26610057700144;;188;R;DE DOMFRONT;CENTRE MAUBERT;;61100;FLERS;61169;;
IDB;2021;610790453;CATTP DOMFRONT (61G03) - CH FLERS;610780165;24;28;61;13;1;425;PUB7;1;0;;0;0;26610057700151;;;R;DE LA GARE;CHIC DES ANDAINES;;61700;DOMFRONT EN POIRAIE;61145;;
IDB;2021;610790487;CATTP (61G04) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;;;75;R;SAINT JEAN;;;61300;L AIGLE;61214;;
IDB;2021;610790511;CATTP (61G01) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200281;;;R;ANNE MARIE JAVOUHEY;;;61000;ALENCON;61001;;
IDB;2021;610790537;CATTP ARGENTAN (61G02) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200349;;7;R;DU BEIGLE;;;61200;ARGENTAN;61006;;
IDB;2021;610790545;CATTP LA FERTE MACE 61G02- CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200471;;20;R;D'ALENCON;;;61600;LA FERTE MACE;61168;;
IDB;2021;610790552;CATTP MORTAGNE (61I01) - CPO ALENCON;610780025;24;28;61;11;1;425;PUB7;1;0;;0;0;26610069200315;;6;R;DU COLONEL GUERIN;LE CHAT PERCHE;;61400;MORTAGNE AU PERCHE;61293;;
IDB;2021;610790560;ATELIER INTERSECTORIEL - CPO ALENCON;610780025;24;28;61;11;1;366;PUB7;1;0;;0;0;;SECTEURS 61G01G02 - 61I01I02;31;R;A M JAVOUHEY;;;61014;ALENCON CEDEX;61001;;
IDB;2021;610790594;CH INTERCOMMUNAL DES ANDAINES;;02;28;61;14;1;355;;1;0;;2;1;;;;;SOEUR MARIE BOITIER;;BP 99;61600;LA FERTE MACE;61168;0233305050;
IDB;2021;620002352;NEPHROCARE HELFAUT;;06;32;62;95;2;899;;0;0;;1;1;;;;;DE BLENDECQUES;;;62570;HELFAUT;62423;0321951144;
IDB;2021;620003400;CTRE PSYCHOTHER. DU TERNOIS G08 EPSM;620101287;24;32;62;11;1;292;PUB3;1;0;;0;0;26620930300301;;;R;D'HESDIN;;;62130;GAUCHIN VERLOINGT;62367;;
IDB;2021;620003434;HJ PSY ADUL G10 BETHUNE EPSM VAL DE LY;620101287;24;32;62;11;1;292;PUB3;1;0;;0;0;26620930300293;;195;BD;BASLY;;;62400;BETHUNE;62119;;
IDB;2021;620003640;CMP ADUL G09 AUCHEL EPSM VAL DE LYS;620101287;24;32;62;11;1;156;PUB7;1;0;;0;0;26620930300335;;2;R;PASTEUR;;;62260;AUCHEL;62048;;
IDB;2021;620003657;CMP ENF I03 AUCHEL EPSM VAL DE LYS;620101287;24;32;62;11;1;156;PUB7;1;0;;0;0;26620930300376;;30;R;SERAPHIN CORDIER;;;62260;AUCHEL;62048;;
IDB;2021;620003699;AT BULLY AHNAC;620001834;25;32;62;60;3;412;PNL7;6;1;;0;0;;;69;R;JEAN JAURES;;;62160;BULLY LES MINES;62186;;
IDB;2021;620004119;HJ PSY ADULTES ETAPLES - CHAM;620103432;24;32;62;14;1;355;PUB2;1;0;;0;0;26620969100192;;9;R;ROBERT WYART;;;62630;ETAPLES;62318;;
IDB;2021;620004168;CATTP BULLY - AHNAC;620001834;25;32;62;60;3;425;PNL7;6;1;;0;0;;;69;R;JEAN JAURÈS;;;62160;BULLY LES MINES;62186;;
IDB;2021;620004515;SCP RADIOLOGIE ET IMAGERIE MEDICALE;;08;32;62;88;2;698;;0;9;;1;1;;;;;CHANZY;;B.P.495;62000;ARRAS;62041;0321235555;
IDB;2021;620004598;AT LIEVIN AHNAC;620001834;25;32;62;60;3;412;PNL7;6;1;;0;0;;;43;R;VICTOR HUGO;;;62800;LIEVIN;62510;;
IDB;2021;620004838;CTRE PSYCHO MARRONNIERS BULLY;620001834;25;32;62;60;3;161;PNL7;6;1;;0;0;31245483800250;;;R;LAMENDIN;;BP 75;62160;BULLY LES MINES;62186;0321458700;
IDB;2021;620009779;HOP JOUR GABRIEL PERI INST CAMIERS;620112607;24;32;62;11;1;292;PUB3;1;0;;0;0;26620939400136;;;R;GABRIEL PERI;;;62600;BERCK;62108;;
IDB;2021;620009829;HOP JOUR BOULOGNE INSTITUT CAMIERS;620112607;24;32;62;11;1;292;PUB3;1;0;;0;0;26620939400144;;18;R;MAQUETRA;;;62280;ST MARTIN BOULOGNE;62758;;
IDB;2021;620009878;CMP CATTP LE CHEMIN VERT IDAC CAMIERS;620112607;24;32;62;11;1;292;PUB3;1;0;;0;0;26620939400177;;163;R;DU CHEMIN VERT;;;62200;BOULOGNE SUR MER;62160;;
IDB;2021;620009928;CMP CATTP -LE PORTEL- INSTIT. CAMIERS;620112607;24;32;62;11;1;292;PUB3;1;0;;0;0;26620939400151;;120;R;CARNOT;;;62480;LE PORTEL;62667;;
IDB;2021;620009969;CMP CATTP ETAPLES INSTITUT CAMIERS;620112607;24;32;62;11;1;292;PUB3;1;0;;0;0;26620939400169;;;AV;DU MONT LEVIN;;;62630;ETAPLES;62318;;
IDB;2021;620010249;HOPITAL DE JOUR AUCHY LES HESDIN IDAC;620112607;24;32;62;11;1;292;PUB3;1;0;;0;0;26620939400110;;;R;DU 19 MARS 1962;;;62770;AUCHY LES HESDIN;62050;;
