BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2021;590001004;CH DOUAI DECHY;590783239;1;0;0;1238;0;1097;1633;0;1;;;;1095;0;1;1072;150;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;1;0;0;2259;0;1586;4733;0;1;;;;1634;0;217;1283;5;0;158;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;0;0;0;403;0;261;512;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590008041;POLYCLINIQUE VAUBAN;590008033;1;0;0;641;0;204;3524;0;0;590782256;;;100;0;0;78;36;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590008298;CTRE RADIOTHERAPIE BOURGOGNE;590008249;0;1;0;22553;0;21410;0;0;;;;;;;;;;;;;2;1;1;1143;21287;326;123;110;897;0;72;3;3;6;2;9;1;0;6;0;4;3.9;2.83;11.8;2.11;11.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590025128;HAD DU HAINAUT;620001834;1;0;0;0;7;0;0;317;1;;;;0;7;0;0;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;1;0;0;0;54;0;0;513;0;590000774;;;0;54;0;0;0;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590045407;HAD CHRU LILLE;590780193;1;0;0;0;889;0;0;2579;1;;;;0;889;0;0;0;128;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE;590008629;0;1;0;17677;;16846;;;;;;;;;;;;;;;2;;0;831;16846;;0;;755;;0;3;2;6;1;1;;;;;;3;1.75;6;1;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590048476;HAD SYNERGIE RÉÉDUC-RÉADAPTATION;590051801;1;0;0;0;116;0;0;663;0;590797353;;;0;116;0;0;0;27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590052049;SAS CALIVAL;590006268;0;1;0;39296;;36650;0;;;;;;;;;;;;;;3;0;0;2646;36650;;;;1693;;;6;4;14;2;23;;;3;;6;6;4;17.44;2;23.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;1;0;1;2826;0;2460;2531;0;1;;;;2401;0;32;2317;255;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2871;0;0;0;0;0;0;0;0;0;0;;;3;;1.56;;5;;;;;;;;;;4.94;;;;
CANCERO;2021;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER;590055562;0;1;0;21100;;20100;;;;;;;;;;;;;;;2;;;1000;20100;;;;842;;;2;2;10;1;7;3;;;;3;5;2;10;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590060851;CENTRE LEONARD DE VINCI;590008629;0;1;0;28227;;26440;0;;;;;;;;;;;;;;5;0;0;1787;26440;;;;1787;;;4;5;14;4;1;4;1;3;;;5.5;7.74;17.4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590780060;INSTITUT OPHTALMIQUE;590000022;0;0;0;65;0;65;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590780094;CENTRE LEONARD DE VINCI;590000055;1;0;1;9868;0;9262;1337;0;1;;;;9867;0;591;9252;1032;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;20;;;821;10383;0;0;0;0;0;0;1806;0;0;0;3;2;2;;4;2;13;3;;;;1;;1;1;1;13.7;3;0.5;0.5;0.5
CANCERO;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;1;1;1;6166;0;5224;5465;0;1;;;;5017;0;39;4936;619;0;0;0;2;;3;0;0;8;0;72;6;0;72;3;2;6;2;9;1;1;6;1;4;3.9;2.8;11.8;2.1;11.5;11;9;;;386;4793;0;0;0;0;0;0;2824;0;0;0;1;;5;;;;10;4;;;;3;5;1;;;11.8;5.3;0.5;;
CANCERO;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;1;0;0;533;0;117;3573;0;0;590797353;;;177;0;1;81;91;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;1;0;1;4485;0;3597;3924;0;1;;;;3569;0;58;3492;539;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3301;0;0;0;0;0;0;0;0;0;0;;;5;1;;0.3;13;7;1;;;1;;1;1;1;13.5;7;1.3;0.5;0.1
CANCERO;2021;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;1;0;1;7814;0;7814;7814;0;1;;;;7814;0;0;7814;914;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;8365;0;0;0;0;0;0;0;0;0;0;3;;1;;3.03;;6;4;;;15;1;;2;1;5;6.38;4;1.2;0.2;16.86
CANCERO;2021;590782298;POLYCLINIQUE DU PARC;590000675;0;0;0;319;0;117;1462;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;1;0;1;3207;0;2784;2658;0;1;;;;2523;0;0;2523;283;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2528;0;0;0;0;0;0;0;0;0;0;;;2;3;;;3;;;;;1;;1;1;1;3.7;;0.7;0.2;0.1
CANCERO;2021;590785374;CLINIQUE TEISSIER;620001834;1;0;0;2624;0;2601;291;0;1;;;;2621;0;3;2602;337;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;0;0;3806;0;3208;4728;0;1;;;;3290;0;0;3196;420;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590788964;SARL CLINIQUE DU PARC;590001756;1;0;1;4147;0;4081;407;0;1;;;;3981;0;0;4077;439;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3938;0;0;0;0;0;0;0;0;0;0;2;;;2;2;1;2;1;;;;1;;1;;1;2.8;1;0.5;;0.5
CANCERO;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;1;0;2699;0;1118;7889;0;1;;;;1033;0;6;1063;219;0;5;0;;;;3;5;579;0;537;546;20;472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;1;0;1;7242;0;6684;4644;0;1;;;;6661;0;138;6231;813;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;20;;;153;8204;0;0;0;21;0;0;1294;0;0;0;6;;7;;8.21;;17;4;;;;8;14;;;1;20.82;7.24;;;0.65
CANCERO;2021;590801106;HOPITAL VICTOR PROVO;590782421;1;0;1;7369;0;6325;7187;0;1;;;;6822;0;468;6151;779;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;10;;;557;3552;0;0;0;0;0;0;2679;0;0;0;3;;2;;4.25;;5;4;;;;1;1;1;;1;5.95;4.76;0.8;;0.8
CANCERO;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;1;0;1;1648;0;1470;1712;0;1;;;;1498;0;4;1446;177;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;0;1602;0;0;0;0;0;0;0;0;0;0;3;;;;1;;2;1;;;1;4;;1;;3;4.2;1;0.5;;2.57
CANCERO;2021;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;0;1;0;14550;;13420;0;;;;;;;;;;;;;;2;0;;1130;13420;;;;639;;;2;2;5;2;9;;;1;;2;2;2;5.8;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;1;1;1;20376;0;16370;33821;0;1;;;;17242;0;1018;14905;2326;0;1;0;1;0;8;0;0;3;0;14;0;0;0;;;;;;;;;;;;;;;;10;14;;;413;5540;259;116;0;0;1;0;3046;415;0;1;3;2;2;1;2.16;1.69;11;10;0;0;2;8;6;0;0;2;15.97;13.84;0;0;3.8
CANCERO;2021;590813176;CLINIQUE DES HETRES;590005278;0;0;0;76;0;32;585;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;0;0;0;196;0;48;698;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;0;0;0;218;0;117;405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590815056;CLINIQUE DE FLANDRE;590005492;1;0;1;5049;0;4756;1681;0;1;;;;4769;0;0;4724;500;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;13;;;348;4736;0;0;0;0;0;0;3652;0;0;0;3;1;;;3;0.5;10;3;;;2;1;;;;;11.45;3.34;;;2.51
CANCERO;2021;590816310;CLINIQUE SAINT AME;590000048;0;0;0;675;0;309;1791;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;1;0;1;2837;0;2497;1317;0;1;;;;2342;0;0;2344;262;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2262;0;0;0;0;0;0;0;0;0;0;1;;6;;;;2;;;;;;;;;;2;;;;
CANCERO;2021;600000053;CH GHPSO SENLIS;600101984;1;0;1;239;0;109;432;0;1;;;;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;53;0;0;0;0;0;0;0;0;0;0;;;1;;0.7;;;;;;;5;1;;;1;1.95;0.4;;;0.67
CANCERO;2021;600000194;CH BEAUVAIS;600100713;1;1;1;19017;30;18342;7244;338;1;;;;7053;30;98;6839;799;8;2;2;2;;;444;10899;54;0;0;457;0;0;1;1;5;0;2;2;2;4;0;2;2.3;2.7;7.77;0;3.13;20;20;;;660;7913;0;0;0;0;0;0;5817;0;0;0;0;2;1;1;1.3;3.53;16;13;0;0;8;7;4;2;0;2;21.5;15.68;1.27;0;8.54
CANCERO;2021;600000467;CH GHPSO CREIL;600101984;1;0;1;5871;0;5648;2354;0;1;;;;5712;0;34;5632;636;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;13;;;411;7559;0;0;0;0;0;0;5226;0;0;0;1;;10;;6.18;;10;6;;;6;12;5;1;;3;14.23;13.04;0.6;;6.99
CANCERO;2021;600002158;IRSO;600014005;0;1;0;14286;;13319;0;;;;;;;;;;;;;;2;0;0;967;13319;;0;;679;;0;0;2;8;0;3;2;0;0;0;3;1.6;1.95;7.65;0;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;600010102;HAD CHICN COMPIÈGNE;600100721;1;0;0;;10;;;253;1;;;;;9;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;600012330;SNC CROME DE COMPIEGNE;600014005;0;1;0;18402;;17553;0;;;;;;;;;;;;;;2;0;0;849;17553;0;0;;756;;;0;2;8;1;8;5;0;1;0;0;2.2;2;8.8;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;0;0;1751;0;1541;1395;0;1;;;;1475;0;6;1446;196;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;0;1;6627;0;5905;6135;0;1;;;;5724;0;89;5529;572;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;5528;0;0;0;0;0;0;0;0;0;0;2;1;;;2;1;23;15;;;3;1;1;1;;;18.49;12.5;0.3;;2.01
CANCERO;2021;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;0;0;0;250;0;70;825;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;600113476;CH CHICN COMPIÈGNE;600100721;1;0;1;6061;0;5215;6349;0;1;;;;5634;0;362;5129;624;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;13;;;681;5576;0;0;0;0;0;0;5219;0;0;0;1;2;3;2;2.79;2.14;15;14;0;0;3;5;8;1;0;1;16.92;17.37;0.44;0;3.86
CANCERO;2021;610000051;CHICAM - SITE ALENCON;610780082;1;0;1;2048;0;1739;3096;0;1;;;;1779;0;38;1715;180;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;12;;;81;2036;0;0;0;0;0;0;143;0;0;0;;;5;1;0.2;0.2;7;3;;;1;5;1;;;20;9.32;4.16;;;5.21
CANCERO;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;0;0;1498;0;1353;1598;0;0;140000639;140000100;;1400;0;13;1342;197;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;1;0;0;2089;0;1893;1518;0;1;;;;1806;0;3;1787;244;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;610004269;SERVICE D'HOSPITALISATION À DOMICILE;610787038;1;0;0;0;10;0;0;294;1;;;;0;10;0;0;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;610006421;CLINIQUE D'ALENCON;610006413;0;0;0;188;0;119;169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620000034;CH ARRAS;620100057;1;0;1;6640;0;6179;3245;0;1;;;;6171;0;80;6060;568;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;15;;;36;3055;0;0;0;0;0;0;106;0;0;0;1;;;;1.36;;8;6;;;1;1;1;;;;12.84;12.86;1.22;;0.59
CANCERO;2021;620000224;CH BETHUNE;620100651;1;0;1;3220;0;3045;2250;0;1;;;;3047;0;1;3015;360;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3047;0;0;0;0;0;0;0;0;0;0;;;2;5;0.2;0.9;5;1;;1;1;;;1;;;5.27;1;0.25;0.6;0.96
CANCERO;2021;620000257;CH LENS;620100685;1;0;1;11068;0;10518;6051;0;1;;;;7444;0;100;7158;880;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4404;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620000323;CH CALAIS;620101337;1;0;1;3600;0;3397;1257;0;1;;;;3240;0;1;3220;328;0;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3048;0;0;0;0;0;0;0;0;0;0;;;6;;2.57;;2;;;;1;1;;;;;2.17;;;;1
CANCERO;2021;620000349;CH REGION DE ST OMER;620101360;1;0;1;2752;0;2594;1434;0;1;;;;2560;0;15;2504;294;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;;;322;2884;0;0;0;0;0;0;2319;0;0;0;2;1;1;2;2.55;0.97;11;8;;;4;2;;1;;2;12.74;7.41;0.5;;3.17
CANCERO;2021;620000653;CH BOULOGNE-SUR-MER;620103440;1;0;1;10393;0;9218;7496;0;1;;;;9369;0;411;8802;940;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;;;701;;0;0;0;0;0;0;5953;0;0;0;2;6;;4;2;7.8;;;;;;;;1;;;;;0.8;;
CANCERO;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;0;1;2553;0;2329;1623;0;1;;;;2293;0;10;2274;267;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2220;0;0;0;0;0;0;0;0;0;0;;;;;0.13;;1;2;;;1;7;;;;1;4.79;2;;;1.7
CANCERO;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;0;0;967;0;352;3490;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;1;0;0;545;0;311;1111;0;0;620006049;;;91;0;0;91;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620009738;CENTRE PIERRE CURIE ARTHERAD BEUVRY;620004515;0;1;0;20282;;19194;;;;;;;;;;;;;;;2;0;;1088;19194;;;;1018;;;4;3;9;2;8;0;0;2;0;2;4;3;10.6;2;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;1;0;0;0;60;0;0;910;1;;;;0;60;0;0;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;1;0;0;302;0;96;1494;0;1;;;;26;0;0;26;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620026690;GCS CENTRE JOLIOT CURIE;620027839;0;1;0;35689;0;33877;0;0;;;;;;;;;;;;;4;0;0;1812;33877;24;0;0;1711;4;0;3;2;13;2;10;2;1;2;0;3;4;2.8;14.65;2;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620033779;CTRE CANCÉROLOGIE ARTOIS SITE CH LENS;620026898;1;1;1;7329;;7329;6051;;1;;;;4128;;100;4128;520;;;;1;0;;495;10630;;;;290;;;0;1;2;;;3;1;3;1;1;2.17;1.5;4.15;1;0.3;;10;;;;4404;;;;;;;;;;;;;1;2;0.4;0.7;5;1;;;3;1;1;1;;;5.5;1.53;0.45;;2.33
CANCERO;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;0;1;0;21516;;20354;;;;;;;;;;;;;;;3;0;;1162;20354;;;;852;;;3;3;12;2;13;2;0;2;0;2;4.25;3;13.3;2;14.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;1;0;1;9697;0;8586;6168;0;1;;;;8529;0;271;8195;927;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;32;;;1111;8686;0;0;0;0;0;0;6168;0;0;0;5;;;4;5;1;14;7;;;;2;;1;1;1;15.3;7;0.6;0.25;0.8
CANCERO;2021;620100487;CLINIQUE DES ACACIAS;620000125;0;0;0;70;0;33;301;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;1;0;1;3756;0;3482;1606;0;1;;;;3321;0;0;3323;361;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;3311;0;0;0;0;0;0;0;0;0;0;;;3;;;;2;;;;;;;1;1;;1.1;;0.1;0.1;
CANCERO;2021;620100750;CLINIQUE AMBROISE PARE;620000273;1;0;1;4092;0;3872;1973;0;1;;;;3062;0;0;3826;449;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2542;0;0;0;0;0;0;0;0;0;0;;1;4;;0.6;0.33;3;;;;;1;;;;;3.38;;;;
CANCERO;2021;620101311;CLINIQUE DES 2 CAPS;620027763;1;0;1;3433;0;3076;1858;0;1;;;;3118;0;0;2985;279;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;2905;0;0;0;7;0;0;0;0;0;0;;2;6;;0.92;2;2;;;;;;;1;1;1;2;;0.25;0.2;0.1
CANCERO;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1;0;0;500;0;194;2061;0;0;620100099;;;128;0;0;127;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;1;0;0;0;169;0;0;996;0;620000257;;;0;169;0;0;0;30;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;1;0;1;5987;0;5322;4627;0;1;;;;5234;0;0;5201;603;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;19;0;;0;5201;0;0;0;0;0;0;0;0;0;0;;;7;;;;4;;;;;0;;1;1;1;3.76;;0.15;0.15;0.25
CANCERO;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;0;1;7659;0;6598;9159;0;1;;;;6834;0;89;6550;768;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;;;730;6869;0;0;0;0;0;0;6289;0;0;0;;12;;1;;8.37;23;16;;;4;10;4;;;2;28.44;19.34;;;5.23
CANCERO;2021;630000412;CH D'AMBERT;630780997;1;0;1;508;0;502;190;0;0;630000404;630000479;;508;0;0;501;45;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;0;0;796;0;0;0;0;0;0;0;0;0;0;;;1;;0.6;;1;;;;;2;1;;;1;2.4;0.5;;;0.8
CANCERO;2021;630000438;CH DE RIOM;630781011;1;0;0;541;0;513;422;0;0;630000404;;;530;0;0;509;63;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;630000446;CH DE THIERS;630781029;1;0;0;592;0;518;869;0;0;630000404;;;525;0;1;510;73;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;1;1;53764;0;50765;18198;0;1;;;;17993;0;601;16090;2201;0;0;0;4;;7;2412;30671;562;178;308;2089;2;354;9;12;32;;10;3;0;3;;3;10;11.1;32.6;;11.2;45;36;47;7;1705;16805;3149;2078;0;0;6;8;14135;12067;0;17;7;5;4;11;8.5;6.7;91;43;0;2;56;16;7;5;;11;96.8;41.5;2.8;2;61
CANCERO;2021;630009546;UNITE DE RADIOTHERAPIE;630011831;0;1;0;17493;;16474;0;;;;;;;;;;;;;;2;0;0;1019;16474;;0;;853;;0;;4;8;1;6;3;;2;;1;2;3.7;9.4;1;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;630010296;HAD 63 - SERVICE HAD;630001188;1;0;0;0;451;0;0;1695;0;630000404;;;0;451;0;0;0;66;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;630780211;POLE SANTE REPUBLIQUE;630000107;1;0;1;11590;0;10491;5549;0;1;;;;10166;0;6;10130;886;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;0;10478;0;0;0;0;0;0;0;0;0;0;4;;;;4;;7;;1;1;5;1;;;;;7.4;;0.4;0.2;5
CANCERO;2021;630780369;CLINIQUE DE LA PLAINE;630000164;0;0;0;466;0;392;532;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
