BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2021;600000285;CH CHICN NOYON;600100721;N1220;0;1;0.8;;1
URGENCES_P;2021;600000285;CH CHICN NOYON;600100721;N2120;1;0;1;;1
URGENCES_P;2021;600000285;CH CHICN NOYON;600100721;N2500;11;1;11.44;;
URGENCES_P;2021;600000285;CH CHICN NOYON;600100721;N9999;24;6;25.78;;
URGENCES_P;2021;600000285;CH CHICN NOYON;600100721;NINF;12;4;12.54;;1
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;M1140;;10;3.81;3;1
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;M9999;6;33;18.52;3;1
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;N1220;4;8;7.2;3;1
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;N2120;;1;0.38;3;1
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;N2500;24;58;38.66;;
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;N2620;11;8;12.21;;0
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;N3120;;2;0.3;;
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;N9999;93;174;145.87;;
URGENCES_P;2021;600000467;CH GHPSO CREIL;600101984;NINF;48;71;73.64;3;1
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;M9999;7;;6.8;;0
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;N1220;4;;4.01;;
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2120;1;0;1;;
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2500;8;;8.96;;
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2620;2;;0.98;;
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;N9999;26;2;28.34;;
URGENCES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;NINF;11;2;13.39;;
URGENCES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;M9999;13;9;11.72;;
URGENCES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;N1220;2;1;2.8;;
URGENCES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;N2120;1;1;1.5;;
URGENCES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;N2500;33;17;29.58;;
URGENCES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;N9999;64;52;75.63;;
URGENCES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;NINF;28;33;41.75;;
URGENCES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M9999;4;1;3.68;3;1
URGENCES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N1220;2;1;2.47;;0
URGENCES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2120;0;1;0.6;;0
URGENCES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2500;6;1;6.87;;
URGENCES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N9999;25;4;20.61;;
URGENCES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;NINF;17;1;10.62;3;1
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;M1140;5;4;7.42;2;1
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;M3020;;1;0.2;;
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;M9999;29;21;40.62;2;1
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;N1220;4;;3.25;;0
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;N2120;1;1;1.79;;0
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;N2500;26;2;27.11;;
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;N9999;66;15;91.8;;
URGENCES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;NINF;30;12;49.9;2;1
URGENCES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M9999;3;10;9.74;3;1
URGENCES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N1220;2;1;2.8;2;1
URGENCES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2120;;1;0.72;2;1
URGENCES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2500;4;4;7.36;;
URGENCES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N9999;27;10;33.83;;
URGENCES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;NINF;21;4;22.95;1;1
URGENCES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;M9999;3;4;5.54;3;1
URGENCES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N1220;0;4;2.33;2;1
URGENCES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N2120;1;1;1.76;2;1
URGENCES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N2500;5;3;6.6;;
URGENCES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N9999;21;10;25.98;;
URGENCES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;NINF;12;2;12.3;3;1
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;M9999;3;3;5.35;;
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;N1220;2;2;3.06;;
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;N2120;0;0;0.01;;
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;N2500;18;0;17.57;;
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;N3120;1;0;0.5;;
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;N9999;41;9;46.96;;
URGENCES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;NINF;20;7;25.03;;
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;M9999;5;5;4.42;2;1
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N1220;;1;1.24;;
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2120;1;;1;2;1
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2500;4;10;11.57;;
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N3120;;1;0.1;;
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N9999;7;24;23.93;;
URGENCES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;NINF;2;12;10.02;2;1
URGENCES_P;2021;620000034;CH ARRAS;620100057;M1140;;5;0.73;;0
URGENCES_P;2021;620000034;CH ARRAS;620100057;M9999;;35;13.09;;1
URGENCES_P;2021;620000034;CH ARRAS;620100057;N1220;3;;3;;
URGENCES_P;2021;620000034;CH ARRAS;620100057;N2120;1;;0.36;;0
URGENCES_P;2021;620000034;CH ARRAS;620100057;N2500;13;2;21.08;;
URGENCES_P;2021;620000034;CH ARRAS;620100057;N9999;46;7;72.65;;
URGENCES_P;2021;620000034;CH ARRAS;620100057;NINF;26;5;44.69;;0
URGENCES_P;2021;620000224;CH BETHUNE;620100651;M9999;;18;10.29;2;1
URGENCES_P;2021;620000224;CH BETHUNE;620100651;N1220;1;1;1.3;;
URGENCES_P;2021;620000224;CH BETHUNE;620100651;N2120;2;0;1.64;;
URGENCES_P;2021;620000224;CH BETHUNE;620100651;N2500;23;4;22.5;;
URGENCES_P;2021;620000224;CH BETHUNE;620100651;N2620;;14;6.73;;1
URGENCES_P;2021;620000224;CH BETHUNE;620100651;N3120;;1;0.5;;
URGENCES_P;2021;620000224;CH BETHUNE;620100651;N9999;68;30;78.7;;
URGENCES_P;2021;620000224;CH BETHUNE;620100651;NINF;38;10;41.2;;0
URGENCES_P;2021;620000257;CH LENS;620100685;M1140;;15;3.3;;0
URGENCES_P;2021;620000257;CH LENS;620100685;M9999;;33;14.63;1;1
URGENCES_P;2021;620000257;CH LENS;620100685;N1220;2;;2;1;0
URGENCES_P;2021;620000257;CH LENS;620100685;N2120;3;1;3.25;1;1
URGENCES_P;2021;620000257;CH LENS;620100685;N2500;30;2;30.9;;
URGENCES_P;2021;620000257;CH LENS;620100685;N2620;10;0;9.82;1;0
URGENCES_P;2021;620000257;CH LENS;620100685;N3120;0;1;0.4;;
URGENCES_P;2021;620000257;CH LENS;620100685;N9999;105;11;104.52;;
URGENCES_P;2021;620000257;CH LENS;620100685;NINF;57;4;56.54;;0
URGENCES_P;2021;620000323;CH CALAIS;620101337;M9999;6;63;19.41;2;1
URGENCES_P;2021;620000323;CH CALAIS;620101337;N1220;;3;1;3;1
URGENCES_P;2021;620000323;CH CALAIS;620101337;N2120;1;3;1.26;2;1
URGENCES_P;2021;620000323;CH CALAIS;620101337;N2500;2;87;27.89;;
URGENCES_P;2021;620000323;CH CALAIS;620101337;N9999;24;321;97.14;;
URGENCES_P;2021;620000323;CH CALAIS;620101337;NINF;6;177;44.99;2;1
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;M9999;7;5;8.4;3;1
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;N1220;4;;4;;
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;N2120;5;1;4.7;;
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;N2500;23;2;21.93;;
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;N2620;6;1;6.75;;
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;N9999;71;16;72.35;;
URGENCES_P;2021;620000349;CH REGION DE ST OMER;620101360;NINF;33;12;34.22;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;M1140;;8;2.15;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;M9999;;23;9.95;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N1220;2;;2.18;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N2120;1;0;1.01;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N2500;30;6;34.06;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N3120;;8;1.33;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;N9999;65;31;80.76;;
URGENCES_P;2021;620000653;CH BOULOGNE-SUR-MER;620103440;NINF;32;17;42.18;;
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M9999;8;3;8.88;3;1
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N1220;1;1;1.8;3;1
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2120;1;;1;3;1
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2500;12;2;13.3;;
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2620;;3;0.94;3;1
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N9999;34;16;40.46;;
URGENCES_P;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;NINF;20;9;23.42;3;1
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;M9999;6;9;12.76;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;N1220;4;1;3.81;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;N2120;;1;0.8;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;N2500;8;3;7.72;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;N2620;4;0;1.98;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;N3120;;1;0.2;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;N9999;40;18;45.36;;
URGENCES_P;2021;620003350;HOPITAL DE RIAUMONT;620001834;NINF;20;3;21.05;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;M9999;5;10;12.3;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N1220;3;0;3;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N2120;1;0;1;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N2500;9;4;11.9;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N2620;6;2;7.6;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N9999;42;10;49.72;;
URGENCES_P;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;NINF;23;4;26.22;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;M9999;9;11;13.61;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N1220;1;;1;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2120;;1;0.75;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2500;10;7;9.44;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2620;1;;1.27;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N9999;32;25;37.49;;
URGENCES_P;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;NINF;19;14;21.86;;
URGENCES_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;M9999;7;;7;;
URGENCES_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N1220;2;;2;;
URGENCES_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N2120;1;;1;;
URGENCES_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N2500;4;;5.07;;
URGENCES_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;N9999;17;;17.22;;
URGENCES_P;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;NINF;10;;9.15;;
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;M3020;1;;0.5;;
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;M9999;33;10;26.88;3;1
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N1220;3;3;4.5;;0
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2120;3;;3;;0
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2500;29;10;41.49;;
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N9999;89;33;121.57;;
URGENCES_P;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;NINF;41;20;59.38;;0
URGENCES_P;2021;630000412;CH D'AMBERT;630780997;M9999;;10;4.06;1;1
URGENCES_P;2021;630000412;CH D'AMBERT;630780997;N2120;;1;0.15;2;1
URGENCES_P;2021;630000412;CH D'AMBERT;630780997;N9999;7;8;12.25;;
URGENCES_P;2021;630000412;CH D'AMBERT;630780997;NINF;7;7;12.1;;0
URGENCES_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;M9999;6;12;10.88;3;1
URGENCES_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N1220;1;;1;3;1
URGENCES_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2120;;1;0.4;3;1
URGENCES_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;N9999;18;6;23.64;;
URGENCES_P;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;NINF;12;5;15.1;3;1
URGENCES_P;2021;630000438;CH DE RIOM;630781011;M9999;5;6;8;;1
URGENCES_P;2021;630000438;CH DE RIOM;630781011;N1220;5;;3.84;;
URGENCES_P;2021;630000438;CH DE RIOM;630781011;N2120;1;;1;;
URGENCES_P;2021;630000438;CH DE RIOM;630781011;N2500;18;;8.25;;
URGENCES_P;2021;630000438;CH DE RIOM;630781011;N9999;49;;28.98;;
URGENCES_P;2021;630000438;CH DE RIOM;630781011;NINF;24;;15.89;;
URGENCES_P;2021;630000446;CH DE THIERS;630781029;M9999;5;3;3.14;;1
URGENCES_P;2021;630000446;CH DE THIERS;630781029;N1220;1;1;1.11;;1
URGENCES_P;2021;630000446;CH DE THIERS;630781029;N2120;1;;0.5;;1
URGENCES_P;2021;630000446;CH DE THIERS;630781029;N2500;3;3;4.21;;
URGENCES_P;2021;630000446;CH DE THIERS;630781029;N9999;9;10;15.93;;
URGENCES_P;2021;630000446;CH DE THIERS;630781029;NINF;4;6;10.11;;
URGENCES_P;2021;630780211;POLE SANTE REPUBLIQUE;630000107;M9999;2;7;5.75;;
URGENCES_P;2021;630780211;POLE SANTE REPUBLIQUE;630000107;N1220;;6;3;;
URGENCES_P;2021;630780211;POLE SANTE REPUBLIQUE;630000107;N2120;;1;0.5;;
URGENCES_P;2021;630780211;POLE SANTE REPUBLIQUE;630000107;N9999;6;8;11.75;;
URGENCES_P;2021;630780211;POLE SANTE REPUBLIQUE;630000107;NINF;6;1;8.25;;
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;M1140;7;1;5.15;;0
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;M9999;8;1;6.85;;0
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N1220;1;;1;;
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N2120;1;;1;;
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N2500;14;4;11.51;;
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;N9999;47;13;40.05;;
URGENCES_P;2021;630781268;HOPITAL ESTAING - CHU63;630780989;NINF;27;7;23.17;;
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1140;;1;0.73;2;1
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M9999;19;21;25.47;2;1
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N1220;2;0;2.97;;0
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2120;2;;2.75;2;1
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2500;33;6;34.04;;
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2620;;;;2;1
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N9999;112;32;130.59;;
URGENCES_P;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;NINF;51;15;62.59;2;1
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M1140;;;0;3;1
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M9999;2;13;7.68;3;1
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N1220;;1;0.5;3;1
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2120;;1;0.5;3;1
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2500;5;;5;;
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2620;;;;3;1
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N9999;12;6;16.75;;
URGENCES_P;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;NINF;7;4;10.75;3;1
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;M9999;1;13;5.92;2;1
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;N1220;4;;4;;0
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;N2120;;1;0.25;2;1
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;N2500;5;2;6.71;;
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;N2620;;1;0.5;;0
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;N9999;22;7;23.25;;
URGENCES_P;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;NINF;13;3;11.79;;0
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;M9999;7;39;26.68;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N1220;;2;1.96;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2120;;2;0.97;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2500;27;7;31.47;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2620;;1;0.32;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N3120;;3;0.75;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;N9999;76;38;103.24;;
URGENCES_P;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;NINF;43;23;63.26;;
URGENCES_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M9999;7;2;8.58;;
URGENCES_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2120;;2;1;;
URGENCES_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2500;12;;8.69;;
URGENCES_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N9999;25;2;22;;
URGENCES_P;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;NINF;13;;12.31;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;M9999;;13;6.8;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N1220;3;0;2.68;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2120;1;;1;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2500;2;1;2.83;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2620;2;0;2.26;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;N9999;15;3;19.47;;
URGENCES_P;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;NINF;7;2;10.7;;
URGENCES_P;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;M9999;5;1;5.37;;
URGENCES_P;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;N1220;2;1;2;;
URGENCES_P;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;N2120;;1;0.5;;
URGENCES_P;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;N2500;4;1;4.65;;
URGENCES_P;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;N9999;17;4;17.9;;
URGENCES_P;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;NINF;11;1;10.75;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;M9999;4;9;8.88;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N1220;4;;3;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N2120;1;;0.4;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N2500;5;1;3.06;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N3120;1;;0.4;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N9999;40;2;24.54;;
URGENCES_P;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;NINF;24;1;15.03;;
URGENCES_P;2021;640780938;POLYCLINIQUE MARZET;640000451;M9999;4;7;3.21;;
URGENCES_P;2021;640780938;POLYCLINIQUE MARZET;640000451;N1220;1;;1;;
URGENCES_P;2021;640780938;POLYCLINIQUE MARZET;640000451;N2120;;1;0.5;;
URGENCES_P;2021;640780938;POLYCLINIQUE MARZET;640000451;N2500;0;2;1.92;;
URGENCES_P;2021;640780938;POLYCLINIQUE MARZET;640000451;N9999;7;4;9.35;;
URGENCES_P;2021;640780938;POLYCLINIQUE MARZET;640000451;NINF;6;1;5.93;;
URGENCES_P;2021;650000045;CH LOURDES;650780158;M9999;8;4;11.39;3;
URGENCES_P;2021;650000045;CH LOURDES;650780158;N1220;2;;1.94;2;
URGENCES_P;2021;650000045;CH LOURDES;650780158;N2120;1;;1;3;
URGENCES_P;2021;650000045;CH LOURDES;650780158;N2500;11;;10.66;;
URGENCES_P;2021;650000045;CH LOURDES;650780158;N9999;35;1;34.16;;
URGENCES_P;2021;650000045;CH LOURDES;650780158;NINF;19;1;18.97;3;
URGENCES_P;2021;650000052;CH BAGNERES DE BIGORRE;650780166;M9999;;31;4.11;;
URGENCES_P;2021;650000052;CH BAGNERES DE BIGORRE;650780166;N1220;;3;1.04;;
URGENCES_P;2021;650000052;CH BAGNERES DE BIGORRE;650780166;N2120;1;;1;;
URGENCES_P;2021;650000052;CH BAGNERES DE BIGORRE;650780166;N2500;3;;3;;
URGENCES_P;2021;650000052;CH BAGNERES DE BIGORRE;650780166;N9999;10;7;14.02;;
URGENCES_P;2021;650000052;CH BAGNERES DE BIGORRE;650780166;NINF;6;4;8.98;;
URGENCES_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M9999;31;4;32.15;;1
URGENCES_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N1220;6;1;6.46;;0
URGENCES_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2120;3;0;2.75;;0
URGENCES_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2500;24;0;21.5;;
URGENCES_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N9999;66;6;63.94;;
URGENCES_P;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;NINF;30;2;28.48;;0
URGENCES_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M9999;0;0;2.5;;
URGENCES_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N1220;0;0;2.4;;
URGENCES_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2120;0;;0.25;;
URGENCES_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2500;;0;0.5;;
URGENCES_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N9999;0;0;7.88;;
URGENCES_P;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;NINF;0;0;3.5;;
URGENCES_P;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;M9999;;6;4.78;2;1
URGENCES_P;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N1220;1;3;2.35;2;1
URGENCES_P;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N2120;;1;0.25;2;1
