BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2021;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;1210;;;;;8;;;;318;;
DIALYSE;2021;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;121AX;;;;;2;;;;104;;
DIALYSE;2021;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;121CX;;;;6;6;;;;214;;
DIALYSE;2021;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;122AX;;;;2;3;;;;23;;
DIALYSE;2021;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;TOT;0;;;;;;;;;;3
DIALYSE;2021;590811006;CTRE D'AUTODIALYSE MAUBEUGE;590001467;1140X;;;;8;11;1551;;;;;
DIALYSE;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;112AX;;;;2;0;0;;;;;
DIALYSE;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;112BA;;;;26;56;11042;;;;;
DIALYSE;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;112BE;;;;;;58;;;;;
DIALYSE;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;122AX;;;;2;2;;;;153;;
DIALYSE;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;122BX;;;;3;5;;;;165;;
DIALYSE;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;TOT;0;;;;;;1607;0;;67;11
DIALYSE;2021;590813341;UNITE DE DIALYSE DE MONS EN BAROEUL;590799995;1140X;;;;6;12;1725;;;;;
DIALYSE;2021;590813747;CTRE D'AUTODIALYSE FOURMIES;590001467;1140X;;;;8;11;1466;;;;;
DIALYSE;2021;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;1140X;;;;8;25;2355;;;;;
DIALYSE;2021;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;600000194;CH BEAUVAIS;600100713;112AX;;;;1;;24;;;;;
DIALYSE;2021;600000194;CH BEAUVAIS;600100713;112BA;;;;23;107;14024;;;;;
DIALYSE;2021;600000194;CH BEAUVAIS;600100713;1140X;;;;0;30;1166;;;;;
DIALYSE;2021;600000194;CH BEAUVAIS;600100713;122AX;;;;1;;;;;20;;
DIALYSE;2021;600000194;CH BEAUVAIS;600100713;TOT;0;;;;;;927;1;;45;2
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;112BA;;;;27;102;15920;;;;;
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;1150A;;;;;1;720;;;;;
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;1210;;;;;5;;;;220;;
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;121AX;;;;;2;;;;102;;
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;121CX;;;;;3;;;;118;;
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;122AX;;;;2;;;;;30;;
DIALYSE;2021;600000467;CH GHPSO CREIL;600101984;TOT;1;1;23;;;;552;1;;46;3
DIALYSE;2021;600002067;UNITÉ DE DIALYSE DE SENLIS;590799995;1130X;;;;8;23;3474;;;;;
DIALYSE;2021;600002067;UNITÉ DE DIALYSE DE SENLIS;590799995;1140X;;;;6;12;1797;;;;;
DIALYSE;2021;600008734;UNITÉ DE DIALYSE DE FLEURINES;590799995;1140X;;;;12;22;3391;;;;;
DIALYSE;2021;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;1150A;;;;1;1;644;;;;;
DIALYSE;2021;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;1210;;;;;7;;;;290;;
DIALYSE;2021;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;121AX;;;;;3;;;;170;;
DIALYSE;2021;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;121CX;;;;4;4;;;;120;;
DIALYSE;2021;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;TOT;0;;;;;;;;;;
DIALYSE;2021;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;1150A;;;;3;3;853;;;;;
DIALYSE;2021;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;1210;;;;;8;;;;392;;
DIALYSE;2021;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;121AX;;;;;6;;;;224;;
DIALYSE;2021;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;121CX;;;;2;2;;;;168;;
DIALYSE;2021;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;TOT;0;;;;;;;;;;
DIALYSE;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;112BA;;;;28;99;13924;;;;;
DIALYSE;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;TOT;0;;;;;;814;;;43;0
DIALYSE;2021;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;1130X;;;;8;28;3762;;;;;
DIALYSE;2021;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;1140X;;;;6;23;3215;;;;;
DIALYSE;2021;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;112AX;;;;1;;0;;;;;
DIALYSE;2021;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;1130X;;;;7;23;3483;;;;;
DIALYSE;2021;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;1140X;;;;1;;;;;;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;112AX;;;;2;0;19;;;;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1130X;;;;25;61;9158;;;;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1140X;;;;7;9;1294;;;;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1150A;;;;1;0;0;;;;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1210;;;;;1;;;;50;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;121CX;;;;1;1;;;;50;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;122AX;;;;1;0;;;;11;;
DIALYSE;2021;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;TOT;0;;;;;;;;;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;112AX;;;;1;2;23;;;;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;112BA;;;;17;61;7112;;;;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;1210;;;;;8;;;;363;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;121AX;;;;;4;;;;166;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;121CX;;;;0;4;;;;197;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;122AX;;;;1;1;;;;56;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;122BX;;;;0;1;;;;150;;
DIALYSE;2021;610000051;CHICAM - SITE ALENCON;610780082;TOT;0;;;;;;777;1;;31;4
DIALYSE;2021;610000093;CENTRE HOSPITALIER - SEES;610780140;TOT;0;;;;;;17;;;;
DIALYSE;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;112BA;;;;11;;4307;;;;;
DIALYSE;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;122AX;;;;;;;;;16;;
DIALYSE;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;TOT;0;;;;;;393;;;;
DIALYSE;2021;610006710;ANIDER - ARGENTAN;140000852;1140X;;;;4;6;926;;;;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;1130X;;;;8;41;6447;;;;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;1140X;;;;4;0;41;;;;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;1150A;;;;2;3;948;;;;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;1210;;;;;8;;;;385;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;121AX;;;;;4;;;;186;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;121CX;;;;3;4;;;;199;;
DIALYSE;2021;610006728;ANIDER - ALENCON;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;1130X;;;;8;29;4540;;;;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;1140X;;;;4;8;1210;;;;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;1150A;;;;2;2;260;;;;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;1210;;;;;14;;;;737;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;121AX;;;;;11;;;;557;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;121CX;;;;5;3;;;;180;;
DIALYSE;2021;610006736;ANIDER - FLERS;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;620000034;CH ARRAS;620100057;112BA;;;;20;;11608;;;;;
DIALYSE;2021;620000034;CH ARRAS;620100057;1130X;;;;8;;1134;;;;;
DIALYSE;2021;620000034;CH ARRAS;620100057;1150A;;;;1;;;;;;;
DIALYSE;2021;620000034;CH ARRAS;620100057;1210;;;;;21;;;;0;;
DIALYSE;2021;620000034;CH ARRAS;620100057;121AX;;;;;19;;;;;;
DIALYSE;2021;620000034;CH ARRAS;620100057;121CX;;;;1;2;;;;0;;
DIALYSE;2021;620000034;CH ARRAS;620100057;122AX;;;;1;6;;;;6;;
DIALYSE;2021;620000034;CH ARRAS;620100057;122BX;;;;1;16;;;;980;;
DIALYSE;2021;620000034;CH ARRAS;620100057;TOT;1;1;12;;;;1193;;;50;5
DIALYSE;2021;620000034;CH ARRAS;620100057;VACAN;;;;;2;;;;;;
DIALYSE;2021;620000224;CH BETHUNE;620100651;112AX;;;;2;1;210;;;;;
DIALYSE;2021;620000224;CH BETHUNE;620100651;112BA;;;;22;89;12453;;;;;
DIALYSE;2021;620000224;CH BETHUNE;620100651;122AX;;;;2;;;;;57;;
DIALYSE;2021;620000224;CH BETHUNE;620100651;122BX;;;;2;;;;;496;;
DIALYSE;2021;620000224;CH BETHUNE;620100651;TOT;0;;;;;;1668;;;395;41
DIALYSE;2021;620000653;CH BOULOGNE-SUR-MER;620103440;112AX;;;;2;;112;;;;;
DIALYSE;2021;620000653;CH BOULOGNE-SUR-MER;620103440;112BA;;;;21;110;18227;;;;;
DIALYSE;2021;620000653;CH BOULOGNE-SUR-MER;620103440;1130X;;;;6;7;1026;;;;;
DIALYSE;2021;620000653;CH BOULOGNE-SUR-MER;620103440;122AX;;;;4;;;;;37;;
DIALYSE;2021;620000653;CH BOULOGNE-SUR-MER;620103440;122BX;;;;4;4;;;;549;;
DIALYSE;2021;620000653;CH BOULOGNE-SUR-MER;620103440;TOT;1;2;;;;;1742;;;109;24
DIALYSE;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;TOT;0;;;;;;3;;;;
DIALYSE;2021;620010058;UNITE DE DIALYSE DE COQUELLES;590799995;1130X;;;;4;16;2463;;;;;
DIALYSE;2021;620010058;UNITE DE DIALYSE DE COQUELLES;590799995;1140X;;;;10;35;5481;;;;;
DIALYSE;2021;620011338;UNITE DE DIALYSE DE BERCK;590799995;1130X;;;;9;23;3087;;;;;
DIALYSE;2021;620011338;UNITE DE DIALYSE DE BERCK;590799995;1140X;;;;3;11;2704;;;;;
DIALYSE;2021;620011338;UNITE DE DIALYSE DE BERCK;590799995;VACAN;;;;6;1;583;;;;;
DIALYSE;2021;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;1150A;;;;10;16;4035;;;;;
DIALYSE;2021;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;1210;;;;;130;;;;5424;;
DIALYSE;2021;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;121AX;;;;;86;;;;3592;;
DIALYSE;2021;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;121CX;;;;44;44;;;;1832;;
DIALYSE;2021;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;TOT;0;;;;;;;;;;
DIALYSE;2021;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;1130X;;;;8;17;1238;;;;;
DIALYSE;2021;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;1140X;;;;8;0;1161;;;;;
DIALYSE;2021;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;TOT;1;1;17;;;;;2;;;
DIALYSE;2021;620024208;NEPHROCARE HELFAUT;620002352;112AX;;;;2;;912;;;;;
DIALYSE;2021;620024208;NEPHROCARE HELFAUT;620002352;112BA;;;;16;59;9037;;;;;
DIALYSE;2021;620024208;NEPHROCARE HELFAUT;620002352;1130X;;;;12;29;4388;;;;;
DIALYSE;2021;620024208;NEPHROCARE HELFAUT;620002352;1140X;;;;12;7;1450;;;;;
DIALYSE;2021;620024208;NEPHROCARE HELFAUT;620002352;122AX;;;;2;0;;;;0;;
DIALYSE;2021;620024208;NEPHROCARE HELFAUT;620002352;TOT;0;;;;;;0;2;;;
DIALYSE;2021;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;1130X;;;;8;55;6508;;;;;
DIALYSE;2021;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;1140X;;;;10;33;5667;;;;;
DIALYSE;2021;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;TOT;1;1;55;;;;;2;;;
DIALYSE;2021;620026997;UNITE DE DIALYSE DE SAINT-LEONARD;590799995;1140X;;;;12;36;5809;;;;;
DIALYSE;2021;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;1130X;;;;10;26;3475;;;;;
DIALYSE;2021;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;TOT;1;1;26;;;;;;;;
DIALYSE;2021;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;1140X;;;;10;19;2773;;;;;
DIALYSE;2021;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;620033753;ETABLISSEMENT SITE CHAM;620103440;112BA;;;;12;40;6368;;;;;
DIALYSE;2021;620033753;ETABLISSEMENT SITE CHAM;620103440;TOT;0;;;;;;0;1;;;
DIALYSE;2021;620033787;CTRE DIALYSE DU LENSOIS - SITE CH LENS;620027268;112AX;;;;1;;29;;;;;
DIALYSE;2021;620033787;CTRE DIALYSE DU LENSOIS - SITE CH LENS;620027268;112BA;;;;9;36;5504;;;;;
DIALYSE;2021;620033787;CTRE DIALYSE DU LENSOIS - SITE CH LENS;620027268;1130X;;;;8;36;5425;;;;;
DIALYSE;2021;620033787;CTRE DIALYSE DU LENSOIS - SITE CH LENS;620027268;TOT;0;;;;;;184;;;;
DIALYSE;2021;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;1150A;;;;6;6;1476;;;;;
DIALYSE;2021;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;1210;;;;;21;;;;1025;;
DIALYSE;2021;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;121AX;;;;;12;;;;605;;
DIALYSE;2021;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;121CX;;;;9;9;;;;420;;
DIALYSE;2021;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;TOT;0;;;;;;;;;;
DIALYSE;2021;620033829;HEMODIALYSE SITE CH CALAIS;620103440;112BA;;;;12;48;7457;;;;;
DIALYSE;2021;620033829;HEMODIALYSE SITE CH CALAIS;620103440;TOT;0;;;;;;0;1;;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;112AX;;;;1;;;;;;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;112BA;;;;34;132;20319;;;;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1130X;;;;34;31;4808;;;;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1210;;;;;1;;;;43;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;121AX;;;;;1;;;;20;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;121CX;;;;2;0;;;;23;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;122AX;;;;2;1;;;;97;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;122BX;;;;2;1;;;;43;;
DIALYSE;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;TOT;0;;;;;;1113;;;10;10
DIALYSE;2021;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;1140X;;;;10;45;6750;;;;;
DIALYSE;2021;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;1140X;;;;9;46;5529;;;;;
DIALYSE;2021;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;1140X;;;;10;26;2889;;;;;
DIALYSE;2021;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;1130X;;;;8;39;4525;;;;;
DIALYSE;2021;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;1140X;;;;10;32;5240;;;;;
DIALYSE;2021;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;TOT;1;1;39;;;;;2;;;
DIALYSE;2021;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;1140X;;;;9;45;5611;;;;;
DIALYSE;2021;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2021;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;1140X;;;;8;7;1089;;;;;
DIALYSE;2021;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;TOT;0;;;;;;;1;;;
DIALYSE;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;112BA;;;;24;97;13500;;;;;
DIALYSE;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;TOT;0;;;;;;1776;;;;
DIALYSE;2021;630005668;CTRE D'HEMODIALYSE AURA ARCHE;630000990;112AX;;;;1;7;411;;;;;
DIALYSE;2021;630005668;CTRE D'HEMODIALYSE AURA ARCHE;630000990;112BA;;;;22;94;12839;;;;;
DIALYSE;2021;630005668;CTRE D'HEMODIALYSE AURA ARCHE;630000990;TOT;0;;;;;;0;;;80;
DIALYSE;2021;630007698;UNITE DE DIALYSE D'AMBERT;630000990;1140X;;;;5;19;2948;;;;;
DIALYSE;2021;630007698;UNITE DE DIALYSE D'AMBERT;630000990;TOT;0;;;;;;;;;1;
DIALYSE;2021;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;1130X;;;;4;24;3133;;;;;
DIALYSE;2021;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;1140X;;;;4;;327;;;;;
DIALYSE;2021;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;TOT;1;1;24;;;;;;;4;
DIALYSE;2021;630007789;UNITE DE DIALYSE DU MONT-DORE;630000990;1140X;;;;5;5;999;;;;;
DIALYSE;2021;630007789;UNITE DE DIALYSE DU MONT-DORE;630000990;TOT;0;;;;;;;;;1;
DIALYSE;2021;630007839;UNITE DE DIALYSE DE RIOM;630000990;1130X;;;;4;29;4111;;;;;
DIALYSE;2021;630007839;UNITE DE DIALYSE DE RIOM;630000990;1140X;;;;4;;175;;;;;
DIALYSE;2021;630007839;UNITE DE DIALYSE DE RIOM;630000990;TOT;1;1;32;;;;;;;0;
DIALYSE;2021;630007888;UNITE DE DIALYSE DE THIERS;630000990;1130X;;;;4;22;2877;;;;;
DIALYSE;2021;630007888;UNITE DE DIALYSE DE THIERS;630000990;1140X;;;;4;2;225;;;;;
DIALYSE;2021;630007888;UNITE DE DIALYSE DE THIERS;630000990;TOT;1;1;22;;;;;;;4;
DIALYSE;2021;630781268;HOPITAL ESTAING - CHU63;630780989;112BE;;;;1;;0;;;;;
DIALYSE;2021;630781268;HOPITAL ESTAING - CHU63;630780989;TOT;0;;;;;;;;;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;112AX;;;;5;9;888;;;;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;1130X;;;;13;104;13986;;;;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;1140X;;;;9;12;1462;;;;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;1150A;;;;1;1;294;;;;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;1210;;;;;31;;;;1499;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;121AX;;;;;17;;;;846;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;121CX;;;;19;14;;;;653;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;122AX;;;;;3;;;;323;;
DIALYSE;2021;630784742;AURASANTE CHAMALIERES;630000990;TOT;0;;;;;;;;;32;15
DIALYSE;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;112AX;;;;4;6;483;;;;;
DIALYSE;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;112BA;;;;15;131;8644;;;;;
DIALYSE;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;TOT;0;;;;;;1008;;;;
DIALYSE;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;TOT;0;;;;;;29;;;;
DIALYSE;2021;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;330000266;1140X;;;;12;31;5410;;;;;
DIALYSE;2021;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;330000266;TOT;0;;;;;;;1;;;
DIALYSE;2021;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;330000266;1140X;;;;6;14;2215;;;;;
DIALYSE;2021;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;330000266;TOT;0;;;;;;;1;;;
DIALYSE;2021;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;112AX;;;;1;;43;;;;;
DIALYSE;2021;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;1130X;;;;16;27;3397;;;;;
DIALYSE;2021;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;1140X;;;;6;11;1741;;;;;
DIALYSE;2021;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;TOT;0;;;;;;0;;;14;
DIALYSE;2021;640013520;ANT. AUTODIALYSE NEPHROCARE - OLORON;640017612;1140X;;;;6;11;2169;;;;;
DIALYSE;2021;640013520;ANT. AUTODIALYSE NEPHROCARE - OLORON;640017612;TOT;0;;;;;;;;;1;
DIALYSE;2021;640013553;ANTENNE AUTODIALYSE DELAY;640000113;1140X;;;;6;8;1562;;;;;
DIALYSE;2021;640017679;ANT AUTODIALYSE NEPHROCARE-PAU NAVARRE;640017612;1140X;;;;6;17;2538;;;;;
DIALYSE;2021;640017679;ANT AUTODIALYSE NEPHROCARE-PAU NAVARRE;640017612;TOT;0;;;;;;;;;3;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;112AX;;;;2;24;1007;;;;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;112BA;;;;47;183;26461;;;;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;1130X;;;;29;15;2569;;;;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;1210;;;;;3;;;;262;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;121AX;;;;;2;;;;144;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;121CX;;;;4;1;;;;118;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;122AX;;;;2;;;;;12;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;122BX;;;;1;0;;;;0;;
DIALYSE;2021;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;TOT;0;;;;;;0;;;92;2
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;112AX;;;;1;1;47;;;;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;112BA;;;;30;135;21386;;;;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;1130X;;;;8;15;2161;;;;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;1150A;;;;4;1;424;;;;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;1210;;;;;28;;;;1161;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;121AX;;;;;10;;;;392;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;121CX;;;;16;18;;;;769;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;122AX;;;;1;0;;;;69;;
DIALYSE;2021;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;TOT;1;1;32;;;;0;;;130;7
DIALYSE;2021;640796736;ANTENNE AUTODIALYSE TEMPORAIRE DELAY;640000113;VACAN;;;;6;0;53;;;;;
DIALYSE;2021;640796835;ANTENNE AUTODIALYSE DELAY;640000113;1140X;;;;6;10;1573;;;;;
DIALYSE;2021;640797155;ANTENNE AUTODIALYSE DELAY;640000113;1140X;;;;6;11;1688;;;;;
DIALYSE;2021;640797296;ANTENNE AUTODIALYSE DELAY;640000113;1140X;;;;6;10;1543;;;;;
DIALYSE;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;112AX;;;;0;1;45;;;;;
DIALYSE;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;112BA;;;;20;82;10749;;;;;
DIALYSE;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;122AX;;;;1;2;;;;143;;
DIALYSE;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;122BX;;;;1;3;;;;48;;
DIALYSE;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;TOT;1;1;;;;;669;0;;65;2
DIALYSE;2021;650005044;AAIR UAD BAGNERES DE BIGORRE;310000633;1140X;;;;6;8;1528;;;;;
DIALYSE;2021;650005044;AAIR UAD BAGNERES DE BIGORRE;310000633;TOT;0;;;;;;;2;;;
