BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2021;670780550;CRF MORSBRONN LES BAINS;670013754;N2500;35;5;35.1
SSR_P;2021;670780550;CRF MORSBRONN LES BAINS;670013754;N2710;1;2;2.14
SSR_P;2021;670780550;CRF MORSBRONN LES BAINS;670013754;N310H;2;1;1.69
SSR_P;2021;670780550;CRF MORSBRONN LES BAINS;670013754;N3120;1;;0.6
SSR_P;2021;670780550;CRF MORSBRONN LES BAINS;670013754;NAUT;1;1;1.06
SSR_P;2021;670780550;CRF MORSBRONN LES BAINS;670013754;NCINF;32;7;30.12
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;M1010;2;;2.03
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;M1180;;1;0.1
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;MAUT;;2;0.47
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;N241P;0;3;1.1
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;N2460;1;;1
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;N2500;18;5;18.04
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;N2710;;3;0.29
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;N3120;;1;0.4
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;NAUT;;1;0.51
SSR_P;2021;670780592;CRF NIEDERBRONN LES BAINS;670013754;NCINF;12;2;12.28
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;M1010;2;1;2.45
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;M1180;;1;0.1
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;MAUT;;2;0.52
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;N241P;2;2;2.58
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;N2460;2;;1.14
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;N2500;21;1;18.79
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;N310H;1;;1
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;N3120;;1;0.5
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;NAUT;;1;0.55
SSR_P;2021;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;NCINF;10;7;14.37
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;M1010;2;1;2.49
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;M1150;1;;1
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;MAUT;;2;0.7
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N241P;1;2;2.55
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N2450;2;;1.84
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N2460;1;;0.5
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N2500;27;2;25.08
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N2710;;1;0.54
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N310H;2;;1.9
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;N3120;2;;1.9
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;NAUT;27;;25.66
SSR_P;2021;670780915;CRF SCHIRMECK;670013754;NCINF;23;7;26.4
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;M1010;2;1;2.85
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;M1040;1;3;2.51
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;M1070;0;0;0.33
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;M1150;3;0;2.96
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;M1180;3;1;4.39
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;MAUT;0;2;1.18
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N241P;19;1;16.95
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N2430;2;2;2.94
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N2450;4;2;4.4
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N2460;5;3;7.2
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N2500;46;7;42.56
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N2710;5;3;6.01
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N310H;5;1;5.95
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;N3120;2;1;2.92
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;NAUT;29;4;27.35
SSR_P;2021;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;NCINF;48;12;55.61
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;M1180;1;;1
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;M1320;7;;4.58
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;M3020;;1;0.3
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N241P;2;1;2.98
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N2450;;3;0.03
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N2460;;6;3.82
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N2470;;1;0.46
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N2500;50;6;56.67
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N2710;;4;2.26
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;N310H;;2;1.1
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;NAUT;25;4;23.75
SSR_P;2021;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;NCINF;28;3;30.93
SSR_P;2021;670797539;CLINIQUE DE LA TOUSSAINT;670014604;M1180;2;1;2.5
SSR_P;2021;670797539;CLINIQUE DE LA TOUSSAINT;670014604;N241P;3;1;2.15
SSR_P;2021;670797539;CLINIQUE DE LA TOUSSAINT;670014604;N2500;10;5;12.99
SSR_P;2021;670797539;CLINIQUE DE LA TOUSSAINT;670014604;N2710;;1;0.59
SSR_P;2021;670797539;CLINIQUE DE LA TOUSSAINT;670014604;NCINF;11;2;12.36
SSR_P;2021;670798636;CLINIQUE SAINT-LUC;670014604;M1010;1;;1
SSR_P;2021;670798636;CLINIQUE SAINT-LUC;670014604;NCINF;1;1;1.8
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;M1010;2;;2
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;M1040;;1;0.08
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;M1180;;1;0.2
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;MAUT;;2;0.33
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;N241P;1;;1
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;N2500;16;3;17.15
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;N3120;1;;0.5
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;NAUT;10;1;9.42
SSR_P;2021;680000072;CENTRE MEDICAL LE SCHIMMEL;670013754;NCINF;15;;13.78
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;M1320;1;1;1.4
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N241P;;2;1.01
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N2450;;2;0.6
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N2460;1;1;1.5
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N2500;18;;18.06
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N2710;1;1;1.35
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N310H;2;;1.8
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;N3120;;1;0.25
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;NAUT;4;3;5
SSR_P;2021;680000122;HOPITAL DE CERNAY;680020336;NCINF;10;3;10.78
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;M1010;1;1;1.8
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;M1040;;3;0.49
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;M1120;;1;0.15
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;M1180;4;3;3.73
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;MAUT;1;2;1.55
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N241P;6;9;13.66
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N2430;;1;0.82
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N2450;1;;1
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N2460;9;6;13.64
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N2470;2;1;2.86
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N2500;30;9;31.1
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N2710;2;3;3.26
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N310H;3;2;4.57
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;N3120;2;2;3.16
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;NAUT;7;7;10.9
SSR_P;2021;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;NCINF;30;14;36.81
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;M1010;1;;0.92
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;M1320;3;;3.63
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;N241P;2;4;5.96
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;N2450;1;;1
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;N2460;1;1;1.36
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;N2500;11;10;19.42
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;N3120;;1;0.5
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;NAUT;2;2;2.18
SSR_P;2021;680000189;SAINT JEAN CENTRE SSR;680000643;NCINF;14;10;21.13
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;M1010;;3;0.95
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;M1320;;1;0.33
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;N241P;;3;1.12
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;N2450;;1;0.1
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;N2460;;1;0.6
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;N2500;7;4;9.25
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;N2710;;1;0.1
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;N3120;;1;0.1
SSR_P;2021;680000221;HOPITAL SAINT-VINCENT;670781293;NCINF;5;4;7.88
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;M1010;1;1;1.26
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;M1040;3;;3.53
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;M1070;;1;0.14
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;M1150;3;;2.88
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;M1180;;1;0.4
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;MAUT;1;2;1.81
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N241P;5;2;6.23
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N2450;;4;3.37
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N2460;;;0.53
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N2500;9;3;13.25
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N2710;;1;0.75
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N310H;4;2;5.58
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;N3120;;1;0.52
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;NAUT;14;1;10.76
SSR_P;2021;680000247;CENTRE MEDICAL LALANCE;670013754;NCINF;30;13;37.71
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;M1180;1;;0.1
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;M1320;2;;1.25
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;MAUT;;2;0.22
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;N241P;1;1;0.67
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;N2460;;1;0.19
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;N2500;7;1;6.4
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;NAUT;6;2;5.34
SSR_P;2021;680000296;CENTRE MEDICAL LUPPACH;670013754;NCINF;6;2;6.23
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;M1180;1;;0.6
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;N241P;1;2;1.72
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;N2450;;1;0.15
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;N2460;1;;1
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;N2500;10;15;18.99
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;N3120;;1;0.5
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;NAUT;6;28;17.22
SSR_P;2021;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;NCINF;7;7;10.44
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;M1320;;4;1.2
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2450;;1;0.5
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2460;;2;0.69
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2500;12;3;13.22
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2710;;2;0.69
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N310H;1;1;0.98
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N3120;;1;0.5
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;NAUT;3;3;3.95
SSR_P;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;NCINF;10;2;9.68
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;M1010;2;;2
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;M1320;1;;1
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N241P;1;1;1.75
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N2430;1;;0.5
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N2450;1;;0.5
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N2460;2;;0.75
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N2470;3;;2.5
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N2500;31;9;37.98
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N2710;1;1;1.25
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;N3120;1;;1
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;NAUT;5;2;5.96
SSR_P;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;NCINF;22;2;22.83
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;M1010;;1;0.1
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;M1320;;1;0.1
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;N241P;;1;0.5
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;N2450;;1;0.48
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;N2460;;1;0.4
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;N2500;9;;8.25
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;N2710;;1;0.5
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;N310H;;1;0.3
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;NAUT;;1;0.91
SSR_P;2021;680000601;HOPITAL DE THANN;680020336;NCINF;9;1;8.46
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;M1180;5;;3.97
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;N241P;5;5;6.78
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;N2430;;2;1.4
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;N2460;;4;3.4
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;N2500;7;6;8.21
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;NAUT;6;1;6.25
SSR_P;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;NCINF;6;4;7.36
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;N241P;1;;0.79
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;N2450;;1;0.18
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;N2460;;1;0.6
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;N2500;7;2;8.86
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;N2710;;1;0.1
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;N3120;1;1;1.79
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;NAUT;17;4;17.85
SSR_P;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;NCINF;4;4;6.72
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;M1320;1;2;1.33
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N241P;1;1;1.64
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N2460;;2;1.47
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N2500;1;8;10.44
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N2710;;;0.32
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N310H;;1;0.35
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;NAUT;;2;1.64
SSR_P;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;NCINF;4;3;6.03
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;M1320;;;0.8
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;N241P;;3;0.43
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;N2460;;1;0.8
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;N2500;;18;8.67
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;N2710;;2;0.46
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;N310H;;;0.62
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;N3120;;;0.18
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;NAUT;1;12;7.45
SSR_P;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;NCINF;1;10;5.88
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;M1320;;1;0.8
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N241P;2;;0.66
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N2450;1;;0.7
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N2460;;2;0.8
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N2470;;1;0.16
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N2500;11;4;12.68
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N2710;;1;0.25
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;N3120;;1;0.25
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;NAUT;31;8;19.76
SSR_P;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;NCINF;9;;7.32
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;M1010;1;;1
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;M1150;;1;0.1
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;M1180;1;;1
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;M1320;1;;1
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;N241P;1;2;2.4
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;N2450;0;1;0.75
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;N2460;2;1;2.6
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;N2500;15;6;20.96
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;N2710;;1;0.6
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;N3120;1;1;1.5
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;NAUT;16;23;34.39
SSR_P;2021;680000783;HOPITAL LOEWEL DE MUNSTER;680001112;NCINF;12;7;17.62
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;M1010;;1;0.7
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;M1320;1;;1
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;N241P;1;;1
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;N2450;;1;0.12
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;N2460;;1;1
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;N2500;8;2;9
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;N2710;;2;1.24
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;N3120;;1;0.5
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;NAUT;25;7;16.99
SSR_P;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;NCINF;7;2;8.76
SSR_P;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;M1040;1;;1
SSR_P;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N241P;2;2;2.94
SSR_P;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N2450;;1;0.95
SSR_P;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N2710;1;;1
SSR_P;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;NAUT;3;1;3.16
SSR_P;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;NCINF;1;2;2.5
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;M1010;2;1;2.83
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;M1040;;;0.08
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;M1180;;1;0.74
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;MAUT;;2;0.69
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;N241P;5;0;3.87
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;N2450;0;1;0.7
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;N2500;19;3;18.88
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;N310H;2;1;0.76
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;N3120;0;1;0.5
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;NAUT;16;3;13.39
SSR_P;2021;680001310;CENTRE MEDICAL SAINTE ANNE;670013754;NCINF;16;7;18.08
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;M1010;6;1;7.42
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;M1180;3;1;3.15
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;M3020;;1;0.2
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;N241P;15;4;17.58
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;N2430;1;1;1.5
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;N2450;2;3;4.2
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;N2460;5;2;5.71
SSR_P;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;N2470;1;;1
