BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M3012;2;3;1;;;;;;2.5;3;0.5;5;;;;;6;5.5;
Q20;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M3020;;1;1;;;;;;0.1;0.83;;0.93;;;;;2;0.93;
Q20;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M3040;;1;;1;;;;;;1.6;;1.6;;;;;2;1.6;
Q20;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M3050;3;4;;;;;;;3;4;;6;1;;;;7;7;
Q20;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M3070;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;590804696;;590781902;M9999;51;70;21;29;;;;;56.82;90.33;1.5;87.9;15.74;0.5;17.74;23.77;171;147.15;
Q20;2021;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;M1170;;;;;1;1;;;;;;;;;;;;;2
Q20;2021;590804712;;590003281;M9999;;;;;1;1;;;;;;;;;;;;;2
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1010;4;4;2;5;;;;;4.74;3.84;;;;;;;15;8.58;
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1030;;;;1;;;;;;0.87;;;;;;;1;0.87;
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1040;1;;5;2;;;2;;2.67;1.57;;;;;;;8;4.24;2
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1090;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1120;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1150;;;1;1;;;;;0.5;1.53;;;;;;;2;2.03;
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1160;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1180;;;;1;;;;;;0.54;;;;;;;1;0.54;
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1320;;1;;2;;;;;0.28;2.73;;;;;;;3;3.01;
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M3020;;;;1;;;;;;0.23;;;;;;;1;0.23;
Q20;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M3050;;;1;1;;;;;0.4;0.87;;;;;;;2;1.27;
Q20;2021;590806360;;590003596;M9999;5;5;9;14;;;5;1;8.59;12.18;;;;;;;33;20.77;6
Q20;2021;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;M1110;;;6;6;;;6;2;0.6;0.6;;;;;;;12;1.2;8
Q20;2021;590806428;;620112581;M9999;;;6;6;;;6;2;0.6;0.6;;;;;;;12;1.2;8
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1010;;;1;1;;;;;0.53;0.5;;;;;;;2;1.03;
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1050;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1090;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1120;;;1;;;;;;0.37;;;;;;;;1;0.37;
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1160;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1180;2;;3;1;;;;;3.26;0.03;;;;;;;6;3.29;
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1200;;;1;;;;;;0.1;;;;;;;;1;0.1;
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M1320;2;;;;;;;;1.74;0.1;;;;;;;2;1.84;
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M3011;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M3040;;;1;;;;;;0.3;;;;;;;;1;0.3;
Q20;2021;590809703;CLINIQUE SAINT-ROCH;590004552;M3050;;1;;;;;;;;1.12;;;;;;;1;1.12;
Q20;2021;590809703;;590004552;M9999;4;1;7;2;;;5;1;6.3;1.75;;;;;;;14;8.05;6
Q20;2021;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;M1110;;;2;1;;;;;0.2;0.1;;;;;;;3;0.3;
Q20;2021;590810099;;620112581;M9999;;;2;1;;;;;0.2;0.1;;;;;;;3;0.3;
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1010;;;;2;;;;;;1.86;;;;;;;2;1.86;
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1020;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1030;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1040;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1050;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1070;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1090;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1100;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1150;;;;;;;1;2;;;;;;;;;;;3
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1160;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1180;2;;;1;;;;;2;0.74;;;;;;;3;2.74;
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1200;;;;;;;1;2;;;;;;;;;;;3
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1320;1;;;;;;;;1;;;;;;;;1;1;
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2010;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2030;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2080;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2100;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2110;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M2130;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M3011;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M3020;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M3050;1;;;;;;;;1;;;;;;;;1;1;
Q20;2021;590810784;;440052041;M9999;4;;;3;;;26;11;4;2.6;;;;;;;7;6.6;37
Q20;2021;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;M1110;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590810941;;590001467;M9999;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590811006;CTRE D'AUTODIALYSE MAUBEUGE;590001467;M1110;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590811006;;590001467;M9999;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1010;6;7;4;2;;;;;6.05;8.94;;9.83;;;1.57;3.59;19;14.99;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1030;19;21;3;3;;;;;15.78;20.48;1.38;25.15;3.01;0.81;1.5;4.41;46;36.26;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1031;1;1;;;;;;;0.13;0.3;;;0.43;;;;2;0.43;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1050;6;4;5;10;;;;;2.67;5.3;0.99;3.67;;1.96;1.35;;25;7.97;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1070;4;11;1;5;;;;;2.17;10.32;1.8;7.53;;2;0.52;0.64;21;12.49;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1090;10;5;6;3;;;;;7.71;5.59;2.78;6.72;;1.84;0.8;1.16;24;13.3;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1100;9;4;1;2;;;;;4.88;3.37;2.94;2.8;;1.3;0.5;0.71;16;8.25;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1110;7;7;1;3;;;;;5.12;6.81;1.33;4.92;2.8;1.81;0.5;0.57;18;11.93;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1120;1;;;;;;;;1.09;;;0.1;;;0.43;0.56;1;1.09;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1130;2;1;1;1;;;;;1.19;1.07;0.2;0.98;;1.01;;0.07;5;2.26;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1140;;;;;;;;;0.05;1.25;0.1;1.2;;;;;;1.3;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1160;12;3;3;;;;;;6.53;2.98;0.7;6.38;0.46;1.44;0.44;0.09;18;9.51;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1180;;;;1;;;;;0.3;1.09;0.08;1.3;0.01;;;;1;1.39;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1200;;;;;;;;;;0.58;;;;;;0.58;;0.58;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1210;4;2;3;1;;;;;3.07;1.4;0.48;2.72;;0.38;0.5;0.39;10;4.47;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1330;10;4;;;;;;;5.34;3.92;2.5;4.59;;1.41;;0.76;14;9.26;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1340;;;;;;;;;;0.26;;;;;;0.26;;0.26;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2010;25;9;1;1;;;;;22.82;7.26;3.22;6.75;7.77;6.9;2.06;3.38;36;30.08;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2020;;;;;;;;;0.11;;0.05;0.06;;;;;;0.11;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2040;;;1;;;;;;0.23;0.19;0.12;0.1;;;0.2;;1;0.42;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2070;5;7;3;1;;;;;4.54;6.13;0.94;2.83;2.99;1.55;0.61;1.75;16;10.67;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2080;7;1;3;1;;;;;5.01;2.15;0.85;4.15;0.13;0.83;0.2;1;12;7.16;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2100;8;1;1;;;;;;3.88;0.13;0.51;2.85;0.39;0.16;0.1;;10;4.01;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2120;4;4;;;;;;;1.32;0.52;1.03;0.2;0.29;0.16;0.16;;8;1.84;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2130;;;;;;;;;0.14;;0.05;;;0.09;;;;0.14;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2140;;;1;;;;;;0.05;0.09;;0.09;;;0.05;;1;0.14;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3011;;1;;;;;;;0.28;1;0.28;1;;;;;1;1.28;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3012;1;;;1;;;;;1;0.39;;1.19;;;0.2;;2;1.39;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3020;5;1;1;1;;;;;3.26;1.26;0.5;2.39;0.65;0.5;0.06;0.42;8;4.52;
Q20;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3050;;1;;;;;;;;1.48;;0.06;1;0.42;;;1;1.48;
Q20;2021;590811279;;590780193;M9999;146;95;39;36;;;;;104.72;94.26;22.83;99.56;19.93;24.57;11.75;20.34;316;198.98;
Q20;2021;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;M1010;1;2;4;6;;;;;1.38;4.74;;3.36;;;2.01;0.75;13;6.12;
Q20;2021;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;M1320;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;590812186;;590782421;M9999;2;2;4;6;;;;;2.38;4.74;;4.36;;;2.01;0.75;14;7.12;
Q20;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M1010;2;1;1;;;;;;2.5;1;;;;;;;4;3.5;
Q20;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2021;590812509;;590799995;M9999;2;1;1;1;;;;;2.5;1.5;;;;;;;5;4;
Q20;2021;590812749;USLD CH VALENCIENNES;590782215;M1320;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;590812749;;590782215;M9999;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M1030;;;;;;;6;6;;;;;;;;;;;12
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M1090;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M1200;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M2020;;;;;;;3;1;;;;;;;;;;;4
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M2030;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M2050;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M2120;;;;;1;;;1;;;;;;;;;;;2
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M3040;;;1;;;;;;0.06;;;;;;;;1;0.06;
Q20;2021;590813176;CLINIQUE DES HETRES;590005278;M3050;1;;;;;;;;1;;;;;;;;1;1;
Q20;2021;590813176;;590005278;M9999;1;;1;;3;;13;10;1.06;;;;;;;;2;1.06;26
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M1030;;;;;;;3;;;;;;;;;;;;3
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M1140;;;;;;;2;2;;;;;;;;;;;4
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2050;;;;;3;;;;;;;;;;;;;;3
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2060;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2080;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2100;;;;;2;;;;;;;;;;;;;;2
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2130;;;;;1;;1;;;;;;;;;;;;2
Q20;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M3050;;;;1;;;;;0;1.16;;;;;;;1;1.16;
Q20;2021;590813382;;590000386;M9999;;;;1;10;;10;2;0;1.16;;;;;;;1;1.16;22
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1030;;;;;1;;2;;;;;;;;;;;;3
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1070;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1090;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1140;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1150;;;;;;;3;;;;;;;;;;;;3
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1160;;;;;;;6;3;;;;;;;;;;;9
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1180;2;;;;;;;;1.06;0.4;;;;;;;2;1.46;
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1210;;;;;;;5;1;;;;;;;;;;;6
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1320;1;;1;;;;;;1.69;;;;;;;;2;1.69;
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2030;;;;;1;;1;;;;;;;;;;;;2
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2050;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2060;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2070;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2080;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2100;;;1;;;;3;;0.19;;;;;;;;1;0.19;3
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M3050;;1;;;;;;;0.06;0.72;;;;;;;1;0.78;
Q20;2021;590813507;;590000485;M9999;3;1;2;;2;;31;7;3;1.12;;;;;;;6;4.12;40
Q20;2021;590813747;CTRE D'AUTODIALYSE FOURMIES;590001467;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590813747;;590001467;M9999;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1010;1;;;;;;;;1.7;;;;;;;;1;1.7;
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1030;;;;;1;1;3;;;;;;;;;;;;5
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1050;;;;;;1;;;;;;;;;;;;;1
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1090;;;;;4;;;;;;;;;;;;;;4
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1130;;;;;;;;;0.5;;;;;;;;;0.5;
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1170;;;;;1;1;2;;;;;;;;;;;;4
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1320;;;;;;;;;0.89;;;;;;;;;0.89;
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2010;;;;;;1;;;;;;;;;;;;;1
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2070;;;;;6;5;;;;;;;;;;;;;11
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2080;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2120;;;;;2;;1;;;;;;;;;;;;3
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M2130;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590815056;CLINIQUE DE FLANDRE;590005492;M3050;;1;;;;;;;;1.25;;;;;;;1;1.25;
Q20;2021;590815056;;590005492;M9999;1;1;;;18;9;8;;3.09;1.25;;;;;;;2;4.34;35
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1010;;;1;1;;;;;0.5;0.3;;;;;;;2;0.8;
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1030;;;;;2;2;1;1;;;;;;;;;;;6
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1040;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1090;;;;;4;1;;;;;;;;;;;;;5
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1140;;;1;;;;1;;0.5;0.01;;;;;;;1;0.51;1
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1150;;;;;;;3;;;;;;;;;;;;3
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1160;;;;;;;10;1;;;;;;;;;;;11
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1200;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1310;;;;1;;;;;;0.05;;;;;;;1;0.05;
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M1340;;;;;;;2;3;;;;;;;;;;;5
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2020;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2040;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2050;;;;1;7;;;;;0.1;;;;;;;1;0.1;7
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2070;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2080;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2100;;;;;;;4;;;;;;;;;;;;4
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2120;;;;;3;;;;;;;;;;;;;;3
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M2130;;;;;;;2;;;;;;;;;;;;2
Q20;2021;590816310;CLINIQUE SAINT AME;590000048;M3050;1;;;;;;;;0.16;0.52;;;;;;;1;0.68;
Q20;2021;590816310;;590000048;M9999;1;;2;3;20;3;37;5;1.16;0.98;;;;;;;6;2.14;65
Q20;2021;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M1010;2;;;1;;;;;1.63;0.8;;;;;;;3;2.43;
Q20;2021;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M1180;;;1;1;;;;;0.6;0.49;;;;;;;2;1.09;
Q20;2021;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M3020;;;;1;;;;;;0.08;;;;;;;1;0.08;
Q20;2021;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M3050;;;;1;;;;;0.01;0.77;;;;;;;1;0.78;
Q20;2021;590817441;;620003814;M9999;2;;1;4;;;;;2.24;2.14;;;;;;;7;4.38;
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1010;;1;;;;;1;;;1;;;;;;;1;1;1
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1030;;;;;;;7;;;;;;;;;;;;7
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1090;;;;;3;2;2;;;;;;;;;;;;7
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1110;;;;;;;;1;;;;;;;;;;;1
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1130;;;;;;1;1;1;;;;;;;;;;;3
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1150;;;;;3;1;;;;;;;;;;;;;4
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1160;;;;;;;17;9;;;;;;;;;;;26
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1170;;;;;;;2;2;;;;;;;;;;;4
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1200;;;;;1;;;;;;;;;;;;;;1
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1210;;;;;2;1;;;;;;;;;;;;;3
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1320;1;1;;;;;;;1;1;;;;;;;2;2;
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2020;;;;;3;2;1;1;;;;;;;;;;;7
Q20;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2030;;;;;;;3;;;;;;;;;;;;3
