BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2021;560000127;CHBA SITE DE VANNES;560023210;;1;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;;8.93;1.71
INFOMED;2021;560000135;GHBS- HÔPITAL DU SCORFF;560005746;;;1;;;;1;;;1;;;0;0;0;0;0;1;0;0;1;0;;13.31;4.5
INFOMED;2021;560000143;CHCB- SITE KÉRIO;560014748;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;4;1.7
INFOMED;2021;560000184;CLINIQUE DES AUGUSTINES;560006017;;;1;;;;;;1;;;;1;1;1;1;1;1;1;0;0;0;;1.8;
INFOMED;2021;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;;1;;1;;;1;;;;;;0;0;0;0;0;1;1;0;0;1;560000127;2.69;0.6
INFOMED;2021;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;;;1;;;;;;1;;;;0;0;0;0;0;0;;0;0;1;560014748;0;1
INFOMED;2021;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2;0.5
INFOMED;2021;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;;;;;;;;1;;;;;0;0;1;1;0;1;1;0;1;0;;0.1;0
INFOMED;2021;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;560000382;2;0.5
INFOMED;2021;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;560006074;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;2.5;0.49
INFOMED;2021;560002123;CLINIQUE SAINT VINCENT;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;;0;;2.65;0.5
INFOMED;2021;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;;1;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;;1;0.1
INFOMED;2021;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.1
INFOMED;2021;560004277;CENTRE DE KERVILLARD;750721029;;;;;;;;;;;1;;1;1;1;1;1;0;;;0;0;;0;0
INFOMED;2021;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;0;;0.35;0.1
INFOMED;2021;560007510;POLYCLINIQUE DE KERIO;560001307;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1;
INFOMED;2021;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;;1;;;1;;;;;;;;0;0;0;1;1;;;;;0;;5.5;0
INFOMED;2021;560018509;HAD DE L'AVEN A ETEL;560018459;;;;;;1;;;;;;;0;0;0;0;0;1;1;0;1;0;;2.8;0.1
INFOMED;2021;560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;560006017;;;;;;;;;1;;;;1;1;1;1;1;1;1;0;1;0;;0.1;
INFOMED;2021;560029068;GCS CLINIQUE DU TER;560029050;1;;;;;;;;;;;;0;0;0;1;1;0;0;0;1;1;560005746;;
INFOMED;2021;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;570024794;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;;
INFOMED;2021;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;;;1;;;;;;1;;;;1;1;0;0;1;0;0;0;0;0;;3.38;1
INFOMED;2021;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;;;1;;;;;;;;;;0;0;0;0;0;;;;1;0;;2.8;1
INFOMED;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;;;;;;1;;;1;;;;1;1;1;1;1;0;0;0;1;0;;2;0.2
INFOMED;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;670000165;0.38;0.05
INFOMED;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;;;1;;;1;;;;;;;0;0;0;0;1;1;0;0;1;1;670000165;2.46;0.9
INFOMED;2021;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;;;1;;;;1;;;;;;0;0;0;0;0;1;1;;0;0;;3.15;
INFOMED;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;0.1;0.1
INFOMED;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;;1;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.5;1.4
INFOMED;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;1;0.2
INFOMED;2021;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;670000165;;0.05
INFOMED;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;;;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;0;;0.2;0
INFOMED;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;;1;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;0.06;0.08
INFOMED;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;;1;;;;;;1;;;;;0;0;1;1;1;0;;;0;0;;;
INFOMED;2021;570000596;HIA LEGOUEST;750821092;1;;;;;;1;;;1;;;0;0;0;0;1;1;1;0;1;0;;4;
INFOMED;2021;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;1.42;0.7
INFOMED;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;;;;;;;1;;;;;;0;0;1;1;1;1;0;1;0;0;;0.55;0.03
INFOMED;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;1;1;570023630;0.67;0
INFOMED;2021;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;1;570000513;2.5;0.1
INFOMED;2021;570000893;CHS DE SARREGUEMINES;570000141;1;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.25;0.2
INFOMED;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;;1;;1;;;;1;;;;;0;0;0;0;1;1;1;0;1;0;;5.11;0.6
INFOMED;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;1;;;;;;1;;;;;;0;0;1;1;1;1;0;0;1;1;570026682;1;
INFOMED;2021;570001016;CHS DE JURY;570000513;;;1;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;2.5;0.5
INFOMED;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;;1;;;1;;;1;;;1;;0;0;0;0;1;0;0;0;0;0;;3.2;0.6
INFOMED;2021;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;1;0;;0.05;0.01
INFOMED;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;;1;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;1;0.1
INFOMED;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;1;540019726;0.5;0.1
INFOMED;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.3;0.1
INFOMED;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2021;570012369;CMS DE GORZE;570011387;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;1;;0.4;0.1
INFOMED;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;1;1;540019726;0.15;0.06
INFOMED;2021;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;0.1;0.1
INFOMED;2021;570023309;CENTRE MATHILDE SALOMON DE PHALSBOURG;670014604;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;0.05;0.01
INFOMED;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;;1;;;1;;;1;;;1;;0;0;0;0;1;0;0;0;1;0;;10.2;2.34
INFOMED;2021;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION;570005165;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0;0.1
INFOMED;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;5.8;2.8
INFOMED;2021;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;570029801;CHR METZ-THIONVILLE SITE LEGOUEST;570005165;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.1;0.1
INFOMED;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;;;;;;1;;;;;;;0;0;0;1;0;;;1;;0;;;
INFOMED;2021;580006286;CLINEA LES PORTES DU NIVERNAIS;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;;;1;;;;;;;;;;1;1;0;0;0;1;1;1;0;0;;1.32;0.03
INFOMED;2021;580780187;MAISON CONVALESC. LUZY CLIN. DU MORVAN;580000057;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.3;0.1
INFOMED;2021;580780203;CENTRE MEDICAL DE LA VENERIE;580000073;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.2;0.2
INFOMED;2021;580780237;CLINIQUE DU CHATEAU DU TREMBLAY;580000099;;;;;;;;;;;1;;0;0;0;0;0;1;0;0;0;0;;0.2;0
INFOMED;2021;580971349;SOINS DE SUITE & RÉADAPT LE RECONFORT;580002129;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.22;0.11
INFOMED;2021;580972008;CRF PASORI - COSNE;580000628;;;;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;1.5;0.15
INFOMED;2021;580972610;HOPITAL LOCAL LES CYGNES LORMES;580780054;1;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;0;;0;0
INFOMED;2021;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;1;580972693;1;0.1
INFOMED;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;;;1;;;;;;1;;;;0;0;0;0;0;0;1;1;0;0;;0.3;0.3
INFOMED;2021;580972651;CH CHATEAU-CHINON;580780047;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;;1;580972693;0.25;0.03
INFOMED;2021;580972669;CH CLAMECY;580780070;1;;;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;;0.5;
INFOMED;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;;;1;;;;;;1;;;;0;0;0;0;1;1;1;0;0;0;;2;0
INFOMED;2021;580972685;CH DECIZE;580780096;;1;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;1;580780039;2.24;0.2
INFOMED;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;;;;;;;;;1;;;0;0;0;0;1;1;1;0;0;0;;5.9;0.5
INFOMED;2021;590000014;CH SOMAIN;590780052;;;1;;;;;;1;1;;;0;0;0;0;0;0;0;0;1;0;;1;0.1
INFOMED;2021;590000097;CH LA BASSEE;590780185;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;1;620100685;1;0.2
INFOMED;2021;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;590053120;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;1;1;590781902;0.5;0.2
INFOMED;2021;590000121;CH SECLIN;590780227;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;3;1.6
INFOMED;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;7;1
INFOMED;2021;590000337;CH DUNKERQUE;590781415;;1;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;;9.87;1.8
INFOMED;2021;590000428;CH CAMBRAI;590781605;;;1;;;;;1;;1;;;0;0;0;0;0;0;;;1;1;590785424;5.52;1.2
INFOMED;2021;590000436;CH LE CATEAU;590781621;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;1;;1.57;0.1
INFOMED;2021;590000444;CH JEUMONT;590781639;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;1;1;590000618;0.2;0.4
INFOMED;2021;590000451;CH HAUTMONT;590781647;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;0.5;0.1
INFOMED;2021;590000469;CH FOURMIES;590781662;;;1;;;;;;1;;;1;0;0;0;0;0;1;1;0;1;0;;2;0.2
INFOMED;2021;590000477;CH LE QUESNOY;590781670;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;590782215;1.8;0.2
INFOMED;2021;590000527;CH AVESNES;590781795;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;2.05;0.2
INFOMED;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;;;1;;;;;;;;1;;0;0;0;0;0;0;0;0;1;0;;3.5;0.4
INFOMED;2021;590000543;CH FELLERIES-LIESSIES;590781811;;;1;;;;;1;;;;;0;0;0;0;0;0;;;;0;;0.9;0.2
INFOMED;2021;590000592;CH DENAIN;590782165;;;1;;;;;1;;1;;;0;0;0;0;0;;;0;0;0;;4.59;0.5
INFOMED;2021;590000600;CH SAINT- AMAND LES EAUX;590782207;;;1;;;;;1;;;1;;0;0;0;0;0;0;;;1;;590782215;1.35;0.2
INFOMED;2021;590000618;CH VALENCIENNES;590782215;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;5.98;2.8
INFOMED;2021;590000691;CH WATTRELOS;590782439;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;1.5;0.1
INFOMED;2021;590000758;CH ARMENTIERES;590782637;;1;;;;;;1;;;;;0;0;0;0;0;1;0;0;1;0;;2.67;0.62
INFOMED;2021;590000774;CH HAZEBROUCK;590782652;;1;;;;1;;;1;;;;0;0;0;0;0;1;1;0;1;0;;1;0.5
INFOMED;2021;590000782;EPSM LILLE METROPOLE;590782660;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;590782678;7.65;1.67
INFOMED;2021;590000790;EPSM DES FLANDRES;590782678;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;4;0.5
INFOMED;2021;590001004;CH DOUAI DECHY;590783239;;1;;;;;1;;;;1;;0;0;0;0;0;0;0;0;0;0;;8.35;1.16
INFOMED;2021;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;1.9;0.7
INFOMED;2021;590001442;CH ZUYDCOOTE;590784245;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;1.6;0.2
INFOMED;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;1;590787610;0.3;0
INFOMED;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;;1;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;0;;1;0.3
INFOMED;2021;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;1;;0.05;0.05
INFOMED;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;;;1;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;;1;0.1
INFOMED;2021;590008041;POLYCLINIQUE VAUBAN;590008033;;1;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0;0
INFOMED;2021;590016408;CLINIQUE LAUTREAMONT LOOS;590016358;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;590025128;HAD DU HAINAUT;620001834;;;;;;1;;;;;;;0;0;0;0;0;0;1;1;0;0;;0;0.1
INFOMED;2021;590034732;CRF LA ROUGEVILLE;590000675;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.33;0.07
INFOMED;2021;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES;590782678;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.1;
INFOMED;2021;590049060;CLINIQUE MARIE SAVOIE;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;590049565;MAISON MEDICALE JEAN XXIII;780020715;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.1;0.3
INFOMED;2021;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;1;590780284;2;0.1
INFOMED;2021;590053955;SAS HPM NORD;590053955;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;;0.8;0.1
INFOMED;2021;590056479;CLINIQUE DE L'EPINOY;590062238;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;590780060;INSTITUT OPHTALMIQUE;590000022;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;1.3;0.1
INFOMED;2021;590780094;CENTRE LEONARD DE VINCI;590000055;;1;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;;1;
INFOMED;2021;590780128;CRF HELENE BOREL;590000063;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.05;0.2
INFOMED;2021;590780250;CLINIQUE LILLE SUD;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;1;0.1
INFOMED;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;3;0.1
INFOMED;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;1;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;5.57;2
INFOMED;2021;590780342;CLINIQUE AMBROISE PARE;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;0.2;0.1
INFOMED;2021;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;3.9;0.1
INFOMED;2021;590781571;CLINIQUE DU CAMBRESIS;590000402;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.7;0.1
INFOMED;2021;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;0.8;0.1
INFOMED;2021;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.5;0.1
INFOMED;2021;590782280;CLINIQUE SAINT-ROCH;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;0.51;0.12
INFOMED;2021;590782298;POLYCLINIQUE DU PARC;590000675;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;0.13
INFOMED;2021;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;;;1;;;;;;1;;;;0;0;1;1;1;1;1;1;1;0;;1;0.1
INFOMED;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;2;0.1
INFOMED;2021;590782611;SSR PEDIATRIQUE MARC SAUTELET;750719239;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;1;0.25
INFOMED;2021;590783171;CENTRE DE SSR LES ABEILLES;930019484;;;;;;;;1;;;;;1;1;;1;1;0;;;0;0;;;
INFOMED;2021;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;0.49;0.2
INFOMED;2021;590784484;NEPHROCARE MAUBEUGE;590001467;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.01;
INFOMED;2021;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;;0.1;0.05
INFOMED;2021;590785374;CLINIQUE TEISSIER;620001834;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.22
INFOMED;2021;590785424;CENTRE L'ADAPT DE CAMBRAI;930019484;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;0;;0.5;0.1
INFOMED;2021;590786984;SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE;750050759;;;;;;;;;1;;;;0;0;1;1;0;1;0;1;0;0;;0.39;0.09
INFOMED;2021;590788964;SARL CLINIQUE DU PARC;590001756;;1;;;;;;;;;;;1;1;1;1;0;0;0;0;0;0;;;
INFOMED;2021;590790473;SSR FILIERIS LALLAING PLAINE DE SCARPE;750050759;;;;;;;;1;;;;;0;0;0;1;0;1;0;1;0;0;;0.79;0.09
INFOMED;2021;590790655;SAINT ROCH CHIRURGIE;440052041;;;1;;;;;;;;;;0;0;0;0;0;0;;;;0;;0.5;0.14
INFOMED;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;;;52.83;7
INFOMED;2021;590797346;SSR FILIERIS FRESNES JARDINS DU TEMPS;750050759;;;;;;;;;1;;;;0;0;0;1;0;0;0;0;0;0;;0.32;0.06
INFOMED;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;1;;;;;;1;;;1;;;0;0;0;0;;0;;;0;0;;2.5;1
INFOMED;2021;590797387;CRF L'ESPOIR DE LILLE HELLEMMES;590805628;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1.99;0.6
INFOMED;2021;590801106;HOPITAL VICTOR PROVO;590782421;;;1;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;7.8;2.76
INFOMED;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;4.87;1.6
INFOMED;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;;;1;;;;;;1;;;;0;0;0;1;0;1;1;1;1;0;590782546;1.64;
INFOMED;2021;590809703;CLINIQUE SAINT-ROCH;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;2;0.3
INFOMED;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;;;;;;;;;1;;;;;;;;;0;;;1;1;;2;0.1
INFOMED;2021;590813176;CLINIQUE DES HETRES;590005278;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.1;0.06
INFOMED;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.5;
INFOMED;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;0;1;590813507;1;0.2
INFOMED;2021;590815056;CLINIQUE DE FLANDRE;590005492;;1;;;;;;1;;;;;;;;;;1;1;0;0;0;;1;
INFOMED;2021;590816310;CLINIQUE SAINT AME;590000048;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;2;0.1
INFOMED;2021;590817839;CLINIQUE DU VAL DE LYS;590053955;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;0;0.1
INFOMED;2021;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;1;0;;3;1
INFOMED;2021;600000020;HL CRÉPY-EN-VALOIS;600100085;;;;;;;;;1;;;;1;0;0;1;1;1;1;0;0;1;600100721;0.01;0.01
INFOMED;2021;600000046;CH PONT-SAINTE-MAXENCE;600100127;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.2;1
INFOMED;2021;600000053;CH GHPSO SENLIS;600101984;;1;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;2;1
INFOMED;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;1;600100713;0.4;0
INFOMED;2021;600000186;CH CLERMONT;600100648;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;600000194;0.8;0.2
INFOMED;2021;600000194;CH BEAUVAIS;600100713;;;1;1;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;4.97;0.93
INFOMED;2021;600000467;CH GHPSO CREIL;600101984;;1;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;3.74;1
INFOMED;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;;;;;1;;;;;;;;0;0;;1;1;1;0;0;0;0;;0;0.2
INFOMED;2021;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.5;0.2
INFOMED;2021;600013999;CENTRE CHIRURGICAL;600008635;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.2;0.1
INFOMED;2021;600100101;CH AP-HP LIANCOURT;750712184;;;1;;;;;1;;;;;1;1;1;1;1;0;0;0;1;0;;0.3;0.3
INFOMED;2021;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;1;0.2
INFOMED;2021;600100184;CLINIQUE DU VALOIS;920033198;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;600100275;LE CHATEAU DU TILLET;750034589;;;;;;;1;;;;;;0;0;0;1;1;1;1;0;1;1;;1;0.1
INFOMED;2021;600100283;CRAR;750710428;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;;0;;0.5;0.1
INFOMED;2021;600100309;SSR CRF LAMORLAYE;750721334;;;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;0;;0.29;0.03
INFOMED;2021;600100671;SSR BTP SAINT-OMER-EN-CHAUSSÉE;750034589;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;1;0;;0.8;0.05
