BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2021;470016049;GCS POLE DE SANTE DU VILLENEUVOIS;470016023;N4160;1;;1;0;0
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;M1030;2;;1.6;0;1
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;N2200;5;2;5.06;0;1
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;N2310;9;1;2.4;0;1
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;N2320;4;2;6.13;0;1
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;N2510;2;;2;0;0
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;N4160;1;;0.8;0;0
BLOCS_P;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;NAUT;5;;4.75;0;1
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;M1030;4;;0.9;;
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;M200H;3;8;;;
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;N2200;5;3;4.25;0;1
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;N2310;2;;2.82;0;1
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;N2320;1;;1.3;0;1
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;N2510;1;1;1.66;;
BLOCS_P;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;NAUT;;2;3.36;0;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;M1030;1;34;22.01;1;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;M200H;0;69;28.68;1;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;N2200;46;14;54.91;0;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;N2310;2;1;2.78;0;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;N2320;38;10;46.58;0;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;N2510;43;15;53.84;0;1
BLOCS_P;2021;490000049;CHR ANGERS SITE LARREY;490000031;NAUT;2;1;2.68;0;0
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;M1030;3;2;3.36;;1
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;M200H;6;1;6.6;;1
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;N2200;5;;4.33;;
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;N2310;3;3;4.59;;
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;N2320;5;5;6.66;;
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;N2510;6;1;3.11;;
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;N4160;1;;1;;
BLOCS_P;2021;490000155;ICO - SITE PAUL PAPIN;490017258;NAUT;4;;4;;
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;M100H;;26;3;0;1
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;M1030;5;3;7;0;1
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;M200H;;22;6;0;1
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;N2200;20;5;21.43;0;1
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;N2310;4;;4;0;1
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;N2320;;1;0.54;0;0
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;N2510;6;;6;0;0
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;N4160;1;;1;0;0
BLOCS_P;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;NAUT;13;;13.34;0;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;M100H;1;0;1;0;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;M1030;17;2;15.61;1;1
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;M200H;30;10;30.15;1;1
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;N2200;22;4;25.15;0;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;N2310;18;6;20.79;1;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;N2320;19;6;24.33;1;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;N2510;13;4;16.46;0;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;N4160;2;;2;0;0
BLOCS_P;2021;490000635;CH DE CHOLET;490000676;NAUT;10;2;11.15;0;0
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;M100H;14;;14;;
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;M1030;10;;10;;
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;M200H;32;;32;;
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;N2200;33;7;42.54;;
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;N2310;0;0;0.04;;
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;N2510;11;3;13.16;;
BLOCS_P;2021;490002037;POLYCLINIQUE DU PARC;490000890;NAUT;7;0;10.21;;
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;M1030;4;;4;0;1
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;M200H;18;1;18.2;0;1
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;N2200;15;2;16.6;0;1
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;N2310;2;;2;0;0
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;N2320;3;1;3.5;0;1
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;N2510;9;1;9.85;0;0
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;N4130;5;;5;0;0
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;N4160;1;1;1.5;0;0
BLOCS_P;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;NAUT;3;;3;0;0
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;M100H;47;;;0;0
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;M1030;23;;;1;0
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;M200H;65;;;1;
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;N2200;53;12;54.85;0;1
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;N2320;5;3;6.33;0;0
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;N2510;4;1;4.97;0;0
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;N4160;2;;1.92;0;1
BLOCS_P;2021;490014909;CLINIQUE DE L'ANJOU;490008109;NAUT;25;7;27.44;0;0
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;M100H;;;;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;M1030;9;;9;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;M200H;13;14;20;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;N2200;18;12;23.08;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;N2310;;;;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;N2320;3;2;2.3;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;N2510;3;;2.98;0;0
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;N4160;1;;1;0;1
BLOCS_P;2021;490015906;CLINIQUE ST LEONARD;490000197;NAUT;17;4;13.87;0;0
BLOCS_P;2021;490540440;CENTRE DE LA MAIN;490004330;M1030;2;2;2.7;0;0
BLOCS_P;2021;490540440;CENTRE DE LA MAIN;490004330;M200H;7;2;8;0;
BLOCS_P;2021;490540440;CENTRE DE LA MAIN;490004330;N2200;11;6;14.74;0;0
BLOCS_P;2021;490540440;CENTRE DE LA MAIN;490004330;N4130;;2;1.5;0;0
BLOCS_P;2021;490540440;CENTRE DE LA MAIN;490004330;NAUT;;4;3.14;0;0
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;M100H;;1;0.3;0;1
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;M1030;2;;2;1;0
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;M200H;6;6;10.6;0;1
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;N2200;29;18;36.65;0;
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;N2310;14;2;15.87;1;1
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;N2320;8;2;8.64;1;1
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;N2510;24;9;30.01;0;
BLOCS_P;2021;500000021;CHAG - SITE AVRANCHES;500000054;NAUT;5;14;6.59;0;
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;M100H;8;;8;0;0
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;M1030;6;;6;0;0
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;M200H;31;;31;0;0
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;N2200;15;3;17.27;0;1
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;N2320;2;2;3.59;0;1
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;N2510;;1;0.73;0;0
BLOCS_P;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;N4160;1;1;1.76;0;0
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;M1030;7;;5.74;;
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;M200H;16;7;6.78;;
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;N2200;9;2;11.13;;
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;N2310;20;4;24.61;;
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;N2320;10;3;13;;
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;N2510;18;9;12.5;;
BLOCS_P;2021;500000187;CHPC - SITE CHERBOURG;500000013;NAUT;5;;3.53;;
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;M100H;1;2;1.7;0;1
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;M1030;1;;1;0;1
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;M200H;3;6;5.55;0;1
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;N2200;11;1;10.6;0;1
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;N2310;;1;0.76;0;0
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;N2320;;1;0.84;0;1
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;N2510;3;1;3.5;0;0
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;N4160;1;;1;0;1
BLOCS_P;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;NAUT;2;4;4;0;0
BLOCS_P;2021;500000260;CHAG - SITE GRANVILLE;500000054;M100H;;3;1.46;0;1
BLOCS_P;2021;500000260;CHAG - SITE GRANVILLE;500000054;M200H;;1;0.45;0;0
BLOCS_P;2021;500000260;CHAG - SITE GRANVILLE;500000054;NAUT;;1;0.51;0;0
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;M100H;3;5;4.2;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;M1030;;11;1.5;1;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;M200H;3;7;5.85;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;N2200;9;3;10.4;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;N2310;1;3;1.47;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;N2510;;1;0.6;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;N4130;;;;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;N4160;1;;1;0;1
BLOCS_P;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;NAUT;3;;3.9;0;0
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;M1030;5;3;7.7;1;0
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;M200H;12;7;17;0;1
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;N2200;8;1;6.72;;
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;N2310;15;3;16.29;;
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;N2320;14;1;13.72;;
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;N2510;9;2;10.72;;
BLOCS_P;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;N4160;1;;1;;
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;M100H;7;2;8.5;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;M1030;5;;5;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;M200H;15;2;16;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;N2200;11;9;18.2;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;N2310;2;1;2.75;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;N2320;1;;1;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;N4160;1;;1;;1
BLOCS_P;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;NAUT;3;1;3.16;;0
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;M100H;;4;0.22;;
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;M1030;5;2;6.23;;
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;M200H;;17;3.59;;
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;N2200;5;2;6.12;;
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;N2320;9;3;9.46;;
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;N2510;2;;2.01;;
BLOCS_P;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;NAUT;6;1;6.54;;
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;M100H;;;;0;1
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;M1030;;34;;0;1
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;M200H;36;;;0;1
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;N2200;26;7;30.29;;
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;N2320;1;0;1.19;;
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;N2510;3;1;3.79;;
BLOCS_P;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;NAUT;2;0;1.99;;
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;M100H;;2;0.2;0;1
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;M1030;1;4;3.11;1;0
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;M200H;;18;1.74;0;1
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N2200;3;7;6;0;1
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N2310;3;;4.07;0;1
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N2320;5;;3.04;0;1
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N2510;;;0.05;0;0
BLOCS_P;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N4160;;1;0.7;0;0
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;M100H;1;7;3.6;0;1
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;M1030;2;;2;0;1
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;M200H;7;8;8.9;0;1
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;N2200;5;3;6.31;0;1
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;N2310;1;2;1.4;0;0
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;N2320;2;4;3.8;0;1
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;N2510;1;1;1.5;0;0
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;N4160;0;1;0.5;0;0
BLOCS_P;2021;510000243;CLINIQUE D'EPERNAY;510000573;NAUT;2;1;2.16;0;0
BLOCS_P;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;M100H;1;;1;;
BLOCS_P;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;N2200;1;;0.1;;
BLOCS_P;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;N2510;1;;0.1;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;M1030;;7;4.15;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;M200H;;6;5.16;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;N2200;4;;4;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;N2310;3;1;3.5;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;N2320;4;1;4.8;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;N2510;1;;1;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;N4160;1;;1;;
BLOCS_P;2021;510000516;INSTITUT GODINOT;510000136;NAUT;1;;1;;
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;M1030;;;;1;0
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;N2200;34;12;42.84;;
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;N2310;18;9;23.6;;
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;N2320;14;11;22.82;;
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;N2510;9;0;8.75;;
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;N4160;3;0;3.09;;
BLOCS_P;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;NAUT;33;0;28.12;;
BLOCS_P;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;N2200;3;3;5.11;;
BLOCS_P;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;N2310;4;0;2.46;;
BLOCS_P;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;N2320;4;0;4.92;;
BLOCS_P;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;N2510;3;0;2;;
BLOCS_P;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;N4160;2;0;0.66;;
BLOCS_P;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;NAUT;4;0;4.83;;
BLOCS_P;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2200;16;16;24.63;;
BLOCS_P;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2310;17;3;16.09;;
BLOCS_P;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2320;15;7;18.69;;
BLOCS_P;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2510;14;2;14.02;;
BLOCS_P;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N4160;4;0;2.15;;
BLOCS_P;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;NAUT;45;4;43.32;;
BLOCS_P;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;M100H;40;;40;0;1
BLOCS_P;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;M1030;32;;32;0;1
BLOCS_P;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;M200H;70;;70;0;1
BLOCS_P;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;N2200;53;14;61.25;0;1
BLOCS_P;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;N2320;4;1;3.68;0;1
BLOCS_P;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;N2510;6;0;8.14;0;0
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;M100H;0;7;0.62;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;M1030;1;;1.33;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;M200H;0;0;0.21;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2200;1;0;1;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2310;2;0;2;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2320;0;1;0.68;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2510;0;0;0;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N4130;0;0;0;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N4160;0;0;0;0;1
BLOCS_P;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;NAUT;0;0;0;0;1
BLOCS_P;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;M1030;;2;0.6;0;1
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;M100H;;1;0.75;0;1
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;M1030;9;1;9.25;1;0
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;M200H;11;3;13.4;0;1
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N2200;3;1;5.78;0;0
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N2310;8;1;8.48;0;1
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N2320;8;0;7.46;0;1
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N2510;5;1;4.96;0;0
BLOCS_P;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;NAUT;18;6;21.6;0;0
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;M100H;;2;1;0;0
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;M1030;3;1;3.5;0;1
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;M200H;7;9;8.7;0;1
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;N2200;7;2;8.6;;1
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;N2310;2;3;4.5;;1
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;N2320;2;;2;;1
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;N2510;4;;4;;0
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;N4160;1;;1;0;1
BLOCS_P;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;NAUT;2;;2;;0
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;M1030;3;;3;;1
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;M200H;3;1;3.5;;1
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;N2200;4;6;7.7;;1
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;N2310;1;3;1.5;;1
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;N2320;1;;1;;1
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;N2510;;1;0.3;;0
BLOCS_P;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;NAUT;2;1;1.8;;0
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;M100H;;2;;0;1
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;M1030;1;1;;0;1
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;M200H;2;10;;0;1
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;N2200;7;1;7.8;;1
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;N2310;1;;1;;0
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;N2320;1;;1;;1
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;N2510;2;1;2.8;;0
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;N4160;1;;1;;0
BLOCS_P;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;NAUT;3;;3;;0
BLOCS_P;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;M1030;4;;3.85;;
BLOCS_P;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;N2200;12;5;15.59;;
BLOCS_P;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;N2310;11;1;11.56;;
