BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2021;590016408;CLINIQUE LAUTREAMONT LOOS;590016358;INF;;;;;23;;;;;;8395;3;;;295;4242;;;;;;;410;;;;;;;;;;;;;;183;;154;;1;1;1.58;1;2;1.37;0;0;24;13;10.06;9.02;2.05;1.42;2.01;1.69;;;;;;;;;;;;;;
PSY;2021;590016408;CLINIQUE LAUTREAMONT LOOS;590016358;TOT;0;;;0;53;;;;;;19345;15;5;;713;15424;;;;;;;3033;102;;;;;;;;;;;;;476;;368;;3;3;4.41;3;5;3.83;;;54;19;52.95;25.07;5.7;3.96;5.61;4.72;;;;;;;;;;;;;;
PSY;2021;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;GEN;;;;;35;;;;;;12775;25;;;228;5750;;;;;;;5152;;;;;;;;;;;;;;291;;;;1;5;4.71;;1;0.34;0;1;43;9;35.31;22.12;1.89;4.05;0.47;3.71;;;;;;;;;;;;;;
PSY;2021;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;TOT;0;;;0;35;;;;;;12775;25;;;228;5750;;;;;;;5152;;;;;;;;;;;;;;291;;;;1;5;4.71;;1;0.34;;;43;9;35.31;22.12;1.89;4.05;0.47;3.71;;;;;;;;;;;;;;
PSY;2021;590049060;CLINIQUE MARIE SAVOIE;920030269;GEN;;;;;;;;43;;;0;;;;;;;;15541;;;;;;;;;;;;;;;;;;107;;107;;2;1;2.22;;;;0;0;;;23.79;9.03;5.12;1.89;1.22;1.75;;;;;;;;;;;;;;
PSY;2021;590049060;CLINIQUE MARIE SAVOIE;920030269;TOT;0;;;0;;;;43;;;0;;;;;;;;15541;;;;;;;;;;;;;;;;;;107;;107;;2;1;2.22;;;;;;;;23.79;9.03;5.12;1.89;1.22;1.75;;;;;;;;;;;;;;
PSY;2021;590053955;SAS HPM NORD;590053955;GEN;;;;;120;;;;;;43800;40;;;767;38830;;;;;;;11408;;;;;;;;;;;;;;797;;623;1;;14;;;4;;;;64;102;108.8;43.9;26.7;20.8;16;1.4;;9;;;4;;51;84;83.3;39;24.9;10.4;7.6;1.4
PSY;2021;590053955;SAS HPM NORD;590053955;TOT;0;;;0;120;;;;;;43800;40;;;767;38830;;;;;;;11408;;;;;;;;;;;;;;797;;623;1;;14;;;4;;;;64;102;108.8;43.9;26.7;20.8;16;1.4;;9;;;4;;51;84;83.3;39;24.9;10.4;7.6;1.4
PSY;2021;590056479;CLINIQUE DE L'EPINOY;590062238;GEN;;;;;91;;;;2;;33945;20;5;;536;14428;;;;4128;;;1783;91;;;;;;;;;;;;;668;;477;;;5;0.5;;2;0.16;0;0;;;28.84;16.05;8.21;1.21;2.1;1.27;;;;;;;;;;;;;;
PSY;2021;590056479;CLINIQUE DE L'EPINOY;590062238;INF;;;;;5;;;;;;1825;;;;76;2177;;;;;;;;;;;;;;;;;;;;;65;;65;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;590056479;CLINIQUE DE L'EPINOY;590062238;TOT;0;;;0;96;;;;2;;35770;20;5;;612;16605;;;;4128;;;1783;91;;;;;;;;;;;;;617;;542;;;5;0.5;;2;0.16;;;;;28.84;16.05;8.21;1.21;2.1;1.27;;;;;;;;;;;;;;
PSY;2021;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;GEN;;;;;;;;;;;;33;;;;;;;;;;;5725;;;;;1;;;4174;;;;;;530;524;;;3;1;3.27;;1;0.24;0;0;15;8;19.3;9.3;0.8;2.5;;0.5;;;;;;;;;;;;;;
PSY;2021;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;TOT;0;;;0;;;;;;;;33;;;;;;;;;;;5725;;;;;1;;;4174;;;;;;530;524;;;3;1;3.27;;1;0.24;;;15;8;19.3;9.3;0.8;2.5;;0.5;;;;;;;;;;;;;;
PSY;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;GEN;;;;;15;;;;;;5475;;;;133;3494;;;;;;;;;;;;;;;;;;;;;94;;;;5;6;7.34;;;;0;0;17;35;32.69;17.43;3.1;9.49;1.8;0.35;;;;;;;;;;;;;;
PSY;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;INF;;;;;7;;;;;;2555;5;;;27;232;;;;;;;1048;;;;;;;;;;;;;;74;;;;5;2;4.64;;;;0;0;11;25;25.16;5.97;4.71;9.49;1.8;2.68;;;;;;;;;;;;;;
PSY;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;TOT;0;;;0;22;;;;;;8030;5;;;160;3726;;;;;;;1048;;;;;;;;;;;;;;168;;;;10;8;11.98;;;;;;28;60;57.85;23.4;7.81;18.98;3.6;3.03;;;;;;;;;;;;;;
PSY;2021;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;GEN;;10;;;580;30;;34;2;0;218346;192;33;;3346;156301;7763;;9415;631;2081;56;9651;96;;;17;36;14;99939;27376;25532;13038;1446;7099;85;14742;12164;2216;209;59;10;58.59;14;4;14.45;1;0;1150;122;1196.48;692.81;261.52;42.38;6.72;43.41;44;8;34.13;10;2;7.31;776;70;777.35;428.16;222.94;9.42;0.74;22.69
PSY;2021;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;INF;;2;;;21;24;;;;;6675;70;0;;92;2930;1181;;;;;4;5448;;;;7;14;8;15769;1979;3297;30;116;858;116;2439;2300;70;3;7;1;6.37;2;;0.4;1;0;185;35;211.66;93.13;15.48;28.59;3.3;44.2;7;;3.83;2;;0.4;71;5;66.81;35.67;10.66;1.48;0.5;9.62
PSY;2021;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;516;37230;;;;1991;1991;;;1;;1.65;;;;;;20;4;17.12;10.11;;5.63;;1.38;;;;;;;;;;;;;;
PSY;2021;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;TOT;1;;12;1;601;54;;34;2;0;225021;262;33;;3438;159231;8944;;9415;631;2081;60;15099;96;;;24;50;24;115708;29355;29345;50298;1562;7957;201;18878;16267;2279;212;67;11;66.61;16;4;14.85;;;1344;161;1425.26;796.05;277;76.6;10.02;88.99;51;8;37.96;12;2;7.71;846;75;844.16;463.83;233.6;10.9;1.24;32.31
PSY;2021;600009054;CLINIQUE EUGENIE;600000798;GEN;;;;;70;0;0;0;0;0;25550;0;0;0;570;20260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;0;460;0;0;3;1.5;0;0;0;0;1;13;7;18.27;13.72;3;1.22;0;0.31;0;3;1.5;0;0;0;;;;;;;;
PSY;2021;600009054;CLINIQUE EUGENIE;600000798;TOT;0;;;0;70;0;0;0;0;0;25550;0;0;0;570;20260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;0;460;0;;3;1.5;;;0;;;13;7;18.27;13.72;3;1.22;0;0.31;0;3;1.5;0;0;0;;;;;;;;
PSY;2021;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;INF;;1;;;0;15;;;0;0;0;45;8;0;;;1380;;;;;164;6238;506;;;4;4;3;7311;1152;556;;;;;1626;1607;;;4;;1.55;;;;;0;31;54;57.04;4.72;0;17.42;3.59;31.31;;;;;;;;;;;;;;
PSY;2021;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;TOT;1;;;0;0;15;;;0;0;0;45;8;0;;;1380;;;;;164;6238;506;;;4;4;3;7311;1152;556;;;;;1626;1607;;;4;;1.55;;;;;;31;54;57.04;4.72;0;17.42;3.59;31.31;;;;;;;;;;;;;;
PSY;2021;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;GEN;;2;;;142;20;;;;;51830;72;;2;1177;37355;3853;;;;;;5502;;0;0;13;;15;50838;;5893;10331;267;2464;;7947;7143;717;22;3;5;7.15;7;1;9.42;;;300;32;339.4;177.3;69.71;13.99;2.9;10.16;1;2;0.73;5;0;6;201;18;193.22;93.76;62.34;1.37;0.55;2.87
PSY;2021;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;INF;;2;;;5;2;;;;;1825;11;;;79;846;0;;;;;;382;;;0;7;;8;24229;;6351;640;9;794;323;2838;2583;43;;1;2;2;2;0;2.68;;;108;22;109.67;38.07;9.07;19.15;14.08;25.87;0;0;0;1;0;0.61;22;1;15.9;7.14;7.27;0.4;0;0.26
PSY;2021;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3640;;;;734;718;16;;0;1;0.2;0;0;0.46;;;7;0;6.6;3.32;;3.28;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;TOT;1;;2;1;147;22;;;;;53655;83;;2;1256;38201;3853;;;;;;5884;;0;0;20;;23;75067;;12244;14611;276;3258;323;11284;10535;749;22;4;8;9.35;9;1;12.56;;;415;54;455.67;218.69;78.78;36.42;16.98;36.03;1;2;0.73;6;0;6.61;223;19;209.12;100.9;69.61;1.77;0.55;3.13
PSY;2021;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;GEN;;1;;;40;;;;;;14640;20;;;366;11993;;;;;;;2170;;;2;2;2;1;15965;5026;163;390;1574;3357;0;3318;3066;251;1;5;;5.3;;1;0.2;;;83;30;104.11;63.35;21.28;6.75;2;2.34;;;;;;;;;;;;;;
PSY;2021;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;TOT;1;;0;0;40;;;;;;14640;20;;;366;11993;;;;;;;2170;;;2;2;2;1;15965;5026;163;390;1574;3357;0;3318;3066;251;1;5;;5.3;;1;0.2;;;83;30;104.11;63.35;21.28;6.75;2;2.34;;;;;;;;;;;;;;
PSY;2021;620000034;CH ARRAS;620100057;GEN;;3;;;90;10;;;8;;32850;36;8;;1382;26593;1400;;;1279;;;4599;0;;;1;1;1;15768;531;4568;19111;824;3114;0;4383;3500;883;12;5;3;6.99;;;;0;1;117;32;156.84;114.56;13.85;6.72;1.79;7.33;4;2;4.16;;;;83;16;110.13;82.48;10.85;1.53;;7.01
PSY;2021;620000034;CH ARRAS;620100057;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;8979;13;564;92;0;122;52;949;935;;;2;0;1.3;;;;0;0;23;10;30.9;11.36;;6.38;3.46;5.28;0;0;0;;;;;;;;;;;1
PSY;2021;620000034;CH ARRAS;620100057;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1176;2316;;;;277;262;;;0;2;0.9;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;
PSY;2021;620000034;CH ARRAS;620100057;TOT;1;;1;1;90;10;;;8;;32850;36;8;;1382;26593;1400;;;1279;;;4599;0;;;4;2;3;24747;544;6308;21519;824;3236;52;5037;4079;883;12;7;5;9.19;;;;;;140;42;187.74;125.92;13.85;13.1;5.25;12.61;4;2;4.16;;;;83;16;110.13;82.48;10.85;1.53;;8.01
PSY;2021;620000059;CH BAPAUME;620100073;GEN;;1;;;20;2;;;;;7300;;;1;30;6936;730;;;;;;;;1546;;1;;1;1616;;1533;1284;137;12;;376;336;29;11;2;;2;;;;;;22;24;35.96;12.52;7.99;0;0.13;4.15;;1;0.6;;;;16;19;26.71;8.87;7.99;0;0.04;2.15
PSY;2021;620000059;CH BAPAUME;620100073;TOT;1;;;0;20;2;;;;;7300;;;1;30;6936;730;;;;;;;;1546;;1;;1;1616;;1533;1284;137;12;;376;336;29;11;2;;2;;;;;;22;24;35.96;12.52;7.99;0;0.13;4.15;;1;0.6;;;;16;19;26.71;8.87;7.99;0;0.04;2.15
PSY;2021;620000240;CH HENIN BEAUMONT;620100677;GEN;;2;;;79;;12;;;;28835;20;6;;844;23437;;2867;;;;;3595;0;;;2;6;1;11983;3604;3824;5857;318;979;2;4706;4030;604;39;7;1;6.73;2;0;1.69;;;146;37;164;123.5;11.33;9.07;0.2;4.2;10;1;4.37;2;;1.35;92;20;94.61;68.55;3.64;2.5;;2.08
PSY;2021;620000240;CH HENIN BEAUMONT;620100677;INF;;1;;;;;;;;;;15;;;;;;;;;;;2484;;;;4;2;2;16064;379;1182;650;32;7;43;2329;2262;9;0;2;7;7;0;0;0;;;29;23;44;16.08;0.84;7.93;10.08;7.62;;;;;;;;;;;;;;
PSY;2021;620000240;CH HENIN BEAUMONT;620100677;TOT;1;;1;0;79;;12;;;;28835;35;6;;844;23437;;2867;;;;;6079;0;;;6;8;3;28047;3983;5006;6507;350;986;45;6951;6218;604;39;9;8;13.73;2;;1.69;;;175;60;208;139.58;12.17;17;10.28;11.82;10;1;4.37;2;;1.35;92;20;94.61;68.55;3.64;2.5;;2.08
PSY;2021;620000281;EPSM VAL DE LYS ARTOIS;620101287;GEN;;7;;;198;0;0;0;0;0;72270;110;0;0;2770;57386;0;0;0;0;0;0;9705;0;0;0;8;8;8;82535;1629;19405;13532;2584;7204;221;15539;13478;1872;42;19;9;23.25;18;8;14.47;;;399;162;510.54;340.75;56.75;20.43;10.32;14.21;18;6;13.48;16;2;10.76;275;105;339.09;205.72;44.14;5.4;6.41;10.95
PSY;2021;620000281;EPSM VAL DE LYS ARTOIS;620101287;INF;;2;;;10;0;;;0;0;3650;30;0;0;137;2644;0;;;0;0;12;4342;0;0;0;6;3;9;55793;1030;7434;1804;19;1479;309;6177;5993;110;0;4;6;9.57;1;5;3.24;;;89;59;133.85;68.8;7.7;12.27;14.98;18.76;2;3;1.88;0;0;;36;10;32.82;19.02;1.86;0.5;0.49;0.6
PSY;2021;620000281;EPSM VAL DE LYS ARTOIS;620101287;PEN;;;;;0;;;;;;;;;;0;0;;;;;;;0;;0;0;2;;2;13451;;1319;0;;;;2018;1981;;0;8;2;2.98;1;4;2.44;;;16;1;13.67;9.52;;3.31;;0.84;0;0;0;0;0;;;;;;;;;
PSY;2021;620000281;EPSM VAL DE LYS ARTOIS;620101287;TOT;1;;5;1;208;0;0;0;0;0;75920;140;0;0;2907;60030;0;0;0;0;0;12;14047;0;0;0;16;11;19;151779;2659;28158;15336;2603;8683;530;21399;19234;1966;42;25;17;35.8;18;9;20.15;;;504;222;658.06;419.07;64.45;36.01;25.3;33.81;20;9;15.36;16;2;10.76;311;115;371.91;224.74;46;5.9;6.9;11.55
PSY;2021;620000323;CH CALAIS;620101337;GEN;;2;;;66;4;8;;;;24090;30;;1;861;13868;400;1863;;;;;3866;;4003;;2;;1;29800;;1141;2749;;5133;;4594;3682;623;0;;19;5.61;;;;1;1;60;118;116.65;59.5;2;5.6;5.2;2.4;;14;5.06;;;;67;65;85.6;43.9;2;4.6;4.2;2.4
PSY;2021;620000323;CH CALAIS;620101337;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;3275;;1489;128;;3421;446;2134;2134;;;1;5;2.01;;;;;;13;19;16;10;;3;;1;;;;;;;;;;;;;;
PSY;2021;620000323;CH CALAIS;620101337;TOT;1;;0;0;66;4;8;;;;24090;30;;1;861;13868;400;1863;;;;;3866;;4003;;3;;2;33075;;2630;2877;;8554;446;6728;5816;623;;1;24;7.62;;;;;;73;137;132.65;69.5;2;8.6;5.2;3.4;;14;5.06;;;;67;65;85.6;43.9;2;4.6;4.2;2.4
PSY;2021;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;GEN;;;;;48;;;;;;17520;;;;65;8832;;;;;;;;;;;;;;;;;;;;;75;10;65;;;3;1.5;;;;0;0;31;3;33.8;10;3;0.5;;12.5;;;;;;;;;;;;;;
PSY;2021;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;TOT;0;;;0;48;;;;;;17520;;;;65;8832;;;;;;;;;;;;;;;;;;;;;75;10;65;;;3;1.5;;;;;;31;3;33.8;10;3;0.5;;12.5;;;;;;;;;;;;;;
PSY;2021;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;;2;;;80;10;15;;;;29200;20;;;796;23681;2190;7883;;;;;1601;;;2;;1;1;20244;56;5301;9568;1149;1803;5;3469;2838;520;31;;10;9.9;;1;0.8;;;109;52;143.31;100.27;2.01;6.83;6.46;3.42;;4;0.4;;;;;;;;;;;
PSY;2021;620000653;CH BOULOGNE-SUR-MER;620103440;TOT;1;;2;0;80;10;15;;;;29200;20;;;796;23681;2190;7883;;;;;1601;;;2;;1;1;20244;56;5301;9568;1149;1803;5;3469;2838;520;31;;10;9.9;;1;0.8;;;109;52;143.31;100.27;2.01;6.83;6.46;3.42;;4;0.4;;;;;;;;;;;
PSY;2021;620001834;ASSO GROUPE AHNAC;620001834;GEN;;1;;;44;;18;13;;;16060;20;;;378;9380;;2281;3768;;;;3215;;;;1;;1;9165;;524;1337;;639;;2022;1720;258;46;4;2;;;;;0;0;92;5;;64;20;3;2;8;;;;;;;;;;;;;;
PSY;2021;620001834;ASSO GROUPE AHNAC;620001834;TOT;1;;1;0;44;;18;13;;;16060;20;;;378;9380;;2281;3768;;;;3215;;;;1;;1;9165;;524;1337;;639;;2022;1720;258;46;4;2;;;;;;;92;5;;64;20;3;2;8;;;;;;;;;;;;;;
PSY;2021;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;GEN;;;;;30;;;;;;10950;;;;52;9103;;;;;;;;;;;;;;;;;;;;;41;;41;15;;4;0.4;;2;0.2;0;0;25;7;31.25;15.12;12.8;1;0;1.8;;4;0.4;;2;0.2;25;7;31.25;15.12;12.8;1;0;1.8
PSY;2021;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;INF;;2;;;5;;;;5;;1825;50;2;;1182;626;;;;1442;;;6964;0;;1;7;;;27297;0;;96;25;259;302;2949;2889;60;;4;5;6.76;;2;0.1;0;1;82;29;105.2;38.8;9.6;16.9;10.4;23.8;;3;0.8;;2;0.1;23;4;25.5;14.75;6.8;1.1;0.5;2
PSY;2021;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;TOT;1;;4;0;35;;;;5;;12775;50;2;;1234;9729;;;;1442;;;6964;0;;1;7;;;27297;0;;96;25;259;302;2990;2889;101;15;4;9;7.16;;4;0.3;;;107;36;136.45;53.92;22.4;17.9;10.4;25.6;;7;1.2;;4;0.3;48;11;56.75;29.87;19.6;2.1;0.5;3.8
PSY;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;;1;;;45;;;;;;16425;50;;;638;13698;;;;;;;7315;;;4;;;1;7288;;2447;;;;;1410;851;425;;3;1;5.23;2;3;3.74;0;1;72;17;88.45;62.95;9.6;2.5;1.8;2.5;2;1;4.03;2;3;3.74;;;58.5;39.47;8.37;1;1.8;1.16
PSY;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;TOT;1;;;0;45;;;;;;16425;50;;;638;13698;;;;;;;7315;;;4;;;1;7288;;2447;;;;;1410;851;425;;3;1;5.23;2;3;3.74;;;72;17;88.45;62.95;9.6;2.5;1.8;2.5;2;1;4.03;2;3;3.74;;;58.5;39.47;8.37;1;1.8;1.16
PSY;2021;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;GEN;;2;;;96;;;;;;35040;50;2;;1072;27592;;;;;;;6641;0;;;2;1;2;11064;230;3150;7895;203;1786;0;3179;2517;662;76;0;9;7;1;0;1;0;1;132;29;149.93;107.5;18.09;4.47;;4.6;;9;2.7;1;;1;83;18;90.37;65.55;17.42;0.5;1;3.8
PSY;2021;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;INF;;1;;;;;;;;;;16;;;;;;;;;;;524;;;;2;;2;13857;;1701;210;59;684;9;990;940;;;2;0;2.41;;;;0;0;41;21;55.57;15.99;0;12.32;7.05;9.68;;;;;;;;;;;;;;
PSY;2021;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;713;;;;154;154;;;0;1;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;TOT;1;;;1;96;;;;;;35040;66;2;;1072;27592;;;;;;;7165;0;;;4;1;4;24921;230;4851;8818;262;2470;9;4609;3897;712;73;2;10;9.64;1;0;1;;;173;50;205.5;123.49;18.09;16.79;7.05;14.28;;9;2.7;1;;1;83;18;90.37;65.55;17.42;0.5;1;3.8
PSY;2021;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;INF;;1;;;6;;;;6;;2190;10;;;463;1131;;;;1452;;;740;;;;1;;1;3461;;784;2;;103;6;625;433;166;;2;1;2.6;;;;0;0;22;5;27.61;16.18;2;1.05;1.17;3.61;2;;1.9;;;;;;;;;;;
PSY;2021;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;TOT;1;;1;0;6;;;;6;;2190;10;;;463;1131;;;;1452;;;740;;;;1;;1;3461;;784;2;;103;6;624;433;166;;2;1;2.6;;;;;;22;5;27.61;16.18;2;1.05;1.17;3.61;2;;1.9;;;;;;;;;;;
PSY;2021;620024349;SAS CLINIQUE DU VIRVAL;620024299;GEN;;;;;60;;;;;;21900;20;;;1034;26503;;;;;;;4902;;;;;;;;;;;;;;1425;;834;;;6;;;2;;0;0;41;19;42.37;23.23;13.51;3.65;1.43;;;;;;;;31;15;31.77;17.42;10.13;2.73;1.07;
PSY;2021;620024349;SAS CLINIQUE DU VIRVAL;620024299;INF;;;;;15;;;;;;5475;;;;57;1414;;;;;;;;;;;;;;;;;;;;;53;;53;;;1;;;;;0;0;10;4;10.69;5.95;3.49;0.99;0.26;;;;;;;;10;4;10.69;5.95;3.49;0.99;0.26;
PSY;2021;620024349;SAS CLINIQUE DU VIRVAL;620024299;TOT;0;;;0;75;;;;;;27375;20;;;1091;27917;;;;;;;4902;;;;;;;;;;;;;;1342;;887;;;;;;;;;;;;53.06;29.18;17;4.64;1.69;;;;;;;;;;42.46;23.37;13.62;3.72;1.33;
PSY;2021;620025387;CLINIQUE DU LITTORAL;620025361;GEN;;;;;48;;;;10;;17520;30;5;;912;21099;;;;2529;;;4733;;;;;;;;;;;;;;1213;;838;;;5;;;6;;0;0;;;49.97;23.86;13.54;3.75;;1.42;;;;;;;;;;;;;;
PSY;2021;620025387;CLINIQUE DU LITTORAL;620025361;INF;;;;;5;;;;;;1825;;;;30;660;;;;;;;;;;;;;;;;;;;;;29;;29;;;;;;;;0;0;;;4.1;2.3;1.2;0.3;;0.2;;;;;;;;;;;;;;
PSY;2021;620025387;CLINIQUE DU LITTORAL;620025361;TOT;0;;;0;53;;;;10;;19345;30;5;;942;21759;;;;2529;;;4733;;;;;;;;;;;;;;1174;;867;;;5;;;6;;;;;;54.07;26.16;14.74;4.05;;1.62;;;;;;;;;;;;;;
PSY;2021;620030726;CLINIQUE LES OYATS;620030718;GEN;;;;;;;;62;;;;;;;;;;;18677;;;;;;;;;;;;;;;;;;199;;199;;;1;0.41;;1;0.39;0;0;32;18;34.22;18.94;9.84;1.95;0.98;2.35;;;;;;;;;;;;;;
PSY;2021;620030726;CLINIQUE LES OYATS;620030718;TOT;0;;;0;;;;62;;;;;;;;;;;18677;;;;;;;;;;;;;;;;;;199;;199;;;1;0.41;;1;0.39;;;32;18;34.22;18.94;9.84;1.95;0.98;2.35;;;;;;;;;;;;;;
PSY;2021;620100347;CLINIQUE PSYCHIATRIQUE -LE RYONVAL-;590039863;GEN;;;;;85;;;;;;31025;15;0;;519;20404;;;;;;;2513;;;;;;;;;;;;;;516;;;;3;3;4.38;1;2;1.35;;;59;14;67.09;41.88;6.06;2.62;1;2.9;;;;;;;;;;;;;;
PSY;2021;620100347;CLINIQUE PSYCHIATRIQUE -LE RYONVAL-;590039863;TOT;0;;;0;85;;;;;;31025;15;0;;519;20404;;;;;;;2513;;;;;;;;;;;;;;516;;;;3;3;4.38;1;2;1.35;;;59;14;67.09;41.88;6.06;2.62;1;2.9;;;;;;;;;;;;;;
PSY;2021;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;GEN;;;;;30;;;;;;10950;;;;79;10915;;;;;;;;;;;;;;;;;;;;;35;;;;1;;1;;1;0.15;;1;32;1;32.59;11.93;17.22;0.84;;1.6;;;;;;;;;;;;;;
PSY;2021;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;TOT;0;;;0;30;;;;;;10950;;;;79;10915;;;;;;;;;;;;;;;;;;;;;35;;;;1;;1;;1;0.15;;;32;1;32.59;11.93;17.22;0.84;;1.6;;;;;;;;;;;;;;
PSY;2021;630000412;CH D'AMBERT;630780997;GEN;;1;;;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1706;0;0;0;1;1;0;2573;2;0;460;115;116;0;434;395;0;0;;2;0.2;;;;0;0;8;6;9.36;6.91;;1.55;;0.17;;;;;;;;;;;;;;
PSY;2021;630000412;CH D'AMBERT;630780997;TOT;1;;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1706;0;0;0;1;1;0;2573;2;0;460;115;116;0;434;395;0;0;;2;0.2;;;;;;8;6;9.36;6.91;;1.55;;0.17;;;;;;;;;;;;;;
PSY;2021;630000446;CH DE THIERS;630781029;GEN;;1;;;31;0;0;0;0;0;11346;15;0;0;379;7984;0;0;0;0;0;0;1585;0;0;0;1;1;1;16548;3752;20;1161;96;12;336;2634;2347;264;23;4;1;4.59;;;;;1;68;9;61.43;32.01;14.39;3.52;0.3;0.6;;;;;;;;;;;;;;
PSY;2021;630000446;CH DE THIERS;630781029;INF;;3;;;0;0;;;0;0;0;0;0;0;;;0;;;0;0;0;;0;0;0;0;0;0;;;0;0;0;0;0;;;;;1;;0.92;;;;;;7;8;10;;;4.5;;1.14;;;;;;;;;;;;;;
PSY;2021;630000446;CH DE THIERS;630781029;TOT;1;;0;0;31;0;0;0;0;0;11346;15;0;0;379;7984;0;0;0;0;0;0;1585;0;0;0;1;1;1;16548;3752;20;1161;96;12;336;2634;2347;264;23;5;1;5.51;;;;;;75;17;71.43;32.01;14.39;8.02;0.3;1.74;;;;;;;;;;;;;;
PSY;2021;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;GEN;;3;;;278;;;;;;101470;297;;1;2017;92483;;;;;;9;12984;0;3233;2;27;20;;33383;27366;0;10083;3182;321;7;6124;2738;1325;39;28;10;32.19;2;;2;;;473;58;416.25;329.69;97.66;15.18;3;24.25;;;;;;;;;;;;;;
