BOR;AN;FI;RS;GRP;FI_ET;RS_ET;FI_EJ
STB;2021;470000563;CH DEPARTEMENTAL DE LA CANDELIE;04;470016924;CMP ENFANTS SOUSSIAL;470000381
STB;2021;470000563;CH DEPARTEMENTAL DE LA CANDELIE;04;470017112;CMP ADULTES MIRAMONT;470000381
STB;2021;470000563;CH DEPARTEMENTAL DE LA CANDELIE;04;470017138;CMP CASTELJALOUX;470000381
STB;2021;470000563;CH DEPARTEMENTAL DE LA CANDELIE;04;470017146;USMP MAISON D'ARRET AGEN;470000381
STB;2021;470000563;CH DEPARTEMENTAL DE LA CANDELIE;04;470017153;USMP CENTRE DE DETENTION EYSSES;470000381
STB;2021;470000563;CH DEPARTEMENTAL DE LA CANDELIE;04;470017161;CMP RESEDA;470000381
STB;2021;470000571;CENTRE HOSPITALIER DE FUMEL;04;470008764;USLD DU CH DE FUMEL;470000407
STB;2021;470002627;MECS TEMPORAIRE SPECIALISEE-STE BAZEIL;09;;;750826307
STB;2021;470003062;MFR DE PUJOLS;09;;;750826307
STB;2021;470008780;USLD DE POMPEYRIE CH AGEN NERAC;04;;;470016171
STB;2021;470009358;HOSPITALISATION A DOMICILE 47;09;;;470009309
STB;2021;470010364;CLINIQUE LA PALOUMERE;09;;;750056335
STB;2021;470012931;USLD ALZHEIMER CHIC TONNEINS;04;;;470001660
STB;2021;470016049;GCS POLE DE SANTE DU VILLENEUVOIS;09;;;470016023
STB;2021;470016205;CH AGEN NERAC - ANTENNE SMUR DE NERAC;04;;;470016171
STB;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;04;480783810;USLD CHALDECOSTE;480780097
STB;2021;480000033;CH FANNY RAMADIER;04;;;480780121
STB;2021;480000041;CH DE FLORAC TROIS RIVIERES;04;480000694;USLD CH FLORAC;480780139
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480000678;CMPE MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480001569;CMP LE FERRADOU FLORAC;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480001577;CMP LANGOGNE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480001585;UAP PAUL ELUARD MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480001593;HJ PSY ADULTES SAINT CHELY;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002716;USA MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002856;CMP LE PRE VIVAL MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002864;CMP LUCIEN BONNAFE ST CHELY D'APCHER;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002872;CMP LA CLAIRIERE MARVEJOLS;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002880;CATTP LE PRE VIVAL MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002898;CATTP LUCIEN BONNAFE ST CHELY D'APCHER;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002906;CATTP LANGOGNE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002914;CATTP LE FERRADOU FLORAC;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002922;CMPA MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480002930;CMPEA ST CHELY D'APCHER;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480782408;HJ PSY INFANTO JUV MENDE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480782614;CMP ST ALBAN;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783224;HJ INFANTO JUV ST CHELY;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783232;CMPEA MARVEJOLS;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783240;CMPEA LA RIBAMBELLE FLORAC;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783257;CMPA ECOUTE ADOS;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783265;CMPEA LANGOGNE;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783299;CATTP LA CLAIRIERE MARVEJOLS;480780147
STB;2021;480000058;CHS FRANCOIS TOSQUELLES;14;480783877;HJ PSY ADULTES LE PRE VIVAL MENDE;480780147
STB;2021;480000066;CH ST JACQUES MARVEJOLS;04;;;480780154
STB;2021;480000074;CH LANGOGNE;04;480783208;USLD CH LANGOGNE;480780162
STB;2021;480000793;SSR SPECIALISE EN PNEUMOLOGIE ANTRENAS;09;;;480782101
STB;2021;480001825;HAD LOZERE;09;;;750047367
STB;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;04;;;480780097
STB;2021;480780212;CENTRE POST CURE LE BOY;09;;;480782168
STB;2021;480780279;MOYEN SEJOUR HOP LOZERE;04;;;480780097
STB;2021;480780287;MAISON DE REPOS LES TILLEULS;09;;;480001635
STB;2021;480780543;SSR PEDIATRIQUE LES ECUREUILS;09;;;480782101
STB;2021;480783034;CRF DE MONTRODAT;09;;;480782101
STB;2021;490000049;CHR ANGERS SITE LARREY;04;;;490000031
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490002581;C.H.S. ROCHE MORNA - CESAME STE GEMMES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490003282;CESAME FOYER ROCHELOIRE - PONTS DE CE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009628;CMP INFANTO JUVENILE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009669;CESAME HDJ CMP CATTP - DSA;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009719;CESAME CMP CATTP - TRELAZE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009818;CMP FRANCOIS TOSQUELLES INFANTO JUVENI;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009859;CMP INFANTO JUVENILE SEGRE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009909;CESAME HDJ CMP CATTP - ST GEORGES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490009958;CESAME CMP CATTP - ROI RENE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010048;HOPITAL DE JOUR ADULTES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010089;CATTP CMP ADULTES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010139;CESAME CMP CATTP - CHALONNES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010378;CMP CATTP ADULTES LA JANIERE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010428;CESAME HDJ CMP CATTP QUEMARD BLANDIN;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010469;CESAME CMP - BUTTES DE PIGEON;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010519;CESAME HDJ CMP CATTP - SEGRE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010568;CESAME HDJ CMP CATTP - AVRILLE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010659;CESAME HDJ CMP CATTP - ST LEONARD;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010709;CESAME HDJ CMP CATTP - GAUGUIN;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490010758;CESAME CMP CATTP - DOUE LA FONTAINE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490011459;CESAME HDJ CMP CATTP - LA ROSERAIE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490011558;CESAME HDJ CATTP - MUSSET;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490011608;HOPITAL DE JOUR - ST GERMAIN DES PRES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490011749;HOPITAL DE JOUR CATTP PEDOPSY ANGERS;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490013489;CESAME HDJ CATTP - ARANTELE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490015500;CESAME APPART. THERAPEUT. STE GEMMES;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490016318;CESAME HDJ CMP CATTP - BAUGE;490000163
STB;2021;490000106;CESAME CHS STE GEMMES SUR LOIRE;14;490019148;CESAME HDJ CMP CATTP - ROGER MISES;490000163
STB;2021;490000239;ESBV-SITE DE BAUGE;04;;;490015765
STB;2021;490000247;CLINIQUE SAINT-DIDIER;15;;;490000130
STB;2021;490000254;ESBV-SITE DE BEAUFORT;04;;;490015765
STB;2021;490000262;CLINIQUE SAINT JOSEPH;09;;;490000171
STB;2021;490000296;CH DE CANDE;04;;;440053643
STB;2021;490000312;HAD SAINT SAUVEUR;09;;;490012176
STB;2021;490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;04;;;490000395
STB;2021;490000338;CENTRE HOSPITALIER DOUE EN ANJOU;04;;;490000403
STB;2021;490000353;CH DE LONGUE JUMELLES;04;490536109;USLD CH LUCIEN BOISSIN;490000411
STB;2021;490000494;CH LAYON-AUBANCE MARTIGNE BRIAND;04;;;490000429
STB;2021;490000569;CH CNP SITE POUANCE;04;490539103;USLD CH DE POUANCE;440000313
STB;2021;490000601;SSR LES RECOLLETS;09;;;750052037
STB;2021;490000635;CH DE CHOLET;04;490008638;CMP CORDELIERS CH CHOLET;490000676
STB;2021;490000635;CH DE CHOLET;04;490008679;CMP MARENGO CH CHOLET;490000676
STB;2021;490000635;CH DE CHOLET;04;490011269;HDJ CORDELIERS CH CHOLET;490000676
STB;2021;490000635;CH DE CHOLET;04;490016839;CMP CATTP IJ CH CHOLET;490000676
STB;2021;490000635;CH DE CHOLET;04;490017670;CATTP EMERAUDE CH CHOLET;490000676
STB;2021;490000635;CH DE CHOLET;04;490018439;CMP CATTP CH MONT DE VIE;490000676
STB;2021;490000635;CH DE CHOLET;04;490018447;CATTP CH CHOLET SABLONNIERE;490000676
STB;2021;490000635;CH DE CHOLET;04;490019601;USLD CH DE CHOLET;490000676
STB;2021;490000635;CH DE CHOLET;04;490542628;HDJ CMP ADULTES BEAUPREAU;490000676
STB;2021;490000643;SSR LE CHILLON;09;;;440042844
STB;2021;490000650;CHI LYS HYROME-CHEMILLE;04;;;490007689
STB;2021;490000700;SSR PSM VILLAGE SANTE ST JOSEPH;09;;;490020773
STB;2021;490000817;SSR DE MONTFAUCON MONTIGNE;09;;;750719239
STB;2021;490001765;CH DE SAUMUR;04;490011418;HDJ CH DE SAUMUR;490528452
STB;2021;490001765;CH DE SAUMUR;04;490011889;CMP INFANTO JUVENILE;490528452
STB;2021;490001765;CH DE SAUMUR;04;490011939;CMP INFANTO-JUVENILE;490528452
STB;2021;490001765;CH DE SAUMUR;04;490012218;CMP ADULTES RUE SEIGNEUR SAUMUR;490528452
STB;2021;490001765;CH DE SAUMUR;04;490531803;CMP L'OREE INFANTO JUVENILE;490528452
STB;2021;490001831;CHI LYS HYROME-LYS HAUT LAYON;04;;;490007689
STB;2021;490002037;POLYCLINIQUE DU PARC;09;;;490000890
STB;2021;490002979;INSTITUT PSYCHOTHERAPIQUE;15;;;490535705
STB;2021;490004256;HOPITAL PRIVE ST MARTIN;09;;;490020773
STB;2021;490007549;SSR CTRE BASSE VISION ET AUDITION;09;;;490535168
STB;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;09;;;490000627
STB;2021;490009248;SSR SAINT CLAUDE;09;;;490535168
STB;2021;490014909;CLINIQUE DE L'ANJOU;09;;;490008109
STB;2021;490015906;CLINIQUE ST LEONARD;09;;;490000197
STB;2021;490016334;HAD MAUGES BOCAGE CHOLETAIS;09;;;490016326
STB;2021;490016870;HAD OUEST ANJOU SAUMUROIS;09;;;440052041
STB;2021;490018769;SSR LES EUMENIDES;09;;;440042844
STB;2021;490018777;SSR LE CHILLON CHOLET;09;;;440042844
STB;2021;490020245;CH HAUT ANJOU SITE SEGRE;04;;;530000025
STB;2021;490020344;SSR CLINIQUE SAINT JOSEPH;09;;;490000171
STB;2021;490529005;SSR CHR D ANGERS;04;;;490000031
STB;2021;490531910;SSR LES CAPUCINS;09;490537040;USLD CENTRE LES CAPUCINS;490535093
STB;2021;490534922;SSR ARCOLE;09;;;490000890
STB;2021;490540440;CENTRE DE LA MAIN;09;;;490004330
STB;2021;490543675;SSR ANJOU;09;;;490009529
STB;2021;500000021;CHAG - SITE AVRANCHES;04;500012133;USLD - CH AVRANCHES-GRANVILLE;500000054
STB;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;09;;;500000500
STB;2021;500000187;CHPC - SITE CHERBOURG;04;;;500000013
STB;2021;500000195;CENTRE HOSPITALIER DE CARENTAN;04;;;500000039
STB;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;09;;;500000542
STB;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;09;;;500000567
STB;2021;500000260;CHAG - SITE GRANVILLE;04;500013081;USLD - CH AVRANCHES-GRANVILLE;500000054
STB;2021;500000278;CENTRE POST CURE BEAUREGARD/LA GLACERI;09;;;500010384
STB;2021;500000302;HOPITAL LOCAL - MORTAIN;04;;;500000062
STB;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;09;;;500000609
STB;2021;500000419;CRF - SIOUVILLE;09;;;310021084
STB;2021;500000427;CH DE SAINT HILAIRE DU HARCOUET;04;;;500000096
STB;2021;500000435;HOPITAL SAINT JAMES;04;;;500000104
STB;2021;500000450;CH MEMORIAL - SAINT-LO;04;;;500000112
STB;2021;500000468;CHPC - SITE VALOGNES;04;;;500000013
STB;2021;500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;04;;;500000138
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500013727;HOPITAL DE JOUR (50G07)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500013750;HOPITAL DE JOUR (50G07)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500013776;HOPITAL DE JOUR (50G06)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500013784;CMP GRANVILLE (50I03) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500013818;HOPITAL DE JOUR CASPE (50I03);500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500014261;PASP ST JAMES (50I03) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015433;PIASP MORTAIN (50G06) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015458;PIASP VILLEDIEU (50G06) - CH ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015466;CMP ST HILAIRE (50G06) -CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015474;ATELIER AGRICOLE (50G06)-CH DE L'ESTRA;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015490;CMP AVRANCHES (50G07) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015508;CMP GRANVILLE (50G07) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015540;CATTP AVRANCHES (50G07)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015573;CMP (50I03) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015607;CMP AVRANCHES (50I03) - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015623;CMP ST HILAIRE (50I03) -CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015631;PASP VILLEDIEU (50I03) - CH ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015672;CMP INTERS. (50G06-07) -CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500015714;CATTP ST HILAIRE (50G06)-CH DE L'ESTRA;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500016373;HOPITAL DE JOUR (50I03)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500017058;CATTP GRANVILLE (50G07)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500018601;POLE ADDICTOLOGIE - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500019864;HOPITAL DE JOUR (50I03)-CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500021902;CATTP ST HILAIRE 50I03- CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500021910;CATTP DONVILLE 50I03 - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500021928;CATTP AVRANCHES 50I03 - CH DE L'ESTRAN;500000245
STB;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;04;500022116;HJ POUR ADOLESCENTS - CH ESTRAN;500000245
STB;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;04;;;500000393
STB;2021;500002357;POLYCLINIQUE DU COTENTIN;09;;;500002233
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500000237;FONDATION LE BON SAUVEUR DE LA MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500000252;FONDATION BON SAUVEUR DE LA MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500005400;CMP (50G05) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500012273;ATELIER INTERSECTORIEL- FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500012307;SERVICE DE PSY ADULTES (50G01-02);500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500012661;CENTRE D'ALCOOLOGIE - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500012885;HDJ L'ESTRAN (50G03) - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500012901;ATELIER THERAPEUTIQUE - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500013016;RESTAURANT THERAP. (50G05) -FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500013313;HOPITAL DE JOUR (50I02) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500013990;CENTRE ANDRÉ HEDOUIN;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014782;HOPITAL DE JOUR (50G01)-FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014808;HENRI HECAEN - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014824;CATTP LA GLACERIE (50G01) FBS;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014840;CMP EQUEURDREVILLE 50G02 FBS PICAUVILL;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014865;CMP LA HAYE.. (50G02) - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014873;CMP P. ACHALLE (50G02) -FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014881;CMP (50G02) - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014899;CATTP (50G02)-FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014923;APPARTEMENT (50G02-G03)-FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014931;CMP LE GAVENDES (50G03)-FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500014998;CCTSAT - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015110;CMP CARENTAN (50I01) - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015243;CMP (50G04) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015268;CATTP DU BUOT (50G04) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015276;HOPITAL DE JOUR (50G05) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015284;HOPITAL DU BUOT (50G04)- FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015292;MAISON RURALE (50G05) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015318;MAISON RURALE DANGY (50G05)-FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015359;CMPEA (50I02) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015367;CMPEA COUTANCES (50I02) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500015565;CATTP CLUB THERAP. (50G05) -FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017074;CMP L. DE FERJOL (50G05)- FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017108;CMP DES CAPS - CHS FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017157;MAISON ASSOCIATIVE COURCY - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017165;ATELIER THERAP. (50G01)-FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017181;APPARTEMENT S. DE RIOU- FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017223;CATTP VALOGNES (50G03)- FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017231;CMP EPIDAURE (50G04-05) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017249;CATTP CHARCOT (50G02)- FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017330;APPART. TRIESTE - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017348;HOPITAL DE JOUR (50G05) - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017355;MAISON RURALE CERISY (50G05)- FBS;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017371;CMP CERISY (50G05) - FBS DE LA MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500017579;HOPITAL DE JOUR PR ENFANTS -FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500018668;APPARTEMENT THERAPEUTIQUE INTERSECTORI;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500018767;CMP -BARBEY D'AUREVILLY- (50I01);500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500018817;CMP LESSAY (50G02) - FBS PICAUVILLE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500019187;CMP INSERTION AU FIL DE L'EAU;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020342;HÔPITAL DE NUIT (ESPACE LÉO KANNER);500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020359;CATTP (ESPACE LÉO KANNER)-HÉBECREVON;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020367;HÔPITAL DE JOUR -ESPACE PRÉLUDE- FBS;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020383;ECALGRAIN - GÉRONTOPSY;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020391;RESIDENCE PICARDIE - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020854;CMP BATESON ADDICTOLOGIE - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500020862;HOPITAL DE JOUR -ESPACE NAGY--ADDICTO;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500021563;ANTENNE PSYCHIATRIQUE DES URGENCES;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500021571;USMP CHERBOURG-EN-COTENTIN;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500021787;FERME THERAPEUTIQUE - FBS MANCHE;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500023940;CSPPA;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500023957;POLE RESSOURCES ENFANCE (PRE);500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500023965;USMP COUTANCES;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500023973;ANTENNE MEDICO-PSYCHOLOGIQUE MEMORIAL;500010384
STB;2021;500010384;FONDATION BON SAUVEUR DE LA MANCHE;05;500024633;EMATSA - ETADA;500010384
STB;2021;500012687;CRF CARDIO VASCULAIRE W.HARVEY;09;;;310021118
STB;2021;500012968;CENTRE D'AIDE AUX JEUNES DIABETIQUES;09;;;750826307
STB;2021;500021274;HAD DU CH DE VIRE SITE DE MORTAIN;04;;;140000159
STB;2021;500021282;HAD DU CH DE VIRE SITE DE VILLEDIEU;04;;;140000159
STB;2021;500021423;CRF LE NORMANDY II;09;;;500000567
STB;2021;500024336;CRF SIOUVILLE - SITE CHERBOURG;09;;;310021084
STB;2021;510000169;CENTRE HOSPITALIER DE CHALONS;04;510010374;USLD CENTRE HOSPITALIER CHALONS;510000037
STB;2021;510000177;CENTRE HOSPITALIER DE SEZANNE;04;;;100006279
