BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTINT
IMAGES;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;RADIO;1;1;4204;;;322;0
IMAGES;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;SCAN;1;1;4536;;;6558;0
IMAGES;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;VASC;1;1;1596;;;;1
IMAGES;2021;590788964;SARL CLINIQUE DU PARC;590001756;IRM;1;;;;;;
IMAGES;2021;590788964;SARL CLINIQUE DU PARC;590001756;MAMM;1;;;;;;
IMAGES;2021;590788964;SARL CLINIQUE DU PARC;590001756;RADIO;4;;;;;;
IMAGES;2021;590788964;SARL CLINIQUE DU PARC;590001756;SCAN;2;;;;;;
IMAGES;2021;590790655;SAINT ROCH CHIRURGIE;440052041;RADIO;1;0;;;;;
IMAGES;2021;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;RADIO;1;1;369;;;5;0
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;CAM;4;4;1803;;;5281;0
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;IRM;5;5;17329;;;21882;1
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;RADIO;11;11;17767;;;58107;0
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;SCAN;3;3;42244;;;17755;1
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;TOMO;1;1;1354;;;3451;0
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;VASC;3;3;2875;;;;1
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;dtIRM1;1;1;68;;;4821;0
IMAGES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;dtIRM2;1;1;3586;;;10384;0
IMAGES;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;IRM;2;2;1984;;;6607;
IMAGES;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;MAMM;1;1;;;;2279;
IMAGES;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;RADIO;6;6;11479;;;21422;
IMAGES;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;SCAN;1;1;6240;;;5589;
IMAGES;2021;590801106;HOPITAL VICTOR PROVO;590782421;IRM;3;3;1442;;;16728;0
IMAGES;2021;590801106;HOPITAL VICTOR PROVO;590782421;MAMM;1;1;;;;1312;
IMAGES;2021;590801106;HOPITAL VICTOR PROVO;590782421;RADIO;6;6;14156;;;36063;1
IMAGES;2021;590801106;HOPITAL VICTOR PROVO;590782421;SCAN;3;3;4168;;;23238;1
IMAGES;2021;590801106;HOPITAL VICTOR PROVO;590782421;dtIRM1;1;1;68;;;6269;
IMAGES;2021;590801106;HOPITAL VICTOR PROVO;590782421;dtIRM2;1;1;813;;;4579;
IMAGES;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;IRM;1;1;1320;;;5059;0
IMAGES;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;MAMM;1;1;;;;862;
IMAGES;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;RADIO;4;4;13621;;;22639;1
IMAGES;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;SCAN;2;2;7884;;;7881;1
IMAGES;2021;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;SCAN;1;1;1130;;;;0
IMAGES;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;RADIO;1;1;1849;;;;
IMAGES;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;CAM;2;2;575;;;2114;0
IMAGES;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;IRM;1;1;2074;;;11278;0
IMAGES;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;RADIO;3;3;7621;;;1093;0
IMAGES;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;SCAN;2;2;9304;;;14579;1
IMAGES;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;TOMO;1;1;675;;;3757;0
IMAGES;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;VASC;2;2;1514;;;469;1
IMAGES;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;IRM;2;;;;;;
IMAGES;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;RADIO;2;;;;;;
IMAGES;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;SCAN;1;;;;;;
IMAGES;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;RADIO;2;;;;;;
IMAGES;2021;590815056;CLINIQUE DE FLANDRE;590005492;MAMM;1;;;;;;
IMAGES;2021;590815056;CLINIQUE DE FLANDRE;590005492;RADIO;2;;;;;;
IMAGES;2021;590815056;CLINIQUE DE FLANDRE;590005492;SCAN;1;;;;;;
IMAGES;2021;590816310;CLINIQUE SAINT AME;590000048;IRM;1;1;104;;;15205;0
IMAGES;2021;590816310;CLINIQUE SAINT AME;590000048;MAMM;1;1;;;;118;
IMAGES;2021;590816310;CLINIQUE SAINT AME;590000048;RADIO;2;2;1452;;;16711;1
IMAGES;2021;590816310;CLINIQUE SAINT AME;590000048;SCAN;1;1;1820;;;21565;1
IMAGES;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;IRM;1;;;;;;
IMAGES;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;RADIO;2;;;;;;
IMAGES;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;SCAN;1;;;;;;
IMAGES;2021;590817839;CLINIQUE DU VAL DE LYS;590053955;RADIO;2;;;;;;
IMAGES;2021;590817839;CLINIQUE DU VAL DE LYS;590053955;VASC;1;;;;;;
IMAGES;2021;600000053;CH GHPSO SENLIS;600101984;IRM;1;1;253;1;;23;0
IMAGES;2021;600000053;CH GHPSO SENLIS;600101984;MAMM;1;1;;;;298;
IMAGES;2021;600000053;CH GHPSO SENLIS;600101984;RADIO;3;2;2140;90;;5646;0
IMAGES;2021;600000053;CH GHPSO SENLIS;600101984;SCAN;1;1;911;56;;1158;0
IMAGES;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;MAMM;1;1;;;;871;
IMAGES;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;RADIO;3;3;3201;;;;
IMAGES;2021;600000186;CH CLERMONT;600100648;RADIO;3;3;2441;;;19530;1
IMAGES;2021;600000186;CH CLERMONT;600100648;SCAN;1;1;2368;;;8289;1
IMAGES;2021;600000194;CH BEAUVAIS;600100713;CAM;2;2;311;0;0;7063;0
IMAGES;2021;600000194;CH BEAUVAIS;600100713;IRM;2;2;1085;;;11221;0
IMAGES;2021;600000194;CH BEAUVAIS;600100713;MAMM;1;1;;;;1983;
IMAGES;2021;600000194;CH BEAUVAIS;600100713;RADIO;3;3;13909;0;0;38627;0
IMAGES;2021;600000194;CH BEAUVAIS;600100713;SCAN;2;2;5014;;;17385;1
IMAGES;2021;600000194;CH BEAUVAIS;600100713;TOMO;1;;;;;;0
IMAGES;2021;600000194;CH BEAUVAIS;600100713;VASC;1;1;1197;;;;0
IMAGES;2021;600000285;CH CHICN NOYON;600100721;RADIO;2;2;759;;;8896;
IMAGES;2021;600000285;CH CHICN NOYON;600100721;SCAN;1;1;569;;;2647;
IMAGES;2021;600000467;CH GHPSO CREIL;600101984;IRM;3;3;1979;;;3555;0
IMAGES;2021;600000467;CH GHPSO CREIL;600101984;LITHO;1;1;41;;;303;1
IMAGES;2021;600000467;CH GHPSO CREIL;600101984;RADIO;3;3;5124;;;21267;0
IMAGES;2021;600000467;CH GHPSO CREIL;600101984;SCAN;2;2;3071;;;8855;0
IMAGES;2021;600000467;CH GHPSO CREIL;600101984;VASC;1;1;1428;;;;
IMAGES;2021;600000467;CH GHPSO CREIL;600101984;dtIRM1;1;1;382;;;1458;0
IMAGES;2021;600012330;SNC CROME DE COMPIEGNE;600014005;SCAN;1;1;;;;849;
IMAGES;2021;600100101;CH AP-HP LIANCOURT;750712184;RADIO;1;1;1184;;19;33;1
IMAGES;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;IRM;2;;;;;;0
IMAGES;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;MAMM;2;;;;;;
IMAGES;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;RADIO;2;;;;;;0
IMAGES;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;SCAN;2;;;;;;0
IMAGES;2021;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;RADIO;1;1;1238;;;;0
IMAGES;2021;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;LITHO;1;1;32;;;;
IMAGES;2021;600113476;CH CHICN COMPIÈGNE;600100721;IRM;1;1;835;;;4667;0
IMAGES;2021;600113476;CH CHICN COMPIÈGNE;600100721;MAMM;1;1;;;;829;
IMAGES;2021;600113476;CH CHICN COMPIÈGNE;600100721;RADIO;3;3;5778;;;29720;0
IMAGES;2021;600113476;CH CHICN COMPIÈGNE;600100721;SCAN;2;2;3404;;;14243;0
IMAGES;2021;600113476;CH CHICN COMPIÈGNE;600100721;VASC;1;1;808;;;284;0
IMAGES;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;RADIO;2;2;1086;;;9612;0
IMAGES;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;SCAN;1;1;694;;;6463;0
IMAGES;2021;610000051;CHICAM - SITE ALENCON;610780082;IRM;1;1;776;40;45;4007;0
IMAGES;2021;610000051;CHICAM - SITE ALENCON;610780082;RADIO;4;4;8989;65;381;24762;0
IMAGES;2021;610000051;CHICAM - SITE ALENCON;610780082;SCAN;1;1;5760;392;581;6702;0
IMAGES;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;IRM;1;1;228;;;2325;0
IMAGES;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;MAMM;1;1;;;;3170;
IMAGES;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;RADIO;5;4;2722;;;21672;1
IMAGES;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;SCAN;1;1;2119;;;8279;1
IMAGES;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;MAMM;1;1;;;;585;
IMAGES;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;RADIO;2;2;1121;;;5298;0
IMAGES;2021;610000093;CENTRE HOSPITALIER - SEES;610780140;RADIO;2;2;178;;;2019;0
IMAGES;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;IRM;1;1;331;;;486;
IMAGES;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;RADIO;3;3;4926;;;18715;0
IMAGES;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;SCAN;1;1;1822;;;3845;0
IMAGES;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;dtIRM2;1;1;331;;;486;0
IMAGES;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;RADIO;4;4;2605;226;;14064;
IMAGES;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;CAM;1;1;502;;;2289;1
IMAGES;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;IRM;1;1;970;;;4146;1
IMAGES;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;RADIO;5;5;5124;487;;19461;1
IMAGES;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;SCAN;1;1;1018;1;;2946;1
IMAGES;2021;620000034;CH ARRAS;620100057;IRM;2;2;1801;0;0;7296;0
IMAGES;2021;620000034;CH ARRAS;620100057;MAMM;1;1;;;;1781;
IMAGES;2021;620000034;CH ARRAS;620100057;RADIO;6;6;7289;0;0;28581;1
IMAGES;2021;620000034;CH ARRAS;620100057;SCAN;2;2;3724;0;0;14787;1
IMAGES;2021;620000034;CH ARRAS;620100057;VASC;1;1;1169;0;0;0;1
IMAGES;2021;620000034;CH ARRAS;620100057;dtIRM2;1;1;2;0;0;493;0
IMAGES;2021;620000224;CH BETHUNE;620100651;CAM;2;2;198;;92;5810;0
IMAGES;2021;620000224;CH BETHUNE;620100651;IRM;2;1;2104;18;;2039;0
IMAGES;2021;620000224;CH BETHUNE;620100651;RADIO;3;3;13552;234;;12177;1
IMAGES;2021;620000224;CH BETHUNE;620100651;SCAN;2;2;9599;179;;4293;1
IMAGES;2021;620000224;CH BETHUNE;620100651;TOMO;1;1;208;3;142;4722;0
IMAGES;2021;620000240;CH HENIN BEAUMONT;620100677;RADIO;2;2;2926;;;654;0
IMAGES;2021;620000257;CH LENS;620100685;IRM;3;3;3824;;;11558;0
IMAGES;2021;620000257;CH LENS;620100685;MAMM;1;1;;;;631;
IMAGES;2021;620000257;CH LENS;620100685;RADIO;6;6;16059;;;21488;
IMAGES;2021;620000257;CH LENS;620100685;SCAN;2;2;7860;;;11513;1
IMAGES;2021;620000257;CH LENS;620100685;VASC;3;3;3733;;560;12;1
IMAGES;2021;620000257;CH LENS;620100685;dtIRM1;1;1;70;;;2534;0
IMAGES;2021;620000257;CH LENS;620100685;dtIRM2;1;1;517;;;4185;0
IMAGES;2021;620000281;EPSM VAL DE LYS ARTOIS;620101287;RADIO;1;1;422;0;63;0;0
IMAGES;2021;620000323;CH CALAIS;620101337;IRM;2;2;1123;15;;9653;0
IMAGES;2021;620000323;CH CALAIS;620101337;MAMM;1;1;;;;2313;
IMAGES;2021;620000323;CH CALAIS;620101337;RADIO;3;3;6163;5;1;20021;0
IMAGES;2021;620000323;CH CALAIS;620101337;SCAN;2;2;7237;5;;10359;0
IMAGES;2021;620000323;CH CALAIS;620101337;dtIRM2;1;1;1086;15;;4737;0
IMAGES;2021;620000349;CH REGION DE ST OMER;620101360;IRM;2;2;497;;;6168;0
IMAGES;2021;620000349;CH REGION DE ST OMER;620101360;RADIO;3;3;8969;;;25980;0
IMAGES;2021;620000349;CH REGION DE ST OMER;620101360;SCAN;1;1;3239;;;12745;0
IMAGES;2021;620000349;CH REGION DE ST OMER;620101360;dtIRM2;1;1;262;;;3277;0
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;CAM;2;2;354;;;6126;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;IRM;4;4;2461;;;16586;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;MAMM;1;1;;;;2556;
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;RADIO;6;6;19798;;;39412;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;SCAN;3;3;12467;;;17364;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;TOMO;2;2;268;;;6383;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;VASC;2;2;1264;;;0;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;dtIRM1;1;1;39;;;3637;1
IMAGES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;dtIRM2;2;2;1779;;;8758;1
IMAGES;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;IRM;1;1;523;;;3469;
IMAGES;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;MAMM;1;1;;;;1010;
IMAGES;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;RADIO;3;3;8784;126;7;13851;
IMAGES;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;SCAN;1;1;5997;;;6113;
IMAGES;2021;620003350;HOPITAL DE RIAUMONT;620001834;IRM;2;;;;;;
IMAGES;2021;620003350;HOPITAL DE RIAUMONT;620001834;RADIO;3;3;3447;1246;;11552;
IMAGES;2021;620003350;HOPITAL DE RIAUMONT;620001834;SCAN;2;;;;;;
IMAGES;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;IRM;1;;;;;;
IMAGES;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;MAMM;1;;;;;;
IMAGES;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;RADIO;2;;;;;;
IMAGES;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SCAN;1;;;;;;
IMAGES;2021;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;MAMM;1;;;;;;
IMAGES;2021;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;RADIO;3;0;;;;;
IMAGES;2021;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;SCAN;1;0;;;;;
IMAGES;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;IRM;1;;;;;;
IMAGES;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;RADIO;2;;;;;;
IMAGES;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;SCAN;1;;;;;;
IMAGES;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;CAM;3;3;110;;;12111;
IMAGES;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;IRM;1;1;42;;;7369;0
IMAGES;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;MAMM;1;1;;;;6429;
IMAGES;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;RADIO;5;5;4396;;;48417;1
IMAGES;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;SCAN;2;2;522;;;12097;1
IMAGES;2021;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;TOMO;1;1;361;;;4707;
IMAGES;2021;620100487;CLINIQUE DES ACACIAS;620000125;RADIO;1;1;608;;0;2044;0
IMAGES;2021;620100487;CLINIQUE DES ACACIAS;620000125;SCAN;1;1;495;;0;7844;0
IMAGES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;IRM;1;;;;;;
IMAGES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;LITHO;1;;;;;;
IMAGES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;MAMM;1;;;;;;
IMAGES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;RADIO;1;;;;;;
IMAGES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;SCAN;1;;;;;;
IMAGES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;VASC;2;;;;;;
IMAGES;2021;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;RADIO;1;1;621;;;;
IMAGES;2021;620101311;CLINIQUE DES 2 CAPS;620027763;IRM;1;;;;;;
IMAGES;2021;620101311;CLINIQUE DES 2 CAPS;620027763;LITHO;1;;;;;;
IMAGES;2021;620101311;CLINIQUE DES 2 CAPS;620027763;RADIO;1;;;;;;
IMAGES;2021;620101311;CLINIQUE DES 2 CAPS;620027763;SCAN;1;;;;;;
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;CAM;3;3;117;;;11151;0
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;IRM;2;2;322;;;13811;0
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;LITHO;1;1;171;;;;0
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;MAMM;1;1;;;;1564;
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;RADIO;2;2;3525;;;33753;
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SCAN;2;2;2596;;;17714;
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;TOMO;1;1;112;;;4756;0
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;VASC;2;2;8095;;;10;0
IMAGES;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;dtIRM1;1;1;18;;;7729;
IMAGES;2021;620105940;POLYCLINIQUE DU TERNOIS;620000950;MAMM;1;;;;;;
IMAGES;2021;620105940;POLYCLINIQUE DU TERNOIS;620000950;RADIO;2;;;;;;
IMAGES;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;IRM;1;;;;;;
IMAGES;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;MAMM;1;;;;;;
IMAGES;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;RADIO;1;;;;;;
IMAGES;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;SCAN;1;;;;;;
IMAGES;2021;630000016;CH DU MONT DORE;630180032;RADIO;1;1;250;0;35;569;0
IMAGES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;IRM;3;3;2823;269;362;12805;0
IMAGES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;LITHO;1;1;1320;0;0;0;1
IMAGES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;RADIO;7;7;26945;234;84;20078;1
IMAGES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SCAN;5;5;38128;342;198;13495;1
IMAGES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;VASC;4;4;9782;2245;80;371;1
IMAGES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;dtIRM2;1;1;839;67;85;3698;0
IMAGES;2021;630000412;CH D'AMBERT;630780997;MAMM;1;1;;;;822;
IMAGES;2021;630000412;CH D'AMBERT;630780997;RADIO;2;2;798;0;0;6861;0
IMAGES;2021;630000412;CH D'AMBERT;630780997;SCAN;1;1;715;0;0;2318;0
IMAGES;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;MAMM;1;1;;;;99;
IMAGES;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;RADIO;3;3;1903;;;7927;0
IMAGES;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;SCAN;1;1;2929;;;5320;1
IMAGES;2021;630000438;CH DE RIOM;630781011;MAMM;1;1;;;;1196;
IMAGES;2021;630000438;CH DE RIOM;630781011;RADIO;2;2;2938;;1459;14520;
IMAGES;2021;630000438;CH DE RIOM;630781011;SCAN;1;1;3339;;;11357;
IMAGES;2021;630000446;CH DE THIERS;630781029;MAMM;1;1;;;;1771;
IMAGES;2021;630000446;CH DE THIERS;630781029;RADIO;3;3;5451;;;4269;0
IMAGES;2021;630000446;CH DE THIERS;630781029;SCAN;1;1;894;;;2173;0
IMAGES;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;CAM;5;5;929;;552;6783;
IMAGES;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;IRM;1;1;371;;14;4737;0
IMAGES;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;MAMM;3;3;;;;6764;
IMAGES;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;RADIO;2;2;5674;;16;1193;
IMAGES;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;SCAN;1;1;1714;;14;6662;1
IMAGES;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;TOMO;2;2;344;;474;7971;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;CAM;3;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;IRM;3;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;LITHO;1;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;MAMM;3;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;RADIO;7;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;SCAN;2;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;TOMO;1;;;;;;
IMAGES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;dtIRM2;1;;;;;;
IMAGES;2021;630780369;CLINIQUE DE LA PLAINE;630000164;MAMM;1;;;;;;
IMAGES;2021;630780369;CLINIQUE DE LA PLAINE;630000164;RADIO;1;;;;;;
IMAGES;2021;630781268;HOPITAL ESTAING - CHU63;630780989;IRM;1;1;654;16;10;4361;0
IMAGES;2021;630781268;HOPITAL ESTAING - CHU63;630780989;RADIO;7;7;12986;192;27;10544;1
IMAGES;2021;630781268;HOPITAL ESTAING - CHU63;630780989;SCAN;2;2;5571;74;13;5930;1
IMAGES;2021;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;RADIO;2;2;156;;;;
IMAGES;2021;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;RADIO;1;1;80;;;;0
IMAGES;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;IRM;3;;;;;;
IMAGES;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;MAMM;1;;;;;;
IMAGES;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;RADIO;6;;;;;;
IMAGES;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;SCAN;2;;;;;;
IMAGES;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;VASC;1;;;;;;
IMAGES;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;dtIRM1;1;;;;;;
IMAGES;2021;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;RADIO;1;1;704;100;0;4;0
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;CAM;4;3;1001;0;44;10802;0
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;IRM;3;2;4667;4;104;11788;1
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;MAMM;1;1;;;;1990;
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;RADIO;3;3;16753;44;984;20985;0
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SCAN;2;2;14625;23;347;16272;1
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;TOMO;1;1;288;1;10;4596;0
IMAGES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;VASC;1;1;1728;0;7;67;1
IMAGES;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;RADIO;4;4;1320;68;654;8147;0
IMAGES;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;SCAN;1;1;2012;47;41;2674;0
IMAGES;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;RADIO;2;2;6036;;;8760;1
IMAGES;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;SCAN;1;1;3408;;;4118;0
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;CAM;3;3;342;;2;6164;0
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;IRM;2;2;2058;;5;6356;0
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;MAMM;1;1;;;;1696;
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;RADIO;5;5;13693;;26;29894;0
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;SCAN;2;2;6644;;;22326;1
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;TOMO;1;1;1;;3;1746;0
IMAGES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;VASC;3;3;3385;0;18;207;1
