BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;CPPR;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;;1275;753;84;;;1;40;34;31;1;0;0;0;
PERINAT;2021;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;TYPE2;;1;51;6;;;6;2693;203;569;12;0;0;0;0;1611;14;10035;3049;0;0;5362;2191;9078;442;2330;8;2171;20;26;;2211;;;;135;0;1;9;11;0;0;;12;1;278
PERINAT;2021;380000026;CH FABRICE MARCHIOL LA MURE;380780031;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852;952;8;;;1;16;23;16;0;;0;0;
PERINAT;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;TYPE2;;;31;6;;;1;1900;283;120;4;0;0;0;0;1318;18;6234;1760;0;0;4395;1316;5425;273;1417;0;1310;6;4;;1351;;;;69;0;1;519;606;375;23;;0;0;0
PERINAT;2021;380000042;CH YVES TOURAINE;380780056;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2021;380000067;HOPITAL NORD - CHU38;380780080;TYPE3;;;57;14;12;12;6;4003;422;404;33;436;28;347;9;2125;15;16909;3260;4433;4014;8156;2503;13100;492;3600;31;2412;91;5;;2626;12370;12091;37;142;2;1;1113;1257;389;80;;78;1;504
PERINAT;2021;380000091;CH DE SAINT MARCELLIN;380780171;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;1537;101;;;1;35;24;35;0;;0;0;
PERINAT;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;TYPE2;;0;24;6;;;4;2017;172;139;13;0;0;0;0;1391;9;7499;1219;0;0;4656;1453;6393;317;1897;5;1426;27;15;;1496;10193;14038;279;62;0;1;270;298;125;20;1;1;0;0
PERINAT;2021;380000406;HOPITAL DE VOIRON - CHU38;380780080;TYPE2;;;25;6;;;4;1672;258;129;14;0;0;0;0;1105;6;5585;1416;0;0;3893;1155;4868;197;1155;0;1139;16;10;;1184;8758;2300;;93;0;1;197;215;78;16;;17;0;0
PERINAT;2021;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;TYPE1;;0;30;0;0;0;6;2048;233;0;0;0;0;0;0;1567;24;7375;0;0;0;5966;1569;6779;234;1247;0;1566;3;13;;1572;14715;7200;;110;0;1;278;276;198;5;;13;0;0
PERINAT;2021;380020123;CLINIQUE DES COTES DU RHONE;380021139;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1830;28;0;0;0;0;0;0;0;;0;0;0
PERINAT;2021;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;TYPE1;;1;33;;;;4;1883;415;0;0;0;0;0;0;1270;44;6033;0;0;0;4314;1263;5335;278;1541;3;1246;17;46;;1283;;;;31;0;0;0;0;0;0;;1;0;0
PERINAT;2021;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;7;8;0;0;;0;0;0
PERINAT;2021;380785956;CLINIQUE DES CEDRES;380795211;TYPE1;;;31;0;0;0;8;1105;84;0;0;0;0;0;0;848;8;4089;0;0;0;3232;845;3669;208;1093;0;842;3;6;;853;;;;22;0;1;27;38;0;2;0;2;0;0
PERINAT;2021;380786442;CLINIQUE BELLEDONNE;380798025;TYPE2;;;39;6;;;5;2204;191;174;20;0;0;0;0;1707;7;9895;1697;0;0;7079;1811;8933;399;2437;6;1784;27;16;;1838;;;;38;0;1;5;6;1;1;;21;1;649
PERINAT;2021;390000040;CH LONS;390780146;TYPE2;;1;16;10;2;;5;1396;94;129;3;40;9;0;0;950;11;4924;1375;165;0;2953;1056;4312;164;920;0;1047;9;2;;1071;8019;6572;587;121;0;1;256;288;195;7;;10;0;0
PERINAT;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1562;1902;630;0;0;1;54;36;54;0;;0;0;0
PERINAT;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;TYPE2;;0;16;6;;;4;1044;110;165;8;0;0;0;0;698;0;3546;1014;0;0;2378;811;3317;127;650;0;805;6;0;;817;5423;2057;90;33;0;1;180;199;137;7;;0;0;0
PERINAT;2021;400000105;CENTRE HOSPITALIER DAX;400780193;TYPE2;;1;17;6;;;3;1548;352;186;15;0;0;0;0;888;1;5034;1314;0;0;3247;991;4552;225;1320;0;971;20;6;0;1015;8132;4388;202;54;0;1;208;301;78;6;;0;0;0
PERINAT;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;TYPE2;;1;20;6;3;;4;1757;339;622;8;79;4;0;0;658;0;5737;2566;827;0;2086;1217;5160;201;1259;3;1200;17;0;106;1239;15699;16674;316;102;1;1;262;316;173;20;3;5;0;0
PERINAT;2021;410000020;CH BLOIS SIMONE VEIL;410000087;TYPE2;;0;25;12;3;;4;1796;99;188;5;90;10;0;0;1215;2;7365;2264;720;0;4400;1329;6160;240;1548;17;1303;26;7;;1367;;;;37;0;1;564;585;283;35;;18;0;0
PERINAT;2021;410000046;CH ROMORANTIN-LANTHENAY;410000103;TYPE1;;;13;0;;;2;536;47;0;0;0;0;0;0;321;0;2032;0;0;0;1224;419;1896;91;537;0;415;4;5;;423;3142;3608;19;11;0;1;32;56;30;0;;2;0;0
PERINAT;2021;410000202;POLYCLINIQUE BLOIS;410000319;TYPE1;;;20;;;;5;861;51;0;0;0;0;0;0;710;11;3135;0;0;0;2499;709;2833;164;757;0;709;0;11;;710;;;;9;0;0;0;0;0;0;;2;0;0
PERINAT;2021;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;TYPE1;;0;19;;;;3;646;41;0;0;0;0;0;0;557;9;2251;0;0;0;1923;554;2162;102;509;0;551;3;8;;559;;;;46;0;1;48;57;47;0;;0;0;0
PERINAT;2021;420000010;CH DE ROANNE;420780033;TYPE2;;0;31;6;3;;5;2086;223;215;6;92;8;0;0;1489;2;8216;1080;1754;0;5609;1568;7155;277;1656;4;1538;30;8;;1599;7828;14487;108;53;0;1;280;276;199;15;5;8;1;114
PERINAT;2021;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;TYPE1;;;15;0;0;0;4;1239;247;0;0;0;0;0;0;0;0;3489;0;0;0;0;790;3099;162;760;0;781;9;17;0;806;1540;2657;0;65;0;1;179;165;156;1;0;4;0;0
PERINAT;2021;420000234;CH DE FIRMINY;420780652;TYPE1;;;25;;;;4;1604;253;0;0;0;0;0;0;1155;19;4894;0;0;0;3787;1147;4393;198;1001;0;1139;8;17;;1164;6836;5050;133;130;0;1;259;256;181;13;;6;0;0
PERINAT;2021;420000267;CH DU FOREZ SITE DE FEURS;420013831;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;167;2934;0;0;0;0;0;24;0;0;;0;0;0
PERINAT;2021;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;TYPE2;;1;44;16;0;0;5;2033;204;326;14;0;0;0;0;1291;2;7341;2397;0;0;4318;1549;6516;399;2032;4;1527;22;13;;1573;;;;105;0;1;34;47;2;2;;13;0;0
PERINAT;2021;420780637;CH DU GIER - MCO;420002495;TYPE1;;0;19;0;0;0;3;850;82;0;0;0;0;0;0;611;4;2668;0;0;0;1993;606;2300;94;445;0;602;4;4;;615;12032;7734;;51;0;1;69;43;53;3;0;3;0;0
PERINAT;2021;420782310;CLINIQUE DU RENAISON;420000853;;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;8;9;2;0;;0;0;0
PERINAT;2021;420785354;HOPITAL NORD - CHU42;420784878;TYPE3;;1;60;22;9;10;11;4346;757;880;2;82;2;319;18;2098;3;15415;6961;484;5420;7368;2878;13335;565;3844;21;2794;84;5;0;2994;10421;10771;314;107;1;1;661;664;386;57;13;69;1;526
PERINAT;2021;430000117;CH EMILE ROUX LE PUY;430000018;TYPE2;;1;21;6;0;0;3;1494;186;173;10;0;0;0;0;869;3;5429;1644;0;0;3093;997;4592;236;1363;0;981;16;11;;1017;7727;1927;47;26;0;1;214;219;163;9;;5;0;0
PERINAT;2021;430000190;CH DE BRIOUDE;430000034;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;217;1993;21;0;0;0;0;;0;0;;0;0;0
PERINAT;2021;440000016;CH DE SAINT NAZAIRE;440000057;TYPE2;EXT;1;41;8;4;0;7;3892;850;314;56;231;41;0;0;2396;3;12278;2330;1367;0;7819;2649;11305;481;2783;3;2608;41;13;;2708;18520;13419;49;288;0;1;689;719;435;55;0;20;0;0
PERINAT;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;TYPE3;EXT;1;73;18;21;18;12;5668;516;474;32;664;41;428;32;3311;38;26832;3938;9178;5840;12459;4006;22543;859;7318;22;3891;115;38;;4183;12841;9026;;238;0;1;1680;1766;707;76;;106;1;1019
PERINAT;2021;440000396;CH ERDRE ET LOIRE;440053643;TYPE1;;;15;;;;2;745;53;0;0;0;0;0;0;613;14;2783;0;0;0;2294;595;2568;100;526;4;595;0;12;;596;6142;6298;163;26;0;1;184;140;138;2;;1;0;0
PERINAT;2021;440000412;CLINIQUE BRETECHE VIAUD;440000941;TYPE1;;0;33;;;;5;1965;211;0;0;0;0;0;0;1618;15;7261;0;0;0;6134;1589;6861;293;1548;8;1573;16;13;0;1614;;;;62;0;1;108;155;74;4;5;15;1;194
PERINAT;2021;440000503;CH CNP SITE CHATEAUBRIANT;440000313;TYPE2;;1;15;4;0;0;4;881;116;127;4;0;0;0;0;492;0;3216;917;0;0;1905;552;2749;121;803;1;547;5;2;;561;6749;4616;;8;0;1;143;174;97;3;;0;0;0
PERINAT;2021;440029338;CLINIQUE MUTUALISTE JULES VERNE;440053411;TYPE2;;0;50;6;;;9;3864;349;375;36;0;0;0;0;2987;17;14034;1770;0;0;10467;3284;13435;535;2784;1;3245;39;15;;3336;;;;376;0;1;749;770;211;36;;33;1;315
PERINAT;2021;440033819;SANTE ATLANTIQUE;440006344;TYPE2;;1;89;6;;;12;5377;425;458;45;0;0;0;0;3852;4;20558;2909;0;0;14285;4191;18448;854;4776;4;4144;47;43;;4255;;;;143;0;0;0;0;0;0;;37;1;673
PERINAT;2021;450000047;CH DEZARNAULDS - GIEN;450000096;TYPE1;;0;20;;;;2;1110;120;0;0;0;0;0;0;681;3;3323;0;0;0;2087;769;2885;179;870;0;767;2;9;;780;7594;2362;3;81;0;1;123;166;75;3;;0;0;0
PERINAT;2021;450000062;CH AGGLOMERATION MONTARGOISE;450000104;TYPE2;;0;25;7;3;;3;1641;108;171;19;60;5;0;0;1091;2;5894;1226;721;0;3460;1227;5141;282;1605;3;1213;14;9;;1241;2034;3674;1087;101;5;1;291;325;278;16;;7;0;0
PERINAT;2021;450000070;CH PITHIVIERS;450000112;CPPR;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1974;6251;0;;;1;42;66;42;0;;0;0;
PERINAT;2021;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;TYPE3;EXT;1;87;13;9;14;8;6563;742;527;27;412;15;204;11;4218;13;25955;4611;2956;2890;15121;4676;22154;778;5735;43;4603;73;16;0;4814;9264;7186;0;282;257;1;1083;1090;555;83;5;48;1;332
PERINAT;2021;450010079;ORELIANCE - LONGUES ALLEES;450000195;TYPE2;;0;18;6;;;4;784;85;199;9;0;0;0;0;439;0;3038;618;0;0;1792;609;2825;171;865;0;606;3;2;;616;;;;4;0;0;0;0;0;0;;0;1;213
PERINAT;2021;460000045;CH FIGEAC SITE MAQUISARDS;460780083;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1809;1155;100;0;0;1;45;32;45;0;0;0;0;0
PERINAT;2021;460000052;CH ST JACQUES ST CERE;460780091;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;252;2752;52;0;0;0;0;;0;0;;0;0;0
PERINAT;2021;460000102;CH JEAN COULON GOURDON;460780208;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;201;1289;31;0;0;1;22;13;22;0;;0;0;0
PERINAT;2021;460000110;CH JEAN ROUGIER CAHORS;460780216;TYPE2;;;18;4;;;3;1098;125;195;46;0;0;0;0;629;0;3953;953;0;0;2295;759;3463;139;854;2;750;9;7;;775;7565;5916;24;23;0;1;254;251;157;13;;4;0;0
PERINAT;2021;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;TYPE1;;0;26;;;;4;570;51;0;0;0;0;0;0;401;5;2108;0;0;0;1437;403;1763;66;416;0;398;5;5;;408;;;;12;2;1;48;53;28;3;;2;0;0
PERINAT;2021;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;TYPE2;EXT;1;21;9;3;;4;1797;352;213;3;150;9;0;0;1082;0;6068;2352;1358;0;3649;1227;5397;263;1652;16;1211;16;1;;1254;10309;9163;;71;6;1;205;241;109;17;;3;0;0
PERINAT;2021;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;TYPE1;;;25;;;;4;876;65;0;0;0;0;0;0;624;11;2983;0;0;0;1995;649;2577;134;709;0;640;9;11;0;661;7610;10963;577;76;1;1;218;262;195;5;1;2;0;0
PERINAT;2021;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;TYPE1;;;17;;;;4;878;93;0;0;0;0;0;0;608;7;2962;0;0;0;2056;624;2609;132;751;1;616;8;11;;639;;7066;;54;0;1;121;76;75;2;;11;0;0
PERINAT;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;TYPE2;;;7;4;;;2;562;49;85;9;0;0;0;0;362;0;2070;355;0;0;1171;420;1814;124;710;0;415;5;2;;426;1785;3866;111;35;0;1;122;145;93;5;0;1;0;0
PERINAT;2021;490000049;CHR ANGERS SITE LARREY;490000031;TYPE3;;1;73;17;8;15;11;4813;264;586;85;287;19;289;12;3358;11;20254;4762;2044;5451;12551;3738;17682;770;5258;53;3652;86;5;;3872;3011;6616;649;229;0;1;1202;1213;594;68;1;76;1;462
PERINAT;2021;490000635;CH DE CHOLET;490000676;TYPE2;;1;30;10;3;;5;2474;128;227;25;183;22;0;0;1865;1;9344;1803;1304;0;6234;1996;8367;337;1994;1;1971;25;12;1;2039;17765;8526;270;126;0;1;367;398;195;29;;13;0;0
PERINAT;2021;490001765;CH DE SAUMUR;490528452;TYPE2;;0;18;6;;;4;1319;87;177;19;0;0;0;0;941;1;4392;1381;0;0;2870;1051;3993;188;903;0;1041;10;9;0;1070;6482;5160;54;120;0;1;243;249;175;16;;0;0;0
PERINAT;2021;490002037;POLYCLINIQUE DU PARC;490000890;TYPE1;;;25;;;;4;720;71;0;0;0;0;0;0;558;4;2361;0;0;0;1809;561;2081;112;536;0;557;4;4;;565;;;;48;0;1;1;0;0;0;;4;0;0
PERINAT;2021;490014909;CLINIQUE DE L'ANJOU;490008109;TYPE2;;1;38;6;;;6;2451;232;276;35;0;0;0;0;1772;2;9237;1728;0;0;6254;1966;8392;483;2439;3;1950;16;8;;1982;;;;61;0;0;0;0;0;0;;4;0;0
PERINAT;2021;500000021;CHAG - SITE AVRANCHES;500000054;TYPE2;INT;0;24;4;6;;4;1398;77;188;8;117;11;0;0;1030;0;6068;1771;547;0;4110;1117;5468;219;1378;3;1098;19;3;;1147;3868;4685;20;13;0;1;210;207;171;13;;6;0;0
PERINAT;2021;500000187;CHPC - SITE CHERBOURG;500000013;TYPE3;EXT;1;27;6;3;6;5;2677;492;353;34;112;12;170;26;1412;0;9626;2300;821;1369;4743;1706;7964;275;1988;19;1676;30;0;;1737;7182;7987;158;81;0;1;259;269;160;34;;14;0;0
PERINAT;2021;500000260;CHAG - SITE GRANVILLE;500000054;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;662;2892;56;0;0;0;0;0;0;0;;0;0;0
PERINAT;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;12;32;12;;;0;0;0
PERINAT;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;TYPE2;;;22;9;;;4;1919;135;280;48;0;0;0;0;1376;5;7681;1565;0;0;5613;1536;7169;255;1491;3;1511;25;21;;1569;13765;7988;;21;0;1;272;310;197;23;;16;0;0
PERINAT;2021;500000468;CHPC - SITE VALOGNES;500000013;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4271;51;;;0;;;;;;;0;
PERINAT;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;1;112
PERINAT;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;TYPE2;;1;12;6;;;3;1281;314;165;20;0;0;0;0;709;0;3649;802;0;0;2515;801;3342;168;894;1;793;8;3;;814;5148;2940;569;5;0;1;226;212;181;14;0;5;0;0
PERINAT;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;TYPE1;;0;19;;;;3;954;223;0;0;0;0;0;0;513;4;2841;0;0;0;1865;556;2456;135;681;0;551;5;3;;562;;;;15;0;1;209;238;133;5;;1;0;0
PERINAT;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1419;1180;143;0;0;1;15;21;15;0;1;0;0;0
PERINAT;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;TYPE3;INT;1;40;6;14;18;5;2955;165;30;12;569;16;381;22;1740;1;12487;49;5674;4252;5718;2102;9751;481;3138;45;2037;65;2;;2202;25270;5436;;127;2;1;466;541;220;59;10;67;1;230
PERINAT;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;TYPE2;;;55;12;3;;9;3845;312;631;12;107;3;0;0;2620;1;15359;2901;707;0;9348;3094;13545;665;3541;8;3042;52;10;;3159;;;;40;0;1;269;276;208;9;;55;1;698
PERINAT;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;TYPE2;;0;17;6;0;0;4;917;162;112;10;0;0;0;0;453;2;2870;789;0;0;1457;550;2331;116;630;0;545;5;10;;555;2676;1730;48;53;0;1;222;222;183;11;;3;0;0
PERINAT;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;209;2082;11;0;0;0;0;;0;0;;0;0;0
PERINAT;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;TYPE2;;;24;6;6;;3;1616;151;212;11;87;12;0;0;998;0;5493;1347;789;0;3066;1142;4713;252;1416;3;1127;15;6;;1157;11887;8705;210;141;0;1;189;179;188;1;2;6;0;0
PERINAT;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;TYPE1;EXT;0;22;;;;4;983;126;0;0;0;0;0;0;750;13;3491;0;0;0;2923;741;3256;130;765;0;734;7;13;;752;;;;19;0;1;73;55;50;0;;0;0;0
PERINAT;2021;530000173;CH DU NORD MAYENNE;530000074;TYPE1;;0;15;;;;2;792;86;0;0;0;0;0;0;633;10;2704;0;0;0;2286;630;2539;144;671;0;630;0;9;;638;2273;5224;277;18;0;1;120;107;73;6;;5;0;0
PERINAT;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;TYPE2;;1;20;9;3;;5;1605;254;319;12;35;4;0;0;1030;0;5883;2683;217;0;3937;1165;5421;229;1393;2;1150;15;3;;1198;;;;20;0;1;369;331;203;23;;1;0;0
PERINAT;2021;540000015;CHRU NANCY - MATERNITE;540023264;TYPE3;EXT;1;62;18;18;20;7;5694;1635;1259;55;522;24;516;39;1488;3;17357;5415;5459;7070;4450;2761;13183;604;4245;141;2682;79;7;;2869;32910;8181;579;135;39;1;961;890;665;92;5;75;1;336
PERINAT;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;TYPE1;;0;15;;;;2;831;160;0;0;0;0;0;0;565;9;2287;0;0;0;1839;559;2094;51;232;0;559;0;9;0;568;6885;1864;112;30;0;1;160;152;121;2;1;0;0;0
PERINAT;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;TYPE1;;0;13;;;;2;792;106;0;0;0;0;0;0;417;3;2334;0;0;0;1265;571;2097;78;383;0;566;5;7;;583;4548;5971;134;60;0;1;138;146;113;2;;3;0;0
PERINAT;2021;540000296;;540000106;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;;25;0;;0;0;
PERINAT;2021;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;TYPE1;;0;16;;;;;1042;289;0;0;0;0;0;0;636;8;2932;0;0;0;2330;632;2718;97;563;0;628;4;8;;641;4913;2450;157;11;2;1;219;224;188;3;;4;0;0
PERINAT;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;TYPE1;;0;21;;;;2;1475;807;0;0;0;0;0;0;440;7;2494;0;0;0;1623;436;1924;102;560;0;436;0;7;;440;;;;1;0;1;212;199;186;9;;1;0;0
PERINAT;2021;540013224;POLYCLINIQUE MAJORELLE;540000536;TYPE2;;1;47;6;6;0;8;3349;682;351;10;189;10;0;0;1846;1;9859;1914;1671;0;5461;2120;8361;478;2600;2;2077;43;6;;2166;;;;298;0;1;285;316;226;6;;11;1;228
PERINAT;2021;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;TYPE2;;;18;4;;;3;1446;205;169;32;0;0;0;0;738;2;5227;936;0;0;2317;855;3876;142;949;0;840;15;9;;874;29247;5572;650;91;0;1;75;89;61;0;;9;0;0
PERINAT;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;841;1917;81;;;1;22;17;22;;0;;0;
PERINAT;2021;550000178;POLYCLINIQUE DU PARC;550000293;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;1;0;0;;0;0;0
PERINAT;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;CPPR;;;0;;;;;536;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2465;2072;81;0;0;1;148;162;123;3;0;0;0;0
PERINAT;2021;560000127;CHBA SITE DE VANNES;560023210;TYPE3;;1;38;8;10;6;5;2558;234;310;1;210;18;215;13;1645;7;10112;3066;1630;3093;5632;1923;8961;451;2891;5;1872;51;7;;1995;2988;4247;235;109;0;1;539;584;193;41;18;27;0;0
PERINAT;2021;560000135;GHBS- HÔPITAL DU SCORFF;560005746;TYPE2;;1;40;12;6;;7;3820;717;434;14;169;33;0;0;2281;11;13350;3494;998;0;8278;2553;11913;508;3172;2;2512;41;14;;2614;19999;15790;300;99;119;1;725;675;472;35;2;33;1;212
PERINAT;2021;560000143;CHCB- SITE KÉRIO;560014748;TYPE2;;1;15;4;;;5;1422;314;206;28;0;0;0;0;732;3;4524;1016;0;0;2572;844;3779;223;1323;2;827;17;6;;870;;;;62;0;1;216;245;128;9;;3;0;0
PERINAT;2021;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;TYPE1;;0;16;;;;3;859;78;0;0;0;0;0;0;647;6;2765;0;0;0;2256;638;2523;134;634;0;631;7;6;;648;9559;3988;329;33;0;1;104;114;63;5;;0;0;0
PERINAT;2021;560000200;CHBA SITE D'AURAY;560023210;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;868;2162;262;;;1;38;24;38;0;;0;0;
PERINAT;2021;560007510;POLYCLINIQUE DE KERIO;560001307;;;;0;;;;;13;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;29;14;24;0;;0;0;0
PERINAT;2021;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;TYPE2;;1;31;4;;;4;1361;161;349;10;0;0;0;0;724;2;4621;1101;0;0;2405;1043;4268;222;1141;3;1040;3;10;;1068;;;;65;3;1;2;5;0;0;;6;0;0
PERINAT;2021;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;TYPE2;;0;18;11;7;;3;1463;110;329;45;242;20;0;0;796;0;5147;1477;2672;0;2268;991;3871;237;1327;17;973;18;8;0;1019;12725;1570;79;218;0;1;209;226;181;4;1;3;0;0
PERINAT;2021;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;TYPE1;;;28;;;;4;1149;114;0;0;0;0;0;0;831;13;3436;0;0;0;2459;837;2896;192;917;0;836;1;14;;841;;;;167;0;1;189;259;138;2;;0;0;0
PERINAT;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;TYPE1;;0;12;;;;2;384;65;0;0;0;0;0;0;256;4;1149;0;0;0;884;260;1061;60;301;0;260;0;7;;263;4496;2874;280;14;0;1;3;48;2;0;;0;0;0
PERINAT;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;TYPE2;;1;36;12;6;0;6;3392;587;297;12;209;19;0;0;1985;8;10696;3258;1395;0;6294;2222;9024;401;2228;8;2200;22;7;;2250;12450;5219;134;207;5;1;335;350;307;29;;20;0;0
PERINAT;2021;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;90;92;75;;;0;0;0
PERINAT;2021;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;TYPE1;;;25;0;0;;5;2000;373;153;13;0;0;0;0;1356;11;6419;737;0;0;4511;1485;6012;311;1613;0;1470;15;20;;1507;;;;75;0;1;91;135;62;0;;4;0;0
PERINAT;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454;417;23;;;0;;;;;;;0;
