BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;1;5;;0;;0;;1;;0;;6;;;1;;;12;;;1795;3702;5497;4095;;0;2;2;2;;0;0;0;0;;7;47;54;8;;476;2307;2783;1790;;32;186;218;0;
BLOCS;2021;590008041;POLYCLINIQUE VAUBAN;590008033;1;12;;;;2;1;;;1;1;15;2;;2;;;19;;;2998;5331;8329;6894;;0;0;0;0;;1258;125;1383;439;;938;311;1249;884;;1664;5764;7428;4495;;13;148;161;155;
BLOCS;2021;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;3;6;;1;;;;;;;;7;;2;2;;;9;;4;2095;2995;5090;3700;;514;35;549;212;;0;0;0;0;;3;28;31;0;;883;5117;6000;3594;;19;8;27;0;
BLOCS;2021;590780060;INSTITUT OPHTALMIQUE;590000022;1;4;0;0;0;0;0;0;;2;0;6;0;;1;0;;7;0;;256;10758;11014;10426;;0;0;0;0;;0;0;0;0;;0;0;0;0;;2;35;37;0;;5;115;120;0;
BLOCS;2021;590780250;CLINIQUE LILLE SUD;590053955;1;9;;;;;;;;;;9;;;1;;;14;;;1874;31562;33436;27310;;0;0;0;0;;0;0;0;0;;0;0;0;0;;2;49;51;17;;0;34;34;0;
BLOCS;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;3;14;;3;;1;;2;;;;20;;;3;;;31;;;11109;7511;18620;15935;;893;175;1068;561;;1852;29;1881;1471;;338;346;684;352;;1998;15435;17433;10300;;15;357;372;271;
BLOCS;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;1;7;;;;1;;1;;4;;13;;;1;;;10;;;3467;1822;5289;4447;;0;0;0;0;;2065;11;2076;697;;383;475;858;327;;2324;1397;3721;2361;;15;199;214;75;
BLOCS;2021;590780342;CLINIQUE AMBROISE PARE;590053955;1;4;;;;;;;;;;4;;;1;;;8;;;65;8370;8435;8158;;0;0;0;0;;0;0;0;0;;0;168;168;0;;0;0;0;0;;0;1;1;0;
BLOCS;2021;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;5;10;;;;1;;2;;1;;14;;;3;;2;19;;9;5408;10881;16289;14902;;0;0;0;0;;612;140;752;62;;319;307;626;204;;2196;9759;11955;7445;;11;392;403;233;
BLOCS;2021;590781571;CLINIQUE DU CAMBRESIS;590000402;1;4;1;;;;;;;;;4;1;;1;1;;8;8;;1609;2367;3976;3716;;0;0;0;0;;0;0;0;0;;7;946;953;0;;1;5;6;6;;0;1;1;1;
BLOCS;2021;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;1;8;;;;;;;;;;8;;;1;;;14;;;4081;4306;8387;8239;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2021;590782298;POLYCLINIQUE DU PARC;590000675;1;11;;1;;0;;1;;0;;13;;;1;;;23;;;4232;7210;11442;10542;;326;47;373;362;;0;0;0;0;;1;0;1;0;;223;4637;4860;2689;;0;34;34;10;
BLOCS;2021;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;1;;;;;;;;;;;;;2;;;1;;;4;1;496;497;433;;0;0;0;0;;0;0;0;0;;3;1004;1007;0;;7;1544;1551;679;;0;19;19;9;
BLOCS;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;3;6;;1;;1;;2;;1;;11;;;2;;;14;;;3995;7031;11026;10142;;636;144;780;549;;491;14;505;368;;1372;120;1492;1354;;1072;14273;15345;9060;;5;43;48;9;
BLOCS;2021;590784864;HOP CALMETTE CHR LILLE;590780193;;;;;;;;;;;;;;;;;;;;;18;0;18;5;;0;0;0;0;;0;0;0;0;;1;0;1;1;;155;0;155;32;;0;0;0;0;
BLOCS;2021;590785374;CLINIQUE TEISSIER;620001834;1;;;;;;;1;1;;;1;1;;;;;;;;6;3;9;0;;0;0;0;0;;0;0;0;0;;1;0;1;0;;188;230;418;0;;0;0;0;0;
BLOCS;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;10;;;;5;;;;;;15;;;1;;;12;;;4329;277;4606;3825;;4;0;4;4;;3091;443;3534;833;;797;202;999;581;;1011;476;1487;471;;2;10;12;0;
BLOCS;2021;590788964;SARL CLINIQUE DU PARC;590001756;1;2;;0;;1;;1;;0;;4;;;1;;0;8;;0;381;2720;3101;2781;;0;0;0;0;;5;0;5;0;;1;0;1;1;;175;2730;2905;1643;;0;575;575;0;
BLOCS;2021;590790655;SAINT ROCH CHIRURGIE;440052041;1;5;5;;;;;;;;;5;5;;1;;;8;;;1028;1270;2298;1576;;0;0;0;0;;0;0;0;0;;0;59;59;0;;2;112;114;3;;277;8;285;0;
BLOCS;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;8;41;6;;;3;;;;;;44;6;;7;;;51;;;15906;12385;28291;21828;;12;3;15;13;;17;5;22;13;;343;38;381;198;;2815;217;3032;478;;4;117;121;89;
BLOCS;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;1;7;;1;;;;1;;;;9;;;4;;;13;;;2694;5471;8165;6095;;1285;84;1369;458;;90;5;95;3;;4;93;97;0;;958;3447;4405;2120;;5;93;98;0;
BLOCS;2021;590801106;HOPITAL VICTOR PROVO;590782421;1;6;2;2;2;2;1;1;0;0;0;11;5;2;1;1;;24;24;;5580;4809;10389;7749;8834;2021;404;2425;969;22;792;15;807;0;13;315;61;376;93;268;2909;3489;6398;3602;7431;12;144;156;88;328
BLOCS;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;2;7;;1;;;;;;;;8;;;1;;;9;;;4798;2305;7103;5845;4258;726;220;946;399;23;181;2;183;1;;190;135;325;175;;1942;1499;3441;1679;1275;14;29;43;16;448
BLOCS;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;5;25;;;;2;;4;;;;31;;;5;;;42;;;9533;5938;15471;11243;;0;0;0;0;;4;0;4;2;;849;144;993;511;;5339;4946;10285;5308;;154;407;561;32;
BLOCS;2021;590813176;CLINIQUE DES HETRES;590005278;1;5;;0;;0;;1;;0;;6;;;1;;;9;;;960;1287;2247;1558;;4;7;11;7;;0;0;0;0;;0;0;0;0;;80;2191;2271;1242;;0;6;6;2;
BLOCS;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;1;6;0;1;;;;;;;;7;0;;1;;;12;;;1371;3142;4513;4013;;261;8;269;136;;0;0;0;0;;26;16;42;23;;456;376;832;705;;16;23;39;12;
BLOCS;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;8;7;;;;;;1;;;;8;;;1;;;12;;;1719;3494;5213;4054;;2;17;19;19;;32;0;32;0;;52;48;100;82;;417;1243;1660;1140;;5;74;79;72;
BLOCS;2021;590815056;CLINIQUE DE FLANDRE;590005492;1;6;0;0;0;0;0;1;0;1;0;8;0;;1;0;;11;;;1925;3048;4973;4566;;0;0;0;0;;0;0;0;0;;143;39;182;149;;420;6871;7291;4588;;1;20;21;17;
BLOCS;2021;590816310;CLINIQUE SAINT AME;590000048;2;6;1;1;1;0;0;3;0;0;0;10;2;0;2;2;0;20;20;0;2480;4463;6943;6304;0;297;84;381;357;0;0;0;0;0;0;10;212;222;1;0;992;7645;8637;5291;0;2;65;67;9;0
BLOCS;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;1;5;;;;;;1;;2;;8;;;1;;;10;;;952;4333;5285;4328;;0;4;4;4;;0;0;0;0;;1;0;1;1;;563;6409;6972;3933;;1;11;12;1;
BLOCS;2021;600000053;CH GHPSO SENLIS;600101984;1;2;1;1;;;;;;;;3;1;;1;;;8;;;659;1010;1669;1423;1005;1853;86;1939;744;37;4;0;4;0;;0;0;0;0;;208;860;1068;651;202;2;20;22;0;46
BLOCS;2021;600000186;CH CLERMONT;600100648;1;2;2;;;;;1;;;;3;2;;1;;;4;;;748;859;1607;1306;234;0;1;1;1;;0;0;0;0;;2;0;2;0;;190;256;446;266;20;1;0;1;0;
BLOCS;2021;600000194;CH BEAUVAIS;600100713;1;8;1;1;1;0;0;2;1;0;0;11;3;;1;1;;14;14;;3284;2985;6269;4685;;1334;220;1554;716;;687;20;707;1;;42;2;44;7;;2349;854;3203;1630;;9;2;11;0;
BLOCS;2021;600000285;CH CHICN NOYON;600100721;1;0;;;;;;;;;;0;;3;;;1;;;5;3;0;3;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;13;2;15;1;;0;0;0;0;
BLOCS;2021;600000467;CH GHPSO CREIL;600101984;1;3;1;;;1;;1;;;;5;1;;1;;;12;;;2563;2071;4634;3797;3576;0;0;0;0;;939;20;959;43;2;61;24;85;0;;2210;952;3162;1341;1484;7;15;22;1;278
BLOCS;2021;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;1;6;;;;;;;;2;;8;;;1;;;11;;;894;3904;4798;4578;;0;0;0;0;;0;0;0;0;;0;0;0;0;;197;2643;2840;1974;;0;0;0;0;
BLOCS;2021;600013999;CENTRE CHIRURGICAL;600008635;1;0;;0;;0;;0;;0;;0;;2;0;;1;0;;5;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;5601;5601;3493;;0;0;0;0;
BLOCS;2021;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;6;;;;;;;;2;;8;;;1;;;11;;;711;1569;2280;1979;;0;0;0;0;;0;0;0;0;;1;0;1;0;;434;181;615;494;;5;4;9;9;
BLOCS;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;6;6;1;1;;;3;2;;;10;9;4;1;1;1;16;4;2;4705;11251;15956;14488;;512;50;562;284;;0;0;0;0;;473;392;865;268;;2287;8147;10434;7191;4978;14;91;105;84;
BLOCS;2021;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;1;7;;;;;;1;;;;8;;;1;;;14;;;1691;3841;5532;4748;;0;1;1;1;;0;0;0;0;;78;200;278;63;;1065;6127;7192;5070;;3;37;40;36;
BLOCS;2021;600113476;CH CHICN COMPIÈGNE;600100721;1;5;5;1;1;2;2;1;1;0;0;9;9;0;1;0;0;12;0;0;3977;2215;6192;5171;;1014;129;1143;503;;828;1;829;88;;19;97;116;0;;2870;1042;3912;1866;;9;20;29;1;
BLOCS;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;2;1;0;0;0;0;1;0;0;0;3;1;0;1;0;0;7;0;0;825;583;1408;1146;186;236;51;287;179;0;3;0;3;2;0;1;0;1;0;0;209;548;757;507;132;1;2;3;0;0
BLOCS;2021;610000051;CHICAM - SITE ALENCON;610780082;1;4;;1;;;;1;;1;;7;;0;1;;;7;;;2811;1153;3964;2625;4401;711;72;783;327;23;113;1;114;18;2;0;333;333;0;1;1504;939;2443;1360;1209;4;11;15;1;146
BLOCS;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;5;;;;;;1;;;;6;;;1;;;9;;;2107;2164;4271;2919;1056;421;23;444;151;0;51;1;52;7;0;0;0;0;0;0;747;747;1494;835;1874;1;5;6;0;183
BLOCS;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;1;;;;;;1;;;;2;;;1;;;2;;;16;4;20;1;49;0;0;0;0;;1;0;1;0;;0;1;1;0;0;44;1;45;0;148;0;0;0;0;
BLOCS;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;1;5;1;1;1;;;1;;;;7;2;;1;;;12;;;2653;1560;4213;3682;;572;47;619;224;;40;0;40;33;;3;0;3;2;;987;2032;3019;1909;;5;40;45;1;
BLOCS;2021;610006421;CLINIQUE D'ALENCON;610006413;1;6;;;;;;1;;;;7;;;1;;;10;;;727;2185;2912;2523;271;0;0;0;0;0;0;0;0;0;0;0;101;101;0;0;174;2236;2410;1991;1022;1;51;52;50;0
BLOCS;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;2;8;;;;;;1;;;;9;;;2;;;15;;;3944;2393;6337;6049;;0;0;0;0;;0;0;0;0;;3;2;5;1;;232;661;893;409;;14;71;85;3;
BLOCS;2021;620000034;CH ARRAS;620100057;2;7;2;1;1;1;1;7;;0;;16;4;;1;1;;15;15;;2894;2291;5185;4052;;1609;235;1844;705;;303;76;379;4;0;369;209;578;329;0;2313;2301;4614;2448;0;1;19;20;3;0
BLOCS;2021;620000224;CH BETHUNE;620100651;2;3;;1;;;;1;;;;5;;;1;;;6;;;2934;1134;4068;2914;;542;192;734;259;;3;0;3;0;;141;34;175;44;;2912;1988;4900;2401;;2;29;31;22;
BLOCS;2021;620000257;CH LENS;620100685;5;7;1;2;2;4;;1;;1;;15;3;;3;;;13;;;5011;7214;12225;8142;;1624;453;2077;936;;1603;536;2139;194;;507;289;796;292;;2571;1596;4167;2237;;27;89;116;52;
BLOCS;2021;620000323;CH CALAIS;620101337;2;6;1;1;1;0;0;2;0;0;0;9;2;0;2;0;0;15;0;0;2625;2550;5175;4117;185;1503;181;1684;692;;33;0;33;0;;8;4;12;11;;1210;1563;2773;1473;803;3;79;82;23;
BLOCS;2021;620000349;CH REGION DE ST OMER;620101360;1;5;1;1;1;0;;0;;0;;6;2;;1;1;;9;1;;2688;1971;4659;3796;;714;104;818;283;;117;0;117;20;;2;82;84;0;;1350;1133;2483;1004;;9;57;66;22;
BLOCS;2021;620000653;CH BOULOGNE-SUR-MER;620103440;2;11;;1;1;2;1;1;;;;15;2;;1;;;11;;;5640;4475;10115;7528;217;711;99;810;332;0;774;84;858;22;0;236;82;318;225;0;3048;1103;4151;1781;182;18;106;124;87;0
BLOCS;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;2;5;;1;;;;2;;;;8;;;1;;;10;;;2780;1451;4231;3218;;572;118;690;348;;1;0;1;1;;481;140;621;462;;1189;1796;2985;1589;;3;46;49;1;
BLOCS;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;10;2;0;0;0;0;2;0;0;0;12;2;;2;1;;20;10;;3657;4557;8214;7229;;0;0;0;0;;28;0;28;0;;2;92;94;0;;1869;5585;7454;5004;;1;80;81;76;
BLOCS;2021;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;1;8;;;;;;1;;;;9;;;2;;;16;;;3898;5387;9285;8120;;0;1;1;1;;0;0;0;0;;0;0;0;0;;745;4848;5593;3255;;5;64;69;62;
BLOCS;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;1;7;1;1;;;;1;;;;9;1;;1;;;14;;;2438;3600;6038;5443;;350;46;396;221;;42;0;42;1;;0;357;357;0;;1173;2587;3760;2212;;11;128;139;42;
BLOCS;2021;620033761;CARDIOLOGIE INTERVENTION ARTOIS;620023770;1;2;;;;;;;;;;2;;;;;;;;;902;0;902;902;;0;0;0;0;;353;0;353;353;;15;0;15;15;;13;0;13;13;;0;0;0;0;
BLOCS;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;1;12;2;1;1;;;3;;;;16;3;;1;;;23;;;5317;7564;12881;11697;;300;58;358;321;;0;0;0;0;;8;88;96;0;;1334;6375;7709;5448;;4;61;65;11;
BLOCS;2021;620100487;CLINIQUE DES ACACIAS;620000125;1;4;4;0;0;0;0;0;0;0;0;4;4;0;1;1;0;8;8;0;1075;1320;2395;2122;;0;0;0;0;;0;0;0;0;;0;6;6;0;;194;2634;2828;1645;;0;1;1;1;
BLOCS;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;1;8;8;1;1;;;1;1;1;1;11;11;;1;;;18;;;2399;4893;7292;6168;;165;29;194;193;;64;2;66;0;;4;135;139;7;;565;4279;4844;2971;;9;235;244;118;
BLOCS;2021;620100750;CLINIQUE AMBROISE PARE;620000273;1;5;;;;;;1;;;;6;;;1;;;9;;;1929;2562;4491;3698;;0;0;0;0;;9;0;9;0;;214;247;461;351;;460;2873;3333;1603;;10;6;16;1;
BLOCS;2021;620101311;CLINIQUE DES 2 CAPS;620027763;1;6;;;;;;1;;;;7;;;1;;;11;;;2189;8407;10596;8984;;0;0;0;0;;17;0;17;0;;10;268;278;0;;726;3881;4607;2994;;6;52;58;54;
BLOCS;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1;11;;0;;1;;1;;0;;13;;;1;;;21;;;4003;5908;9911;8759;;0;0;0;0;;1874;110;1984;1474;;375;660;1035;468;;1252;4121;5373;3276;;9;185;194;177;
BLOCS;2021;620116046;CLINIQUE DES 7 VALLEES;620035303;1;;;;;;;;;;;;;3;;;1;;;4;0;1197;1197;1090;;0;0;0;0;;0;0;0;0;;0;43;43;0;;0;1255;1255;703;;0;3;3;3;
BLOCS;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;1;7;;1;;2;;1;;;;11;;;1;;;17;;;4462;4921;9383;7818;;473;10;483;219;;811;6;817;630;;923;625;1548;1195;;1078;3764;4842;2898;;2;17;19;9;
BLOCS;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;19;1;;;12;;1;;2;;34;1;;3;1;;30;6;;12566;4398;16964;12225;3261;2;1;3;3;0;4478;478;4956;1214;9;1027;260;1287;915;5;2631;574;3205;1949;5494;197;978;1175;6;918
BLOCS;2021;630000412;CH D'AMBERT;630780997;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;24;6;30;5;0;0;0;0;0;0;4;0;4;1;0;1;0;1;0;0;157;532;689;421;0;1;0;1;0;0
BLOCS;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;2;;1;;0;;1;;0;;4;;;1;;;6;;;1180;978;2158;1875;;458;83;541;194;;1;0;1;0;;4;1;5;2;;593;1768;2361;1446;;7;0;7;4;
BLOCS;2021;630000438;CH DE RIOM;630781011;1;3;0;;;;;;;;;3;0;;1;;;7;;;712;1262;1974;1256;;0;0;0;0;;21;0;21;0;;1;0;1;0;;406;1217;1623;959;;2;19;21;21;
BLOCS;2021;630000446;CH DE THIERS;630781029;1;1;1;1;0;0;0;1;0;0;0;3;1;1;1;0;0;5;0;0;801;412;1213;1019;;238;31;269;126;;0;0;0;0;;1;0;1;0;;471;1220;1691;1173;;2;0;2;1;
BLOCS;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;5;;0;;1;;0;;1;;7;;0;1;;;7;;;4897;2336;7233;4856;1754;0;0;0;0;0;0;1;1;1;0;9;0;9;7;0;542;261;803;364;280;71;3;74;4;0
BLOCS;2021;630780211;POLE SANTE REPUBLIQUE;630000107;1;12;1;;;;;2;;;;14;1;;3;1;;29;17;;6368;5251;11619;9328;;0;0;0;0;;2588;63;2651;2272;;686;434;1120;658;;1499;5971;7470;5259;;26;345;371;23;
BLOCS;2021;630780369;CLINIQUE DE LA PLAINE;630000164;2;4;0;0;;0;;3;;0;;7;0;;2;;;13;;;1042;5102;6144;4692;;0;0;0;0;;0;0;0;0;;4;394;398;0;;427;9706;10133;6621;;2;22;24;9;
BLOCS;2021;630781268;HOPITAL ESTAING - CHU63;630780989;1;11;2;3;2;1;0;3;0;0;0;18;4;0;4;1;1;21;4;8;8560;3227;11787;8897;4211;2933;553;3486;1411;314;13;0;13;8;0;464;2;466;138;0;3360;3437;6797;4381;1779;70;34;104;1;384
BLOCS;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;3;10;;1;;1;;2;;;;14;;11;1;;2;22;;17;10983;30877;41860;39280;;1240;145;1385;547;;0;0;0;0;;304;493;797;256;;1798;4157;5955;4933;;35;570;605;9;
BLOCS;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;12;1;1;1;1;1;2;;0;;16;3;;2;;;24;;;6930;3745;10675;8105;5324;1608;390;1998;825;73;21;2;23;18;0;568;107;675;400;0;2939;3016;5955;3677;1749;72;32;104;7;25
BLOCS;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;1;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;2;0;0;86;18;104;17;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;197;489;686;415;0;0;0;0;0;0
BLOCS;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;1;3;1;;;;;1;;;;4;1;;1;;;6;;;1178;1466;2644;1978;1719;0;0;0;0;;25;1;26;0;;0;1;1;0;;296;1021;1317;761;860;0;4;4;0;13
BLOCS;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;3;12;2;1;1;3;0;1;0;4;0;21;3;;1;0;;15;0;;6902;5167;12069;7807;3795;978;312;1290;724;8;1506;468;1974;364;2;672;113;785;579;4;2162;1697;3859;2020;3261;64;24;88;17;349
BLOCS;2021;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;1;0;;;;3;1;;;;;3;1;;1;;;5;;;224;5;229;14;;0;0;0;0;;3365;48;3413;2764;;485;1;486;455;;37;0;37;5;;5;0;5;0;
BLOCS;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;1;1;1;1;;1;;1;;;;4;1;;1;;;6;;;594;1902;2496;1011;;183;12;195;86;;4;0;4;2;;6;32;38;3;;148;1027;1175;697;;0;0;0;0;
BLOCS;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;1;13;;1;;1;;3;;;;18;;0;4;;;40;;;10490;9191;19681;16559;;339;126;465;447;;0;0;0;0;;756;473;1229;727;;3915;11166;15081;9106;;58;348;406;53;
BLOCS;2021;640019220;POLYCLINIQUE MARZET - SITE DE NAVARRE;640000451;1;17;2;;;;;2;2;;;19;4;;2;;;27;;;3074;4399;7473;6584;;0;0;0;0;;0;0;0;0;;243;530;773;259;;1637;3956;5593;4141;;2;41;43;37;
BLOCS;2021;640780268;CLINIQUE DELAY;640000113;1;5;1;;;;;;;1;;6;1;;1;;;10;;;763;9310;10073;9034;;0;0;0;0;;0;0;0;0;;6;1;7;1;;10;0;10;7;;0;8;8;0;
BLOCS;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;2;8;;;;;;1;;1;;10;;;1;;;19;;;4509;13165;17674;14829;;0;0;0;0;;2;0;2;1;;1;960;961;0;;397;2609;3006;1669;;0;6;6;4;
BLOCS;2021;640780557;CENTRE MEDICAL TOKI EDER;640000238;1;;;;;;;1;;3;;4;;;;;;;;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;17;0;17;0;;0;0;0;0;
BLOCS;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;2;8;5;0;0;0;0;1;1;0;0;9;6;3;2;1;2;15;12;9;2414;6752;9166;4570;;0;3;3;3;;27;1;28;1;;0;0;0;0;;881;2934;3815;2432;;3;14;17;0;
BLOCS;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;1;17;2;1;;0;;2;;;;20;2;;2;;;27;27;;5858;7883;13741;12144;;928;111;1039;470;;0;0;0;0;;1;0;1;1;;2108;3728;5836;4476;;16;1128;1144;38;
BLOCS;2021;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;1;1;;;;2;2;2;2;;;5;4;;1;;;3;;;69;13;82;1;;0;0;0;0;;959;7;966;738;;29;1;30;29;;15;2;17;2;;0;0;0;0;
BLOCS;2021;650000045;CH LOURDES;650780158;1;4;1;0;;0;;2;1;0;;6;2;;1;1;;4;4;;660;595;1255;1008;;0;1;1;1;;76;0;76;10;;1;32;33;2;;230;829;1059;652;;0;22;22;0;
BLOCS;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;4;9;;1;;4;;2;;0;;16;;;1;;;12;;;3392;4065;7457;4103;1895;605;123;728;424;0;601;217;818;52;2;2;0;2;1;0;1372;2070;3442;1813;1993;6;53;59;3;257
BLOCS;2021;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;650000243;1;8;3;;;;;1;;;;9;3;;1;1;;14;10;;3228;7179;10407;8079;;0;0;0;0;;2;2;4;0;;370;272;642;412;;1541;2249;3790;2867;;11;96;107;104;
BLOCS;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;1;3;3;1;;1;;1;;;;6;3;;1;1;;7;2;;1054;573;1627;1252;;503;40;543;257;;1013;55;1068;845;;58;12;70;62;;120;324;444;262;;22;31;53;0;
BLOCS;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;3;3;0;;0;;1;1;;;4;4;;1;1;;5;5;;1102;1870;2972;2770;370;0;0;0;0;;0;0;0;0;;0;0;0;0;;192;837;1029;606;154;2;6;8;3;0
BLOCS;2021;660000084;CH PERPIGNAN;660780180;6;13;2;1;1;2;1;1;;;;17;4;16;1;1;0;18;4;0;6652;2219;8871;6103;;1498;250;1748;862;;1690;28;1718;1388;;465;39;504;244;;4194;1601;5795;2661;;156;27;183;24;
BLOCS;2021;660006305;CL MUTUALISTE CATALANE;340028901;1;12;;0;;0;;2;;;;14;;;1;;;21;;;3690;13032;16722;16002;;0;0;0;0;;0;0;0;0;;0;60;60;0;;634;4525;5159;3123;;6;186;192;14;
BLOCS;2021;660780628;CL DU VALLESPIR;660000282;1;2;0;0;0;0;0;1;0;0;0;3;0;;1;0;;5;0;;421;2166;2587;2114;1222;0;0;0;0;;0;0;0;0;;0;7;7;0;;157;1478;1635;887;;0;36;36;10;
BLOCS;2021;660780669;POLYCL MEDITERRANEE;660000324;1;4;4;1;1;0;0;0;0;0;0;5;5;;1;1;;12;12;;1272;1953;3225;2407;;1694;256;1950;746;;0;0;0;0;;0;0;0;0;;6;82;88;73;;2;56;58;12;
BLOCS;2021;660780776;CL ST MICHEL;660000399;1;3;3;;;;;1;1;;;4;4;;1;;;5;;;744;1078;1822;1278;;0;0;0;0;;2;0;2;0;;0;0;0;0;;196;894;1090;593;;2;10;12;0;
BLOCS;2021;660780784;CL ST PIERRE;660000407;3;9;;;;4;;2;;2;;17;;;3;;;16;;;7215;4503;11718;8496;;5;97;102;102;;3411;104;3515;2991;;742;158;900;810;;1999;7988;9987;5435;;5;52;57;14;
BLOCS;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;3;19;10;;;;;2;2;1;;22;12;;3;1;;28;5;;5464;11483;16947;14639;;0;0;0;0;;39;0;39;6;;4;0;4;2;;3813;6244;10057;6597;;29;157;186;130;
BLOCS;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;5;16;2;;;11;2;6;;1;;34;4;2;3;1;0;41;6;0;9601;3316;12917;2684;3684;0;0;0;0;0;3441;395;3836;387;1;1009;232;1241;329;67;5916;2354;8270;500;2107;110;35;145;0;1607
BLOCS;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;4;8;;1;;3;;2;;;;14;;;1;;;14;;;5526;3570;9096;7411;2759;1054;54;1108;363;0;1799;22;1821;136;0;436;185;621;149;1;2113;3136;5249;2457;1095;29;325;354;1;247
