BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2021;540008364;USLD CH TOUL;540000049;N2510;;25;13.29;1
USLD_P;2021;540008364;USLD CH TOUL;540000049;NAUT;;34;9.24;1
USLD_P;2021;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;MEDCH;1;0;0.39;0
USLD_P;2021;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;N2210;3;;3;0
USLD_P;2021;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;N2510;7;1;7.5;0
USLD_P;2021;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;N3120;;1;0.1;0
USLD_P;2021;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;NAUT;2;;2;0
USLD_P;2021;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;M1320;2;;1.03;0
USLD_P;2021;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;MEDCH;2;1;1.42;0
USLD_P;2021;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;N2210;7;3;9.2;0
USLD_P;2021;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;N2510;33;8;37.81;0
USLD_P;2021;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;NAUT;18;2;16.21;0
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;MEDCH;;1;0.6;
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;N2210;2;5;4.77;
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;N2410;;1;0.25;
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;N2460;;1;0.37;
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;N2510;8;6;12.19;
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;N3120;;1;0.11;
USLD_P;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;NAUT;3;12;5.18;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;MEDCH;;2;0.33;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;N2210;7;1;7.5;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;N2410;;1;0.2;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;N2460;;2;0.17;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;N2510;9;3;11.68;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;N3120;;1;0.1;
USLD_P;2021;550000251;CHS DE FAINS-VEEL;550000095;NAUT;10;4;9.5;
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;M1320;;1;0.5;1
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;MEDCH;;1;0.5;1
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2210;8;;8;0
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2410;;2;0.19;1
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2460;;2;0.13;1
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2510;12;4;14.83;0
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N3120;;;;1
USLD_P;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;NAUT;2;14;6.8;1
USLD_P;2021;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;MEDCH;2;;1.87;
USLD_P;2021;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;N2210;6;;6.75;0
USLD_P;2021;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;N2460;;;0.1;1
USLD_P;2021;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;N2510;17;1;19.16;0
USLD_P;2021;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;NAUT;1;;3.51;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;M1320;;2;0.7;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;MEDCH;;2;0.7;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;N2210;1;20;8.71;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;N2410;;3;1.4;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;N2460;;1;0.8;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;N2510;19;12;23.25;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;N3120;;1;0.1;1
USLD_P;2021;560000127;CHBA SITE DE VANNES;560023210;NAUT;2;45;16.14;1
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;M1320;;2;0.7;1
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;MEDCH;;2;0.7;1
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;N2210;;5;1.78;1
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;N2410;;1;0.5;
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;N2510;;14;7.32;1
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;N3120;;1;0.1;
USLD_P;2021;560000200;CHBA SITE D'AURAY;560023210;NAUT;;13;3.04;1
USLD_P;2021;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;MEDCH;;1;0.8;0
USLD_P;2021;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;N2210;5;2;8.68;1
USLD_P;2021;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;N2510;22;4;18.74;1
USLD_P;2021;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;NAUT;6;2;13.15;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;M1320;;1;0.25;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;MEDCH;;1;0.25;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;N2210;;8;3.7;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;N2410;;1;0.15;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;N2460;;1;0.1;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;N2510;;26;5.73;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;N3120;;;;1
USLD_P;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;NAUT;;12;1.93;1
USLD_P;2021;560003980;GHBS - HOPITAL DE KERBERNES;560005746;MEDCH;;2;0.79;1
USLD_P;2021;560003980;GHBS - HOPITAL DE KERBERNES;560005746;N2210;6;2;7.97;1
USLD_P;2021;560003980;GHBS - HOPITAL DE KERBERNES;560005746;N2510;11;3;13.48;1
USLD_P;2021;560003980;GHBS - HOPITAL DE KERBERNES;560005746;NAUT;9;2;13.54;1
USLD_P;2021;560010092;USLD UHR EPSM MORBIHAN;560002032;MEDCH;;2;0.97;1
USLD_P;2021;560010092;USLD UHR EPSM MORBIHAN;560002032;N2210;9;2;10.5;1
USLD_P;2021;560010092;USLD UHR EPSM MORBIHAN;560002032;N2510;24;1;24.76;0
USLD_P;2021;560010092;USLD UHR EPSM MORBIHAN;560002032;N3120;1;;0.1;1
USLD_P;2021;560010092;USLD UHR EPSM MORBIHAN;560002032;NAUT;20;5;18.71;1
USLD_P;2021;560012122;LONG SEJOUR - CHS CAUDAN;560002677;M1320;1;;0.91;0
USLD_P;2021;560012122;LONG SEJOUR - CHS CAUDAN;560002677;MEDCH;1;1;1.2;0
USLD_P;2021;560012122;LONG SEJOUR - CHS CAUDAN;560002677;N2210;7;1;8.03;0
USLD_P;2021;560012122;LONG SEJOUR - CHS CAUDAN;560002677;N2460;;1;0.96;0
USLD_P;2021;560012122;LONG SEJOUR - CHS CAUDAN;560002677;N2510;18;;18.28;0
USLD_P;2021;560012122;LONG SEJOUR - CHS CAUDAN;560002677;NAUT;11;2;12.9;0
USLD_P;2021;560014219;CHCB SITE SSR PONTIVY;560014748;MEDCH;;1;0.64;
USLD_P;2021;560014219;CHCB SITE SSR PONTIVY;560014748;N2210;5;3;6.96;
USLD_P;2021;560014219;CHCB SITE SSR PONTIVY;560014748;N2510;6;8;11.94;
USLD_P;2021;560014219;CHCB SITE SSR PONTIVY;560014748;NAUT;0;8;3.71;
USLD_P;2021;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;M1320;0;1;0.29;1
USLD_P;2021;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;MEDCH;0;2;0.54;1
USLD_P;2021;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;N2210;4;2;5.8;1
USLD_P;2021;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;N2510;7;3;13.35;1
USLD_P;2021;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;NAUT;4;4;9.37;1
USLD_P;2021;560027641;USLD CH JOSSELIN;560000077;M1320;;1;0.4;0
USLD_P;2021;560027641;USLD CH JOSSELIN;560000077;MEDCH;;2;0.77;0
USLD_P;2021;560027641;USLD CH JOSSELIN;560000077;N2210;9;1;8.9;0
USLD_P;2021;560027641;USLD CH JOSSELIN;560000077;N2460;;1;0.36;1
USLD_P;2021;560027641;USLD CH JOSSELIN;560000077;N2510;20;9;27.52;0
USLD_P;2021;560027641;USLD CH JOSSELIN;560000077;NAUT;15;4;15.37;1
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;M1320;0;1;0.06;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;MEDCH;0;2;0.19;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;N2210;8;2;8.98;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;N2410;0;1;0.2;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;N2460;0;1;0.07;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;N2510;27;4;30.28;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;N3120;0;1;0.17;0
USLD_P;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;NAUT;9;7;11.72;0
USLD_P;2021;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;M1320;;1;0.5;0
USLD_P;2021;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;MEDCH;;2;0.9;0
USLD_P;2021;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;N2210;1;4;3.67;0
USLD_P;2021;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;N2510;6;8;12.44;0
USLD_P;2021;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;NAUT;1;4;3.36;0
USLD_P;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;M1320;1;0;0.27;0
USLD_P;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;MEDCH;2;0;0.37;0
USLD_P;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2210;5;1;5.26;0
USLD_P;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2510;11;;10.02;0
USLD_P;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;NAUT;3;;3.09;0
USLD_P;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;MEDCH;;2;0.35;0
USLD_P;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;N2210;6;1;6.8;0
USLD_P;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;N2460;1;;1;0
USLD_P;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;N2510;9;4;11.6;0
USLD_P;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;NAUT;4;8;7.93;0
USLD_P;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;MEDCH;;4;0.76;
USLD_P;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;N2210;;9;4.28;
USLD_P;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;N2410;;1;0.9;
USLD_P;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;N2460;;1;0.1;
USLD_P;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;N2510;4;11;13.6;
USLD_P;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;NAUT;3;9;8.22;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;M1320;;1;0.6;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;MEDCH;;1;0.6;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;N2210;3;4;7.69;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;N2410;;1;1;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;N2460;;1;0.82;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;N2510;14;7;13.55;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;N3120;;1;0.5;
USLD_P;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;NAUT;4;4;5.97;
USLD_P;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;MEDCH;1;;1;0
USLD_P;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N2210;4;2;5.72;
USLD_P;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N2410;;;;1
USLD_P;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N2510;13;3;13.01;
USLD_P;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N3120;;;;1
USLD_P;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;NAUT;4;3;5.88;
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;MEDCH;;;0.1;0
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;N2210;8;;8.44;1
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;N2410;;1;0.16;1
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;N2460;;1;0.16;1
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;N2510;10;;9.34;1
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;N3120;;1;0.05;0
USLD_P;2021;570000893;CHS DE SARREGUEMINES;570000141;NAUT;5;4;7.29;1
USLD_P;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;N2210;6;2;6.15;0
USLD_P;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;N2510;9;2;12.29;0
USLD_P;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;NAUT;8;1;5.58;
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;M1320;;1;0.4;0
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;MEDCH;;2;1.2;0
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;N2210;5;4;7.2;0
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;N2410;;2;0.8;0
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;N2460;;2;0.4;0
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;N2510;23;1;22.5;0
USLD_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;NAUT;14;3;16.3;0
USLD_P;2021;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;M1320;;1;0.5;
USLD_P;2021;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;MEDCH;;1;0.5;
USLD_P;2021;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;N2210;7;;6.45;
USLD_P;2021;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;N2510;10;;9.42;
USLD_P;2021;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;NAUT;3;;3.73;
USLD_P;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;MEDCH;1;0;0.37;0
USLD_P;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;N2210;7;;4.86;0
USLD_P;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;N2410;1;;0.2;0
USLD_P;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;N2460;;1;0.39;0
USLD_P;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;N2510;14;2;13.19;0
USLD_P;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;NAUT;8;2;5.93;0
USLD_P;2021;570012369;CMS DE GORZE;570011387;MEDCH;3;;0.62;1
USLD_P;2021;570012369;CMS DE GORZE;570011387;N2210;1;1;1.8;0
USLD_P;2021;570012369;CMS DE GORZE;570011387;N2460;;;0.12;1
USLD_P;2021;570012369;CMS DE GORZE;570011387;N2510;13;;13;
USLD_P;2021;570012369;CMS DE GORZE;570011387;NAUT;57;5;9.86;1
USLD_P;2021;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;M1320;1;0;1;0
USLD_P;2021;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;MEDCH;1;1;1.37;1
USLD_P;2021;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;N2410;0;1;0.38;1
USLD_P;2021;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;N2460;0;1;0.4;1
USLD_P;2021;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;N2510;15;9;23.87;0
USLD_P;2021;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;NAUT;15;5;20.41;1
USLD_P;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;M1320;1;;1;0
USLD_P;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;MEDCH;1;;1;0
USLD_P;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;N2210;9;7;17.75;
USLD_P;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;N2510;29;4;35.55;
USLD_P;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;N3120;1;0;1;
USLD_P;2021;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;NAUT;10;10;16.4;
USLD_P;2021;580972628;MOYEN SEJOUR PIGNELIN;580780039;M1320;;1;0.2;0
USLD_P;2021;580972628;MOYEN SEJOUR PIGNELIN;580780039;MEDCH;;1;0.2;0
USLD_P;2021;580972628;MOYEN SEJOUR PIGNELIN;580780039;N2210;0;1;0.98;
USLD_P;2021;580972628;MOYEN SEJOUR PIGNELIN;580780039;N2460;0;1;0.1;
USLD_P;2021;580972628;MOYEN SEJOUR PIGNELIN;580780039;N2510;9;1;10.5;
USLD_P;2021;580972628;MOYEN SEJOUR PIGNELIN;580780039;NAUT;0;5;1.01;
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;MEDCH;;1;0.32;1
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N2210;;3;3;1
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N2410;;1;0.22;1
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N2460;;;;1
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N2510;;19;18.1;1
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N3120;;1;0.14;1
USLD_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;NAUT;;12;12;1
USLD_P;2021;580972651;CH CHATEAU-CHINON;580780047;N2210;;;2.24;
USLD_P;2021;580972651;CH CHATEAU-CHINON;580780047;N2410;;1;0.08;
USLD_P;2021;580972651;CH CHATEAU-CHINON;580780047;N2510;;;11.8;
USLD_P;2021;580972651;CH CHATEAU-CHINON;580780047;NAUT;;;15.73;
USLD_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;MEDCH;0;1;1;0
USLD_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;N2210;6;0;6;1
USLD_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;N2410;1;0;0.5;0
USLD_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;N2510;15;0;14.63;
USLD_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;N3120;1;0;1;1
USLD_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;NAUT;12;0;11.18;1
USLD_P;2021;580972685;CH DECIZE;580780096;M1320;;1;0.09;1
USLD_P;2021;580972685;CH DECIZE;580780096;MEDCH;2;1;0.31;0
USLD_P;2021;580972685;CH DECIZE;580780096;N2210;;14;6.57;
USLD_P;2021;580972685;CH DECIZE;580780096;N2410;;2;0.1;
USLD_P;2021;580972685;CH DECIZE;580780096;N2460;;1;0.3;
USLD_P;2021;580972685;CH DECIZE;580780096;N2510;;21;9.13;
USLD_P;2021;580972685;CH DECIZE;580780096;N3120;;2;0.04;
USLD_P;2021;580972685;CH DECIZE;580780096;NAUT;;29;11.03;
USLD_P;2021;580972701;USLD CENTRE LUZY;580970978;N2210;4;;4;1
USLD_P;2021;580972701;USLD CENTRE LUZY;580970978;N2510;10;1;10.9;1
USLD_P;2021;580972701;USLD CENTRE LUZY;580970978;NAUT;5;2;6.2;1
USLD_P;2021;590000014;CH SOMAIN;590780052;M1320;1;;0.5;0
USLD_P;2021;590000014;CH SOMAIN;590780052;MEDCH;2;;0.7;0
USLD_P;2021;590000014;CH SOMAIN;590780052;N2210;7;;6.45;0
USLD_P;2021;590000014;CH SOMAIN;590780052;N2410;1;1;0.65;0
USLD_P;2021;590000014;CH SOMAIN;590780052;N2510;14;1;13.05;0
USLD_P;2021;590000014;CH SOMAIN;590780052;NAUT;4;;3.76;1
USLD_P;2021;590000121;CH SECLIN;590780227;M1320;;2;1.5;1
USLD_P;2021;590000121;CH SECLIN;590780227;MEDCH;;2;1.5;1
USLD_P;2021;590000121;CH SECLIN;590780227;N2210;9;2;10.03;0
USLD_P;2021;590000121;CH SECLIN;590780227;N2410;;;1.5;
USLD_P;2021;590000121;CH SECLIN;590780227;N2460;1;;0.3;
USLD_P;2021;590000121;CH SECLIN;590780227;N2510;20;2;21.44;0
USLD_P;2021;590000121;CH SECLIN;590780227;NAUT;10;6;13.04;0
USLD_P;2021;590000428;CH CAMBRAI;590781605;M1320;1;;1;0
USLD_P;2021;590000428;CH CAMBRAI;590781605;MEDCH;1;;1;0
USLD_P;2021;590000428;CH CAMBRAI;590781605;N2210;8;2;9.27;0
USLD_P;2021;590000428;CH CAMBRAI;590781605;N2460;;1;0.13;0
USLD_P;2021;590000428;CH CAMBRAI;590781605;N2510;11;3;11.53;0
USLD_P;2021;590000428;CH CAMBRAI;590781605;NAUT;6;5;7.68;0
USLD_P;2021;590000451;CH HAUTMONT;590781647;M1320;1;;1;0
USLD_P;2021;590000451;CH HAUTMONT;590781647;MEDCH;1;;1;0
USLD_P;2021;590000451;CH HAUTMONT;590781647;N2210;7;;8.22;0
USLD_P;2021;590000451;CH HAUTMONT;590781647;N2410;1;;1;0
USLD_P;2021;590000451;CH HAUTMONT;590781647;N2510;21;1;19.43;0
USLD_P;2021;590000451;CH HAUTMONT;590781647;NAUT;1;;5.02;0
USLD_P;2021;590000469;CH FOURMIES;590781662;MEDCH;1;0;0.94;0
USLD_P;2021;590000469;CH FOURMIES;590781662;N2210;4;1;3.25;0
USLD_P;2021;590000469;CH FOURMIES;590781662;N2460;0;0;0.88;0
USLD_P;2021;590000469;CH FOURMIES;590781662;N2510;14;1;11.59;0
USLD_P;2021;590000469;CH FOURMIES;590781662;NAUT;6;0;7.29;0
USLD_P;2021;590000477;CH LE QUESNOY;590781670;M1320;;2;0.44;1
USLD_P;2021;590000477;CH LE QUESNOY;590781670;MEDCH;;2;0.44;1
USLD_P;2021;590000477;CH LE QUESNOY;590781670;N2210;7;3;9.4;1
USLD_P;2021;590000477;CH LE QUESNOY;590781670;N2410;;1;0.2;1
USLD_P;2021;590000477;CH LE QUESNOY;590781670;N2510;17;6;21.8;1
USLD_P;2021;590000477;CH LE QUESNOY;590781670;NAUT;9;7;13.2;1
USLD_P;2021;590000527;CH AVESNES;590781795;M1320;1;0;0.4;
USLD_P;2021;590000527;CH AVESNES;590781795;MEDCH;2;0;0.65;
USLD_P;2021;590000527;CH AVESNES;590781795;N2210;7;;5.86;
USLD_P;2021;590000527;CH AVESNES;590781795;N2410;1;1;0.43;
USLD_P;2021;590000527;CH AVESNES;590781795;N2460;1;0;0.5;
USLD_P;2021;590000527;CH AVESNES;590781795;N2510;14;1;10.6;
USLD_P;2021;590000527;CH AVESNES;590781795;NAUT;12;1;7.22;
USLD_P;2021;590000592;CH DENAIN;590782165;M1320;;2;1.4;0
USLD_P;2021;590000592;CH DENAIN;590782165;MEDCH;;2;1.4;0
USLD_P;2021;590000592;CH DENAIN;590782165;N2210;8;3;9.68;0
USLD_P;2021;590000592;CH DENAIN;590782165;N2410;;4;0.67;1
USLD_P;2021;590000592;CH DENAIN;590782165;N2510;18;14;24.76;0
USLD_P;2021;590000592;CH DENAIN;590782165;N3120;;1;0.2;1
USLD_P;2021;590000592;CH DENAIN;590782165;NAUT;13;6;14.1;1
USLD_P;2021;590001004;CH DOUAI DECHY;590783239;MEDCH;;1;0.82;
USLD_P;2021;590001004;CH DOUAI DECHY;590783239;N2210;7;;7.64;
USLD_P;2021;590001004;CH DOUAI DECHY;590783239;N2510;27;4;29.09;
USLD_P;2021;590001004;CH DOUAI DECHY;590783239;NAUT;14;;13.15;
USLD_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;MEDCH;0;1;0.5;1
USLD_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;N2210;12;2;12.85;1
USLD_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;N2510;21;3;21.83;1
USLD_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;N3120;2;;0.31;1
USLD_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;NAUT;21;3;17.72;1
USLD_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;M1320;1;;1;
USLD_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;MEDCH;1;;1;
USLD_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2210;8;6;11.37;
USLD_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2410;;1;0.04;
USLD_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2460;1;;0.9;
USLD_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2510;38;7;41.97;
