BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2021;620000349;CH REGION DE ST OMER;620101360;SURVADU;4;740;121;;;643;;;;1;;0.98;;2;1.46;10;1;8.51;5;0;4.68;;;;;1;0.5
REA;2021;620000349;CH REGION DE ST OMER;620101360;USIC;6;2190;477;;;1460;;;;;5;1;;1;0.2;6;2;7.58;9;0;7.77;;;;;1;0.61
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;AUTSI;12;4199;827;;;5435;;;;;1;0.5;;;;;;;;;;;;;;;
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;REAADU;10;3650;499;513;19;3886;12;44;40;;6;4.55;1;;1;23;2;23.24;12;3;13.6;;;;3;3;5.07
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;SITOT;27;9674;2411;;;10403;;;;;;;;;;;;;;;;;;;;;
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;SIUNV;6;2190;655;;;1828;;;;;6;0.92;;;;;;;;;;;;;;;
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;SURVADU;6;2130;258;;;649;;;;;6;1.2;;;;;;;;;;;;;;;
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;SURVENF;4;1460;486;;;1423;;;;;1;0.5;;;;;;;;;;;;;;;
REA;2021;620000653;CH BOULOGNE-SUR-MER;620103440;USIC;9;3285;929;;;3140;;;;;8;0.78;;;;;;;;;;;;;;;
REA;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;REAADU;8;2920;331;334;17;2687;15;51;54;4;2;5.09;;1;0.6;19;5;20.99;9;4;11.99;;;;2;;2
REA;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;SURVADU;6;2190;225;;;795;;;;;;;;1;0.4;5;;5;5;;5;;;;;;
REA;2021;620003350;HOPITAL DE RIAUMONT;620001834;SURVADU;10;3650;552;;;1336;;;;;2;1.8;;1;0.2;6;;5.41;5;;4.45;;1;0.2;1;7;2.47
REA;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SURVADU;10;3650;643;;;2910;;;;9;7;4.15;;;;15;1;11.46;8;2;10.36;;;;;2;1.4
REA;2021;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;SURVADU;6;2190;61;;;508;;;;;1;0.5;;;;4;;4;2;;2;;;;;;
REA;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;AUTSI;0;;544;;;2307;;;;0;;;;;;;;;;;;;;;;;
REA;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;REAADU;0;;16;16;0;77;13;0;0;0;;;;;;;;;;;;;;;;;
REA;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;SITOT;0;;544;;;2307;;;;;;;;;;;;;;;;;;;;;
REA;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;SURVADU;9;3285;11;;;99;;;;;2;0.79;;1;0.25;3;8;9.13;4;11;6.39;;;;;4;0.35
REA;2021;620033761;CARDIOLOGIE INTERVENTION ARTOIS;620023770;REAADU;6;2190;725;763;6;2787;0;27;117;;;;;;;;;;;;;;;;;;
REA;2021;620033761;CARDIOLOGIE INTERVENTION ARTOIS;620023770;SURVADU;6;2190;559;;;2789;;;;;;;;;;1;1;1.5;3;;3;;;;;;
REA;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;AUTSI;6;2184;502;;;2299;;;;10;2;;;1;0.5;10;;9.72;4;;4;;;;;;
REA;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;REAADU;;;25;25;0;277;96;35;2;;;;;;;;;;;;;;;;;;
REA;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SITOT;6;2184;502;;;2299;;;;;;;;;;;;;;;;;;;;;
REA;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SURVADU;6;2184;225;;;1123;;;;10;2;;;1;0.5;5;;4.64;3;;3;;;;;;
REA;2021;620100487;CLINIQUE DES ACACIAS;620000125;SURVADU;6;2190;75;;;529;;;;1;2;2;;;;;;;;;;;1;0.2;;4;0.4
REA;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;SURVADU;6;2190;373;;;2069;;;;1;;1;;;;6;0;6.26;6;1;4.9;;;;;;
REA;2021;620100750;CLINIQUE AMBROISE PARE;620000273;SURVADU;6;2190;453;;;1942;;;;;7;1;1;;1;7;;7;6;;5.6;;;;;;
REA;2021;620101311;CLINIQUE DES 2 CAPS;620027763;SURVADU;6;2190;585;;;2906;;;;6;6;6;;;;6;2;7.2;6;2;7.2;;;;2;;2
REA;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;AUTSI;6;2190;564;;;2625;;;;6;;6;;;;12;6;16.8;9;2;10.6;;;;;;
REA;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;REAADU;;;0;0;0;0;16;0;0;;;;;;;;;;;;;;;;;;
REA;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SITOT;18;6570;1607;;;6237;;;;;;;;;;;;;;;;;;;;;
REA;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SURVADU;18;6570;707;;;4882;;;;26;;26;;;;18;1;18.8;13;2;14.6;;;;;;
REA;2021;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;USIC;12;4380;1043;;;3612;;;;15;;15;;;;17;7;22.6;19;0;19;;;;;;
REA;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;AUTSI;6;2190;751;;;1623;;;;7;1;;;1;0.33;9;;9.75;4;;4.21;;;;;;
REA;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;REAADU;0;0;111;113;0;616;11;23;21;;;;;;;;;;;;;;;;;;
REA;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;SITOT;16;5840;1611;;;4253;;;;;;;;;;;;;;;;;;;;;
REA;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;SURVADU;6;2190;360;;;1837;;;;1;7;;;1;0.33;10;1;12.3;4;1;6.02;;;;;;
REA;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;USIC;10;3650;860;;;2630;;;;4;7;;;1;0.33;10;2;12.41;7;;7.65;;;;;;
REA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;AUTSI;8;2787;233;;;28;;;;;;0.1;;;;14;;13.97;6;3;8.42;;;;3;;2.98
REA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;REAADU;55;19378;3102;3394;429;18595;9;41;248;30;;18.49;11;;10.23;121;41;152.95;75;22;95.64;;;;13;8;17.51
REA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SITOT;36;11799;3366;;;7858;;;;;;;;;;;;;;;;;;;;;
REA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SIUNV;8;1732;590;;;1497;;;;;;;;;;9;6;6.73;5;3;3.94;;;;;1;0.15
REA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SURVADU;28;10220;1586;;;9257;;;;1;;1.05;;;;9;9;15.01;10;5;12.72;;1;0.3;;1;0.78
REA;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;USIC;20;7280;2543;;;6333;;;;2;;1.55;1;;1;16;13;26.65;18;6;23.04;;;;3;3;4.71
REA;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;SURVADU;4;1241;238;;;997;;;;6;1;4.4;;;;6;1;5.8;7;2;8;;;;;1;0.5
REA;2021;630000438;CH DE RIOM;630781011;SURVADU;6;2190;588;;;1787;;;;2;;2;;;;6;;4.77;7;;4.98;;;;;;1.85
REA;2021;630000446;CH DE THIERS;630781029;SURVADU;6;2190;241;;;1472;;;;3;3;3.89;1;;0.5;9;4;10.93;8;3;9.62;;;;3;;2.32
REA;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;REAADU;10;3650;482;494;24;3022;22;42;33;6;7;5;2;0;0.7;28;1;21.9;19;3;14.2;3;0;0.66;0;1;0.4
REA;2021;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;SURVADU;5;1675;410;;;1529;;;;5;5;0.9;2;0;0.6;28;1;6.4;20;3;2.6;3;0;0.33;0;1;0.4
REA;2021;630780211;POLE SANTE REPUBLIQUE;630000107;REAADU;2;730;5;5;0;45;0;46;0;;13;3.9;;;;;;;;;;;;;;;
REA;2021;630780211;POLE SANTE REPUBLIQUE;630000107;SITOT;6;2190;830;;;1890;;;;;;;;;;;;;;;;;;;;;
REA;2021;630780211;POLE SANTE REPUBLIQUE;630000107;SURVADU;8;2920;684;;;1951;;;;;13;3.9;;1;0.2;5;;5.01;1;;1;;;;;;
REA;2021;630780211;POLE SANTE REPUBLIQUE;630000107;USIC;6;2190;830;;;1890;;;;;22;6.6;;1;0.2;5;;5.48;2;;2;;;;;;
REA;2021;630780369;CLINIQUE DE LA PLAINE;630000164;SURVADU;4;1376;166;;;540;;;;1;;1;;;;3;;3;;;;;;;;;
REA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;AUTSI;14;5110;200;;;5013;;;;1;;0.7;;;;9;6;13.02;7;;7;;;;3;3;4.18
REA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;REAADU;15;5475;728;782;35;5536;23;38;43;10;;8.13;2;;2;30;15;43.49;22;2;26.05;;;;7;2;8.44
REA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;REAENF;4;1454;355;380;19;1523;8;;;8;1;8.19;3;2;3.85;4;1;4.8;2;1;2.81;;;;1;1;1.95
REA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;SITOT;14;5110;200;;;5013;;;;;;;;;;;;;;;;;;;;;
REA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;SURVADU;8;2920;347;;;1445;;;;;;;;;;11;2;12.4;8;2;10.45;;;;;;
REA;2021;630781268;HOPITAL ESTAING - CHU63;630780989;SURVENF;16;4494;729;;;3332;;;;5;;3.85;8;5;11.09;7;3;8.78;11;2;13.17;;;;5;6;9.09
REA;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;SURVADU;7;2555;483;;;1242;;;;16;4;1;;;;12;1;6.94;7;1;2.62;;;;;;
REA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;AUTSI;7;2555;117;;;2397;;;;;;;;;;;;;;;;;;;;;
REA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;REAADU;15;7340;763;779;30;5631;8;40;55;9;1;9.15;1;;0.89;33;4;36.19;23;1;22.65;;;;1;;1
REA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SITOT;15;5475;1154;;;5110;;;;;;;;;;;;;;;;;;;;;
REA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SIUNV;8;2920;1037;;;2713;;;;;7;1;;;;8;1;9.5;8;3;8.36;1;;1;3;1;2.34
REA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SURVADU;7;1720;518;;;1118;;;;2;1;1.06;1;;1;11;;11.2;6;;6;;;;;;
REA;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SURVENF;5;1825;562;;;1987;;;;1;1;0.9;3;4;5.65;;2;1.6;7;;6.74;;;;;;
REA;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;SURVADU;8;2920;342;;;1832;;;;1;;1;;1;0.32;9;5;10.98;4;2;5.66;;;;1;;1
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;REAADU;20;7300;880;901;25;6432;19;39;112;;11;6.56;1;1;1.77;54;8;45.43;31;10;26.69;;1;0.76;4;2;2.85
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;REAENF;2;730;117;117;7;337;8;;;;8;1.32;;1;0.05;;;;;;;;1;0.04;;;
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;SITOT;14;5110;2025;;;3232;;;;;;;;;;;;;;;;;;;;;
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;SIUNV;6;2190;708;;;1755;;;;;1;0.6;;;;1;;1;1;;1;;1;0.03;;1;0.01
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;SURVADU;5;1825;229;;;605;;;;;7;1.63;1;1;0.42;49;8;11.21;30;10;11.4;;1;0.08;3;1;0.92
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;SURVENF;4;1460;425;;;1144;;;;;1;0.01;;;;;;;;;;;1;0.06;;;
REA;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;USIC;8;2920;1317;;;1477;;;;;3;0.87;;;;1;39;24.45;1;21;11.86;;;;;5;1.29
REA;2021;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;SITOT;16;5840;1826;;;4927;;;;;;;;;;;;;;;;;;;;;
REA;2021;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;USIC;16;5840;1826;;;4927;;;;;43;43;1;;0.5;26;3;18;13;4;14;;;;10;1;14
REA;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;SURVADU;4;1460;470;;;993;;;;;1;0.12;;1;0.54;7;;6.8;3;;3;;;;;1;0.01
REA;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;SURVADU;18;6570;1125;;;5280;;;;;62;7;1;;1.15;17;4;17.39;11;3;14.1;;;;;;
REA;2021;640019220;POLYCLINIQUE MARZET - SITE DE NAVARRE;640000451;SURVADU;6;2190;408;;;920;;;;;7;0.2;;;;5;3;6.49;4;1;5.17;;;;;;
REA;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;SURVADU;6;2190;288;;;1192;;;;;14;1;;;;5;1;4.57;5;1;4.57;;;;;;
REA;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;AUTSI;6;2190;553;;;1557;;;;;16;3;1;;1;6;1;6.93;5;1;5.63;;;;;;
REA;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;SITOT;6;2190;553;;;1557;;;;;;;;;;;;;;;;;;;;;
REA;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;SURVADU;6;2190;567;;;2009;;;;;32;3;1;;1;5;0;5;5;1;5.63;;;;;;
REA;2021;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;SITOT;8;2920;1379;;;2476;;;;;;;;;;;;;;;;;;;;;
REA;2021;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;SURVADU;6;2190;178;;;1986;;;;;20;20;;;;4;2;5;4;4;6.91;;;;;;
REA;2021;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;USIC;8;2920;1379;;;2476;;;;;16;16;;;;7;4;10.36;5;1;5.52;;;;;;
REA;2021;650000045;CH LOURDES;650780158;SURVADU;10;3650;541;;;2069;;;;3;;1.71;2;;1.1;12;;11.66;6;;5.08;;;;;;0.21
REA;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;REAADU;12;4380;438;449;13;3955;13;39;36;10;;9.8;1;0;1.22;31;4;33.68;19;1;20.84;0;0;0;4;0;4.4
REA;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;SITOT;14;5110;1427;;;3657;;;;;;;;;;;;;;;;;;;;;
REA;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;SIUNV;4;1460;415;;;1163;;;;1;;0.3;;;;;;;;;;;;;;;
REA;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;SURVADU;8;2920;129;;;484;;;;17;;15.8;0;0;0;4;0;4.4;6;0;5.9;0;0;0;1;1;1.5
REA;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;USIC;10;3650;1012;;;2494;;;;4;;4;1;0;1;17;1;16.58;9;1;9.28;0;0;0;2;1;2.8
REA;2021;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;650000243;SURVADU;6;2190;276;;;1334;;;;0;5;1;1;;0.5;5;1;6.81;4;1;4.8;;;;1;1;1.75
REA;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;SITOT;8;2920;619;;;2317;;;;;;;;;;;;;;;;;;;;;
REA;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;SURVADU;8;2920;199;;;1775;;;;2;;1;1;;1;6;9;8.8;5;2;6.71;;;;1;1;1.5
REA;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;USIC;8;2920;619;;;2317;;;;14;;1;1;;0.5;2;;2;4;;4;;;;2;;2
REA;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;SURVADU;5;1825;332;;;1298;;;;;;0.2;;1;0.25;6;1;6.82;6;;6.42;;;;;;
REA;2021;660000084;CH PERPIGNAN;660780180;AUTSI;8;2920;515;;;3592;;;;3;;2.5;;;;;;;;;;;;;;;
REA;2021;660000084;CH PERPIGNAN;660780180;REAADU;24;8760;1279;1329;73;10637;13;34;62;13;3;14.42;3;;3;71;13;72.68;45;7;52.02;;;;5;2;3.63
REA;2021;660000084;CH PERPIGNAN;660780180;SITOT;24;8760;2251;;;8326;;;;;;;;;;;;;;;;;;;;;
REA;2021;660000084;CH PERPIGNAN;660780180;SIUNV;8;2920;926;;;2204;;;;4;;3.5;;;0.96;;28;12.9;;27;12.66;;;;;1;0.79
REA;2021;660000084;CH PERPIGNAN;660780180;SURVADU;16;5840;141;;;558;;;;5;;4.7;;;;;;;;;;;;;;;
REA;2021;660000084;CH PERPIGNAN;660780180;USIC;8;2920;810;;;2530;;;;4;;3.5;;;1;6;14;10.87;6;1;6.5;;;;;;
REA;2021;660006305;CL MUTUALISTE CATALANE;340028901;SURVADU;8;2920;231;;;1105;;;;;;;1;;1;5;;5;5;;5;;;;;;
REA;2021;660780784;CL ST PIERRE;660000407;REAADU;10;2920;538;563;9;2585;9;29;43;11;;11;1;;1;14;;14;8;1;8.33;2;;2;3;;3
REA;2021;660780784;CL ST PIERRE;660000407;SITOT;8;2920;1325;;;3049;;;;;;;;;;;;;;;;;;;;;
REA;2021;660780784;CL ST PIERRE;660000407;SURVADU;12;4380;767;;;3837;;;;11;;11;1;;1;8;2;9.46;9;2;9.46;2;;2;2;;2
REA;2021;660780784;CL ST PIERRE;660000407;USIC;8;2920;1325;;;3049;;;;9;9;10;1;;1;9;;9;4;;4;2;;2;2;;2
REA;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;SURVADU;10;3650;688;;;2068;;;;;;;1;;0.87;17;;12.84;4;;2;;;;;;
REA;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;AUTSI;6;2179;550;;;1947;;;;1;1;1;1;;1;14;3;15.42;3;1;3.41;;;;2;2;2.12
REA;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;REAADU;51;19172;2437;2576;90;17138;2;40;167;23;2;17.6;4;1;3.5;112;28;131.98;52;13;53.6;;;;2;8;5.9
REA;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;SITOT;27;9844;3029;;;8851;;;;;;;;;;;;;;;;;;;;;
REA;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;SURVADU;33;12045;1756;;;10062;;;;26;;3.89;;2;1.06;40;17;42.32;12;4;14.53;;1;0.71;6;12;11.18
REA;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;USIC;21;7665;2479;;;6904;;;;6;1;2.8;1;1;1.89;31;9;33.71;17;2;12.92;;;;6;3;7.95
REA;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;REAADU;17;6271;560;573;32;4611;5;48;101;8;1;8.15;1;1;1.04;27;12;36.04;11;4;13.25;0;1;0.47;5;3;6.14
REA;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SITOT;14;5110;1560;;;4265;;;;;;;;;;;;;;;;;;;;;
REA;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SURVADU;;;110;;;275;;;;1;1;1.02;0;1;0.21;5;2;6.36;2;1;3.09;0;1;0.09;1;3;1.86
REA;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SURVENF;4;1390;373;;;1320;;;;;;;2;3;3.33;1;1;1.37;1;1;1.41;0;1;0.01;1;8;2.33
REA;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;USIC;14;5110;1560;;;4265;;;;0;4;2.42;0;1;0.67;19;13;25.02;7;4;8.75;;;0.05;2;4;4.14
REA;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;REAADU;8;2920;242;243;10;2585;18;49;37;4;;4;6;15;16.84;2;;2;;13;11.6;;;;;3;2.07
REA;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;SURVADU;2;730;27;;;55;;;;;;;;;;;;;;;;;;;;;
REA;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;SURVADU;8;2920;438;;;1732;;;;2;2;3.83;;2;0.26;6;10;13;;;;;2;0.5;;2;0.5
REA;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;SURVADU;8;2920;410;;;2624;;;;;2;0.83;1;;0.51;9;12;12.5;4;;3.94;;;;2;2;3.3
REA;2021;670018068;CLINIQUE RHENA GCS ES;670017847;REAADU;6;196;26;26;0;196;62;28;0;19;;5;;;;;;;;;;;;;;;
REA;2021;670018068;CLINIQUE RHENA GCS ES;670017847;SITOT;12;4380;1283;;;3464;;;;;;;;;;;;;;;;;;;;;
REA;2021;670018068;CLINIQUE RHENA GCS ES;670017847;SURVADU;18;6570;1282;;;3253;;;;19;0;5;1;;1;22;3;22.91;7;2;6.51;;;;;;
REA;2021;670018068;CLINIQUE RHENA GCS ES;670017847;USIC;12;4380;1283;;;3464;;;;;12;6;1;1;1.5;12;4;15.13;8;1;8.87;;;;;;
REA;2021;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;AUTSI;22;8030;695;;;7034;;;;3;0;3;1;3;1;38;3;33.25;12;3;8.25;0;0;0;7;3;5.96
REA;2021;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;SITOT;22;8030;695;;;7034;;;;;;;;;;;;;;;;;;;;;
REA;2021;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;SURVADU;10;3650;430;;;2308;;;;1;0;0.1;1;11;0.25;12;11;11.87;10;3;4.81;;;;3;1;0.67
REA;2021;670780113;CMCO;670780055;SURVADU;4;1460;43;;;34;;;;2;;1.92;;;;4;4;6.33;3;1;3.83;;;;;1;0.69
REA;2021;670780170;CLINIQUE DE L'ORANGERIE;670000116;REAADU;2;22;2;2;0;26;100;32;0;1;1;2;;;;;;;;;;;;;;;
REA;2021;670780170;CLINIQUE DE L'ORANGERIE;670000116;SURVADU;10;3540;363;;;1930;;;;8;;8;;;;5;8;10.95;;3;2.42;;;;;;
REA;2021;670780188;CLINIQUE SAINTE-BARBE;670014604;SURVADU;6;2190;277;;;1230;;;;;4;2;;;;8;4;10.85;1;;1;;;;;;
REA;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;REAADU;4;1460;19;19;0;114;84;27;1;;;;;;;;;;;;;;;;;;
REA;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;SURVADU;2;730;339;;;730;;;;;1;1;;;;10;6;12.55;;;;;;;;;
REA;2021;670780378;CLINIQUE SAINT-FRANÇOIS;670000785;SURVADU;5;1825;294;;;887;;;;0;6;1.59;;;;4;8;7.12;0;6;1.04;;;;;;
REA;2021;670780386;CLINIQUE SAINTE-ODILE;670000199;SURVADU;12;4380;601;;;2421;;;;4;;;;;;6;;6;;;;;;;;;
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;AUTSI;9;3285;719;;;3203;;;;5;5;3.13;;1;0.01;12;5;13.69;3;5;5.63;;;;1;1;0.79
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;REAADU;38;13870;2117;2390;204;17009;3;36;267;19;1;15.87;3;;3.01;109;44;141.75;34;14;45.84;;2;0.04;28;7;28.14
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;REAENF;10;3650;440;468;66;1656;1;;;6;2;4.3;20;8;22.23;13;9;15.74;2;2;1.55;;;;3;2;3.64
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;SITOT;25;9125;1943;;;8704;;;;;;;;;;;;;;;;;;;;;
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;SIUNV;16;5840;1224;;;5501;;;;2;3;2.63;1;;1;22;4;22.26;5;6;8.76;;;;2;3;3.97
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;SURVADU;28;10220;1165;;;9599;;;;7;21;8;2;;3.33;49;33;79.53;20;11;27.92;;7;0.06;2;20;6.88
REA;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;SURVENF;24;8760;2689;;;11658;;;;19;1;3;7;3;11.33;7;3;6.72;2;4;4.81;;;;5;3;9.06
REA;2021;680000320;CLINIQUE DIACONAT FONDERIE;680000643;SITOT;13;4745;1615;;;4453;;;;;;;;;;;;;;;;;;;;;
REA;2021;680000320;CLINIQUE DIACONAT FONDERIE;680000643;SURVADU;4;1460;346;;;627;;;;7;;7;1;;1;6;1;0.04;;;;;;;;;
REA;2021;680000320;CLINIQUE DIACONAT FONDERIE;680000643;USIC;13;4745;1615;;;4453;;;;9;;9;1;;1;25;;25;6;;6;;;;;;
REA;2021;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;SURVADU;12;4380;918;;;2338;;;;9;;9;1;;1;14;5;19.24;;;0.46;;;;;;
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;AUTSI;4;2432;143;;;1921;;;;8;;1.2;;;;13;4;15.05;3;1;3.5;;;;;;
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;REAADU;38;13870;1277;1370;57;10755;7;39;140;36;;11.72;1;;1.8;60;20;76.24;24;4;16.8;;;;11;2;12.49
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;SITOT;14;6082;1190;;;4745;;;;;;;;;;;;;;;;;;;;;
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;SIUNV;4;1460;463;;;1151;;;;9;;0.94;1;;0.1;19;6;6;16;9;4;;;;6;3;0.5
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;SURVADU;4;1460;465;;;1187;;;;28;;1.98;1;;1;14;6;17.1;24;1;9;;;;5;;5
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;SURVENF;11;4015;989;;;2270;;;;18;;1.23;4;3;5.83;;7;6.38;2;1;3.57;;;;1;;1
REA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;USIC;6;2190;584;;;1673;;;;12;;2.5;;;;13;10;16.9;;2;0.13;;;;1;;1
REA;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;SITOT;14;5110;928;;;4494;;;;;;;;;;;;;;;;;;;;;
REA;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;SURVADU;14;5110;1060;;;3784;;;;2;;2;1;;1;15;2;16.39;1;4;4.45;;;;;;
