BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;0;;;;;0;;;;;;;1;357;14;4;114;76;17;21;157;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.45;0.45;0;0;0;0;0;0
PALIA;2021;260000146;CH DE CREST;260000054;0;;;;;1;1;8;228;;;21;1;142;7;2;442;35;59;348;160;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;260003017;CLINIQUE KENNEDY;260000781;1;3;0;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;260006267;CLINIQUE GENERALE VALENCE;070000245;1;4;0;0;143;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;1;2;;;85;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;1;11;0;0;128;1;1;10;332;;;8;1;1667;23;3;19;2;17;;643;0;15;2;1;1;;9;;8;;3;3;3;;1;;1;3;1;1.8;1.8;0.08;9.83;;9.24;0.81;3.81;1;1;;2;;1;;;2;2;;;;;3;1;2.02;2.02;0.03;2.35;;1;1.52;0.42
PALIA;2021;270000367;CH GISORS;270000086;1;1;0;0;37;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;1;2;2;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;270000425;CH PONT-AUDEMER;270000102;1;2;0;0;194;1;1;5;201;;;4;0;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;270000458;CH VERNON CH EURE-SEINE;270023724;1;5;;;19;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;280000084;CH DREUX;280000183;1;13;0;0;78;0;;;;;;;1;1820;3;1;6;;6;;433;12;52;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1;2;;;;;;;;;0.41;0.41;;2;2;;0.72;1
PALIA;2021;280000100;CH DE LA LOUPE;280000225;1;2;0;0;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;280000662;CH CHATEAUDUN;280500075;1;6;0;0;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;1;6;0;0;75;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;21;2;0;773;0;;;;;;;1;1544;1;1;0;0;0;0;451;;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;;;;1;0.9;0.9;;1.6;;;;0.8
PALIA;2021;290000025;CHIC QUIMPER;290020700;1;6;0;0;158;0;;;;;;;1;677;9;10;485;481;4;0;505;0;18;16;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;1;2;;;2;1;0.76;0.76;0.14;0.9;;;0.69;0.35
PALIA;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;6;0;0;18;0;;;;;;;1;902;18;1;101;0;37;51;418;0;72;72;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;;;;1;;;;;;;3;;1;1;;1.8;;;1.32;0.5
PALIA;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;1;3;0;1;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;1;6;0;0;101;0;;;;;;;1;302;;;860;860;;;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;1;2;;;2;1;0.34;0.34;0.06;0.4;;;0.31;0.16
PALIA;2021;290000140;CLINIQUE PASTEUR LANROZE;290000447;0;;;;;1;1;11;232;;;;0;;;;;;;;;;;;1;0;0;4;0;6;0;0;2;1;0;4;0;3;1;1;2.66;0.8;0;6.51;0;7.7;0.83;0.87;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;1;5;0;0;113;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;1;4;0;0;8;1;1;10;229;0;0;9;0;;;;;;;;;;;;0;0;0;7;1;7;0;0;4;2;1;1;0;2;1;2;2.61;1.52;0.5;6.66;1;8.38;0.54;0.5;1;;;;;;;;1;;1;2;;;2;1;1.2;;0.2;1.3;;;0.8;0.5
PALIA;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;1;6;;;192;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;1;4;2;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;1;3;0;0;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;1;3;0;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;1;2;2;0;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;1;6;0;0;55;0;;;;;;;1;56;0;0;0;;;;26;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;0.2;0.2;;0.2;;;;
PALIA;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;5;0;0;115;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;1;2;2;0;28;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;3;;;96;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;1;2;2;0;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;1;3;0;0;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;1;3;3;;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;1;4;0;0;257;0;;;;;;;0;;;;;;;;;;;;1;;;;;;;;2;;;;;;;;1.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290004365;CHU BREST SITE GUILERS;290000017;1;13;0;1;232;1;1;10;191;;;6;1;1013;19;5;79;34;56;18;431;2;314;203;1;;;;;;;;2;;;;;;;;1.74;;;;;;;;1;;;;;;;;1;;;;;;;;1.06;;;;;;;
PALIA;2021;290023431;SAS CLINIQUE DE LA BAIE;290001049;1;3;;;6;0;;;;;;;0;;;;;;;;;;;;1;;1;;;;0;1;0;;0;;;;1;2;0.73;;0.05;;;;0.07;0.29;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;1;2;2;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;1;10;0;0;137;1;1;8;249;0;0;0;1;1398;11;8;779;234;50;339;522;0;21;42;1;;1;12;;13;2;5;5;;2;;;;1;3;2.2;;1.3;11.97;;11.81;2;4.37;1;;;1;;;1;1;2;;;;;;;1;1.13;;0.11;1;;;0.5;0.67
PALIA;2021;2A0000139;CLINISUD;2A0000063;1;6;0;0;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;1;8;8;0;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;6;0;0;176;0;;;;;;;1;217;11;7;816;708;13;95;418;0;426;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;0;0;0;0;1;0;1;0;1;1;0;0;0.5;1
PALIA;2021;2B0000038;CH CORTE;2B0004246;1;4;;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;2B0005664;CLINIQUE DE TOGA;2B0005656;;;;;;1;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300000023;CH ALES CEVENNES;300780046;1;7;0;0;245;0;;;;;;;1;1630;23;4;1063;61;57;946;673;;37;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;0;1;0;0;1;1;1;0;2;0;2;2;0.1;2.8;2.8;0;1.4;1
PALIA;2021;300000031;CH LOUIS PASTEUR;300780053;1;6;0;0;144;0;;;;;;;1;852;14;4;659;348;66;245;304;0;42;58;;;0;0;0;0;0;0;;;0;0;0;0;0;0;;;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;1;0;2;0;0;2;2;1.2;1.2;0;2.3;0;0;0.88;2.4
PALIA;2021;300000056;CH PONT ST ESPRIT;300780079;1;6;2;0;94;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300000064;CH UZES;300780087;1;6;2;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300000072;CH LE VIGAN;300780095;1;3;;;57;0;;;;;;;1;534;13;4;199;11;69;119;126;20;28;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;;1;;0.6;0.6;;1;;;0.4;
PALIA;2021;300000478;CH LES CHATAIGNIERS;300781010;1;2;;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300002169;SSR GERIATRIQUE LES CADIERES;780020715;1;6;6;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;1;3;3;;55;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300017209;KENVAL ICG;300000726;1;6;;;156;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;300780137;NOUVELLE CL BONNEFON;920028396;1;4;0;0;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;1;4;0;0;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;300782117;CHU NIMES CAREMEAU;300780038;1;9;;;130;1;1;10;252;;;;1;1343;1;;;;;;632;;49;78;2;;1;8;;12;1;3;2;;;1;;2;;2;1.16;;0.5;9.58;;13.41;1;3.24;1;;1;3;;;1;;1;;;;;;0;1;1.8;;0.5;2.5;;;1.17;0.8
PALIA;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;2;;;14;0;;;;;;;1;120;4;1;25;5;20;;77;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;0.4;0.4;;0.5;0.5;;;
PALIA;2021;310000336;CH REVEL;310780713;1;2;2;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310013628;CH MURET;310786256;1;2;2;;143;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;1;2;0;2;55;0;;;;;;;1;3;;;0;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;1;4;0;0;151;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310020938;CL KORIAN VAL DE SAUNE;750056335;1;5;5;;1729;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310025333;ONCOPOLE CHU TOULOUSE;310781406;1;3;0;0;65;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;1;3;;;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;;
PALIA;2021;310780259;CL PASTEUR;310000096;1;14;;;461;0;;;;;;;1;772;;1;;;;;414;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1;1;;;1;2;1;;;;;1;1;1.56;1.3;;0.5;0.5;;0.5;0.8
PALIA;2021;310780283;CL DE L'UNION;310000112;1;4;;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310780366;CL MONIE;310000153;1;14;5;;110;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310781000;CL DES CEDRES;310788880;1;6;;;337;0;;;;;;;1;795;;;0;;;;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;2;1;2;;;2;0;0.6;0.6;0.6;2;;;1.3;0.25
PALIA;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;1;2;;;14;1;1;10;201;;;;1;60;;3;140;140;;;165;;64;420;2;2;1;7;0;4;0;1;3;3;0;13;0;6;2;0;4.25;4.25;1;11.68;0;6.96;1.71;1;1;1;0;0;0;0;0;0;3;3;0;1;1;0;1;0;1.95;1.95;0;0.15;0.15;0;0.5;0
PALIA;2021;310781125;CL ST ROCH;310000419;1;3;3;;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310781695;POLYCL DE LA LEZE;920030269;1;11;;;175;0;;;;;;;1;160;;4;90;;;;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;1;1;0.4;0.4;;0.8;0.8;;0.1;0.3
PALIA;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;1;12;;;223;0;;;;;;;1;4803;;;;;;;557;14;2503;109;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;;;2;2;2;1;0;0;;1;2;1.8;1.8;0.1;1.95;1.95;;0.3;1.4
PALIA;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;1;7;0;0;249;1;1;10;201;;;;1;753;;;15;15;;;294;20;112;410;;;1;10;;12;1;;2;;;;;;;;1.3;;0.95;10.7;;11.55;1;;1;;;3;1;;1;1;4;;;;;;;1;3.2;;;3;1;;1;1.5
PALIA;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;8;0;0;315;0;;;;;;;1;3009;;;;;;;885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310786389;CL DES PYRENEES;310001433;0;;;;;0;;;;;;;1;2;0;0;0;0;0;0;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;0;;;1;;0.05;0.05;;0.05;;;0.05;
PALIA;2021;310786702;SSR DOMAINE DE LA CADENE;750043713;1;5;5;;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;310792635;SSR LE MARQUISAT;310002191;1;8;8;0;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320000086;CH AUCH EN GASCOGNE;320780117;1;8;4;0;21;0;;;;;;;1;489;9;10;10;4;6;0;263;0;110;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0.5;0.5;0;0.5;0.5
PALIA;2021;320000102;CH CONDOM;320780133;1;3;;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320000110;EPS LOMAGNE SITE DE FLEURANCE;320004310;1;5;2;;71;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320000128;CH GIMONT;320780158;1;5;5;;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320000144;CHI LOMBEZ SAMATAN;320780174;1;2;0;0;31;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;320000151;CH DE MAUVEZIN;320780182;1;2;1;0;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320000169;CH MIRANDE;320780190;1;2;2;;244;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320000177;CH NOGARO;320780208;1;2;1;;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;2;;;;0.4;;;0.8;0.8;;;
PALIA;2021;320000185;CH DE VIC FEZENSAC;320780216;1;2;2;0;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;320784333;CRF ST BLANCARD;320000565;1;3;3;;5;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330000217;MAISON DE SANTE MARIE GALENE;330780347;1;5;5;;38;1;1;12;189;;;;1;13;36;15;485;358;25;89;446;0;0;7;1;1;1;5;4;10;;;2;1;;4;1;1;1;3;2.55;1.83;1;9.11;4.38;9.4;0.5;1.19;;;;1;;;;;1;1;;2;1;;1;2;1;1;;2.4;0.89;;0.7;0.65
PALIA;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;4;0;0;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;1;12;0;0;559;0;;;;;;;1;798;6;3;288;31;52;205;547;;8;20;;;;;;;;;;;;;;;;;;;;;;;;;3;;;2;;;;1;0;;;0;;;;0;3.21;;;1.25;;;;1.16
PALIA;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;5;0;0;58;0;;;;;;;1;641;17;3;656;2;62;534;383;15;0;27;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;1;2;2;;;;;1;1;1;1;0.05;1;;;0.8;0.7
PALIA;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;1;5;0;0;86;0;;;;;;;0;;;;;;;;;;;;;;;1;;;;;2;;1;9;;9;1;5;0.6;;0.1;2.53;;2.7;0.5;1.09;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;0;;;;;0;;;;;;;1;195;16;5;499;76;91;330;366;0;480;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;1;5;;;214;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;1;;;2;2;1.42;;;1.15;;;0.85;0.44
PALIA;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;9;3;;248;0;;;;;;;1;63;35;5;2462;13;786;1594;726;0;88;27;0;0;;;;;;;6;1;;;;;;;0.89;0.4;;;;;;;1;1;;2;;;;;1;0;;1;;;1;2;1.5;1;;2.8;;;1;0.78
PALIA;2021;330000662;INSTITUT BERGONIE;330781329;1;15;0;0;458;0;;;;;;;1;653;3;2;131;85;9;7;310;0;137;0;;;;13;;12;;5;;;1;8;;9;;3;;;0.32;16.76;;13.72;;6.28;;;;1;;;;;1;;;;;;1;;0.6;;;1;;;0.58;
PALIA;2021;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;6;;;109;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330780206;CLINIQUE D'ARCACHON;330000126;1;5;5;;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;1;5;0;0;106;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;1;6;6;0;116;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;1;8;;;175;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;5;0;0;229;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
