BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;N4130;;1;0.09;0;0;;
IMAGES_P;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;N4130;;1;0.2;;;;
IMAGES_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;M1160;;3;3.42;;;0;0
IMAGES_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N4130;16;3;18.37;;;;
IMAGES_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N4160;1;;1;;;;
IMAGES_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;NAUT;7;;6.18;;;;
IMAGES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M1160;5;2;8.01;1;0;1;1
IMAGES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M1210;5;0;5;0;0;;
IMAGES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N4130;52;13;62.81;0;1;;
IMAGES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N4160;1;0;1;;;;
IMAGES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;NAUT;24;8;27.22;;;;
IMAGES_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;M1160;;1;0.8;0;0;;
IMAGES_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;MAUT;;1;0.15;;;;
IMAGES_P;2021;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N4130;1;;1;0;0;;
IMAGES_P;2021;580972651;CH CHATEAU-CHINON;580780047;N4130;1;1;1.8;0;0;;
IMAGES_P;2021;580972651;CH CHATEAU-CHINON;580780047;N4160;0;1;0.8;;;;
IMAGES_P;2021;580972651;CH CHATEAU-CHINON;580780047;NAUT;1;0;1;;;;
IMAGES_P;2021;580972669;CH CLAMECY;580780070;M1160;1;1;1.6;0;0;1;
IMAGES_P;2021;580972669;CH CLAMECY;580780070;N4130;4;;4;1;1;;
IMAGES_P;2021;580972669;CH CLAMECY;580780070;NAUT;1;1;1.25;;;;
IMAGES_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;M1160;0;0;0;;1;1;1
IMAGES_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;M1210;0;0;0;0;1;;
IMAGES_P;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;N4130;0;6;6;1;0;;
IMAGES_P;2021;580972685;CH DECIZE;580780096;M1160;1;1;1.8;0;1;0;0
IMAGES_P;2021;580972685;CH DECIZE;580780096;N4130;5;2;4.57;;;;
IMAGES_P;2021;580972685;CH DECIZE;580780096;N4160;;1;0.6;;;;
IMAGES_P;2021;580972685;CH DECIZE;580780096;NAUT;2;1;2.88;;;;
IMAGES_P;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M1160;2;2;3.78;0;1;0;
IMAGES_P;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M1210;1;1;2.19;0;0;;
IMAGES_P;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N4130;23;9;27.22;;;;
IMAGES_P;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N4160;0;1;0.9;;;;
IMAGES_P;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;NAUT;31;18;41.15;;;;
IMAGES_P;2021;590000014;CH SOMAIN;590780052;M1160;;4;0.5;0;0;0;0
IMAGES_P;2021;590000014;CH SOMAIN;590780052;N4130;2;2;3.35;0;0;;
IMAGES_P;2021;590000014;CH SOMAIN;590780052;NAUT;1;;0.96;;;;
IMAGES_P;2021;590000121;CH SECLIN;590780227;M1160;3;6;4.5;0;1;0;0
IMAGES_P;2021;590000121;CH SECLIN;590780227;N4130;15;5;18.79;1;1;;
IMAGES_P;2021;590000121;CH SECLIN;590780227;N4160;1;;0.97;;;;
IMAGES_P;2021;590000121;CH SECLIN;590780227;NAUT;9;2;9.91;;;;
IMAGES_P;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;M1160;9;4;9.98;;;;
IMAGES_P;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;M1210;2;2;2.76;;;;
IMAGES_P;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;N4130;27;5;29.83;;;;
IMAGES_P;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;N4160;3;;3;;;;
IMAGES_P;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;NAUT;6;3;8.05;;;;
IMAGES_P;2021;590000337;CH DUNKERQUE;590781415;M1160;;3;7.55;1;0;1;1
IMAGES_P;2021;590000337;CH DUNKERQUE;590781415;M1210;;2;0.2;0;0;;
IMAGES_P;2021;590000337;CH DUNKERQUE;590781415;N4130;26;14;34.97;;;;
IMAGES_P;2021;590000337;CH DUNKERQUE;590781415;N4160;3;;3;;;;
IMAGES_P;2021;590000337;CH DUNKERQUE;590781415;NAUT;16;5;12.64;;;;
IMAGES_P;2021;590000428;CH CAMBRAI;590781605;M1160;3;6;5.12;0;1;1;1
IMAGES_P;2021;590000428;CH CAMBRAI;590781605;N4130;16;2;17.41;0;0;;
IMAGES_P;2021;590000428;CH CAMBRAI;590781605;N4160;1;;0.92;;;;
IMAGES_P;2021;590000428;CH CAMBRAI;590781605;NAUT;6;2;7.4;;;;
IMAGES_P;2021;590000469;CH FOURMIES;590781662;M1160;2;3;2.8;;;;
IMAGES_P;2021;590000469;CH FOURMIES;590781662;N4130;7;1;5.93;;;;
IMAGES_P;2021;590000469;CH FOURMIES;590781662;NAUT;2;0;0.81;;;;
IMAGES_P;2021;590000477;CH LE QUESNOY;590781670;M1160;;2;1.1;0;1;;
IMAGES_P;2021;590000477;CH LE QUESNOY;590781670;N4130;3;3;5.6;0;1;;
IMAGES_P;2021;590000527;CH AVESNES;590781795;M1160;0;4;1.4;;;;
IMAGES_P;2021;590000527;CH AVESNES;590781795;N4130;1;3;2.61;;;;
IMAGES_P;2021;590000527;CH AVESNES;590781795;NAUT;2;0;1.68;;;;
IMAGES_P;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;M1160;1;2;1.7;0;1;0;0
IMAGES_P;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N4130;15;4;16.78;0;1;;
IMAGES_P;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N4160;1;;1;;;;
IMAGES_P;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;NAUT;7;3;9.19;;;;
IMAGES_P;2021;590000543;CH FELLERIES-LIESSIES;590781811;M1160;;1;0.1;;;;
IMAGES_P;2021;590000543;CH FELLERIES-LIESSIES;590781811;N4130;;1;0.5;0;0;;
IMAGES_P;2021;590000592;CH DENAIN;590782165;M1160;2;6;4.31;0;1;1;0
IMAGES_P;2021;590000592;CH DENAIN;590782165;N4130;22;3;23.78;1;0;;
IMAGES_P;2021;590000592;CH DENAIN;590782165;N4160;0;1;0.25;;;;
IMAGES_P;2021;590000592;CH DENAIN;590782165;NAUT;10;1;10.2;;;;
IMAGES_P;2021;590000600;CH SAINT- AMAND LES EAUX;590782207;M1160;0;8;0.4;0;0;0;0
IMAGES_P;2021;590000600;CH SAINT- AMAND LES EAUX;590782207;N4130;0;6;0.5;0;0;;
IMAGES_P;2021;590000600;CH SAINT- AMAND LES EAUX;590782207;N4160;0;1;0.1;;;;
IMAGES_P;2021;590000600;CH SAINT- AMAND LES EAUX;590782207;NAUT;3;0;1.48;;;;
IMAGES_P;2021;590000618;CH VALENCIENNES;590782215;M1160;48;12;32.97;1;1;1;1
IMAGES_P;2021;590000618;CH VALENCIENNES;590782215;M1210;11;3;5.41;0;0;;
IMAGES_P;2021;590000618;CH VALENCIENNES;590782215;N4130;72;27;92.79;;;;
IMAGES_P;2021;590000618;CH VALENCIENNES;590782215;N4160;4;1;4.68;;;;
IMAGES_P;2021;590000618;CH VALENCIENNES;590782215;NAUT;68;15;71.34;;;;
IMAGES_P;2021;590000691;CH WATTRELOS;590782439;M1160;;2;0.5;0;0;0;0
IMAGES_P;2021;590000691;CH WATTRELOS;590782439;N4130;3;2;4.59;0;1;;
IMAGES_P;2021;590000691;CH WATTRELOS;590782439;N4160;1;0;1;;;;
IMAGES_P;2021;590000691;CH WATTRELOS;590782439;NAUT;2;1;2.15;;;;
IMAGES_P;2021;590000758;CH ARMENTIERES;590782637;M1160;;12;4.03;1;1;1;1
IMAGES_P;2021;590000758;CH ARMENTIERES;590782637;N4130;14;8;20.49;1;0;;
IMAGES_P;2021;590000758;CH ARMENTIERES;590782637;N4160;1;;1;;;;
IMAGES_P;2021;590000758;CH ARMENTIERES;590782637;NAUT;10;4;11.33;;;;
IMAGES_P;2021;590000766;CH BAILLEUL;590782645;N4130;1;1;1.9;0;0;;
IMAGES_P;2021;590000766;CH BAILLEUL;590782645;NAUT;1;;0.79;;;;
IMAGES_P;2021;590000774;CH HAZEBROUCK;590782652;M1160;1;1;1.09;;1;;
IMAGES_P;2021;590000774;CH HAZEBROUCK;590782652;N4130;4;5;8.79;;1;;
IMAGES_P;2021;590000774;CH HAZEBROUCK;590782652;N4160;;1;0.91;;;;
IMAGES_P;2021;590000774;CH HAZEBROUCK;590782652;NAUT;2;;2.42;;;;
IMAGES_P;2021;590001004;CH DOUAI DECHY;590783239;M1160;5;5;7.05;1;0;0;0
IMAGES_P;2021;590001004;CH DOUAI DECHY;590783239;N4130;36;3;36.15;1;;;
IMAGES_P;2021;590001004;CH DOUAI DECHY;590783239;NAUT;13;1;13.75;;;;
IMAGES_P;2021;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;N4130;1;;1;0;0;;
IMAGES_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;M1160;;1;0.1;0;0;0;0
IMAGES_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;N4130;;3;0.43;0;0;;
IMAGES_P;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;NAUT;1;;1;;;;
IMAGES_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;M1160;1;1;1.9;;;0;0
IMAGES_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N4130;6;;6;;;;
IMAGES_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N4160;1;;1;;;;
IMAGES_P;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;NAUT;9;2;9.47;;;;
IMAGES_P;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;M1160;9;4;5.16;0;0;0;0
IMAGES_P;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;MAUT;3;;3.33;;;;
IMAGES_P;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N4130;10;6;14.36;1;0;;
IMAGES_P;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N4160;1;2;1.15;;;;
IMAGES_P;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;NAUT;6;3;8.04;;;;
IMAGES_P;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;M1160;0;;0;0;1;;
IMAGES_P;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;M1210;;;;0;1;;
IMAGES_P;2021;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;N4130;0;;0;0;1;;
IMAGES_P;2021;590008041;POLYCLINIQUE VAUBAN;590008033;M1160;;;;;1;1;1
IMAGES_P;2021;590008041;POLYCLINIQUE VAUBAN;590008033;M1210;;;;;1;;
IMAGES_P;2021;590008041;POLYCLINIQUE VAUBAN;590008033;N4130;;;;;1;;
IMAGES_P;2021;590780250;CLINIQUE LILLE SUD;590053955;M1160;;8;;;;;
IMAGES_P;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M1160;;24;;0;1;;
IMAGES_P;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M1210;6;;;0;1;;
IMAGES_P;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;M1160;10;4;11.77;;1;;
IMAGES_P;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;N4130;28;8;30.51;;1;;
IMAGES_P;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;N4160;2;;2.02;;;;
IMAGES_P;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;NAUT;5;12;8.9;;;;
IMAGES_P;2021;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;M1160;;;;0;1;;
IMAGES_P;2021;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;M1160;;2;0.15;0;1;0;0
IMAGES_P;2021;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;N4130;;1;0.15;0;1;;
IMAGES_P;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;M1160;9;18;;0;1;;
IMAGES_P;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;M1210;3;;;0;0;;
IMAGES_P;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N4130;23;4;25;0;1;;
IMAGES_P;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N4160;3;;3;;;;
IMAGES_P;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;NAUT;28;4;30;;;;
IMAGES_P;2021;590784864;HOP CALMETTE CHR LILLE;590780193;N4130;;;;1;1;;
IMAGES_P;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;M1160;13;2;9.98;0;1;0;
IMAGES_P;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;MAUT;11;4;11.63;;;;
IMAGES_P;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;N4130;28;10;36.6;0;1;;
IMAGES_P;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;N4160;2;3;2.4;;;;
IMAGES_P;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;NAUT;34;22;40.52;;;;
IMAGES_P;2021;590788964;SARL CLINIQUE DU PARC;590001756;M1160;9;;9;0;1;;
IMAGES_P;2021;590788964;SARL CLINIQUE DU PARC;590001756;N4130;12;;12;0;1;;
IMAGES_P;2021;590788964;SARL CLINIQUE DU PARC;590001756;NAUT;3;;3;;;;
IMAGES_P;2021;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;N4130;;;0.4;0;0;;
IMAGES_P;2021;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;NAUT;;;0.4;;;;
IMAGES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1160;30;8;27.71;1;1;1;1
IMAGES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1210;9;6;7.19;0;0;;
IMAGES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;MAUT;5;10;8.07;;;;
IMAGES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N4130;104;25;117.43;1;1;;
IMAGES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N4160;7;3;7.29;;;;
IMAGES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;NAUT;69;26;76.93;;;;
IMAGES_P;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;M1160;4;;2.22;;1;;
IMAGES_P;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;N4130;22;4;23.34;;1;;
IMAGES_P;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;N4160;1;;1.02;;;;
IMAGES_P;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;NAUT;4;6;6.57;;;;
IMAGES_P;2021;590801106;HOPITAL VICTOR PROVO;590782421;M1160;9;7;11.6;0;1;;
IMAGES_P;2021;590801106;HOPITAL VICTOR PROVO;590782421;M1210;;2;0.66;;;;
IMAGES_P;2021;590801106;HOPITAL VICTOR PROVO;590782421;N4130;34;10;44.3;0;1;;
IMAGES_P;2021;590801106;HOPITAL VICTOR PROVO;590782421;N4160;1;1;1.14;;;;
IMAGES_P;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M1160;7;2;7.23;0;1;1;1
IMAGES_P;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N4130;23;5;26.75;1;1;;
IMAGES_P;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N4160;1;;1.08;;;;
IMAGES_P;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;NAUT;1;1;2.21;;;;
IMAGES_P;2021;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;N4130;1;;1;0;0;;
IMAGES_P;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;M1160;;;;0;0;;1
IMAGES_P;2021;590806360;CLINIQUE DE LA MITTERIE;590003596;N4130;;1;0.5;;;;
IMAGES_P;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1160;15;3;9.51;0;0;0;0
IMAGES_P;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1210;6;4;4.32;0;0;;
IMAGES_P;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;MAUT;1;;1.7;;;;
IMAGES_P;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;N4130;30;24;43.82;0;0;;
IMAGES_P;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;N4160;3;3;3.35;;;;
IMAGES_P;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;NAUT;26;8;29.93;;;;
IMAGES_P;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;N4130;;;;;1;;
IMAGES_P;2021;590815056;CLINIQUE DE FLANDRE;590005492;M1160;;;;;1;;
IMAGES_P;2021;590815056;CLINIQUE DE FLANDRE;590005492;N4130;;;;;1;;
IMAGES_P;2021;590816310;CLINIQUE SAINT AME;590000048;M1160;;11;9;0;1;0;0
IMAGES_P;2021;590816310;CLINIQUE SAINT AME;590000048;N4130;9;0;9;0;1;;
IMAGES_P;2021;590816310;CLINIQUE SAINT AME;590000048;N4160;;1;0.5;;;;
IMAGES_P;2021;590816310;CLINIQUE SAINT AME;590000048;NAUT;7;2;8;;;;
IMAGES_P;2021;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1160;;26;;0;1;;
IMAGES_P;2021;590817839;CLINIQUE DU VAL DE LYS;590053955;M1160;;;;0;1;0;0
IMAGES_P;2021;600000053;CH GHPSO SENLIS;600101984;M1160;1;;1;0;0;0;0
IMAGES_P;2021;600000053;CH GHPSO SENLIS;600101984;N4130;6;4;7.19;0;0;;
IMAGES_P;2021;600000053;CH GHPSO SENLIS;600101984;N4160;;1;0.3;;;;
IMAGES_P;2021;600000053;CH GHPSO SENLIS;600101984;NAUT;2;5;4.32;;;;
IMAGES_P;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;M1160;0;2;1.2;0;0;;
IMAGES_P;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;N4130;2;1;2.6;0;0;;
IMAGES_P;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;NAUT;1;0;0.2;;;;
IMAGES_P;2021;600000186;CH CLERMONT;600100648;M1160;1;10;4.4;0;0;0;0
IMAGES_P;2021;600000186;CH CLERMONT;600100648;N4130;4;6;8.49;;;;
IMAGES_P;2021;600000186;CH CLERMONT;600100648;N4160;;2;1.2;;;;
IMAGES_P;2021;600000186;CH CLERMONT;600100648;NAUT;3;;3;;;;
IMAGES_P;2021;600000194;CH BEAUVAIS;600100713;M1160;5;2;5.17;1;1;0;0
IMAGES_P;2021;600000194;CH BEAUVAIS;600100713;M1210;2;4;2.24;0;0;;
IMAGES_P;2021;600000194;CH BEAUVAIS;600100713;N4130;24;11;31.54;1;1;;
IMAGES_P;2021;600000194;CH BEAUVAIS;600100713;N4160;2;0;2;;;;
IMAGES_P;2021;600000194;CH BEAUVAIS;600100713;NAUT;17;4;20.05;;;;
IMAGES_P;2021;600000285;CH CHICN NOYON;600100721;N4130;4;3;6.12;;;;
IMAGES_P;2021;600000285;CH CHICN NOYON;600100721;NAUT;1;0;1;;;;
IMAGES_P;2021;600000467;CH GHPSO CREIL;600101984;M1160;6;2;7.04;1;0;0;0
IMAGES_P;2021;600000467;CH GHPSO CREIL;600101984;N4130;7;9;10.62;1;0;;
IMAGES_P;2021;600000467;CH GHPSO CREIL;600101984;N4160;;1;0.3;;;;
IMAGES_P;2021;600000467;CH GHPSO CREIL;600101984;NAUT;9;11;13.07;;;;
IMAGES_P;2021;600012330;SNC CROME DE COMPIEGNE;600014005;MAUT;0;5;2.2;;;;
IMAGES_P;2021;600012330;SNC CROME DE COMPIEGNE;600014005;N4130;8;1;8.8;0;0;;
IMAGES_P;2021;600012330;SNC CROME DE COMPIEGNE;600014005;N4160;1;0;1;;;;
IMAGES_P;2021;600012330;SNC CROME DE COMPIEGNE;600014005;NAUT;9;0;9;;;;
IMAGES_P;2021;600100101;CH AP-HP LIANCOURT;750712184;N4130;1;1;1.86;0;0;;
IMAGES_P;2021;600100101;CH AP-HP LIANCOURT;750712184;N4160;;1;0.1;;;;
IMAGES_P;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;M1160;;;;;1;0;0
IMAGES_P;2021;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;N4130;;1;0.9;0;0;;
IMAGES_P;2021;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;M1160;1;;2;;;;
IMAGES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;M1160;4;3;5.57;;;;
IMAGES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;MAUT;0;0;0.1;;;;
IMAGES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;N4130;21;5;25.97;;;;
IMAGES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;N4160;1;0;1;;;;
IMAGES_P;2021;600113476;CH CHICN COMPIÈGNE;600100721;NAUT;6;1;6.74;;;;
IMAGES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M1160;2;0;1.76;0;1;0;0
IMAGES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N4130;8;2;8.73;;;;
IMAGES_P;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;NAUT;3;1;3.44;;;;
IMAGES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;M1160;2;15;7.05;1;0;0;0
IMAGES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;N4130;16;8;19.31;1;0;;
IMAGES_P;2021;610000051;CHICAM - SITE ALENCON;610780082;NAUT;12;1;11.67;;;;
IMAGES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M1160;3;3;6.08;0;1;0;1
IMAGES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N4130;7;6;11.33;0;1;;
IMAGES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N4160;1;;1;;;;
IMAGES_P;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;NAUT;3;2;4.47;;;;
IMAGES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;M1160;1;3;1.89;0;1;;
IMAGES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N4130;3;1;3.59;0;1;;
IMAGES_P;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;NAUT;2;1;2.56;;;;
IMAGES_P;2021;610000093;CENTRE HOSPITALIER - SEES;610780140;M1160;;2;0.2;;;;
IMAGES_P;2021;610000093;CENTRE HOSPITALIER - SEES;610780140;N4130;;2;0.98;0;0;;
IMAGES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;M1160;2;0;1.76;1;;0;0
IMAGES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;N4130;11;1;11.57;1;0;;
IMAGES_P;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;NAUT;7;0;7.6;;;;
IMAGES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;M1160;1;;1.11;;;;
IMAGES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N4130;7;;7;0;1;;
IMAGES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N4160;;1;0.4;;;;
IMAGES_P;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;NAUT;1;2;2.04;;;;
IMAGES_P;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;M1160;1;1;1.2;0;1;0;0
IMAGES_P;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;M1210;;1;0.5;0;0;;
IMAGES_P;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;N4130;17;2;16;0;0;;
IMAGES_P;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;N4160;1;;1;;;;
IMAGES_P;2021;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;NAUT;8;2;9;;;;
IMAGES_P;2021;620000034;CH ARRAS;620100057;M1160;1;6;4.17;0;0;1;0
IMAGES_P;2021;620000034;CH ARRAS;620100057;N4130;18;5;24.12;1;1;;
IMAGES_P;2021;620000034;CH ARRAS;620100057;N4160;1;;1.04;;;;
IMAGES_P;2021;620000034;CH ARRAS;620100057;NAUT;8;;8.15;;;;
IMAGES_P;2021;620000224;CH BETHUNE;620100651;M1160;3;8;3.57;0;1;;
IMAGES_P;2021;620000224;CH BETHUNE;620100651;M1210;2;7;3.27;0;0;;
IMAGES_P;2021;620000224;CH BETHUNE;620100651;N4130;21;8;23.42;;;;
IMAGES_P;2021;620000224;CH BETHUNE;620100651;N4160;1;1;1.24;;;;
IMAGES_P;2021;620000224;CH BETHUNE;620100651;NAUT;3;2;1.34;;;;
IMAGES_P;2021;620000240;CH HENIN BEAUMONT;620100677;M1160;;3;0.3;0;0;;
IMAGES_P;2021;620000240;CH HENIN BEAUMONT;620100677;N4130;;1;0.6;;;;
IMAGES_P;2021;620000240;CH HENIN BEAUMONT;620100677;NAUT;;4;0.85;;;;
IMAGES_P;2021;620000257;CH LENS;620100685;M1160;8;18;10.71;0;1;1;0
IMAGES_P;2021;620000257;CH LENS;620100685;N4130;30;11;37.34;;0;;
IMAGES_P;2021;620000257;CH LENS;620100685;N4160;3;1;3.32;;;;
IMAGES_P;2021;620000257;CH LENS;620100685;NAUT;7;14;11.87;;;;
IMAGES_P;2021;620000281;EPSM VAL DE LYS ARTOIS;620101287;N4130;1;0;1;0;0;;
IMAGES_P;2021;620000323;CH CALAIS;620101337;M1160;5;6;8.62;0;1;1;0
IMAGES_P;2021;620000323;CH CALAIS;620101337;N4130;29;11;34.11;1;1;;
IMAGES_P;2021;620000323;CH CALAIS;620101337;NAUT;15;11;16.28;;;;
IMAGES_P;2021;620000349;CH REGION DE ST OMER;620101360;M1160;4;;4.77;0;1;0;
IMAGES_P;2021;620000349;CH REGION DE ST OMER;620101360;MAUT;;2;0.66;;;;
