BOR;AN;FI;RS;FI_EJ;TELEMED_A1;TELEMED_A20;TELEMED_A21;TELEMED_A22;TELEMED_B1;TELEMED_B20;TELEMED_B21;TELEMED_B22;TELEMED_A2;TELEMED_A23;TELEMED_B2;TELEMED_B23;TELEMED_A3;TELEMED_A24;TELEMED_A25;TELEMED_B3;TELEMED_B24;TELEMED_B25;TELEMED_A4;TELEMED_B4;TELEMED_A17;TELEMED_A18;TELEMED_A19;TELEMED_A6;TELEMED_A39;TELEMED_A26;TELEMED_A27;TELEMED_A28;TELEMED_A29;TELEMED_A30;TELEMED_A31;TELEMED_A32;TELEMED_A33;TELEMED_A34;TELEMED_A35;TELEMED_A36;TELEMED_A37;TELEMED_A38
TELEMED;2021;2B0004212;UNITE D'AUTODIALYSE ILE ROUSSE;130006810;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0
TELEMED;2021;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;0;;;;1;1;0;0;0;;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;300000023;CH ALES CEVENNES;300780046;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;300000031;CH LOUIS PASTEUR;300780053;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
TELEMED;2021;300000478;CH LES CHATAIGNIERS;300781010;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;300012309;ADENE HAD NIMES;340027937;0;;;0;1;0;0;0;0;;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;300013745;ADENE HAD ALES;340027937;0;;;;1;0;0;0;0;;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;300780137;NOUVELLE CL BONNEFON;920028396;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2021;300780210;CL BELLE RIVE;300000148;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;300780244;CL DU PONT DU GARD;920030269;1;0;0;0;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;300782117;CHU NIMES CAREMEAU;300780038;1;1;0;1;0;;;;0;0;0;;1;1;0;0;;;0;0;1;1;;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1
TELEMED;2021;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
TELEMED;2021;310013628;CH MURET;310786256;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;1;0;0;0;0;;;;0;0;0;;0;0;0;0;;;0;0;1;0;;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0
TELEMED;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;10;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;55;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310022330;GCS DIALYSE DU COMMINGES ST GAUDENS;310022322;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2021;310025333;ONCOPOLE CHU TOULOUSE;310781406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310026083;CL RIVE GAUCHE;310026075;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;310000617;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
TELEMED;2021;310780150;CL MEDIPOLE GARONNE;310788799;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310780259;CL PASTEUR;310000096;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2021;310781133;CLINIQUE D'AUFRERY;310000427;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310781174;KORIAN MONTVERT;750056335;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310781422;CENTRE PAUL DOTTIN;310781562;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2021;310781505;CL D'OCCITANIE;310000492;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310781984;CL DE VERDAICH;310014378;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0
TELEMED;2021;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
TELEMED;2021;310782065;AAIR MIDI PYRENEES;310000633;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;1;1;0;0;0;;;;1;0;0;;0;0;0;0;;;0;0;0;0;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310782446;ARSEAA;310782446;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;1;1;1;1;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;310783063;HOPITAL LA GRAVE CHU TLSE;310781406;1;0;0;0;0;;;;0;0;0;;0;0;0;0;;;0;0;1;0;;0;1;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;0;;;;0;;;;0;;1;1;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310786702;SSR DOMAINE DE LA CADENE;750043713;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;310793419;CL NEPHRO ST EXUPERY UAD ST GAUDENS;310000617;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
TELEMED;2021;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2021;320000086;CH AUCH EN GASCOGNE;320780117;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;12;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0
TELEMED;2021;320000128;CH GIMONT;320780158;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2021;320000144;CHI LOMBEZ SAMATAN;320780174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;320000151;CH DE MAUVEZIN;320780182;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;320000185;CH DE VIC FEZENSAC;320780216;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;320780323;CENTRE PEDIATRIQUE ST JACQUES MPR;750810590;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;320784333;CRF ST BLANCARD;320000565;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;38;1;0;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2021;330000217;MAISON DE SANTE MARIE GALENE;330780347;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;36;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;0;0;0;0;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;19;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;0;;;;0;;;;1;1;1;1;1;1;0;1;1;0;0;0;1;0;;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1
TELEMED;2021;330000639;CH CHARLES PERRENS;330781287;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;330000647;C.H. DE CADILLAC;330781295;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;80;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0
TELEMED;2021;330000662;INSTITUT BERGONIE;330781329;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
TELEMED;2021;330056227;ANTENNE AUTODIALYSE CADDD;330007386;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
TELEMED;2021;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0
TELEMED;2021;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;150;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330781139;CRF LA TOUR DE GASSIES;330056540;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;330781154;KORIAN LES GRANDS CHENES;330055542;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330781303;HIA ROBERT PICQUE;750821092;1;0;0;0;0;;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;45;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;330795295;ANTENNE AUTODIALYSE CADDD;330007386;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
TELEMED;2021;330795303;ANTENNE AUTODIALYSE CADDD;330007386;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
TELEMED;2021;330802364;ANTENNE AUTODIALYSE CADDD;330007386;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
TELEMED;2021;330802752;CENTRE JEAN ABADIE - CHU;330781196;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340000025;INSTITUT ST PIERRE;340022722;1;1;0;1;1;1;0;1;1;0;1;0;1;1;0;0;;;0;0;1;0;;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340000033;CH BEZIERS;340780055;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1;25;1;1;0;1;1;0;1;1;1;1;0;1;1;0;0
TELEMED;2021;340000173;CH PEZENAS;340780451;0;;;;1;1;0;0;0;;0;0;0;;;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;340000181;CH ST PONS DE THOMIERES;340780469;1;0;1;0;1;0;1;0;1;0;1;0;0;;;0;;;0;0;1;1;7;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0
TELEMED;2021;340000207;ICM;340780493;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340000249;CH CLERMONT L'HERAULT;340780543;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;34;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340009018;CL DU PIC ST LOUP;340008978;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0
TELEMED;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;1;1;0;0;0;1;0;;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;340015502;CL DU MILLENAIRE;340000512;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
TELEMED;2021;340015965;POLYCL ST PRIVAT;340000074;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;15;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2021;340016476;HAD BEZIERS HAD;340016468;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;7;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340017839;ADENE HAD MONTPELLIER;340027937;0;;;;1;0;0;0;0;;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340021211;HAD CH BEZIERS;340780055;0;;;;1;1;1;1;0;;1;0;0;;;0;0;0;0;1;0;0;;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2021;340024512;SSR LES JARDINS DE SOPHIA;340001825;0;0;0;0;1;0;1;0;0;0;0;;0;0;0;0;;;0;0;0;0;;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0
TELEMED;2021;340024546;CL PLEIN SOLEIL SITE MTP;340000405;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
TELEMED;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340780139;CL DU DR JEAN CAUSSE;340000090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340780212;CRF STER LAMALOU LES BAINS;340796069;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;100;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340780642;CL BEAU SOLEIL;340785856;1;1;0;1;0;;;;1;1;0;;1;0;0;0;;;0;0;1;0;;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340780667;CL DU PARC;340000280;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2021;340780675;CL CLEMENTVILLE;340000298;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340780725;CL VIA DOMITIA;340000330;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;;;0;0;0;0;;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0
TELEMED;2021;340780816;CL MUTUALISTE JEAN LEON;340023209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2021;340781608;CL DU MAS DE ROCHET;340015171;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;100;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;1;1;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;0;;1;1;0;1;0;0;0;1;1;1;0;0;0;0;1
TELEMED;2021;340798552;CENTRE CONVALESCENCE LE PECH DU SOLEIL;340798545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
TELEMED;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;350000154;C.H FOUGERES;350000030;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;350000162;CHIRC SITE REDON;350000048;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;1;0;1;0;0;0;0;0;0;;0;;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2021;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0
TELEMED;2021;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350002317;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2021;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;3;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
