BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2021;490020344;SSR CLINIQUE SAINT JOSEPH;490000171;SSR_TOT;;;;30;0;0;0;7545;0
SSR;2021;490529005;SSR CHR D ANGERS;490000031;SSR_A;;120;43800;8;742;36516;128;1022;
SSR;2021;490529005;SSR CHR D ANGERS;490000031;SSR_A50;1;90;;;;28710;;0;
SSR;2021;490529005;SSR CHR D ANGERS;490000031;SSR_A55;1;;;8;;0;;1022;
SSR;2021;490529005;SSR CHR D ANGERS;490000031;SSR_A56;1;10;;;;1146;;0;
SSR;2021;490529005;SSR CHR D ANGERS;490000031;SSR_A59;1;20;;;;6660;;0;
SSR;2021;490529005;SSR CHR D ANGERS;490000031;SSR_TOT;;120;43800;8;742;36516;128;1022;0
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A;;128;44928;38;729;31484;108;13240;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A50;1;8;;0;;1812;;0;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A51;1;34;;10;;8460;;3993;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A52;1;70;;15;;17702;;4849;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A53;1;10;;10;;2367;;3345;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A54;1;1;;3;;625;;845;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_A55;1;5;;0;;518;;208;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_E;;40;14600;25;444;8930;15;5372;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_E50;1;2;;2;;0;;4;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_E51;1;11;;8;;1875;;1112;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_E52;1;17;;11;;6738;;3982;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_E54;1;2;;1;;28;;130;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_E55;1;8;;3;;289;;144;
SSR;2021;490531910;SSR LES CAPUCINS;490535093;SSR_TOT;;168;59528;63;1173;40414;123;18612;1
SSR;2021;490534922;SSR ARCOLE;490000890;SSR_A;;70;25550;10;637;18533;34;2608;
SSR;2021;490534922;SSR ARCOLE;490000890;SSR_A50;1;70;;10;;18533;;2608;
SSR;2021;490534922;SSR ARCOLE;490000890;SSR_TOT;;70;25550;10;637;18533;34;2608;0
SSR;2021;490543675;SSR ANJOU;490009529;SSR_A;;65;23725;8;415;17331;47;2274;
SSR;2021;490543675;SSR ANJOU;490009529;SSR_A50;1;65;;;;17331;;0;
SSR;2021;490543675;SSR ANJOU;490009529;SSR_A55;1;;;8;;0;;2274;
SSR;2021;490543675;SSR ANJOU;490009529;SSR_TOT;;65;23725;8;415;17331;47;2274;0
SSR;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;SSR_A;;41;14965;5;654;11231;2;289;
SSR;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;SSR_A50;1;31;;;;2825;;0;
SSR;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;SSR_A55;1;10;;5;;8406;;289;
SSR;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;SSR_TOT;;41;14965;5;654;11231;2;289;0
SSR;2021;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;SSR_A;;30;10950;;258;8474;16;0;
SSR;2021;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;SSR_A50;1;10;;;;2528;;0;
SSR;2021;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;SSR_A59;1;20;;;;5946;;0;
SSR;2021;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;SSR_TOT;;30;10950;;258;8474;16;0;0
SSR;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;SSR_A;;30;10067;;300;8994;12;0;
SSR;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;SSR_A50;1;30;;;;8994;;0;
SSR;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;SSR_TOT;;30;10067;;300;8994;12;0;0
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_A;;209;76285;120;1260;56700;178;24505;
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_A50;1;1;;1;;49;;12;
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_A51;1;120;;64;;29579;;12600;
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_A52;1;88;;50;;27049;;10579;
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_A57;1;;;;;23;;3;
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_A59;1;;;5;;0;;1311;
SSR;2021;500000229;CRF -LE NORMANDY- - GRANVILLE;500000567;SSR_TOT;;209;76285;120;1260;56700;178;24505;0
SSR;2021;500000260;CHAG - SITE GRANVILLE;500000054;SSR_A;;55;19951;;699;18434;21;0;
SSR;2021;500000260;CHAG - SITE GRANVILLE;500000054;SSR_A50;1;45;;;;14919;;0;
SSR;2021;500000260;CHAG - SITE GRANVILLE;500000054;SSR_A59;1;10;;;;3515;;0;
SSR;2021;500000260;CHAG - SITE GRANVILLE;500000054;SSR_TOT;;55;19951;;699;18434;21;0;
SSR;2021;500000278;CENTRE POST CURE BEAUREGARD/LA GLACERI;500010384;SSR_A;;21;7665;;108;5355;28;0;
SSR;2021;500000278;CENTRE POST CURE BEAUREGARD/LA GLACERI;500010384;SSR_A58;1;21;;;;5355;;0;
SSR;2021;500000278;CENTRE POST CURE BEAUREGARD/LA GLACERI;500010384;SSR_TOT;;21;7665;;108;5355;28;0;0
SSR;2021;500000302;HOPITAL LOCAL - MORTAIN;500000062;SSR_A;;30;10950;;273;7951;10;0;
SSR;2021;500000302;HOPITAL LOCAL - MORTAIN;500000062;SSR_A50;1;30;;;;7951;;0;
SSR;2021;500000302;HOPITAL LOCAL - MORTAIN;500000062;SSR_TOT;;30;10950;;273;7951;10;0;0
SSR;2021;500000419;CRF - SIOUVILLE;310021084;SSR_A;;114;42370;44;899;34748;112;6311;
SSR;2021;500000419;CRF - SIOUVILLE;310021084;SSR_A50;1;20;;;;4159;;0;
SSR;2021;500000419;CRF - SIOUVILLE;310021084;SSR_A51;1;54;;36;;13399;;3882;
SSR;2021;500000419;CRF - SIOUVILLE;310021084;SSR_A52;1;40;;8;;17190;;2429;
SSR;2021;500000419;CRF - SIOUVILLE;310021084;SSR_TOT;;114;42370;44;899;34748;112;6311;0
SSR;2021;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;SSR_A;;32;11680;;340;9606;17;0;
SSR;2021;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;SSR_A50;1;32;;;;9606;;0;
SSR;2021;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;SSR_TOT;;32;11680;;340;9606;17;0;0
SSR;2021;500000435;HOPITAL SAINT JAMES;500000104;SSR_A;;30;10950;;327;9262;9;0;
SSR;2021;500000435;HOPITAL SAINT JAMES;500000104;SSR_A50;1;30;;;;9262;;0;
SSR;2021;500000435;HOPITAL SAINT JAMES;500000104;SSR_TOT;;30;10950;;327;9262;9;0;0
SSR;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;SSR_A;;30;10950;;309;10393;16;0;
SSR;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;SSR_A50;1;30;;;;2055;;0;
SSR;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;SSR_A59;1;0;;;;8338;;0;
SSR;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;SSR_TOT;;30;10950;;309;10393;16;0;
SSR;2021;500000468;CHPC - SITE VALOGNES;500000013;SSR_A;;90;32850;;879;30989;49;0;
SSR;2021;500000468;CHPC - SITE VALOGNES;500000013;SSR_A50;1;3;;;;1092;;0;
SSR;2021;500000468;CHPC - SITE VALOGNES;500000013;SSR_A59;1;87;;;;29897;;0;
SSR;2021;500000468;CHPC - SITE VALOGNES;500000013;SSR_TOT;;90;32850;;879;30989;49;0;0
SSR;2021;500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;500000138;SSR_A;;23;8395;;298;7298;4;0;
SSR;2021;500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;500000138;SSR_A50;1;23;;;;7298;;0;
SSR;2021;500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;500000138;SSR_TOT;;23;8395;;298;7298;4;0;
SSR;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;SSR_A;;26;9490;;213;7241;13;0;
SSR;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;SSR_A50;1;8;;;;2463;;0;
SSR;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;SSR_A58;1;2;;;;645;;0;
SSR;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;SSR_A59;1;16;;;;4133;;0;
SSR;2021;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;SSR_TOT;;26;9490;;213;7241;13;0;0
SSR;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_A;;45;16425;;254;13484;48;0;
SSR;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_A50;1;45;;;;3751;;0;
SSR;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_A59;1;0;;;;9733;;0;
SSR;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_TOT;;45;16425;;254;13484;48;0;0
SSR;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;SSR_A;;20;7300;;358;4972;4;;
SSR;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;SSR_A50;1;20;;;;4972;;;
SSR;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;SSR_TOT;;20;7300;;358;4972;4;;0
SSR;2021;500012687;CRF CARDIO VASCULAIRE W.HARVEY;310021118;SSR_A;;71;25986;10;1113;23189;10;7587;
SSR;2021;500012687;CRF CARDIO VASCULAIRE W.HARVEY;310021118;SSR_A50;1;;;;;0;;0;
SSR;2021;500012687;CRF CARDIO VASCULAIRE W.HARVEY;310021118;SSR_A53;1;71;;10;;23189;;7587;
SSR;2021;500012687;CRF CARDIO VASCULAIRE W.HARVEY;310021118;SSR_TOT;;71;25986;10;1113;23189;10;7587;
SSR;2021;500012968;CENTRE D'AIDE AUX JEUNES DIABETIQUES;750826307;SSR_E;;56;3901;;277;3256;0;0;
SSR;2021;500012968;CENTRE D'AIDE AUX JEUNES DIABETIQUES;750826307;SSR_E50;1;56;;;;3256;;0;
SSR;2021;500012968;CENTRE D'AIDE AUX JEUNES DIABETIQUES;750826307;SSR_TOT;;56;3901;;277;3256;0;0;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_A;;96;35040;25;465;25106;118;934;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_A50;1;1;;;;0;;0;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_A51;1;1;;;;496;;0;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_A52;1;76;;10;;24557;;442;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_A54;1;17;;15;;43;;492;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_A59;1;1;;;;10;;0;
SSR;2021;500021423;CRF LE NORMANDY II;500000567;SSR_TOT;;96;35040;25;465;25106;118;934;0
SSR;2021;500024336;CRF SIOUVILLE - SITE CHERBOURG;310021084;SSR_A;;20;7081;5;175;4202;1;2072;
SSR;2021;500024336;CRF SIOUVILLE - SITE CHERBOURG;310021084;SSR_A54;1;20;;5;;4202;;2072;
SSR;2021;500024336;CRF SIOUVILLE - SITE CHERBOURG;310021084;SSR_TOT;;20;7081;5;175;4202;1;2072;0
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_A;;56;19709;20;460;15784;28;3358;
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_A50;1;5;;;;919;;0;
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_A51;1;15;;5;;3244;;1609;
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_A52;1;6;;5;;3557;;1262;
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_A54;1;;;10;;0;;487;
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_A59;1;30;;;;8064;;0;
SSR;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;SSR_TOT;;56;19709;20;460;15784;28;3358;0
SSR;2021;510000177;CENTRE HOSPITALIER DE SEZANNE;100006279;SSR_A;;40;14600;;298;6383;6;0;
SSR;2021;510000177;CENTRE HOSPITALIER DE SEZANNE;100006279;SSR_A50;1;40;;;;6383;;0;
SSR;2021;510000177;CENTRE HOSPITALIER DE SEZANNE;100006279;SSR_TOT;;40;14600;;298;6383;6;0;0
SSR;2021;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;SSR_A;;30;10950;;262;9474;17;0;
SSR;2021;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;SSR_A50;1;30;;;;9474;;0;
SSR;2021;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;SSR_TOT;;30;10950;;262;9474;17;0;0
SSR;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_A;;20;7300;1;115;3697;0;9;
SSR;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_A50;1;;;;;0;;0;
SSR;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_A58;1;20;;1;;3697;;9;
SSR;2021;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_TOT;;20;7300;1;115;3697;0;9;0
SSR;2021;510000243;CLINIQUE D'EPERNAY;510000573;SSR_A;;10;3230;;120;1771;0;0;
SSR;2021;510000243;CLINIQUE D'EPERNAY;510000573;SSR_A50;1;10;;;;1771;;0;
SSR;2021;510000243;CLINIQUE D'EPERNAY;510000573;SSR_TOT;;10;3230;;120;1771;0;0;0
SSR;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_A;;25;9125;6;234;7412;6;307;
SSR;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_A50;1;25;;;;7412;;0;
SSR;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_A53;1;;;6;;0;;307;
SSR;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_TOT;;25;9125;6;234;7412;6;307;0
SSR;2021;510000292;EHSSR STE MARTHE;750720534;SSR_A;;60;21900;8;611;18155;20;1609;
SSR;2021;510000292;EHSSR STE MARTHE;750720534;SSR_A50;1;10;;1;;3181;;363;
SSR;2021;510000292;EHSSR STE MARTHE;750720534;SSR_A59;1;50;;7;;14974;;1246;
SSR;2021;510000292;EHSSR STE MARTHE;750720534;SSR_TOT;;60;21900;8;611;18155;20;1609;0
SSR;2021;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;SSR_A;;40;14600;;317;11739;29;0;
SSR;2021;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;SSR_A50;1;40;;;;11739;;0;
SSR;2021;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;SSR_TOT;;40;14600;;317;11739;29;0;0
SSR;2021;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;SSR_A;;13;4745;;107;2132;0;0;
SSR;2021;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;SSR_A50;1;13;;;;2132;;0;
SSR;2021;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;SSR_TOT;;13;4745;;107;2132;0;0;0
SSR;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;SSR_A;;15;5475;18;246;4534;0;4348;
SSR;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;SSR_A53;1;15;;18;;4534;;4348;
SSR;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;SSR_TOT;;15;5475;18;246;4534;0;4348;0
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A;;201;76113;29;1479;63256;169;6480;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A50;1;30;;;;10006;;0;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A51;1;30;;8;;10240;;0;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A52;1;30;;8;;10555;;4912;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A54;1;;;8;;0;;1438;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A55;1;25;;;;9722;;0;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A59;1;86;;5;;22733;;130;
SSR;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_TOT;;201;76113;29;1479;63256;169;6480;
SSR;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_E;;4;492;5;9;1475;0;1399;
SSR;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_E51;1;2;;3;;1270;;825;
SSR;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_E52;1;2;;2;;205;;574;
SSR;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_TOT;;4;492;5;9;1475;0;1399;0
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A;;94;38668;50;899;30211;73;12291;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A50;1;25;;;;12965;;0;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A51;1;18;;12;;5634;;2492;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A52;1;7;;8;;930;;2767;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A53;1;;;25;;0;;4838;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A54;1;;;5;;0;;2194;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A59;1;44;;;;10682;;0;
SSR;2021;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_TOT;;94;38668;50;899;30211;73;12291;0
SSR;2021;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_A;;83;30295;10;801;29973;62;2909;
SSR;2021;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_A50;1;83;;;;29973;;0;
SSR;2021;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_A53;1;;;10;;0;;2909;
SSR;2021;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_TOT;;83;30295;10;801;29973;62;2909;0
SSR;2021;510024466;CENTRE HOSPITALIER DE FISMES;510000128;SSR_A;;30;10950;;176;4742;3;0;
SSR;2021;510024466;CENTRE HOSPITALIER DE FISMES;510000128;SSR_A50;1;30;;;;4742;;0;
SSR;2021;510024466;CENTRE HOSPITALIER DE FISMES;510000128;SSR_TOT;;30;10950;;176;4742;3;0;0
SSR;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A;;43;15695;4;348;11580;20;1150;
SSR;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A50;1;11;;1;;1671;;75;
SSR;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A51;1;20;;2;;7114;;533;
SSR;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A52;1;12;;1;;2795;;542;
SSR;2021;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_TOT;;43;15695;4;348;11580;20;1150;1
SSR;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A;;49;17885;15;361;14256;48;3038;
SSR;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A50;1;0;;0;;0;;0;
SSR;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A51;1;12;;5;;3476;;1404;
SSR;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A52;1;12;;10;;2910;;1634;
SSR;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A59;1;25;;0;;7870;;0;
SSR;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_TOT;;49;17885;15;361;14256;48;3038;0
SSR;2021;520000035;HOPITAL DE JOINVILLE;520780040;SSR_A;;25;9125;0;292;7469;2;0;
SSR;2021;520000035;HOPITAL DE JOINVILLE;520780040;SSR_A50;1;25;;0;;7469;;0;
SSR;2021;520000035;HOPITAL DE JOINVILLE;520780040;SSR_TOT;;25;9125;0;292;7469;2;0;0
SSR;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A;;21;7665;6;315;5879;3;1149;
SSR;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A50;1;21;;;;5879;;0;
SSR;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A53;1;;;4;;0;;916;
SSR;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A54;1;;;2;;0;;233;
SSR;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_TOT;;21;7665;6;315;5879;3;1149;0
SSR;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;SSR_A;;22;8030;;126;3812;0;0;
SSR;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;SSR_A50;1;22;;;;3812;;0;
SSR;2021;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;SSR_TOT;;22;8030;;126;3812;0;0;0
SSR;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A;;58;21170;4;496;14274;19;66;
SSR;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A50;1;16;;;;4846;;0;
SSR;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A51;1;20;;3;;5932;;66;
SSR;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A58;1;10;;1;;0;;0;
SSR;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A59;1;12;;;;3496;;0;
SSR;2021;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_TOT;;58;21170;4;496;14274;19;66;0
SSR;2021;520000084;HOPITAL SAINT-CHARLES;520780099;SSR_A;;20;7300;0;281;7270;2;0;
SSR;2021;520000084;HOPITAL SAINT-CHARLES;520780099;SSR_A50;1;20;;0;;7270;;0;
SSR;2021;520000084;HOPITAL SAINT-CHARLES;520780099;SSR_TOT;;20;7300;0;281;7270;2;0;0
SSR;2021;520780156;CLINIQUE DE LA COMPASSION;520000092;SSR_A;;15;5475;;214;3774;4;0;
SSR;2021;520780156;CLINIQUE DE LA COMPASSION;520000092;SSR_A50;1;15;;;;3774;;0;
SSR;2021;520780156;CLINIQUE DE LA COMPASSION;520000092;SSR_TOT;;15;5475;;214;3774;4;0;0
SSR;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_A;;20;7300;6;219;6557;11;829;
SSR;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_A50;1;20;;3;;6557;;227;
SSR;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_A53;1;;;3;;0;;602;
SSR;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_TOT;;20;7300;6;219;6557;11;829;0
SSR;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;SSR_A;;20;7300;;190;6489;13;0;
SSR;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;SSR_A50;1;20;;;;6489;;0;
SSR;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;SSR_TOT;;20;7300;;190;6489;13;0;0
SSR;2021;530000140;HOPITAL LOCAL ERNEE;530000058;SSR_A;;63;21823;;505;18592;42;0;
SSR;2021;530000140;HOPITAL LOCAL ERNEE;530000058;SSR_A50;1;63;;;;18592;;0;
SSR;2021;530000140;HOPITAL LOCAL ERNEE;530000058;SSR_TOT;;63;21823;;505;18592;42;0;0
SSR;2021;530000165;HOPITAL LOCAL EVRON;530000066;SSR_A;;35;12775;;349;10383;16;0;
SSR;2021;530000165;HOPITAL LOCAL EVRON;530000066;SSR_A50;1;35;;;;10383;;0;
SSR;2021;530000165;HOPITAL LOCAL EVRON;530000066;SSR_TOT;;35;12775;;349;10383;16;0;0
SSR;2021;530000173;CH DU NORD MAYENNE;530000074;SSR_A;;24;8760;10;268;7305;3;1089;
SSR;2021;530000173;CH DU NORD MAYENNE;530000074;SSR_A50;1;24;;;;7305;;0;
SSR;2021;530000173;CH DU NORD MAYENNE;530000074;SSR_A53;1;;;10;;0;;1089;
SSR;2021;530000173;CH DU NORD MAYENNE;530000074;SSR_TOT;;24;8760;10;268;7305;3;1089;0
SSR;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;SSR_A;;15;5475;;115;3392;3;0;
SSR;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;SSR_A50;1;15;;;;3392;;0;
SSR;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;SSR_TOT;;15;5475;;115;3392;3;0;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A;;82;29930;33;554;28692;118;7000;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A50;1;34;;;;11795;;0;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A51;1;6;;10;;2249;;2387;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A52;1;18;;15;;5708;;3329;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A53;1;;;8;;0;;1284;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A59;1;24;;;;8940;;0;
SSR;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_TOT;;82;29930;33;554;28692;118;7000;1
SSR;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;SSR_A;;28;10220;0;166;5634;5;0;
SSR;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;SSR_A50;1;28;;0;;5634;;0;
SSR;2021;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;SSR_TOT;;28;10220;0;166;5634;5;0;0
SSR;2021;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;SSR_A;;36;13140;8;303;11361;13;922;
SSR;2021;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;SSR_A58;1;36;;8;;11361;;922;
