BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2120;1;;1;
HAD_P;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2410;1;;1;
HAD_P;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2460;;2;1;
HAD_P;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N9999;21;4;21;
HAD_P;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;NAUT;3;;3;
HAD_P;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;Ncoor;16;2;15;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;M9999;3;;2.72;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;Mcoor;3;;2.72;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2210;9;2;11.55;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2510;6;;2.42;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2710;;1;0.25;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N9999;20;5;19.28;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;NAUT;4;2;4.06;
HAD_P;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;Ncoor;1;0;1;
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;M9999;2;0;0.55;0
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;MAUT;2;0;0.55;0
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2120;;1;0.8;
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2210;6;1;7.15;0
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2510;5;1;4.85;
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;N3120;;1;0.8;
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;N9999;14;4;17.06;0
HAD_P;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;NAUT;3;;3.46;0
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M9999;1;1;0.5;130
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;MAUT;;;;130
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;Mcoor;1;1;0.5;
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2120;1;;1.1;
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2210;5;7;10.22;301
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2410;;;;117
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2460;;;;1
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2710;;;;2
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N9999;7;9;12.37;432
HAD_P;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;NAUT;1;2;1.05;11
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;M9999;2;1;2.8;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;Mcoor;2;1;2.8;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2120;1;;1;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2210;19;2;18.38;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2510;3;;3;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N9999;28;7;31.26;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;NAUT;2;3;4;
HAD_P;2021;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;Ncoor;3;2;4.88;
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M3050;;;0.03;70
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M9999;;1;0.33;115
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;MAUT;;;;45
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;Mcoor;;1;0.3;
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2120;;1;0.14;
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2210;4;1;3.46;143
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2410;;;;38
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2510;5;;4.45;
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2710;;1;0.7;
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N3120;;1;0.7;
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N9999;10;4;10.45;181
HAD_P;2021;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;Ncoor;1;;1;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;M3050;;1;0.2;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;M9999;2;1;2;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;Mcoor;2;;1.8;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;N2120;1;;1;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;N2210;14;7;16.48;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;N2510;7;2;7.56;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;N2710;;1;0.5;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;N3120;1;1;1.11;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;N9999;29;18;32.64;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;NAUT;3;7;3.03;
HAD_P;2021;590025128;HAD DU HAINAUT;620001834;Ncoor;3;;2.96;
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;M9999;;2;1.5;
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;Mcoor;;2;1.5;
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2120;1;;1;
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2210;17;4;18.25;303
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2410;;;;264
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2510;10;;9.61;
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2710;;1;0.39;
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;N9999;30;5;29.59;650
HAD_P;2021;590025458;HAD DU CH D'HAZEBROUCK;590782652;NAUT;2;;0.34;83
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M3050;1;;0.5;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M9999;1;1;1.42;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;Mcoor;;1;0.92;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2120;1;;0.64;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2210;28;;21.29;56
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2410;;;;45
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2510;21;;19.49;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2710;;1;0.4;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N3120;1;;1;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N9999;62;2;53.74;101
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;NAUT;8;;7.46;
HAD_P;2021;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;Ncoor;3;1;3.46;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M3050;;1;0.5;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M9999;;2;0.9;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;Mcoor;;1;0.4;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2120;1;;1;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2210;15;;14.89;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2510;13;;10.68;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2710;;1;0.4;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N3120;;1;1.37;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N9999;37;4;37.23;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;NAUT;7;;6.17;
HAD_P;2021;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;Ncoor;1;2;2.72;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;M3050;;1;0.33;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;M9999;1;1;1.21;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;Mcoor;1;;0.88;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;N2120;;1;0.8;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;N2210;9;;9.35;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;N2510;10;2;10.23;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;N2710;;1;0.5;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;N3120;;1;0.5;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;N9999;22;7;25.03;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;NAUT;2;;2.26;
HAD_P;2021;590035838;HAD SAMBRE AVESNOIS;590000485;Ncoor;1;2;1.39;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M3050;;1;0.5;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M9999;;3;1.27;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;Mcoor;;2;0.77;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2120;1;;0.31;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2210;42;;33.08;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2510;30;3;21.19;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2710;;1;0.5;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N3120;;1;0.78;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N9999;83;8;69.46;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;NAUT;7;2;8.93;
HAD_P;2021;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;Ncoor;3;1;4.67;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;M9999;2;1;2.12;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;Mcoor;2;1;2.12;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;N2120;1;0;1;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;N2210;16;5;18.67;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;N2460;0;1;0.5;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;N2510;5;2;6.73;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;N2710;0;1;0.5;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;N9999;33;14;41.62;
HAD_P;2021;590045407;HAD CHRU LILLE;590780193;NAUT;11;5;14.22;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;M3050;;1;0.25;243
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;M9999;1;1;1.25;243
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;Mcoor;1;;1;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2120;2;;2;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2210;22;;21.61;132
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2410;;;;82
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2510;9;2;9.96;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2710;;1;0.5;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N3120;1;;1;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N9999;45;3;45.52;214
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;NAUT;5;;4.65;
HAD_P;2021;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;Ncoor;6;;5.8;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;M9999;;2;1.33;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;Mcoor;;2;1.33;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N2120;2;;1.68;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N2210;21;6;23.96;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N2510;5;8;8.96;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N3120;;1;0.5;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N9999;36;19;45.03;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;NAUT;6;2;6.41;
HAD_P;2021;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;Ncoor;2;2;3.52;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M3050;0;1;0.5;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M9999;3;2;4;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;Mcoor;3;1;3.5;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2120;8;;8;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2210;60;9;61.3;312
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2410;;;;201
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2510;24;4;24.7;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2710;1;;0.9;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N3120;2;;1.9;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N9999;138;13;137.4;513
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;NAUT;22;;20.4;
HAD_P;2021;590812509;SANTELYS HAD LILLE METROPOLE;590799995;Ncoor;21;;20.2;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;M9999;0;2;0.88;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;MAUT;0;2;0.88;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;N2120;1;0;0.27;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;N2210;10;0;8.67;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;N2410;0;0;0;5
HAD_P;2021;600000194;CH BEAUVAIS;600100713;N2510;8;1;8.94;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;N2710;0;1;0.36;
HAD_P;2021;600000194;CH BEAUVAIS;600100713;N9999;22;2;20.64;5
HAD_P;2021;600000194;CH BEAUVAIS;600100713;Ncoor;3;0;2.4;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M3050;;1;0.3;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M9999;;6;1.8;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;Mcoor;;5;1.5;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2120;2;;1;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2210;10;;3;381
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2410;;;;59
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2510;42;10;22.21;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2710;1;;1;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N3120;1;;0.5;
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N9999;66;10;33.21;454
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;NAUT;1;;1;14
HAD_P;2021;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;Ncoor;9;;4.5;
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;M9999;0;2;0.8;0
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;MAUT;0;2;0.8;0
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;N2120;1;0;1;
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;N2210;7;3;7.89;0
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;N2510;8;4;9.15;
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;N2710;0;1;0.5;0
HAD_P;2021;600010102;HAD CHICN COMPI»GNE;600100721;N9999;16;8;18.54;0
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;M3050;;;;59
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;M9999;;1;0.25;59
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;Mcoor;;1;0.25;
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2210;12;1;3.5;
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2510;10;3;9;
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N3120;0;1;0.2;
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N9999;29;9;16.37;
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;NAUT;6;4;2.67;
HAD_P;2021;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;Ncoor;1;0;1;
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M3050;;;;24
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M9999;0;1;0.2;70
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;MAUT;;;;46
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;Mcoor;0;1;0.2;
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2120;1;;0.67;
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2210;;;;89
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2410;;;;12
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2510;1;10;5.33;
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N3120;;1;0.17;
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N9999;4;17;10.57;101
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;NAUT;1;4;2.6;
HAD_P;2021;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;Ncoor;1;2;1.8;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;M9999;;1;0.13;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;Mcoor;;1;0.13;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;N2120;;1;0.8;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;N2510;8;1;5.8;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;N2710;;1;0.14;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;N3120;;1;0.27;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;N9999;9;6;9.21;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;NAUT;;2;1.2;
HAD_P;2021;610006256;HAD ORNE-EST;610006769;Ncoor;1;;1;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;M9999;;1;0.07;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;Mcoor;;1;0.07;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2120;1;;1;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2510;8;1;2.9;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2710;;1;0.05;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N3120;;1;0.14;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N9999;9;5;4.75;
HAD_P;2021;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;NAUT;;2;0.66;
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;M3050;;;;15
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;M9999;;1;0.1;34
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;MAUT;;;;19
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;Mcoor;;1;0.1;
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N2120;;1;0.33;
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N2210;;;;59
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N2510;;4;2.8;
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N3120;;1;0.07;
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N9999;;12;4.96;59
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;NAUT;;3;0.96;
HAD_P;2021;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;Ncoor;;3;0.8;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;M9999;;1;0.2;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;Mcoor;;1;0.2;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2120;;1;0.2;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2210;3;2;4.3;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2510;3;;3;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2710;;1;0.1;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N9999;6;5;7.78;
HAD_P;2021;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;NAUT;;1;0.18;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;M3050;;1;0.3;432
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;M9999;1;2;1.8;432
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;Mcoor;1;1;1.5;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2120;5;;5;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2210;46;2;41.9;291
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2410;;;;103
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2510;18;1;17.1;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2710;;1;0.5;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N3120;2;;1.2;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N9999;95;4;87.2;394
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;NAUT;11;;9;
HAD_P;2021;620003889;SANTELYS HAD DU B…THUNOIS;590799995;Ncoor;13;;12.5;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;M3050;;1;0.5;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;M9999;;2;2.14;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;Mcoor;;1;1.64;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;N2120;1;;1;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;N2210;33;5;30.08;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;N2510;37;3;24.87;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;N2710;;1;0.8;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;N3120;;2;1.75;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;N9999;83;13;73.42;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;NAUT;7;1;9.2;
HAD_P;2021;620010348;HAD CALAIS - SAINT OMER;590024469;Ncoor;5;1;5.72;
HAD_P;2021;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;M3050;;1;0.5;
HAD_P;2021;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;M9999;1;2;2.4;
HAD_P;2021;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;Mcoor;1;1;1.9;
HAD_P;2021;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2120;4;;4;
