BOR;AN;FI;RS;FI_EJ;EQUIPSSR;SANSEQ;EQPL;EQAU
SSR2;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;STICON;1;;
SSR2;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;VEHADP;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;APTAUT;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;ASSMAR;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;ASSMEM;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;EXPEQU;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;EXPURO;;1;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;IDRACH;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;ISOCIN;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;LABMAR;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;PISCIN;;1;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;SALINT;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;SIMESP;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;STICON;1;;
SSR2;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;VEHADP;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;APTAUT;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;ASSMAR;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;ASSMEM;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;EXPEQU;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;EXPURO;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;IDRACH;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;ISOCIN;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;LABMAR;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;PISCIN;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;SALINT;;1;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;SIMESP;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;STICON;1;;
SSR2;2021;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;VEHADP;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;APTAUT;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;ASSMAR;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;ASSMEM;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;EXPEQU;;1;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;EXPURO;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;IDRACH;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;ISOCIN;;1;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;LABMAR;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;PISCIN;;1;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;SALINT;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;SIMESP;;1;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;STICON;1;;
SSR2;2021;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;VEHADP;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;APTAUT;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;ASSMAR;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;ASSMEM;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;EXPEQU;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;EXPURO;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;IDRACH;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;ISOCIN;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;LABMAR;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;PISCIN;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;SALINT;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;SIMESP;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;STICON;1;;
SSR2;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;VEHADP;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;APTAUT;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;ASSMAR;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;ASSMEM;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;EXPEQU;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;EXPURO;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;IDRACH;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;ISOCIN;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;LABMAR;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;PISCIN;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;SALINT;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;SIMESP;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;STICON;1;;
SSR2;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;VEHADP;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;APTAUT;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;ASSMAR;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;ASSMEM;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;EXPEQU;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;EXPURO;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;IDRACH;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;ISOCIN;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;LABMAR;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;PISCIN;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;SALINT;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;SIMESP;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;STICON;1;;
SSR2;2021;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;VEHADP;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;APTAUT;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;ASSMAR;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;ASSMEM;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;EXPEQU;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;EXPURO;;1;
SSR2;2021;570000596;HIA LEGOUEST;750821092;IDRACH;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;ISOCIN;;1;
SSR2;2021;570000596;HIA LEGOUEST;750821092;LABMAR;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;PISCIN;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;SALINT;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;SIMESP;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;STICON;1;;
SSR2;2021;570000596;HIA LEGOUEST;750821092;VEHADP;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;APTAUT;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;ASSMAR;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;ASSMEM;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;EXPEQU;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;EXPURO;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;IDRACH;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;ISOCIN;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;LABMAR;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;PISCIN;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;SALINT;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;SIMESP;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;STICON;1;;
SSR2;2021;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;VEHADP;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;APTAUT;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;ASSMAR;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;ASSMEM;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;EXPEQU;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;EXPURO;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;IDRACH;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;ISOCIN;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;LABMAR;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;PISCIN;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;SALINT;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;SIMESP;;1;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;STICON;1;;
SSR2;2021;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;VEHADP;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;APTAUT;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;ASSMAR;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;ASSMEM;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;EXPEQU;;1;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;EXPURO;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;IDRACH;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;ISOCIN;;1;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;LABMAR;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;PISCIN;;1;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;SALINT;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;SIMESP;;1;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;STICON;1;;
SSR2;2021;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;VEHADP;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;APTAUT;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;ASSMAR;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;ASSMEM;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;EXPEQU;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;EXPURO;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;IDRACH;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;ISOCIN;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;LABMAR;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;PISCIN;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;SALINT;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;SIMESP;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;STICON;1;;
SSR2;2021;570000828;CTRE POST CURE LA FONTENELLE MAIZEROY;570011452;VEHADP;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;APTAUT;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;ASSMAR;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;ASSMEM;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;EXPEQU;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;EXPURO;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;IDRACH;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;ISOCIN;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;LABMAR;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;PISCIN;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;SALINT;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;SIMESP;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;STICON;1;;
SSR2;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;VEHADP;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;APTAUT;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;ASSMAR;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;ASSMEM;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;EXPEQU;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;EXPURO;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;IDRACH;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;ISOCIN;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;LABMAR;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;PISCIN;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;SALINT;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;SIMESP;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;STICON;1;;
SSR2;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;VEHADP;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;APTAUT;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;ASSMAR;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;ASSMEM;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;EXPEQU;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;EXPURO;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;IDRACH;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;ISOCIN;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;LABMAR;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;PISCIN;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;SALINT;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;SIMESP;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;STICON;1;;
SSR2;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;VEHADP;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;APTAUT;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;ASSMAR;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;ASSMEM;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;EXPEQU;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;EXPURO;;1;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;IDRACH;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;ISOCIN;;1;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;LABMAR;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;PISCIN;;1;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;SALINT;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;SIMESP;;1;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;STICON;1;;
SSR2;2021;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;VEHADP;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;APTAUT;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;ASSMAR;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;ASSMEM;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;EXPEQU;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;EXPURO;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;IDRACH;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;ISOCIN;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;LABMAR;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;PISCIN;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;SALINT;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;SIMESP;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;STICON;1;;
SSR2;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;VEHADP;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;APTAUT;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;ASSMAR;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;ASSMEM;;1;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;EXPEQU;;1;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;EXPURO;;1;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;IDRACH;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;ISOCIN;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;LABMAR;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;PISCIN;;1;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;SALINT;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;SIMESP;;1;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;STICON;1;;
SSR2;2021;570003103;CRF LE HOHBERG DE SARREGUEMINES;540019726;VEHADP;;1;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;APTAUT;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;ASSMAR;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;ASSMEM;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;EXPEQU;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;EXPURO;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;IDRACH;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;ISOCIN;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;LABMAR;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;PISCIN;;1;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;SALINT;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;SIMESP;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;STICON;1;;
SSR2;2021;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;VEHADP;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;APTAUT;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;ASSMAR;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;ASSMEM;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;EXPEQU;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;EXPURO;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;IDRACH;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;ISOCIN;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;LABMAR;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;PISCIN;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;SALINT;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;SIMESP;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;STICON;1;;
SSR2;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;VEHADP;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;APTAUT;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;ASSMAR;;1;
SSR2;2021;570012369;CMS DE GORZE;570011387;ASSMEM;;1;
SSR2;2021;570012369;CMS DE GORZE;570011387;EXPEQU;;1;
SSR2;2021;570012369;CMS DE GORZE;570011387;EXPURO;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;IDRACH;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;ISOCIN;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;LABMAR;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;PISCIN;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;SALINT;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;SIMESP;;1;
SSR2;2021;570012369;CMS DE GORZE;570011387;STICON;1;;
SSR2;2021;570012369;CMS DE GORZE;570011387;VEHADP;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;APTAUT;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;ASSMAR;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;ASSMEM;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;EXPEQU;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;EXPURO;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;IDRACH;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;ISOCIN;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;LABMAR;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;PISCIN;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;SALINT;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;SIMESP;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;STICON;1;;
SSR2;2021;570012633;CTRE MED DIET L'ALUMNAT SCY-CHAZELLES;540019726;VEHADP;1;;
SSR2;2021;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION;570005165;APTAUT;1;;
SSR2;2021;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION;570005165;ASSMAR;1;;
SSR2;2021;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION;570005165;ASSMEM;1;;
SSR2;2021;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION;570005165;EXPEQU;1;;
