,adresse_code_insee,adresse_code_postal,adresse_distribution,adresse_gestion_acheminement,adresse_gestion_code_postal,adresse_gestion_distribution,adresse_gestion_format_postal,adresse_gestion_geo,adresse_gestion_libelle_voie,adresse_gestion_nom,adresse_gestion_pays,adresse_libelle_commune,adresse_libelle_voie,adresse_numero_voie,adresse_repetition,adresse_siege,adresse_type_voie,autorisation_publication_web,code_gestion,created_at,date_creation,date_declaration_dissolution,date_derniere_declaration,date_publication_creation,derniere_maj,dirigeant_civilite,email,groupement,id,id_association,id_ex_association,is_waldec,l1_adresse_import,l2_adresse_import,l3_adresse_import,nature,numero_reconnaissance_utilite_publique,objet,objet_social1,objet_social2,observation,position_activite,siret,site_web,source,telephone,titre,titre_court,updated_at
702,22278,22000,,,,,,,,,,SAINT-BRIEUC,,,,,,,224P,2018-09-23T10:00:45.000Z,0001-01-01,,,1925-05-16,2014-12-23 12:45:53,PM,,S,2724977,224P0224000101,0224000101,false,"10, rue Jean Métairie",,,D,,"Subvenir aux frais et a l'entretien du culte catholique sous l'autorite de l'eveque en communion avec le saint-siege,et conformement a la constitution de l'eglise catholique.",040000,000000,W224004680,R,,,ASSOCIATION DIOCESAINE SAINT-BRIEUC ET TREGUIER,,ASSOCIATION DIOCESAINE DE SAINT-BRIEUC ET TREGUIER,,2018-09-23T10:00:45.000Z
703,22278,22000,_,ST BRIEUC,22000,,,,10 RUE JEAN MéTAIRIE,,FRANCE,Saint-Brieuc,Mathurin Méheut,81,,,RUE,0,224P,2018-10-01T16:18:37.000Z,1925-04-29,,2017-08-25,1925-05-16,2018-02-23 20:00:03,PM,,S,4405182,W224004680,0224000101,true,,,,D,,"subvenir aux frais et à l'entretien du culte catholique sous l'autorité de l'évêque en communion avec le saint-siège,et conformément à la constitution de l'église catholique",040000,000000,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier,A,77745992600013,,ASSOCIATION DIOCESAINE SAINT-BRIEUC ET TREGUIER,,ASSOCIATION DIOCESAINE DE SAINT-BRIEUC ET TREGUIER,ASSOCIATION DIOCESAINE DE SAINT-BRI...,2018-10-01T16:18:37.000Z
704,22278,22000,,,,,,,,,,SAINT-BRIEUC,,,,,,,224P,2018-10-01T16:23:22.000Z,0001-01-01,,,1925-05-16,2014-12-23 12:45:53,PM,,S,5579333,224P0224000101,0224000101,false,"10, rue Jean Métairie",,,D,,"Subvenir aux frais et a l'entretien du culte catholique sous l'autorite de l'eveque en communion avec le saint-siege,et conformement a la constitution de l'eglise catholique.",040000,000000,W224004680,R,,,ASSOCIATION DIOCESAINE SAINT-BRIEUC ET TREGUIER,,ASSOCIATION DIOCESAINE DE SAINT-BRIEUC ET TREGUIER,,2018-10-01T16:23:22.000Z
705,40088,40100,_,DAX,40100,Francis Planté,,,100 Avenue,,FRANCE,Dax,Francis Planté,100,,,AV,0,401S,2018-09-23T09:53:31.000Z,1926-09-10,,2014-10-15,1926-11-14,2014-10-15 13:54:35,PM,,S,882558,W401000649,0401000111,true,,,,D,,"Subvenir aux frais et à l'entretien du culte catholique, sous l'autorité de l'évêque, en communion avec le Saint Siège et conformément à la constitution de l'Eglise Catholique.",040000,040000,reprise auto => date publication création au JO à vérifier,A,,,ASSOCIATION DIOCESAINE d'Aire et de Dax,,ASSOCIATION DIOCESAINE D'AIRE ET DE DAX,ASSOCIATION DIOCESAINE D'AIRE ET D...,2018-09-23T09:53:31.000Z
706,40088,40100,_,DAX,40100,Francis Planté,,,100 Avenue,,FRANCE,Dax,Francis Planté,100,,,AV,0,401S,2018-10-01T16:15:31.000Z,1926-09-10,,2014-10-15,1926-11-14,2014-10-15 13:54:35,PM,,S,3732020,W401000649,0401000111,true,,,,D,,"Subvenir aux frais et à l'entretien du culte catholique, sous l'autorité de l'évêque, en communion avec le Saint Siège et conformément à la constitution de l'Eglise Catholique.",040000,040000,reprise auto => date publication création au JO à vérifier,A,,,ASSOCIATION DIOCESAINE d'Aire et de Dax,,ASSOCIATION DIOCESAINE D'AIRE ET DE DAX,ASSOCIATION DIOCESAINE D'AIRE ET D...,2018-10-01T16:15:31.000Z
707,75108,75008,_,PARIS 08,75008,,,,1 Bis place des Saussaies,,FRANCE,Paris,des Saussaies,1 Bis,,,PL,0,751P,2018-09-23T09:51:37.000Z,1945-10-31,,2018-01-18,1945-12-07,2018-01-30 15:42:19,CP,,S,455196,W751004824,4824,true,,,,D,,défense des intérêts moraux materiels des mbres et des corps auxquels ils appartiennent créer resserrer liens amitié entre tous ses adhérents; de procéder à toutes recherches et études de nature à améliorer l'efficacitré de l'administration et à assurer son rayonnement dans l'intérêt de l' E tat et des administrés,022530,000000,,A,,,ASSOCIATION DU CORPS PREFECTORAL ET DES HAUTS FONCTIONNAIRES DU MINISTERE DE L'INTERIEUR,,ASSOCIATION DU CORPS PREFECTORAL ET DES HAUTS FONCTIONNAIRES DU MINISTERE DE L'INTERIEUR ACPHFMI,ACPHFMI,2018-09-23T09:51:37.000Z
708,75108,75008,_,PARIS 08,75008,,,,1 Bis place des Saussaies,,FRANCE,Paris,des Saussaies,1 Bis,,,PL,0,751P,2018-10-01T16:13:32.000Z,1945-10-31,,2018-01-18,1945-12-07,2018-01-30 15:42:19,CP,,S,3303976,W751004824,4824,true,,,,D,,défense des intérêts moraux materiels des mbres et des corps auxquels ils appartiennent créer resserrer liens amitié entre tous ses adhérents; de procéder à toutes recherches et études de nature à améliorer l'efficacitré de l'administration et à assurer son rayonnement dans l'intérêt de l' E tat et des administrés,022530,000000,,A,,,ASSOCIATION DU CORPS PREFECTORAL ET DES HAUTS FONCTIONNAIRES DU MINISTERE DE L'INTERIEUR,,ASSOCIATION DU CORPS PREFECTORAL ET DES HAUTS FONCTIONNAIRES DU MINISTERE DE L'INTERIEUR ACPHFMI,ACPHFMI,2018-10-01T16:13:32.000Z
709,62001,62153,_,ABLAIN ST NAZAIRE,62153,,Colline de Lorette,,,,FRANCE,Ablain-Saint-Nazaire,,,,Colline de Lorette,,0,621P,2018-09-23T09:55:43.000Z,1920-09-11,,2016-05-10,0001-01-01,2016-05-23 11:44:15,PM,,S,1409989,W621000268,0621003516,true,,,,R,62.000.0339,"achever, aménager, entretenir et desservir les deux parties du monument érigé sur la colline de Notre Dame de Lorette pour perpétuer le souvenir des sanglantes batailles de l'Artois, honorer la mémoire des soldats tombés au cours de cesluttes héroïques et faciliter à leurs familles la visite de leurs tombes, concourir avec les autorités administratives à l'embellissement du cimetière national et prendre généralement toutes initiatives tendant à perpétuer le culte des morts de la grande guerre.",010020,000000,reconnue d'utilité publique,A,,,ASSOCIATION DU MONUMENT DE NOTRE DAME DE LORETTE ET DE LA GARDE D'HONNEUR DE L'OSSUAIRE,,ASSOCIATION DU MONUMENT DE NOTRE DAME DE LORETTE ET DE LA GARDE D'HONNEUR DE L'OSSUAIRE,MONUMENT DE NOTRE DAME DE LORETTE,2018-09-23T09:55:43.000Z
710,62001,62153,_,ABLAIN ST NAZAIRE,62153,,Colline de Lorette,,,,FRANCE,Ablain-Saint-Nazaire,,,,Colline de Lorette,,0,621P,2018-10-01T16:17:57.000Z,1920-09-11,,2016-05-10,0001-01-01,2016-05-23 11:44:15,PM,,S,4259870,W621000268,0621003516,true,,,,R,62.000.0339,"achever, aménager, entretenir et desservir les deux parties du monument érigé sur la colline de Notre Dame de Lorette pour perpétuer le souvenir des sanglantes batailles de l'Artois, honorer la mémoire des soldats tombés au cours de cesluttes héroïques et faciliter à leurs familles la visite de leurs tombes, concourir avec les autorités administratives à l'embellissement du cimetière national et prendre généralement toutes initiatives tendant à perpétuer le culte des morts de la grande guerre.",010020,000000,reconnue d'utilité publique,A,,,ASSOCIATION DU MONUMENT DE NOTRE DAME DE LORETTE ET DE LA GARDE D'HONNEUR DE L'OSSUAIRE,,ASSOCIATION DU MONUMENT DE NOTRE DAME DE LORETTE ET DE LA GARDE D'HONNEUR DE L'OSSUAIRE,MONUMENT DE NOTRE DAME DE LORETTE,2018-10-01T16:17:57.000Z
711,79057,79170,_,BRIOUX SUR BOUTONNE,79170,,,,La Blanchardière,,FRANCE,Brioux-sur-Boutonne,La Blanchardière,,,,,1,792P,2018-09-23T09:51:56.000Z,2006-07-12,,2010-06-21,2006-09-02,2010-06-22 13:31:26,PM,,S,525055,W792000484,,true,,,,D,,"Pratique de la chasse, défense des intérêts cynégétiques et de la faune sauvage, convivialité entre les membres",013000,013005,,A,,,ASSOCIATION FERUS,,ASSOCIATION LE CHENE FERU,ASSOCIATION LE CHENE FERU,2018-09-23T09:51:56.000Z
712,79057,79170,_,BRIOUX SUR BOUTONNE,79170,,,,La Blanchardière,,FRANCE,Brioux-sur-Boutonne,La Blanchardière,,,,,1,792P,2018-10-01T16:13:51.000Z,2006-07-12,,2010-06-21,2006-09-02,2010-06-22 13:31:26,PM,,S,3373916,W792000484,,true,,,,D,,"Pratique de la chasse, défense des intérêts cynégétiques et de la faune sauvage, convivialité entre les membres",013000,013005,,A,,,ASSOCIATION FERUS,,ASSOCIATION LE CHENE FERU,ASSOCIATION LE CHENE FERU,2018-10-01T16:13:51.000Z
713,34344,34280,_,CARNON,34280,,,,756   enclos des Lavandes,,FRANCE,CARNON,enclos des Lavandes,756,,,,0,343P,2018-09-23T09:49:39.000Z,2013-04-02,,2013-04-02,2013-05-11,2013-05-11 12:45:07,PM,,S,23103,W343015533,,true,,,,D,,pratiquer toutes les activités liées à la mer,011000,000000,,A,,,ASSOCIATION FERUS,,ASSOCIATION DES FERUS DE LA MER,ASSOCIATION DES FERUS DE LA MER,2018-09-23T09:49:39.000Z
714,34344,34280,_,CARNON,34280,,,,756   enclos des Lavandes,,FRANCE,CARNON,enclos des Lavandes,756,,,,0,343P,2018-10-01T16:11:42.000Z,2013-04-02,,2013-04-02,2013-05-11,2013-05-11 12:45:07,PM,,S,2871516,W343015533,,true,,,,D,,pratiquer toutes les activités liées à la mer,011000,000000,,A,,,ASSOCIATION FERUS,,ASSOCIATION DES FERUS DE LA MER,ASSOCIATION DES FERUS DE LA MER,2018-10-01T16:11:42.000Z
715,22113,22300,,,,,,,,,,LANNION,,,,,,,223S,2018-09-23T10:00:45.000Z,0001-01-01,,,1994-12-21,2008-10-06 10:34:37,PM,,S,2722832,223S0223001970,0223001970,false,Chez mme boustouller francoise -,"'l'heure bleue', le roudour en servel",,D,,"Faire redecouvrir et promouvoir le gout, l'odorat et la magie des jardins d'amateurs.",007070,007060,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier,D,,,ASSOCIATION FERUS,,ASSOCIATION 'CONFRERIE DES CITROUILLEURS ET DES FERUS DE JARDINS',,2018-09-23T10:00:45.000Z
716,22113,22300,,,,,,,,,,LANNION,,,,,,,223S,2018-10-01T16:23:21.000Z,0001-01-01,,,1994-12-21,2008-10-06 10:34:37,PM,,S,5577186,223S0223001970,0223001970,false,Chez mme boustouller francoise -,"'l'heure bleue', le roudour en servel",,D,,"Faire redecouvrir et promouvoir le gout, l'odorat et la magie des jardins d'amateurs.",007070,007060,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier,D,,,ASSOCIATION FERUS,,ASSOCIATION 'CONFRERIE DES CITROUILLEURS ET DES FERUS DE JARDINS',,2018-10-01T16:23:21.000Z
717,93048,93100,,MONTREUIL,93100,,BP 170,,3 rue de vincennes,,FRANCE,Montreuil,de Vincennes,3,,6ème étage,RUE,0,931P,2018-09-23T09:51:07.000Z,1953-07-15,,2015-11-06,1953-07-30,2016-05-07 20:00:03,PM,buchenwald-dora@libertysurf.fr,S,382790,W751009044,9044,true,,,,D,,"honorer la mémoire des déportés disparus dans les camps nazis de Buchenwald, de Dora, leurs kommandos et depuis leur retour ; venir en aide aux déportés survivants et familles de disparus ; préserver les liens solidaires et fraternels scellés durant la déportation, unir les rescapés et familles ; maintenir haut l'idéal de la Résistance, rappeler sans cesse les actes inhumains de la barbarie nazie, agir contre tous ceux qui nient la réalité des camps de concentration, des gnéocides et de tous les crimes du nazisme ; s'imposer d'intervenir auprès des pouvoirs publics, comme auprès de l'opinion pour la défense des intéreêts moraux et matériels de ses adhérents et d'une manière générale pour la défense des intérêts moraux de la résistance et de la déportation ; agir contre toute forme de racisme, de renaissance du nazisme et du fascisme ; défendre la dignité humaine, assurer le respect des droits de l'être humain et de la démocratie, sauvegarder la paix ; agir avec persévérance pour",038105,000000,,A,,,ASSOCIATION FRANCAISE BUCHENWALD DORA ET KOMMANDOS,0142854493,ASSOCIATION FRANCAISE BUCHENWALD DORA ET KOMMANDOS,ASSOCIATION FRANÇAISE BUCHENWALD DORA,2018-09-23T09:51:07.000Z
718,93048,93100,,MONTREUIL,93100,,BP 170,,3 rue de vincennes,,FRANCE,Montreuil,de Vincennes,3,,6ème étage,RUE,0,931P,2018-10-01T16:13:14.000Z,1953-07-15,,2015-11-06,1953-07-30,2016-05-07 20:00:03,PM,buchenwald-dora@libertysurf.fr,S,3231507,W751009044,9044,true,,,,D,,"honorer la mémoire des déportés disparus dans les camps nazis de Buchenwald, de Dora, leurs kommandos et depuis leur retour ; venir en aide aux déportés survivants et familles de disparus ; préserver les liens solidaires et fraternels scellés durant la déportation, unir les rescapés et familles ; maintenir haut l'idéal de la Résistance, rappeler sans cesse les actes inhumains de la barbarie nazie, agir contre tous ceux qui nient la réalité des camps de concentration, des gnéocides et de tous les crimes du nazisme ; s'imposer d'intervenir auprès des pouvoirs publics, comme auprès de l'opinion pour la défense des intéreêts moraux et matériels de ses adhérents et d'une manière générale pour la défense des intérêts moraux de la résistance et de la déportation ; agir contre toute forme de racisme, de renaissance du nazisme et du fascisme ; défendre la dignité humaine, assurer le respect des droits de l'être humain et de la démocratie, sauvegarder la paix ; agir avec persévérance pour",038105,000000,,A,,,ASSOCIATION FRANCAISE BUCHENWALD DORA ET KOMMANDOS,0142854493,ASSOCIATION FRANCAISE BUCHENWALD DORA ET KOMMANDOS,ASSOCIATION FRANÇAISE BUCHENWALD DORA,2018-10-01T16:13:14.000Z
719,75113,75013,,,,,,,,,,PARIS,,,,,,,691P,2018-09-23T09:59:55.000Z,1999-08-20,,,0001-01-01,2004-06-21 06:56:56,PM,,S,2482523,691P0990R00021,0990R00021,false,13 place de rungis,,,R,,,000000,000000,,A,,,ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES AFM,,ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES (AFM),,2018-09-23T09:59:55.000Z
720,75113,75013,,,,,,,,,,PARIS,,,,,,,691P,2018-10-01T16:22:35.000Z,1999-08-20,,,0001-01-01,2004-06-21 06:56:56,PM,,S,5336891,691P0990R00021,0990R00021,false,13 place de rungis,,,R,,,000000,000000,,A,,,ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES AFM,,ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES (AFM),,2018-10-01T16:22:35.000Z
721,75114,75014,_,PARIS 14,75014,,,,17 rue Emile Deutsch de la Meurthe,,FRANCE,Paris,Emile Deutsch de la Meurthe,17,,,RUE,0,751P,2018-09-23T09:52:02.000Z,1946-12-28,,2010-07-07,1947-01-23,2010-07-26 17:22:42,PM,,S,553022,W751019435,19435,true,,,,D,,"donner lenvie et les moyens au plus grand nombre de sintéresser à lastronomie et aux sciences qui sy rattachent ; favoriser les échanges et la confrontation dobservations, didées, dexpériences entre les clubs, les amateurs dastronomie et le public ; proposer aux amateurs et aux curieux du ciel des méthodes, des moyens permettant dobserver, dexpérimenter, de mieux comprendre lastronomie ; participer à la formation de médiateurs agissant dans le domine de la culture scientifique ; assurer le lien entre les différentes catégories de publics intéressés par lastronomie et les sciences qui sy rattachent depuis les profanes jusquaux chercheurs et aux acteurs économiques",016030,000000,,A,,,ASSOCIATION FRANCAISE D'ASTRONOMIE - AFA,,ASSOCIATION FRANCAISE D'ASTRONOMIE AFA,ASSOCIATION FRANCAISE D'ASTRONOMIE...,2018-09-23T09:52:02.000Z
722,75114,75014,_,PARIS 14,75014,,,,17 rue Emile Deutsch de la Meurthe,,FRANCE,Paris,Emile Deutsch de la Meurthe,17,,,RUE,0,751P,2018-10-01T16:13:59.000Z,1946-12-28,,2010-07-07,1947-01-23,2010-07-26 17:22:42,PM,,S,3401999,W751019435,19435,true,,,,D,,"donner lenvie et les moyens au plus grand nombre de sintéresser à lastronomie et aux sciences qui sy rattachent ; favoriser les échanges et la confrontation dobservations, didées, dexpériences entre les clubs, les amateurs dastronomie et le public ; proposer aux amateurs et aux curieux du ciel des méthodes, des moyens permettant dobserver, dexpérimenter, de mieux comprendre lastronomie ; participer à la formation de médiateurs agissant dans le domine de la culture scientifique ; assurer le lien entre les différentes catégories de publics intéressés par lastronomie et les sciences qui sy rattachent depuis les profanes jusquaux chercheurs et aux acteurs économiques",016030,000000,,A,,,ASSOCIATION FRANCAISE D'ASTRONOMIE - AFA,,ASSOCIATION FRANCAISE D'ASTRONOMIE AFA,ASSOCIATION FRANCAISE D'ASTRONOMIE...,2018-10-01T16:13:59.000Z
723,83062,83130,_,La    Garde,83130,,,,108  allée de l'Orée,,FRANCE,La    Garde,de l'Orée,108,,,ALL,0,832P,2018-09-23T09:54:50.000Z,2015-12-10,,2015-12-10,2015-12-26,2015-12-26 12:45:47,PM,,S,1199317,W832013781,,true,,,,D,,"de contribuer à diffuser les connaissances conchyliologiques et malacologiques acquises sur les mollusques marins et terrestres; elle prendra la défense des intérêts matériels et moraux de ses membres ainsi que des personnes s'intéressant au but qu'elle s'est fixé; elle se donne également pour pub de soutenir toutes initiatives ayant pour objectif la sauvegarde des espèces menacées de mollusques et la protection de leur environnement; d'une façon générale, l'afcmed entend: rassembler les collectionneurs de coquillages et favoriser les contacts entre eux; leur permettre l'accès à un certain nombre de connaissances grâce aux échanges de vue avec les scientifiques et les membres les plus avancés de l'association; promouvoir chez les jeunes un intérêt accru pour les merveilles de la mer",050000,000000,,A,,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE  PROVENCE MEDITERRANEE (AFCMED),(AFCMED),2018-09-23T09:54:50.000Z
724,75116,75016,_,VERSAILLES,78000,,,,3 RUE SAINT HONORÉ,,FRANCE,Paris,La Fontaine,2,,,SQ,0,751P,2018-09-23T09:53:34.000Z,1974-06-06,,2016-07-27,1974-06-20,2016-08-10 14:24:19,MS,,S,896382,W751035880,35880,true,,,,D,,vulgariser les connaissances conchyliologiques et malacologiques acquises sur les mollusques marins et terrestres ; défendre les intérêts matériel et moraux de ses membres ainsi que des personnes s'intéressant au but qu'elle s'est fixé ; soutenir toutes initiatives ayant pour objectif la sauvegarde des espèces menacées et la protection de leur environnement ; rassembler les collectionneurs de coquillages et favoriser les contacts entre eux ; leur permettre l'accès à un certain nombre de connaissances grâce aux échanges de vue avec les scientifiques et les membres les plus avancé de l'association ; promouvoir chez les jeunes un intérêt accru pour les merveilles de la mer ; faire progresser tous ses membres dans le domaine de la connaissance,007050,000000,,A,,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE (UNION NATIONALE) - AFC,AFC,2018-09-23T09:53:34.000Z
725,75116,75016,_,VERSAILLES,78000,,,,3 RUE SAINT HONORÉ,,FRANCE,Paris,La Fontaine,2,,,SQ,0,751P,2018-10-01T16:15:35.000Z,1974-06-06,,2016-07-27,1974-06-20,2016-08-10 14:24:19,MS,,S,3745855,W751035880,35880,true,,,,D,,vulgariser les connaissances conchyliologiques et malacologiques acquises sur les mollusques marins et terrestres ; défendre les intérêts matériel et moraux de ses membres ainsi que des personnes s'intéressant au but qu'elle s'est fixé ; soutenir toutes initiatives ayant pour objectif la sauvegarde des espèces menacées et la protection de leur environnement ; rassembler les collectionneurs de coquillages et favoriser les contacts entre eux ; leur permettre l'accès à un certain nombre de connaissances grâce aux échanges de vue avec les scientifiques et les membres les plus avancé de l'association ; promouvoir chez les jeunes un intérêt accru pour les merveilles de la mer ; faire progresser tous ses membres dans le domaine de la connaissance,007050,000000,,A,,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE (UNION NATIONALE) - AFC,AFC,2018-10-01T16:15:35.000Z
726,83062,83130,_,La    Garde,83130,,,,108  allée de l'Orée,,FRANCE,La    Garde,de l'Orée,108,,,ALL,0,832P,2018-10-01T16:16:59.000Z,2015-12-10,,2015-12-10,2015-12-26,2015-12-26 12:45:47,PM,,S,4048894,W832013781,,true,,,,D,,"de contribuer à diffuser les connaissances conchyliologiques et malacologiques acquises sur les mollusques marins et terrestres; elle prendra la défense des intérêts matériels et moraux de ses membres ainsi que des personnes s'intéressant au but qu'elle s'est fixé; elle se donne également pour pub de soutenir toutes initiatives ayant pour objectif la sauvegarde des espèces menacées de mollusques et la protection de leur environnement; d'une façon générale, l'afcmed entend: rassembler les collectionneurs de coquillages et favoriser les contacts entre eux; leur permettre l'accès à un certain nombre de connaissances grâce aux échanges de vue avec les scientifiques et les membres les plus avancés de l'association; promouvoir chez les jeunes un intérêt accru pour les merveilles de la mer",050000,000000,,A,,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE  PROVENCE MEDITERRANEE (AFCMED),(AFCMED),2018-10-01T16:16:59.000Z
727,33281,33700,,,,,,,,,,MERIGNAC,,,,,,,332P,2018-09-23T09:58:18.000Z,2005-07-21,,,2005-08-20,0001-01-01 01:00:00,PM,,S,1988555,332P3279400,3279400,false,124 avenue de la Somme,,,D,,"rassembler les collectionneurs de mollusques marins, terrestres et fossiles, favoriser les contacts et échanges entre euX etc",030000,000000,,A,,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,0556986695,"ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE, REGION AQUITAINE (AFC REGION AQUITAINE)",,2018-09-23T09:58:18.000Z
728,33281,33700,,,,,,,,,,MERIGNAC,,,,,,,332P,2018-10-01T16:20:56.000Z,2005-07-21,,,2005-08-20,0001-01-01 01:00:00,PM,,S,4842952,332P3279400,3279400,false,124 avenue de la Somme,,,D,,"rassembler les collectionneurs de mollusques marins, terrestres et fossiles, favoriser les contacts et échanges entre euX etc",030000,000000,,A,,,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,0556986695,"ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE, REGION AQUITAINE (AFC REGION AQUITAINE)",,2018-10-01T16:20:56.000Z
729,84007,84000,_,AVIGNON,84000,,,,42 BOULEVARD SIXTE ISNARD,,FRANCE,Avignon,college du Roure,3,,Palais du Roure,RUE,0,842P,2018-09-23T09:49:48.000Z,1996-04-23,,2017-06-28,1901-07-01,2017-06-28 14:24:30,PM,,S,65884,W842001948,842210232,true,,,,D,,"assurer la publication,le financement,la diffusion et la gestion de la revue provencale.",022515,000000,,A,,,ASSOCIATION LI NOUVELLO DE PROUVENCO,,ASSOCIATION LI NOUVELLO DE PROUVENCO,ASSOCIATION LI NOUVELLO DE PROUVENCO,2018-09-23T09:49:48.000Z
730,84007,84000,_,AVIGNON,84000,,,,42 BOULEVARD SIXTE ISNARD,,FRANCE,Avignon,college du Roure,3,,Palais du Roure,RUE,0,842P,2018-10-01T16:18:59.000Z,1996-04-23,,2018-08-06,1901-07-01,2018-08-06 15:51:20,PM,linouvello@outlook.fr,S,4481272,W842001948,842210232,true,,,,D,,"assurer la publication,le financement,la diffusion et la gestion de la revue provencale.",022515,000000,,A,49778455300016,,ASSOCIATION LI NOUVELLO DE PROUVENCO,0490862776,ASSOCIATION LI NOUVELLO DE PROUVENCO,ASSOCIATION LI NOUVELLO DE PROUVENCO,2018-10-01T16:18:59.000Z
731,75118,75018,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:01.000Z,1982-02-24,,,0001-01-01,2009-05-25 05:00:00,PM,,S,1905341,751P00059740,00059740,false,,35        RUE Andre antoine,,D,,contribuer au développement de la formation et de l'information économique social et culturelle,019000,000000,,A,,,ASSOCIATION POUR LA FORMATION ET L'INFORMATION (AFI),,ASSOCIATION POUR LA FORMATION ET L'INFORMATION ECONOMIQUE SOCIALE ET CULTURELLE AFIES,,2018-09-23T09:58:01.000Z
732,75118,75018,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:39.000Z,1982-02-24,,,0001-01-01,2009-05-25 05:00:00,PM,,S,4759760,751P00059740,00059740,false,,35        RUE Andre antoine,,D,,contribuer au développement de la formation et de l'information économique social et culturelle,019000,000000,,A,,,ASSOCIATION POUR LA FORMATION ET L'INFORMATION (AFI),,ASSOCIATION POUR LA FORMATION ET L'INFORMATION ECONOMIQUE SOCIALE ET CULTURELLE AFIES,,2018-10-01T16:20:39.000Z
733,75110,75010,_,PARIS,75010,,,,8  rue du  Faubourg Poissonnière,,FRANCE,Paris,du Faubourg Poissonnière,8,,,RUE,0,751P,2018-09-23T09:50:48.000Z,2004-10-13,,2017-05-14,2004-11-20,2017-11-12 20:09:13,PH,,S,341144,W332015734,3196900,true,,,,D,,"contribuer à défendre et promouvoir la souveraineté nationale et populaire. En particulier, elle édite un journal intitulé ""La Lettre de BRN"", conformément aux lois en vigueur sur la presse",005000,000000,,A,,,ASSOCIATION POUR L'EDITION DE BASTILLE  REPUBLIQUE  NATIONS,,ASSOCIATION POUR L'EDITION DE BASTILLE-REPUBLIQUE-NATION (AEBRN),ASSOCIATION POUR L'EDITION DE BAST...,2018-09-23T09:50:48.000Z
734,33063,33000,,,,,,,,,,BORDEAUX,,,,,,,332P,2018-09-23T09:58:17.000Z,2004-10-13,,,2004-11-20,2013-07-15 07:05:48,PM,,S,1987683,332P3196900,3196900,false,chez M. Hervé BERBILLE,14 rue Neuve,,D,,"conteibuer à défendre et promouvoir la souveraineté nationale et populaire. En particulier elle édite un journal intitulé, La Lettre de BRN, conformément aux lis en vigueur sur la presses",005000,000000,W332015734,R,,,ASSOCIATION POUR L'EDITION DE BASTILLE  REPUBLIQUE  NATIONS,0556790258,ASSOCIATION POUR L'EDITION DE BASTILLE-REPUBLIQUE-NATION (AEBRN),,2018-09-23T09:58:17.000Z
735,75110,75010,_,PARIS,75010,,,,8  rue du  Faubourg Poissonnière,,FRANCE,Paris,du Faubourg Poissonnière,8,,,RUE,0,751P,2018-10-01T16:13:02.000Z,2004-10-13,,2017-05-14,2004-11-20,2017-11-12 20:09:13,PH,,S,3189829,W332015734,3196900,true,,,,D,,"contribuer à défendre et promouvoir la souveraineté nationale et populaire. En particulier, elle édite un journal intitulé ""La Lettre de BRN"", conformément aux lois en vigueur sur la presse",005000,000000,,A,,,ASSOCIATION POUR L'EDITION DE BASTILLE  REPUBLIQUE  NATIONS,,ASSOCIATION POUR L'EDITION DE BASTILLE-REPUBLIQUE-NATION (AEBRN),ASSOCIATION POUR L'EDITION DE BAST...,2018-10-01T16:13:02.000Z
736,33063,33000,,,,,,,,,,BORDEAUX,,,,,,,332P,2018-10-01T16:20:55.000Z,2004-10-13,,,2004-11-20,2013-07-15 07:05:48,PM,,S,4842080,332P3196900,3196900,false,chez M. Hervé BERBILLE,14 rue Neuve,,D,,"conteibuer à défendre et promouvoir la souveraineté nationale et populaire. En particulier elle édite un journal intitulé, La Lettre de BRN, conformément aux lis en vigueur sur la presses",005000,000000,W332015734,R,,,ASSOCIATION POUR L'EDITION DE BASTILLE  REPUBLIQUE  NATIONS,0556790258,ASSOCIATION POUR L'EDITION DE BASTILLE-REPUBLIQUE-NATION (AEBRN),,2018-10-01T16:20:55.000Z
