fi;an;fi_ej;rs;grp;stjr;cat;dep;reg;espic;COMINSEE;DISCI;DISCIPLINE;LIT;SEJHC;JOU;PLA;SEJHP;PAS;SEJACC;IVG;SEHEM;SERAD;SECHI
440000255;2021;440042844;CRF LA TOURMALINE;09;3;109;44;52;6;44162;24000;Soins de suite et réadaptation;50;463;13436;44;9507;;;;;;
440000271;2021;440000289;CHU DE NANTES SITE HOTEL DIEU HME;04;1;101;44;52;1;44109;21100;Médecine;552;41383;190334;95;21562;112840;;;14119;0;17844
440000271;2021;440000289;CHU DE NANTES SITE HOTEL DIEU HME;04;1;101;44;52;1;44109;21200;Chirurgie;299;15953;76582;42;8832;;;;;;
440000271;2021;440000289;CHU DE NANTES SITE HOTEL DIEU HME;04;1;101;44;52;1;44109;21300;Gynéco-Obstétrique;92;7431;30133;15;3272;;4006;1680;;;
440000271;2021;440000289;CHU DE NANTES SITE HOTEL DIEU HME;04;1;101;44;52;1;44109;23000;Hospitalisation à domicile;;;6339;12;957;;;;;;
440000396;2021;440053643;CH ERDRE ET LOIRE;04;1;355;44;52;1;44003;21100;Médecine;68;2927;21889;4;76;16090;;;;;
440000396;2021;440053643;CH ERDRE ET LOIRE;04;1;355;44;52;1;44003;21200;Chirurgie;12;830;3454;6;2296;;;;;;
440000396;2021;440053643;CH ERDRE ET LOIRE;04;1;355;44;52;1;44003;21300;Gynéco-Obstétrique;15;881;2775;;0;;595;184;;;
440000396;2021;440053643;CH ERDRE ET LOIRE;04;1;355;44;52;1;44003;24000;Soins de suite et réadaptation;25;272;8428;;0;;;;;;
440000396;2021;440053643;CH ERDRE ET LOIRE;04;1;355;44;52;1;44003;25000;Soins de longue durée;30;39;9958;;;;;;;;
440000404;2021;440000925;CLINIQUE SAINTE MARIE;09;2;128;44;52;0;44036;21100;Médecine;4;15;110;;0;;;;;;
440000404;2021;440000925;CLINIQUE SAINTE MARIE;09;2;128;44;52;0;44036;21200;Chirurgie;30;1360;4906;23;5160;;;;;;
440000412;2021;440000941;CLINIQUE BRETECHE VIAUD;09;2;365;44;52;0;44109;21100;Médecine;66;2253;11559;6;2989;;;;;;
440000412;2021;440000941;CLINIQUE BRETECHE VIAUD;09;2;365;44;52;0;44109;21200;Chirurgie;42;2791;5714;22;4749;;;;;;
440000412;2021;440000941;CLINIQUE BRETECHE VIAUD;09;2;365;44;52;0;44109;21300;Gynéco-Obstétrique;40;1932;7327;0;0;;1589;108;;;
440000412;2021;440000941;CLINIQUE BRETECHE VIAUD;09;2;365;44;52;0;44109;24000;Soins de suite et réadaptation;50;297;8462;;0;;;;;;
440000453;2021;440000289;CHU DE NANTES SITE HOPITAL BELLIER;04;1;101;44;52;1;44109;21100;Médecine;36;1269;12811;5;629;;;;;;
440000453;2021;440000289;CHU DE NANTES SITE HOPITAL BELLIER;04;1;101;44;52;1;44109;24000;Soins de suite et réadaptation;64;553;21041;5;1127;;;;;;
440000487;2021;440001014;CLINIQUE UROLOGIQUE NANTES ATLANTIS;09;2;128;44;52;0;44162;21100;Médecine;0;0;0;0;0;;;;;;55
440000487;2021;440001014;CLINIQUE UROLOGIQUE NANTES ATLANTIS;09;2;128;44;52;0;44162;21200;Chirurgie;40;2319;5366;15;2830;;;;;;
440000503;2021;440000313;CH CNP SITE CHATEAUBRIANT;04;1;355;44;52;1;44036;21100;Médecine;85;6603;31640;9;1163;22545;;;;;275
440000503;2021;440000313;CH CNP SITE CHATEAUBRIANT;04;1;355;44;52;1;44036;21300;Gynéco-Obstétrique;15;963;3524;3;259;;552;143;;;
440000503;2021;440000313;CH CNP SITE CHATEAUBRIANT;04;1;355;44;52;1;44036;24000;Soins de suite et réadaptation;60;652;21167;16;4347;;;;;;
440000503;2021;440000313;CH CNP SITE CHATEAUBRIANT;04;1;355;44;52;1;44036;25000;Soins de longue durée;30;13;9811;;;;;;;;
440000552;2021;440042141;HIC SEVRE ET LOIRE-LE LOROUX BOTTEREAU;04;1;106;44;52;1;44084;24000;Soins de suite et réadaptation;59;328;16826;;0;;;;;;
440000552;2021;440042141;HIC SEVRE ET LOIRE-LE LOROUX BOTTEREAU;04;1;106;44;52;1;44084;25000;Soins de longue durée;28;17;7450;;;;;;;;
440000560;2021;850009010;CH LVO SITE DE MACHECOUL;04;1;355;44;52;1;44087;21100;Médecine;22;571;7816;3;528;;;;;;
440000560;2021;850009010;CH LVO SITE DE MACHECOUL;04;1;355;44;52;1;44087;24000;Soins de suite et réadaptation;120;1068;37757;7;883;;;;;;
440000644;2021;440000347;CH BEL AIR;04;1;106;44;52;1;44156;24000;Soins de suite et réadaptation;40;300;9642;;0;;;;;;
440000644;2021;440000347;CH BEL AIR;04;1;106;44;52;1;44156;25000;Soins de longue durée;30;15;10309;;;;;;;;
440000677;2021;440000313;CH CNP SITE NOZAY;04;1;355;44;52;1;44113;24000;Soins de suite et réadaptation;30;198;7715;;0;;;;;;
440000693;2021;440053411;SSR JULES VERNE;09;3;109;44;52;6;44190;24000;Soins de suite et réadaptation;85;585;20325;;0;;;;;;
440000701;2021;440001220;SSR ROZ ARVOR;09;2;109;44;52;0;44109;24000;Soins de suite et réadaptation;92;1086;32008;12;2658;;;;;;
440000719;2021;440018729;SSR LA BARONNAIS;09;3;109;44;52;6;44020;24000;Soins de suite et réadaptation;65;392;15515;13;457;;;;;;
440000800;2021;440001246;CLINIQUE DU PARC;15;2;161;44;52;0;44109;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);58;509;19798;10;3631;;;;;;
440000883;2021;440042141;HIC SEVRE ET LOIRE - VERTOU;04;1;106;44;52;1;44215;21100;Médecine;30;573;7820;;0;;;;;;
440000883;2021;440042141;HIC SEVRE ET LOIRE - VERTOU;04;1;106;44;52;1;44215;24000;Soins de suite et réadaptation;30;209;8153;;0;;;;;;
440000883;2021;440042141;HIC SEVRE ET LOIRE - VERTOU;04;1;106;44;52;1;44215;25000;Soins de longue durée;27;18;9125;;;;;;;;
440001113;2021;490017258;ICO - SITE GAUDUCHEAU;18;3;131;44;52;6;44162;21100;Médecine;43;2206;14272;3;3231;;;;;49065;23402
440001113;2021;490017258;ICO - SITE GAUDUCHEAU;18;3;131;44;52;6;44162;21200;Chirurgie;27;1471;3832;17;2662;;;;;;
440001253;2021;440028538;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;04;1;106;44;52;1;44069;21100;Médecine;59;1169;17283;;0;;;;;;
440001253;2021;440028538;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;04;1;106;44;52;1;44069;24000;Soins de suite et réadaptation;35;263;8770;5;843;;;;;;
440001253;2021;440028538;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;04;1;106;44;52;1;44069;25000;Soins de longue durée;42;27;14890;;;;;;;;
440001261;2021;440028538;HIC DE LA PRESQU'ILE - SITE DU CROISIC;04;1;106;44;52;1;44049;24000;Soins de suite et réadaptation;40;396;11572;;0;;;;;;
440001279;2021;440041531;HIC PAYS DE RETZ - PAIMBOEUF;04;1;106;44;52;1;44116;24000;Soins de suite et réadaptation;22;228;7262;;0;;;;;;
440001287;2021;440041531;HIC PAYS DE RETZ - PORNIC;04;1;106;44;52;1;44131;21100;Médecine;30;538;9082;;0;;;;;;
440001287;2021;440041531;HIC PAYS DE RETZ - PORNIC;04;1;106;44;52;1;44131;24000;Soins de suite et réadaptation;30;323;10065;;0;;;;;;
440001295;2021;440000859;CH DE SAVENAY;04;1;106;44;52;1;44195;24000;Soins de suite et réadaptation;39;265;7895;;0;;;;;;
440001295;2021;440000859;CH DE SAVENAY;04;1;106;44;52;1;44195;25000;Soins de longue durée;39;26;12717;;;;;;;;
440001964;2021;440003267;CH PIERRE DELAROCHE;04;1;106;44;52;1;44043;24000;Soins de suite et réadaptation;40;262;12651;;0;;;;;;
440001964;2021;440003267;CH PIERRE DELAROCHE;04;1;106;44;52;1;44043;25000;Soins de longue durée;30;15;9708;;;;;;;;
440001972;2021;440003309;CH GEORGES DAUMEZON;14;1;292;44;52;1;44020;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);115;1990;39412;154;13020;;;;;;
440002020;2021;440001386;POLYCLINIQUE DE L'EUROPE;09;2;365;44;52;0;44184;21100;Médecine;42;2647;11981;;0;;;;;;
440002020;2021;440001386;POLYCLINIQUE DE L'EUROPE;09;2;365;44;52;0;44184;21200;Chirurgie;63;2698;8295;44;14228;;;;;;
440002459;2021;440018661;SSR LE BODIO;09;3;109;44;52;6;44129;24000;Soins de suite et réadaptation;80;421;18307;5;95;;;;;;
440002939;2021;440018620;USLD CHEVEUX BLANCS;09;3;362;44;52;7;44114;25000;Soins de longue durée;37;28;13189;;;;;;;;
440003291;2021;440000289;CHU DE NANTES SITE SAINT JACQUES;04;1;101;44;52;1;44109;21100;Médecine;0;0;0;5;3205;;;;;;
440003291;2021;440000289;CHU DE NANTES SITE SAINT JACQUES;04;1;101;44;52;1;44109;24000;Soins de suite et réadaptation;220;1944;63706;55;10109;;;;;;
440003390;2021;440001998;CLINIQUE LA BRIERE;15;2;161;44;52;0;44069;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);65;958;21556;23;4447;;;;;;
440005080;2021;440002590;DIALYSE ECHO NANTES;07;3;146;44;52;6;44109;21100;Médecine;;0;0;;0;;;;16119;;
440007607;2021;440000057;CH ST NAZAIRE - HEINLEX;04;1;355;44;52;1;44184;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);110;2204;34953;58;6506;;;;;;
440007607;2021;440000057;CH ST NAZAIRE - HEINLEX;04;1;355;44;52;1;44184;25000;Soins de longue durée;74;54;25012;;;;;;;;
440012128;2021;440003960;HAD NANTES ET REGION;09;3;127;44;52;6;44114;23000;Hospitalisation à domicile;;;81506;250;3620;;;;;;
440017440;2021;440000057;HOPITAL A DOMICILE CH ST NAZAIRE;04;1;355;44;52;1;44184;23000;Hospitalisation à domicile;;;26265;80;2219;;;;;;
440017598;2021;440000289;CHU DE NANTES SITE LAENNEC;04;1;101;44;52;1;44162;21100;Médecine;393;16085;120976;41;8926;;;;;0;3003
440017598;2021;440000289;CHU DE NANTES SITE LAENNEC;04;1;101;44;52;1;44162;21200;Chirurgie;108;3816;29249;3;746;;;;;;
440018729;2021;440018729;LES APSYADES;05;3;999;44;52;6;44020;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);;;;4;1899;;;;;;
440021202;2021;850009010;USLD CH LVO MACHECOUL;04;1;362;44;52;1;44087;25000;Soins de longue durée;30;29;8453;;;;;;;;
440021392;2021;440000289;HOP PSY STJACQUES CHU NANTES;14;1;101;44;52;1;44109;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);289;4806;80771;245;16574;;;;;;
440024669;2021;440042844;SSR LE BOIS RIGNOUX;09;3;109;44;52;6;44217;24000;Soins de suite et réadaptation;100;876;29813;;0;;;;;;
440027589;2021;440002590;DIALYSE ECHO CHATEAUBRIANT;07;3;146;44;52;6;44036;21100;Médecine;;;;;;;;;36;;
440029338;2021;440053411;CLINIQUE MUTUALISTE JULES VERNE;09;3;365;44;52;6;44109;21100;Médecine;64;2100;16817;;245;;;;;;0
440029338;2021;440053411;CLINIQUE MUTUALISTE JULES VERNE;09;3;365;44;52;6;44109;21200;Chirurgie;35;3299;8949;15;2657;;;;;;
440029338;2021;440053411;CLINIQUE MUTUALISTE JULES VERNE;09;3;365;44;52;6;44109;21300;Gynéco-Obstétrique;55;3696;14611;;2549;;3284;749;;;
440029379;2021;440000974;CLINIQUE JULES VERNE;09;2;365;44;52;0;44109;21100;Médecine;4;79;555;;0;;;;;;
440029379;2021;440000974;CLINIQUE JULES VERNE;09;2;365;44;52;0;44109;21200;Chirurgie;70;5144;12538;88;38768;;;;;;
440032399;2021;440041531;USLD HIC PAYS DE RETZ;04;1;362;44;52;1;44131;25000;Soins de longue durée;28;21;10220;;;;;;;;
440033819;2021;440006344;SANTE ATLANTIQUE;09;2;365;44;52;0;44162;21100;Médecine;32;14915;16831;;184;;;;;;
440033819;2021;440006344;SANTE ATLANTIQUE;09;2;365;44;52;0;44162;21200;Chirurgie;202;9237;26211;108;49427;;;;;;
440033819;2021;440006344;SANTE ATLANTIQUE;09;2;365;44;52;0;44162;21300;Gynéco-Obstétrique;89;6069;22610;5;2917;;4191;0;;;
440036176;2021;440002590;CENTRE DIALYSE ECHO ST HERBLAIN;07;3;141;44;52;6;44162;21100;Médecine;;0;0;;0;;;;7425;;
440036218;2021;440002590;DIALYSE ECHO ANCENIS;07;3;146;44;52;6;44003;21100;Médecine;;;;;;;;;709;;
440036473;2021;440002590;DIALYSE ECHO BOUGUENAIS;07;3;146;44;52;6;44020;21100;Médecine;;;;;;;;;749;;
440036499;2021;440002590;CENTRE DIALYSE ECHO REZE;07;3;141;44;52;6;44143;21100;Médecine;;0;0;;0;;;;21769;;
440039568;2021;440002590;DIALYSE ECHO LA BAULE;07;3;146;44;52;6;44055;21100;Médecine;;0;0;;0;;;;6024;;
440041580;2021;440041572;HOPITAL PRIVE DU CONFLUENT;09;2;365;44;52;0;44109;21100;Médecine;241;13523;71575;30;711;30834;;;;41900;18706
440041580;2021;440041572;HOPITAL PRIVE DU CONFLUENT;09;2;365;44;52;0;44109;21200;Chirurgie;162;10573;39055;70;27187;;;;;;
440041580;2021;440041572;HOPITAL PRIVE DU CONFLUENT;09;2;365;44;52;0;44109;24000;Soins de suite et réadaptation;0;0;0;15;1692;;;;;;
440042513;2021;440002590;DIALYSE ECHO CARQUEFOU;07;3;146;44;52;6;44026;21100;Médecine;;;;;;;;;627;;
440043123;2021;750719239;ESEAN;09;3;109;44;52;6;44109;24000;Soins de suite et réadaptation;55;1156;10723;30;5757;;;;;;
440044451;2021;440055952;SSR L'ESTUAIRE;09;2;109;44;52;0;44109;24000;Soins de suite et réadaptation;68;545;22802;10;4033;;;;;;
440048676;2021;750721334;SSR DU CONFLUENT;09;3;109;44;52;6;44109;24000;Soins de suite et réadaptation;;77;1932;;418;;;;;;
440048718;2021;440041572;HOPITAL DU CONFLUENT-SITE JULES VERNE;09;2;129;44;52;0;44109;21100;Médecine;0;0;0;12;20;;;;;;4934
440050433;2021;440053429;CLINIQUE MUTUALISTE DE L'ESTUAIRE;09;3;365;44;52;6;44184;21100;Médecine;52;1751;15805;30;634;;;;;22408;8789
440050433;2021;440053429;CLINIQUE MUTUALISTE DE L'ESTUAIRE;09;3;365;44;52;6;44184;21200;Chirurgie;52;3549;12719;17;6210;;;;;;
440050433;2021;440053429;CLINIQUE MUTUALISTE DE L'ESTUAIRE;09;3;365;44;52;6;44184;24000;Soins de suite et réadaptation;80;636;21341;;0;;;;;;
440050441;2021;440002590;DIALYSE ECHO ST NAZAIRE;07;3;146;44;52;6;44184;21100;Médecine;;0;0;;0;;;;8693;;
440050458;2021;440000289;SSR BEAUSEJOUR CHU NANTES;04;1;101;44;52;1;44109;24000;Soins de suite et réadaptation;12;60;3820;;0;;;;;;
440050458;2021;440000289;SSR BEAUSEJOUR CHU NANTES;04;1;101;44;52;1;44109;25000;Soins de longue durée;10;2;1380;;;;;;;;
440050466;2021;440000289;SSR PIRMIL CHU NANTES;04;1;101;44;52;1;44109;24000;Soins de suite et réadaptation;24;271;9693;;0;;;;;;
440050466;2021;440000289;SSR PIRMIL CHU NANTES;04;1;101;44;52;1;44109;25000;Soins de longue durée;158;81;36025;;;;;;;;
440053387;2021;440018661;SSR CMPR COTE D'AMOUR;09;3;109;44;52;6;44184;24000;Soins de suite et réadaptation;80;553;21393;55;15242;;;;;;
440055770;2021;440002590;CENTRE DIALYSE ECHO ST HERBLAIN PSA;07;3;141;44;52;6;44162;21100;Médecine;;;;;;;;;10585;;
440059319;2021;440059301;SSR LNA CONFLUENT;09;2;109;44;52;0;44109;24000;Soins de suite et réadaptation;20;118;3603;30;1787;;;;;;
440059335;2021;440059327;SSR VIVALTO CONFLUENT;09;2;109;44;52;0;44109;24000;Soins de suite et réadaptation;30;117;3496;;0;;;;;;
450000047;2021;450000096;CH DEZARNAULDS - GIEN;04;1;355;45;24;1;45155;21100;Médecine;89;5579;24556;;0;28187;;;;;
450000047;2021;450000096;CH DEZARNAULDS - GIEN;04;1;355;45;24;1;45155;21300;Gynéco-Obstétrique;25;1467;3620;;0;;769;123;;;
450000062;2021;450000104;CH AGGLOMERATION MONTARGOISE;04;1;355;45;24;1;45004;21100;Médecine;222;9979;63701;6;387;60083;;;;;6781
450000062;2021;450000104;CH AGGLOMERATION MONTARGOISE;04;1;355;45;24;1;45004;21200;Chirurgie;40;1918;8953;12;2295;;;;;;
450000062;2021;450000104;CH AGGLOMERATION MONTARGOISE;04;1;355;45;24;1;45004;21300;Gynéco-Obstétrique;36;2382;7537;0;0;;1227;291;;;
450000062;2021;450000104;CH AGGLOMERATION MONTARGOISE;04;1;355;45;24;1;45004;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);48;660;12647;27;3481;;;;;;
450000062;2021;450000104;CH AGGLOMERATION MONTARGOISE;04;1;355;45;24;1;45004;24000;Soins de suite et réadaptation;60;650;20001;;0;;;;;;
450000062;2021;450000104;CH AGGLOMERATION MONTARGOISE;04;1;355;45;24;1;45004;25000;Soins de longue durée;50;47;13668;;;;;;;;
450000070;2021;450000112;CH PITHIVIERS;04;1;355;45;24;1;45252;21100;Médecine;28;1838;11247;6;576;11434;;;;;228
450000070;2021;450000112;CH PITHIVIERS;04;1;355;45;24;1;45252;21300;Gynéco-Obstétrique;0;0;0;0;0;;;42;;;
450000070;2021;450000112;CH PITHIVIERS;04;1;355;45;24;1;45252;24000;Soins de suite et réadaptation;20;189;6650;;0;;;;;;
450000070;2021;450000112;CH PITHIVIERS;04;1;355;45;24;1;45252;25000;Soins de longue durée;48;23;14871;;;;;;;;
450000120;2021;450000138;CH LOUR PICOU - BEAUGENCY;04;1;106;45;24;1;45028;21100;Médecine;12;184;1900;0;0;;;;;;
450000120;2021;450000138;CH LOUR PICOU - BEAUGENCY;04;1;106;45;24;1;45028;24000;Soins de suite et réadaptation;13;139;3611;;0;;;;;;
450000187;2021;450000146;CH PAUL CABANIS- BEAUNE-LA-ROLANDE;04;1;106;45;24;1;45030;24000;Soins de suite et réadaptation;15;88;2939;;0;;;;;;
450000211;2021;450000153;CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS;04;1;106;45;24;1;45224;21100;Médecine;5;68;953;;0;;;;;;
450000211;2021;450000153;CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS;04;1;106;45;24;1;45224;24000;Soins de suite et réadaptation;23;199;5656;;0;;;;;;
450000245;2021;450000542;CLINIQUE L'ARCHETTE;09;2;128;45;24;0;45232;21100;Médecine;11;176;1565;5;490;;;;;;1305
450000245;2021;450000542;CLINIQUE L'ARCHETTE;09;2;128;45;24;0;45232;21200;Chirurgie;66;3761;10857;46;11476;;;;;;
450000252;2021;450000559;CLINIQUE BELLE ALLEE;15;2;161;45;24;0;45067;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);95;784;30022;;;;;;;;
450000260;2021;450000161;CH SULLY-SUR-LOIRE;04;1;106;45;24;1;45315;21100;Médecine;11;220;3850;;0;;;;;;
450000260;2021;450000161;CH SULLY-SUR-LOIRE;04;1;106;45;24;1;45315;24000;Soins de suite et réadaptation;14;126;3382;;0;;;;;;
450000286;2021;920030269;MRC LES BUISSONNETS;09;2;109;45;24;0;45232;24000;Soins de suite et réadaptation;188;1589;59306;30;8342;;;;;;
450000294;2021;450000591;ORELIANCE - REINE BLANCHE;09;2;129;45;24;0;45302;21100;Médecine;174;7171;40089;6;1249;32764;;;14441;;
450000294;2021;450000591;ORELIANCE - REINE BLANCHE;09;2;129;45;24;0;45302;24000;Soins de suite et réadaptation;18;289;3245;36;10786;;;;;;
450000336;2021;450000179;CH SAINT JEAN DE BRIARE;09;3;129;45;24;6;45053;21100;Médecine;15;256;4154;;0;;;;;;
450000336;2021;450000179;CH SAINT JEAN DE BRIARE;09;3;129;45;24;6;45053;24000;Soins de suite et réadaptation;20;154;5269;;0;;;;;;
450000336;2021;450000179;CH SAINT JEAN DE BRIARE;09;3;129;45;24;6;45053;25000;Soins de longue durée;40;21;13543;;;;;;;;
450000526;2021;930019484;CMPR L'A.D.A.P.T. LOIRET;09;3;109;45;24;6;45004;24000;Soins de suite et réadaptation;98;604;28020;20;3498;;;;;;
450000930;2021;450002423;EPSM DU LOIRET G. DAUMEZON;14;1;292;45;24;1;45147;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);214;2265;65292;137;14240;;;;;;
450002456;2021;450018106;CRFA LE COTEAU;09;3;109;45;24;6;45075;24000;Soins de suite et réadaptation;80;575;23500;25;5394;;;;;;
450002613;2021;450000088;CHR ORLÉANS - HÔPITAL DE LA SOURCE;04;1;101;45;24;1;45234;21100;Médecine;608;23979;179659;113;5403;98947;;;12110;20942;16302
450002613;2021;450000088;CHR ORLÉANS - HÔPITAL DE LA SOURCE;04;1;101;45;24;1;45234;21200;Chirurgie;189;8027;39531;36;4876;;;;;;
450002613;2021;450000088;CHR ORLÉANS - HÔPITAL DE LA SOURCE;04;1;101;45;24;1;45234;21300;Gynéco-Obstétrique;104;7313;28784;1;1500;;4676;1083;;;
450002613;2021;450000088;CHR ORLÉANS - HÔPITAL DE LA SOURCE;04;1;101;45;24;1;45234;24000;Soins de suite et réadaptation;64;500;21810;6;467;;;;;;
450010079;2021;450000195;ORELIANCE - LONGUES ALLEES;09;2;365;45;24;0;45302;21100;Médecine;18;810;4233;;4880;;;;;15742;7587
450010079;2021;450000195;ORELIANCE - LONGUES ALLEES;09;2;365;45;24;0;45302;21200;Chirurgie;95;5169;17137;91;21372;;;;;;
450010079;2021;450000195;ORELIANCE - LONGUES ALLEES;09;2;365;45;24;0;45302;21300;Gynéco-Obstétrique;21;1297;5057;;1010;;609;0;;;
450010442;2021;450000088;CHR D'ORLEANS - SITE SARAN;04;1;362;45;24;1;45302;25000;Soins de longue durée;160;102;52616;;;;;;;;
450011507;2021;450011507;AIDAPHI;05;3;161;45;24;6;45234;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);0;0;0;33;1986;;;;;;
450011549;2021;450001201;A.T.I.R.R.O. AUTODIALYSE JEAN MOULIN;07;3;146;45;24;6;45234;21100;Médecine;;;;;;;;;8748;;
450012935;2021;450001466;CENTRE D'HEMODIALYSE ARCHETTE;07;2;141;45;24;0;45232;21100;Médecine;;0;0;;0;;;;17332;;
450012968;2021;450001474;CLINIQUE DE MONTARGIS;09;2;365;45;24;0;45208;21100;Médecine;;0;0;;0;;;;;;83
450012968;2021;450001474;CLINIQUE DE MONTARGIS;09;2;365;45;24;0;45208;21200;Chirurgie;52;948;2685;12;4445;;;;;;
450012968;2021;450001474;CLINIQUE DE MONTARGIS;09;2;365;45;24;0;45208;24000;Soins de suite et réadaptation;35;102;1398;;0;;;;;;
450013081;2021;450001490;MRC LA CIGOGNE;09;2;109;45;24;0;45302;24000;Soins de suite et réadaptation;102;992;29816;0;0;;;;;;
450013818;2021;920033610;CENTRE D'HEMODIALYSE JEANNE D'ARC;07;2;146;45;24;0;45155;21100;Médecine;;0;0;;0;;;;4237;;
450014956;2021;450000849;MRC LES SABLONS;09;3;109;45;24;6;45089;24000;Soins de suite et réadaptation;72;354;12729;;0;;;;;;
450017694;2021;450001201;A.T.I.R.R.O. AUTODIALYSE GUIGNEGAULT;07;3;146;45;24;6;45234;21100;Médecine;;;;;;;;;6201;;
450018395;2021;450001466;CTE AUTODIALYSE ARCHETTE-CH PITHIVIERS;07;2;146;45;24;0;45252;21100;Médecine;;;;;;;;;3129;;
450018460;2021;920033610;CENTRE DE NEPHROLOGIE AMILLY;07;2;141;45;24;0;45004;21100;Médecine;;0;0;;0;;;;21753;;
450018528;2021;370001638;ASSAD HAD DU LOIRET;09;3;127;45;24;6;45075;23000;Hospitalisation à domicile;;;19150;90;1078;;;;;;
450018536;2021;440052041;HAD ORLEANS MONTARGIS;09;2;127;45;24;0;45232;23000;Hospitalisation à domicile;;;71630;200;2416;;;;;;
450018924;2021;450015409;CLINIQUE DU PONT DE GIEN;15;2;161;45;24;0;45155;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);84;450;27248;;;;;;;;
450019336;2021;450018478;CTRE RADIOTHÉRAPIE/ONCOLOGIE-BOURGOINS;18;2;699;45;24;0;45004;21100;Médecine;;;;;;;;;;15837;
450019799;2021;450000104;CHAM - SITE LA CERISAIE;04;1;362;45;24;1;45004;25000;Soins de longue durée;32;20;11014;;;;;;;;
450020698;2021;450001201;A.T.I.R.R.O. AUTODIALYSE BELLEGARDE;07;3;146;45;24;6;45031;21100;Médecine;;;;;;;;;4453;;
450021431;2021;450000096;SITE SSR JEANNE D'ARC GIEN - CH GIEN;04;1;355;45;24;1;45155;24000;Soins de suite et réadaptation;36;393;10894;;0;;;;;;
450021449;2021;450000088;SITE JEANNE D'ARC GIEN - CHR ORLEANS;04;1;101;45;24;1;45155;21100;Médecine;20;985;1848;1;88;;;;;;2016
450021449;2021;450000088;SITE JEANNE D'ARC GIEN - CHR ORLEANS;04;1;101;45;24;1;45155;21200;Chirurgie;45;824;3384;28;5019;;;;;;
460000045;2021;460780083;CH FIGEAC SITE MAQUISARDS;04;1;355;46;76;1;46102;21100;Médecine;57;2344;16397;;0;14090;;;;;0
460000045;2021;460780083;CH FIGEAC SITE MAQUISARDS;04;1;355;46;76;1;46102;21200;Chirurgie;35;1488;7201;10;2911;;;;;;
460000045;2021;460780083;CH FIGEAC SITE MAQUISARDS;04;1;355;46;76;1;46102;21300;Gynéco-Obstétrique;;0;0;;0;;0;45;;;
460000052;2021;460780091;CH ST JACQUES ST CERE;04;1;355;46;76;1;46251;21100;Médecine;33;1562;7712;2;16;10723;;;;;
460000052;2021;460780091;CH ST JACQUES ST CERE;04;1;355;46;76;1;46251;24000;Soins de suite et réadaptation;29;258;7671;;0;;;;;;
460000052;2021;460780091;CH ST JACQUES ST CERE;04;1;355;46;76;1;46251;25000;Soins de longue durée;50;31;17565;;;;;;;;
460000060;2021;460780117;CRF LA ROSERAIE;09;3;109;46;76;6;46204;24000;Soins de suite et réadaptation;130;1550;28857;5;2119;;;;;;
460000102;2021;460780208;CH JEAN COULON GOURDON;04;1;355;46;76;1;46127;21100;Médecine;40;1788;10941;4;1284;8505;;;;;
460000102;2021;460780208;CH JEAN COULON GOURDON;04;1;355;46;76;1;46127;21200;Chirurgie;;0;0;3;683;;;;;;
460000102;2021;460780208;CH JEAN COULON GOURDON;04;1;355;46;76;1;46127;21300;Gynéco-Obstétrique;;0;0;;0;;0;22;;;
460000102;2021;460780208;CH JEAN COULON GOURDON;04;1;355;46;76;1;46127;24000;Soins de suite et réadaptation;41;317;8215;3;1230;;;;;;
460000110;2021;460780216;CH JEAN ROUGIER CAHORS;04;1;355;46;76;1;46042;21100;Médecine;144;7343;35411;17;2760;24127;;;7202;;2431
460000110;2021;460780216;CH JEAN ROUGIER CAHORS;04;1;355;46;76;1;46042;21200;Chirurgie;50;2118;8533;14;1928;;;;;;
460000110;2021;460780216;CH JEAN ROUGIER CAHORS;04;1;355;46;76;1;46042;21300;Gynéco-Obstétrique;25;1372;4787;2;725;;759;254;;;
460000110;2021;460780216;CH JEAN ROUGIER CAHORS;04;1;355;46;76;1;46042;23000;Hospitalisation à domicile;;;6418;30;213;;;;;;
460000110;2021;460780216;CH JEAN ROUGIER CAHORS;04;1;355;46;76;1;46042;24000;Soins de suite et réadaptation;;0;0;10;1657;;;;;;
